,EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,ID_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,PMem_Reino,RAJ2000_Reino,DEJ2000_Reino,GaiaDR1_Reino,dist_GaiaC_Reino,RAJ2000_GaiaC_Reino,DEJ2000_GaiaC_Reino,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Reino_Douglas,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4451228786917914e+17,66.97119171970043,20.98150039134924,0.9,,,,,,66.97119171970043,20.98150039134924,,,,,,0.9,66.9711917197004,20.981500391349197,0.005,0.004,90.0,1.4451228786917914e+17,66.9716167265,0.1576,20.981340638339997,0.0841,18.8687,0.1669,92.166,0.322,-37.104,0.243,False,1645.9,1.79067,17.64736,114.35700000000001,6.70785,20.205732,2737.7,14.0758,16.168457,4.037275,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44338187075686e+17,68.12263137497465,20.7355042253444,0.9,,,,,,68.12263137497465,20.7355042253444,68.122625,20.7355222,0.92,0.0,0.06817549316795116,0.91,68.1226313749747,20.7355042253444,0.004,0.002,90.0,1.44338187075686e+17,68.12299403384,0.09300000000000001,20.735377335370003,0.0449,17.3052,0.1143,78.774,0.23600000000000002,-29.471,0.126,False,17663.5,8.464739999999999,15.070672,2205.46,11.432,16.992638,25571.6,37.1726,13.742526000000002,3.250112,,,0.0,3890.42,1.2473,0.7107,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2385304149296343e+18,75.8295283415797,3.8403232107862224,0.9,,,,,,75.8295283415797,3.8403232107862224,75.8295,3.8403306000000006,0.92,0.0,0.10521873278942774,0.91,75.8295283415797,3.8403232107862,0.002,0.001,90.0,3.2385304149296343e+18,75.82985912003001,0.0582,3.8403813707800003,0.044000000000000004,21.619,0.0814,76.653,0.141,13.508,0.08900000000000001,False,10962.8,8.88368,15.588563,1333.96,11.0243,17.538527,15917.8,37.3567,14.257213,3.281314,,,0.0,4025.62,0.1155,0.07,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800149993974144e+16,53.208662081651966,23.69218718177597,0.9,0.9771,53.20863742403013,23.69219247456141,6.80000181743296e+16,0.0834892281767721,53.20864975284104,23.692189828168694,53.20825,23.6922833,0.92,0.0,1.3601010903889226,0.9323666666666668,53.208662090758,23.692187179745698,0.002,0.001,90.0,6.800149993974144e+16,53.20942466620999,0.0555,23.692017150749997,0.0324,23.7704,0.0552,162.187,0.125,-39.491,0.07200000000000001,False,6630200.0,3081.14,8.634549,3207120.0,6156.2,9.0861,4766870.0,11257.7,8.066338,1.019762,31.69,0.13,6.0,5185.55,0.092,0.046,0.87,0.494,3.1e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.769669470044262e+16,54.13018801001649,22.782484685781746,0.9,,,,,,54.13018801001649,22.782484685781746,,,,,,0.9,54.1301880100165,22.782484685781803,0.004,0.003,90.0,6.769669470044262e+16,54.130977808829996,0.1256,22.78229278814,0.0864,25.9589,0.1415,169.12599999999998,0.242,-44.57,0.18600000000000003,False,121323.0,235.146,12.978507,21285.9,139.708,14.531158999999999,156866.0,488.975,11.773098,2.758061,,,0.0,4061.88,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2923677956241746e+18,70.42956870239817,8.438088527432491,0.9,,,,,,70.42956870239817,8.438088527432491,,,,,,0.9,70.4295687023982,8.4380885274325,0.002,0.001,90.0,3.2923677956241746e+18,70.43000995749,0.0653,8.43808398641,0.0433,23.6637,0.0835,101.376,0.157,-1.055,0.09300000000000001,False,11873.5,6.36684,15.501918,1248.3,8.88531,17.610594,17962.1,49.7374,14.126029999999998,3.4845639999999998,,,0.0,3698.06,0.741,0.45399999999999996,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2923677956241746e+18,70.42901921236644,8.439259058627135,0.9,,,,,,70.42901921236644,8.439259058627135,,,,,,0.9,70.42901921236641,8.4392590586271,0.002,0.001,90.0,3.2923677956241746e+18,70.42948234306999,0.0464,8.43925117523,0.0305,23.5273,0.0578,106.40100000000001,0.113,-1.831,0.064,True,43121.0,39.3194,14.101643,6267.56,48.2535,15.858642000000001,59990.1,134.226,12.816721000000001,3.041921,,,0.0,4124.43,0.7490000000000001,0.434,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.273807936268126e+18,59.81237794475178,6.2278801043982766,0.9,,,,,,59.81237794475178,6.2278801043982766,59.812375,6.2278972,0.92,0.0,0.06243993315240051,0.91,59.812377944751795,6.2278801043983,0.002,0.001,90.0,3.273807936268126e+18,59.81285756233001,0.064,6.2279158322,0.0398,18.3831,0.0805,110.738,0.15,8.298,0.092,False,28562.2,15.4513,14.548885999999998,4731.41,16.3038,16.16391,37941.1,55.8222,13.314146,2.849764,,,0.0,3935.94,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.306443434245315e+18,69.29128810793625,12.105508938966071,0.9,,,,,,69.29128810793625,12.105508938966071,69.2912917,12.1055389,0.99,0.0,0.10859828360654526,0.945,69.2912881079362,12.1055089389661,0.002,0.001,90.0,3.306443434245315e+18,69.29167920572,0.0519,12.105462935239999,0.0305,19.533,0.0688,88.816,0.15,-10.685,0.066,False,22079.4,10.2835,14.828397,3117.48,11.5635,16.61688,30743.6,44.661,13.542532000000001,3.074348,,,0.0,3658.98,0.5955,0.3515,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3066346461890207e+18,68.96570509762269,12.255563535063812,0.9,,,,,,68.96570509762269,12.255563535063812,,,,,,0.9,68.9657050976227,12.255563535063802,0.005,0.002,90.0,3.306634646189021e+18,68.96610843466,0.1198,12.255506027510002,0.0704,19.7456,0.1606,91.54299999999999,0.321,-13.357000000000001,0.14800000000000002,False,1854.23,1.8580900000000002,17.517954,135.437,8.40147,20.022043,3089.22,10.1327,16.037298,3.9847449999999998,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3065887072183803e+18,67.81697582712616,12.200140755293884,0.9,,,,,,67.81697582712616,12.200140755293884,67.817,12.2001472,0.99,0.0,0.0881644666380402,0.945,67.8169758271261,12.200140755293901,0.002,0.001,90.0,3.3065887072183803e+18,67.81744697444,0.057999999999999996,12.20008133255,0.0296,22.0371,0.068,106.956,0.142,-13.802,0.081,False,32640.5,11.7401,14.403973,4868.9,15.3265,16.132812,44599.8,51.92100000000001,13.138587,2.994226,,,0.0,3869.46,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3064839443767926e+18,69.53942356871951,12.510831061862302,0.9,0.809,69.5394235687195,12.510831061862302,21589.0,9.441909287803304e-11,69.53942356871951,12.510831061862302,69.5391667,12.510875,0.99,0.0,0.9165223636505792,0.8996666666666666,69.5394235687195,12.510831061862302,0.01,0.008,90.0,3.306483944376793e+18,69.53988625856,0.2758,12.510772988380001,0.2048,22.6374,0.3453,104.912,0.67,-13.488,0.528,True,398083000.0,1134600.0,4.188431,260353000.0,287881.0,4.312483,177275000.0,256578.0,4.1403,0.172184,,,0.0,7941.33,0.537,0.2563,2.97,31.673000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.306592418070112e+18,68.18919575154297,12.066669590092564,0.9,,,,,,68.18919575154297,12.066669590092564,68.1892083,12.0666778,0.99,0.0,0.0531515222397973,0.945,68.189195751543,12.0666695900926,0.002,0.001,90.0,3.306592418070112e+18,68.18962261758,0.0527,12.06660851155,0.0239,20.55,0.0566,96.95299999999999,0.105,-14.186,0.07,False,58860.5,44.7704,13.763806,10395.5,52.5089,15.309273999999998,76277.7,162.724,12.555925,2.753348,,,0.0,4076.08,0.552,0.34,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4886731598626867e+17,65.48282462862814,23.41828076015749,0.9,,,,,,65.48282462862814,23.41828076015749,65.4828333,23.4182944,0.92,0.0,0.05684816268678361,0.91,65.482824636475,23.4182807569782,0.002,0.001,90.0,1.4886731598626867e+17,65.48337803623001,0.0427,23.4180565387,0.0213,23.09,0.0398,117.944,0.105,-52.077,0.069,False,195914.0,93.3323,12.458200999999999,44256.0,119.914,13.736457999999999,232249.0,248.476,11.347035,2.389422,38.74,0.63,13.0,4035.01,0.511,0.2923,,,2.8000000000000003e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4879217124074112e+17,65.32015305595124,23.19792865531747,0.9,,,,,,65.32015305595124,23.19792865531747,65.3201667,23.1979167,0.99,0.0,0.062375061802475436,0.945,65.32015305595121,23.1979286553175,0.002,0.002,90.0,1.4879217124074112e+17,65.32063885801999,0.0656,23.19773296483,0.0378,19.8997,0.073,103.709,0.161,-45.451,0.11599999999999999,False,14973.1,8.51757,15.250085999999998,2074.9,14.6536,17.058895,20940.8,36.7736,13.959435999999998,3.099459,,,0.0,3654.97,0.32,0.19399999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.708383051242445e+16,55.22889525599949,19.496488602545856,0.9,,,,,,55.22889525599949,19.496488602545856,,,,,,0.9,55.2288952559995,19.4964886025459,0.005,0.003,90.0,5.708383051242445e+16,55.22964146601999,0.1255,19.49635227066,0.0953,24.5287,0.1556,163.376,0.308,-31.665,0.222,False,2760.18,4.54335,17.086023,198.645,6.5418199999999995,19.606195,4621.79,16.6002,15.599894,4.006302,,,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.38257714027063e+16,61.587482082425566,23.424257029196514,0.9,,,,,,61.587482082425566,23.424257029196514,,,,,,0.9,61.5874820824256,23.4242570291965,0.002,0.001,90.0,5.38257714027063e+16,61.588116477609994,0.0821,23.424054542769998,0.033,23.5089,0.0893,135.2,0.139,-47.028999999999996,0.08,False,106107.0,60.0313,13.124004999999999,20435.4,33.457,14.575429999999999,133491.0,183.5,11.948288,2.6271419999999996,,,0.0,3907.4,0.4265,0.237,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.900558114411878e+16,64.74156032132005,19.906701605094266,0.9,0.9636,64.74154429322985,19.90670633936308,4.900557684785408e+16,0.05686744295253561,64.74155230727496,19.906703972228676,64.74125,19.9067889,0.99,0.0,1.0679767390561654,0.9512,64.7415603280293,19.9067016030485,0.002,0.001,90.0,4.900558114411878e+16,64.74207749186999,0.0512,19.90654391205,0.0265,21.261999999999997,0.0535,112.93799999999999,0.099,-36.625,0.08199999999999999,True,8116580.0,2605.61,8.414933,4153330.0,5635.83,8.805397,5562790.0,7321.7,7.898687,0.90671,38.49,0.26,17.0,5566.0,0.0848,0.0447,0.91,0.72,2.4e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
