EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1266.0,133.06873000000002,11.793922,6.0490563351061005E17,133.06868559021999,11.793939251860001,1.0,0.16837315641826867,133.06870779511002,11.79393062593,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1317.0,133.0352,11.802891,6.0490642808028378E17,133.03515754068002,11.80290804027,1.0,0.16170924894256009,133.03517877034,11.802899520135,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.0,132.98559,11.803458,6.0491831654976973E17,132.98552964821002,11.80347005152,1.0,0.21705259195606624,132.985559824105,11.80346402576,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1329.0,132.99208000000002,11.804416,6.0490659987898483E17,132.9920216359,11.80444778896,0.944,0.23536267475063105,132.99205081795,11.80443189448,,,,,,,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.0,133.07015,11.808646,6.0490677167766054E17,133.07011526815,11.80866766264,0.999,0.14512298396048187,133.070132634075,11.80865683132,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1365.0,132.98162,11.810587,6.049183165497696E17,132.98156054671998,11.81060377635,1.0,0.21803225788827066,132.98159027335998,11.810595388174999,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372.0,133.04803,11.812334,6.0490684039713958E17,133.04798045238002,11.812381567510002,1.0,0.2445552686158324,133.04800522619,11.812357783755001,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1402.0,133.07048,11.81666,6.0490680174186394E17,133.07044308193994,11.81670914626,0.998,0.2196042080357308,133.07046154096997,11.81668457313,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.0,133.00898999999998,11.818971,6.0490670295819315E17,133.00893427932,11.81897985428,1.0,0.19891237082631835,133.00896213965999,11.81897542714,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1429.0,133.04286000000002,11.820674,6.0490704655556966E17,133.04281271182,11.820735083919999,0.992,0.27590142153852026,133.04283635591003,11.82070454196,,,,,,,0.992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1443.0,133.02976999999998,11.823713,6.049067373179273E17,133.0297309598,11.82372741043,1.0,0.14701967687107184,133.02975047989997,11.823720205215,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446.0,133.05123999999998,11.824688,6.049070465555689E17,133.05119120946,11.82472982512,0.996,0.22853326513823607,133.05121560472998,11.82470891256,,,,,,,0.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1467.0,133.05392,11.829522,6.0490707661977664E17,133.05388189628,11.82955687724,0.999,0.18382218721674,133.05390094813998,11.82953943862,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.0,133.03274,11.830525,6.0490711097935258E17,133.03269952454,11.83053794084,1.0,0.15003270954714357,133.03271976227,11.830531470419999,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.0,133.03491,11.832877,6.0490711527504678E17,133.03486010894,11.832909098960002,0.996,0.2103705440708145,133.03488505447,11.83289304948,,,,,,,0.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1499.0,132.9949,11.834012,6.0491852270819226E17,132.99484112225,11.83402907951,0.999,0.21637485137886425,132.994870561125,11.834020539754999,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.0,132.99976999999998,11.842899,6.0491855277239834E17,132.99970170741994,11.84295233358,0.958,0.30783492466798124,132.99973585370998,11.842925666789998,,,,,,,0.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.0,133.03422,11.851321,6.0491890066530611E17,133.03415944977,11.85138125107,0.8270000000000001,0.30423477616538713,133.03418972488498,11.851351125535,,,,,,,0.8270000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.0,132.99579,11.853915,6.0491876322635866E17,132.99573735555,11.85393928013,1.0,0.20504262940397835,132.99576367777502,11.853927140065,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,133.12008,11.855366,6.0493044553737997E17,133.12004508507,11.85543125866,0.952,0.2651881546643046,133.12006254253498,11.85539862933,,,,,,,0.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617.0,133.03047,11.858665,6.049189006653056E17,133.03040598056998,11.85872391667,0.847,0.30961221158852986,133.030437990285,11.858694458335,,,,,,,0.847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1649.0,133.07981999999998,11.864353,6.0493068176005466E17,133.07977933351,11.86440753718,0.999,0.24305101923341338,133.07979966675498,11.86438026859,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1682.0,132.99417,11.870883,6.0491920990295616E17,132.99410914625,11.87091047884,1.0,0.23611071321720314,132.99413957312498,11.870896739420001,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1695.0,133.0022,11.874739,6.0491924426269235E17,133.00213562087,11.87476088105,1.0,0.24009481824430726,133.002167810435,11.874749940525,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1730.0,132.99849,11.882669,6.0491923996698598E17,132.99844063369,11.88267740233,1.0,0.17652139896197044,132.998465316845,11.882673201165,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737.0,133.06439,11.883729,6.0494250580555418E17,133.06434896795,11.88373909846,1.0,0.14905098180819804,133.06436948397499,11.88373404923,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1749.0,133.02128000000002,11.885882,6.0491927862242662E17,133.02121438908998,11.885939242460001,1.0,0.3096602153693778,133.021247194545,11.88591062123,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1787.0,132.98423,11.893235,6.049200001769376E17,132.98416631799998,11.89326095736,1.0,0.24301835431677352,132.984198159,11.893247978680002,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1810.0,133.29856999999998,11.899294,6.0492865883096128E17,133.29858483601,11.899273282260001,0.995,0.09107175095201316,133.29857741800498,11.899283641130001,,,,,,,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855.0,132.98836,11.905545,6.0492017197574822E17,132.98827501071995,11.90559932125,0.972,0.35759004351753515,132.98831750536,11.905572160624999,,,,,,,0.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913.0,133.04368,11.916627,6.0494287946719936E17,133.04362188143,11.91667549717,0.999,0.26905572506910563,133.043650940715,11.916651248585001,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1987.0,133.00173999999998,11.935263,6.0494388019509632E17,133.00168031313,11.935279833839994,1.0,0.21878806583262977,133.001710156565,11.935271416919997,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2113.0,133.01548,11.96909,6.0494408205806362E17,133.01541926968,11.96912172245,1.0,0.24245576095557522,133.01544963484,11.969105861225,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2128.0,132.99187,11.972885,6.0494693821161536E17,132.99179163905,11.97292707855,0.998,0.3148052978296858,132.991830819525,11.972906039275,,,,,,,0.998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151.0,133.019,11.980213,6.0494412071306278E17,133.01894290141,11.98023219052,0.931,0.21261499872666814,133.018971450705,11.980222595259999,,,,,,,0.931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2166.0,133.08167,11.983146,6.049443569352585E17,133.08162686113002,11.983171877650001,0.997,0.17820519614568614,133.081648430565,11.983158938825,,,,,,,0.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2182.0,133.07557,11.98644,6.0494436123141376E17,133.07552111325,11.98648207283,0.963,0.22929929912968444,133.075545556625,11.986461036415001,,,,,,,0.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2209.0,133.00268,11.992194,6.0494714007478682E17,133.00260805511002,11.992245689579999,0.999,0.3143444966117027,133.002644027555,11.99221984479,,,,,,,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2233.0,133.00833,11.99894,6.0494751803191091E17,133.00826444064,11.99896669146,1.0,0.25005630993883404,133.00829722032,11.99895334573,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2234.0,132.99557,11.998878,6.0494714437004173E17,132.99550812711,11.99889682421,1.0,0.22817158503457868,132.995539063555,11.998887412104999,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2293.0,132.99197,12.016553,6.0494772419008371E17,132.99190420724,12.01655431537,1.0,0.23171226324712255,132.99193710362,12.016553657685,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,132.99489,12.032097,6.0494783156480384E17,132.9948308659,12.03210884618,1.0,0.21252861273430004,132.99486043295002,12.032102923090001,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2850.0,132.98805,11.704227,6.0490337006359219E17,132.98800211796,11.70426783957,0.8109999999999999,0.22384391120686728,132.98802605897998,11.704247419785,,,,,,,0.8109999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2857.0,133.0143,11.71053,6.0490357622201549E17,133.01424485162,11.71055833029,1.0,0.21953089689242544,133.01427242581,11.710544165145,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2918.0,132.99921,11.762049,6.0490480888214886E17,132.99916530376,11.76211526807,0.95,0.2858816220190057,132.99918765188,11.762082134035,,,,,,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3060.0,132.99018999999998,11.862713,6.049191368879607E17,132.99011928705,11.86280125924,0.939,0.4037574530069297,132.990154643525,11.86275712962,,,,,,,0.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6967.0,133.88868,11.933244,6.0482712580351258E17,133.8883371,11.93314361329,0.96,1.2606727000066322,133.88850854999998,11.933193806645,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7153.0,133.10405,11.174314,5.986781413848727E17,133.10396985131,11.17417090783,0.987,0.5877812267933671,133.10400992565502,11.174242453915,,,,,,,0.987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0500201687220442E17,132.9153743203,12.20301742714,1.0,,132.9153743203,12.20301742714,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0473985206800602E17,133.43160328047,11.83956656558,1.0,,133.43160328047,11.83956656558,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0502043369197683E17,132.75057221431,12.41483465685,1.0,,132.75057221431,12.41483465685,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0490759201574579E17,132.68792937428,11.600663528039998,1.0,,132.68792937428,11.600663528039998,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0489581092121574E17,132.82179182024998,11.586897960369999,1.0,,132.82179182024998,11.586897960369999,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0493113273229094E17,133.18954885953002,11.91269334534,1.0,,133.18954885953002,11.91269334534,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0502252534114163E17,132.92163764486,12.40909370858,1.0,,132.92163764486,12.40909370858,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0502033061276262E17,132.75062865923002,12.41192706328,1.0,,132.75062865923002,12.41192706328,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
