source_id_Gaia,e_bp_min_rp_val_Gaia
604915597834696448,0.0528
604920549932809344,0.127
604917698074587136,0.063
604914983655019520,0.247
604917148318677120,0.18
604917869873191424,0.3778
604917659419033600,0.604
604917831217725312,0.7545
604917732434325248,0.1392
604920549932808320,0.0675
604920653012018688,0.123
604920786155223552,0.1457
604917938592657024,0.05
604920653012016896,0.102
604920653012020864,0.5907
604917865577461888,0.677
604915877008228096,0.081
604920786155388544,0.027000000000000003
604915773929008384,0.086
604918110391371136,0.0372
604918106095629952,0.131
604915705209528320,0.11
604920824810533632,0.1725
604917972952400256,0.108
604920824810716672,0.3785
604918071736056960,0.4017
604918140455366528,0.073
604920756091231232,0.392
604920756091231488,0.101
604918140455365888,0.329
604920687371751936,0.0855
604918179110834560,0.0927
604918144751101440,0.0463
604920927889741696,0.1605
604920927889929216,0.14300000000000002
604920756091232256,0.3577
604920923594172672,0.325
604920756091231744,0.2767
604918179110923392,0.1625
604920889234433792,0.181
604921134048349824,0.081
604918247830312576,0.1165
604921679508385664,0.046
604918247830308096,0.1005
604918247830309376,0.08199999999999999
604920957953908864,0.161
604918247830311552,0.054000000000000006
604921202767811712,0.265
604921168408082048,0.317
604921885666815360,0.0413
604963121648488320,0.2973
604918282190042496,0.0563
604921713868337280,0.221
604921202767814016,0.282
604921718163730560,0.2803
604921748227889152,0.064
604921408926071424,0.052000000000000005
604919583564564096,0.081
604921374566324992,0.1645
604921202767809664,0.162
604962984209526400,0.205
604921821242942464,0.097
604963052929005824,0.1733
604921816947364480,0.385
604921271487102464,0.3975
604919789722800256,0.1517
604921374566323200,0.15
604922027401374080,0.263
604921855602675840,0.2023
604921988746029312,0.0937
604963087288739584,0.1373
604921305846836864,0.1247
604919965817201152,0.0737
604919789722799232,0.422
604922027401371904,0.27
604921477645534976,0.0753
604922779020036992,0.522
604922061761107584,0.0387
604922096120852864,0.1613
604921512005268608,0.0597
604922779020036736,0.14300000000000002
604921305846834816,0.3553
604920030241180672,0.1915
604921512005265664,0.6293
604922233559793664,0.189
604922783315580288,0.0973
604922229264428544,0.3447
604922817675316096,0.1062
604921512005266048,0.022
604922267919526912,0.08900000000000001
604969168962428672,0.0488
604964083721159936,0.2015
604963362166649856,0.133
604921580724745984,0.125
604922130480588544,0.1965
604922336638992128,0.1523
604922302279259008,0.3805
604920275054845824,0.1095
604922267919525504,0.1242
604922920754526336,0.1337
604969168962427904,0.3623
604922474077958144,0.012
604969237681908480,0.086
604922886394970240,0.3187
604922474077954944,0.086
604923023833743744,0.0158
604922920754523520,0.098
604969203322163840,0.08199999999999999
604923023833744896,0.18600000000000005
604922920754523136,0.3597
604969306401373952,0.183
604969134602863744,0.4135
604969443840314496,0.1797
604969306401373824,0.0605
604969267746269696,0.1
604923848467467648,0.568
604923882827217024,0.0985
604923333071376512,0.0955
604970131035099008,0.411
604920442558052992,0.5647
604923947251366656,0.4487
604920481213271296,0.294
604969546919528576,0.084
604970096675364352,0.0575
604969748782357888,0.3675
604969748782357760,0.0895
604923607949286912,0.103
604923607949288064,0.101
604969787437702784,0.3633
604969714422619136,0.05
604923470510326784,0.1628
604969615639180416,0.0853
604971093107738624,0.06
604971093107922432,0.049
604971093107735040,0.122
604970508992220288,0.008
604971367985645184,0.0768
604969954941058944,0.085
604971402345381120,0.1565
604947281809005312,0.26
604924531366686080,0.1285
604971471064858496,0.1433
604970783870102656,0.0997
604970921309068544,0.0955
604971058748016384,0.226
604970990028535936,0.3205
604970990028536320,0.086
604972463201969920,0.061
604972467497283200,0.07400000000000001
604948278241425152,0.0965
604973979325779328,0.057
604972360122759296,0.0953
604982809778600064,0.056
604984630844732544,0.0997
598879798689514112,0.012
604892989126939648,0.455
604898903297606272,0.597
604899826720145024,0.03
604902923387005824,0.1277
604902923387008000,0.094
604902923387005696,0.099
604903026466307840,0.207
604903576222013952,0.1423
604903576222015616,0.0763
604905534727086336,0.1383
604906290641339776,0.45
604906221921860224,0.1137
604905534727082880,0.0177
604905599150996736,0.3967
604905019331023104,0.428
604906355065249408,0.2997
604906565519358464,0.0427
604905633510610048,0.071
604906428080283776,0.058
604918316549769728,0.03
604906771677660544,0.6525
604918316549769600,0.2757
604906702958193152,0.322
604906737317927296,0.2453
604907046555568896,0.1567
604907076619776640,0.14300000000000002
604907110979352576,0.0665
604907115275046784,0.0485
604918522708192256,0.1467
604918763226358656,0.078
604919209902956160,0.12
604919244262692352,0.07200000000000001
604919239966985984,0.6913
604942505805554176,0.047
604920000176937600,0.133
604928658830961280,0.155
604943880195096320,0.087
604944120713062784,0.268
604947518031910912,0.141
604947144370041728,0.0757
604947724190083712,0.1908
604947831564803840,0.078
604903576222015488,0.095
604827125803512576,0.225
598678141384872704,0.071
604895158086185856,0.055
604907355793322112,0.108
604907454576711040,0.271
598905602853022976,0.5145
598906290047773440,0.1423
604896051439390848,0.0727
604896051439391104,0.094
604896635554924672,0.2222
604896635554923008,0.4983
604896498115955968,0.2475
604896876073077504,0.1545
604896566835439872,0.229
604896150222841088,0.1895
598906771084100224,0.0363
604908695823123072,0.1037
604896837417607808,0.4667
604908146067299712,0.0922
598903953585548672,0.1735
604897631987337600,0.0885
604908004332577152,0.0627
604897558972113024,0.2225
604897631987335296,0.207
598907836235995008,0.0723
604897833850019328,0.076
604897219670462976,0.174
604897288389928832,0.07
604897838145767168,0.061
604898009944444032,0.3097
604909554816558208,0.0183
604897906865245440,0.171
604908347929907328,0.4258
604903198264917504,0.35700000000000004
604909000764935936,0.208
598954118803488384,0.1435
604912058781650176,0.1073
598955115235894784,0.168
604904022898639232,0.4115
604898456621037824,0.221
598955729416267264,0.0875
604912196220603264,0.5117
604912368019294976,0.0777
598955149595631872,0.034
604904297776551680,0.0838
604913162588927488,0.1363
604912406674856064,0.478
598955802430663680,0.7240000000000001
604910860486613632,0.21
604912745976557568,0.1013
604960235430488960,0.0553
604917285757665920,0.2338
604917285757662592,0.4970000000000001
604917281461920256,0.2552
598959822520052480,0.07200000000000001
604917594995372544,0.1502
604964496038052352,0.3895
604962365734255744,0.6097
604962331374512640,0.081
604961163143414912,0.188
604918041671892352,0.312
604918041671889792,0.6202
604918076031622144,0.3847
604962640612163200,0.06
604918179110923520,0.1913
604918213470564992,0.3213
604962743691561472,0.129
604919480485158784,0.2733
604962193935568896,0.342
604965178937376512,0.1473
604921271487287296,0.502
604963740123794048,0.1177
604922164840316672,0.059
604963980641948416,0.107
604964010706281856,0.0773
604969031523465728,0.1458
604964083721158656,0.368
604922886394972160,0.5813
604966866859978240,0.0207
604969061587592064,0.079
604964118080894464,0.1518
604964255519855232,0.1492
604966454543134720,0.0833
604922641581304576,0.0693
604967897652139776,0.269
604923367431112832,0.0225
604967996435524224,0.207
604971088812177280,0.0765
604946972571361152,0.5025
604967725853431168,0.2637
604967760213166336,0.14
604979987984213632,0.31
604973635728426752,0.0192
604924776180388736,0.256
604968752349766912,0.101
604980713834545664,0.076
604972330058312448,0.293
604974322923167488,0.14800000000000002
604981435389057408,0.106
604973017253073536,0.14300000000000002
604974357282901504,0.255
604995419802460288,0.16699999999999998
604948862357149184,0.1648
604975693017389952,0.0145
604975796096306432,0.125
604972944238043904,0.03
604995660320634880,0.075
604973085972551296,0.136
604995522881670272,0.0903
604975315059831168,0.3757
604949034155646592,0.287
604973184756492544,0.0622
604987070386114688,0.0827
604984871362889728,0.13699999999999998
604976315787962240,0.156
604987139105593344,0.0925
605001329677769088,0.09
605000401964512896,0.1033
605000573763220224,0.0583
604992327426113536,0.21
605001054799578240,0.2975
605000848641142400,0.3277
605000844345896960,0.3097
604977587098272768,0.327
604997309588066304,0.3248
604997172149101312,0.269
605000779921664640,0.194
607989355604856192,0.18
604988376056169088,0.205
604996897271215104,0.0575
604977106061961984,0.6077
604977209141167104,0.441
604976453226906880,0.1965
604988204257490176,0.104
607987427163771520,0.2805
604982358806160896,0.149
604978858408693888,0.0438
598960436699728256,0.309
604890038485174912,0.081
598899796057231616,0.0415
598886052161851264,0.371
598885944787392000,0.14800000000000002
598885880363159296,0.0798
604701953276603520,0.3338
598885738628962432,0.171
598884952650222336,0.4087
598697142320464384,0.6609999999999999
598880314085586432,0.345
598692675554477056,0.064
598687865190906496,0.1087
598689411379091328,0.125
598689926775182208,0.0777
598689754976482944,0.6997
604703499464932736,0.1102
604705969071060224,0.5872
604704770775147520,0.1657
604704633336193152,0.107
604704697760911616,0.28300000000000003
604892684184970880,0.13699999999999998
604893676321680128,0.0775
604711367844911232,0.4775
604711299125433472,0.044
604898761562989184,0.2593
604898972017070592,0.1192
604899414398028928,0.428
604713017112350592,0.235
604899831010539904,0.2715
604899448757770624,0.457
604899315614438784,0.016
604900277687127552,0.342
604900449485821568,0.044
604713463788946560,0.826
604713463788946432,0.105
604903370063591424,0.0275
604901239759778176,0.103
604900690003981312,0.149
604901957018617728,0.126
604903713660959488,0.1283
604902407990875520,0.07200000000000001
604905156769963136,0.015
604902682868787584,0.114
604904778812856064,0.2317
604905947043939072,0.1985
604906256281593472,0.056
604926322368772096,0.38
604925875692160640,0.1227
604906599878983680,0.0792
604906118842621568,0.481
604906153202364544,0.0625
604926494167460352,0.3735
604926494167461376,0.5723
604906148906681088,0.0553
604907252713995008,0.18600000000000005
604930445537381632,0.118
604930544320911744,0.154
604930067580245888,0.154
604919033808556800,0.2903
604930235082768768,0.1
604931819926896384,0.0367
604920202039656064,0.006999999999999999
604943291783363840,0.221
604944086353518592,0.0333
604933125596954240,0.073
604945804340420736,0.1227
604945387727420416,0.2893
604945598181981696,0.0155
604947865924535808,0.121
604945701261192192,0.1953
604946693397490816,0.0643
604948724917993984,0.097
604946732053144576,0.4727
604949961868553856,0.14800000000000002
604954497354194688,0.6155
604998404803662080,0.154
604998237300962048,0.085
604735007344961792,0.7257
604736690972080512,0.359
604736381734433664,0.1507
604708202453409408,0.454
604695734164025216,0.3217
604703941846497280,0.3085
604699445015802624,0.1235
604698306849407232,0.0137
604687006790509568,0.049
604696730596495744,0.193
604995248003823488,0.0145
604708992727391488,0.172
605005418486272896,0.132
604993667455856896,0.085
605004387694123136,0.154
605013767903055616,0.171
604891992694503040,0.114
608000041483441920,0.1617
605035066644502272,0.117
605016241803914368,0.792
605022186038605568,0.101
604993598736391040,0.0395
605011019123613568,0.0557
608022959428902272,0.1077
605015309794935552,0.1953
605027266985143808,0.0875
604891923975026816,0.617
598975005228795008,0.4257
598956420905951360,0.0943
608002408009810176,0.1305
598951438743912192,0.3113
605038644352883456,0.106
604682501369762048,0.1645
604743562919743872,0.0655
604647802329113600,0.133
602014639483540096,0.1538
