source_id_Gaia,e_bp_min_rp_val_Gaia
598889419416217600,0.1113
598900105294874496,0.1065
598898073775010816,0.2217
598901788922041728,0.079
598890106610992256,0.4348
598890381488889088,0.1155
598890347129151104,0.5333
604891584673389312,0.046
604891550313644672,0.332
604894745769327232,0.3755
604895325589137920,0.0995
604894638394355584,0.4223
598901754562312448,0.0887
604895364244625920,0.0223
598904842643466240,0.065
598902682275232640,0.1355
604893405739514624,0.3173
604896326317278464,0.1027
598902716634970240,0.0545
598903128951834496,0.521
604895089366706304,0.2827
604894913272261632,0.064
604895600467051776,0.0895
604895707842014080,0.0422
604908416650519808,0.3417
604909589176298368,0.2545
604909241283211648,0.079
604909657895767680,0.062
604909726615246336,0.128
604909142499704704,0.12
604909692255500544,0.171
604909726615246080,0.0505
604898211807205504,0.1933
604909756679296640,0.0945
604909898413942656,0.284
604904156041874560,0.0333
604904293480903808,0.1533
604904057258372736,0.047
604910340794780032,0.138
604910207651567360,0.1943
604904229057064320,0.3947
604898490980772352,0.2407
604912471098638720,0.0853
604912402379032704,0.1075
604910276371045376,0.219
604910379450263168,0.0643
604904572654435456,0.1733
604910443873993600,0.4223
604904263416797440,0.248
604904396560128256,0.032
604904263416796416,0.017
604910478233820672,0.1775
604916117526551680,0.0683
604910310730777472,0.14800000000000002
604910546953300608,0.0737
604910546953207680,0.198
604904641373911296,0.078
604904469575229696,0.416
604910551248951680,0.1402
604911096708974080,0.2648
604913952863073920,0.41
604911307163200000,0.35600000000000004
604911199788235648,0.2585
604911204083987584,0.0093
604913952863074688,0.412
604911204083987328,0.086
604904847532342528,0.335
604904538294704768,0.2845
604916254965494528,0.067
604914021582551168,0.0257
604916426764196224,0.091
604911375882674560,0.103
604911478961895424,0.097
604911341522931328,0.426
604914223445164416,0.119
604913536250548352,0.0875
604913574905773312,0.015
604914262100725248,0.17600000000000002
604913540546033024,0.1427
604911375882674176,0.217
604916461123940992,0.5023
604916529843405696,0.3703
604911509025877248,0.318
604916529843406976,0.06
604911410242411136,0.14800000000000002
604917281461922432,0.6895
604911547681373184,0.4270000000000001
604914536978619520,0.3655
604911650760586624,0.107
604916667282344576,0.772
604916701642080000,0.299
604911547681374080,0.0805
604905053690766208,0.4015
604916736001826432,0.147
604915086734257152,0.1168
604916598562882048,0.1443
604917354477131392,0.28300000000000003
604916598562881280,0.16
604916564203137280,0.166
604916632922617088,0.085
604917487620477056,0.375
604915086734256000,0.2408
604916804721291776,0.2732
604915292892687744,0.0767
604911685120320512,0.0473
604917315826476416,0.0713
604914605698086784,0.1167
604916873440765696,0.235
604916976519989248,0.181
604916976519992192,0.1247
604917010879734528,0.0718
604917625065211008,0.068
604915322956791168,0.7203
604917045239468544,0.28800000000000003
604917526275831040,0.1997
604916903504793856,0.0758
604917453260607488,0.294
604917629355042176,0.024
604914846216261888,0.0527
604917629355037568,0.257
604917766793981184,0.0783
604914880575997056,0.382
604917629355039360,0.5375
604920515573077632,0.0325
604917629355040896,0.1877
604914949295475712,0.223
604920515573076352,0.136
604914949295285376,0.126
604917148318674816,0.0657
604917796857988480,0.232
604920549932810368,0.3722
604917835513456512,0.363
604920584292552832,0.0837
604914949295282816,0.0853
604917659419190656,0.9337
604914910640118656,0.162
604914944999667328,0.2212
