EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.402,-15.8028889,1.91336481548104E14,0.9,,,,,,288.402,-15.8028889,,,,,,288.402,-15.8028889,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.63,-16.245027800000003,1.91831201614421E14,0.9,289.630012539,-16.2450671462,0.948022371216792,2.19634967E8,0.14812789455198103,289.6300062695,-16.2450474731,,,,,,289.6300062695,-16.2450474731,289.63000688498,-16.24518356776,4.1839511874929905E18,1.0,0.48994539413871385,0.9493407904055973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.2322083,-16.0561111,1.9165573160322E14,0.9,289.232241603,-16.0560904568,0.998198538214321,2.19703587E8,0.13710239671667845,289.23222495150003,-16.0561007784,4.184136906187904E18,289.23224,-16.05621,0.9,0.39662937131607345,289.23222871362503,-16.0561280838,289.23224079389,-16.05620980019,4.184136906187904E18,0.9,0.2971327968393425,0.9245496345535802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.2050833,-16.2228333,1.91649221613222E14,0.9,,,,,,289.2050833,-16.2228333,,,,,,289.2050833,-16.2228333,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.185,-16.2593889,1.91644401615338E14,0.9,289.185010753,-16.2594095746,0.9914126799277351,2.19629635E8,0.08319052503205682,289.1850053765,-16.259399237300002,4.1839394751299779E18,289.18501000000003,-16.259520000000002,0.9,0.4350392689993275,289.18500653237504,-16.259429427975,289.18500653973,-16.25952302212,4.1839394751299779E18,1.0,0.3369389229633192,0.9478531699819338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.75208330000004,-16.240138899999998,1.91500501614245E14,0.7,288.752134356,-16.2401405422,0.99972656930272,2.19636808E8,0.17656654896151472,288.752108828,-16.2401397211,4.0880539823400617E18,288.75212999999997,-16.24026,0.9,0.43914405448109844,288.752114121,-16.240169790825,288.75213025214003,-16.240256922729998,4.0880539823400617E18,1.0,0.3185914692902705,0.89993164232568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0217917,-16.88225,1.91605231652561E14,0.9,289.021809102,-16.882261968199998,0.999938815836899,2.19383739E8,0.07382441537535644,289.021800401,-16.8822559841,4.0878267613902464E18,289.02181,-16.882379999999998,0.9,0.44768013396143297,289.02180280075,-16.882286988075,289.02180635220003,-16.882376016320002,4.0878267613902464E18,1.0,0.3207350998244598,0.9499847039592247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.04670830000003,-16.363472199999997,1.91611211621485E14,0.9,289.046661166,-16.3634692856,0.635992653070439,2.19590752E8,0.16314691903455777,289.046684733,-16.363470742799997,4.1839367950704046E18,289.04666000000003,-16.36358,0.9,0.4024971202823846,289.04667854975,-16.363498057099996,289.04665801967,-16.36358497908,4.1839367950704046E18,1.0,0.3208539379324872,0.8589981632676097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0245417,-16.496694400000003,1.91605891629481E14,0.9,289.024566864,-16.4967047825,0.9942214913998481,2.19539917E8,0.09456179689372739,289.024554282,-16.49669959125,4.0878556966020454E18,289.02456,-16.49682,0.9,0.4339206240348218,289.0245557115,-16.4967296934375,289.02456172485,-16.49681905092,4.0878556966020454E18,1.0,0.32235591464806884,0.948555372849962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0327083,-16.1766667,1.9160785161036E14,0.9,,,,,,289.0327083,-16.1766667,,,,,,289.0327083,-16.1766667,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.196875,-16.06925,1.91647251604093E14,0.9,289.196897683,-16.069240745,0.981412650364736,2.1969897E8,0.08524875470893876,289.1968863415,-16.0692453725,4.1841353943589187E18,289.19689,-16.06936,0.9,0.41285303007466506,289.19688725612497,-16.069274029375,289.1968944254,-16.06935678789,4.1841353943589187E18,1.0,0.29896113775564326,0.945353162591184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.18404169999997,-16.206166699999997,1.91644171612222E14,0.7,289.184080237,-16.206192003800002,0.9479360277025931,2.19649169E8,0.16138694000269993,289.1840609685,-16.206179351899998,4.1839405016143555E18,289.18408,-16.2063,0.9,0.439287760888352,289.18406572637497,-16.206209513924996,289.18407914992,-16.20630496428,4.1839405016143555E18,0.9,0.34674047865542273,0.8619840069256482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.79816669999997,-17.4418889,1.91511561726308E14,0.9,,,,,,288.79816669999997,-17.4418889,,,,,,288.79816669999997,-17.4418889,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.261875,-16.0879444,1.91702851605166E14,0.9,289.261897077,-16.0879437416,0.9741533624279269,2.19692101E8,0.07640144846944368,289.2618860385,-16.0879440708,4.1841365582853437E18,289.26189,-16.088060000000002,0.9,0.4175700159398831,289.261887028875,-16.0879730531,289.26189346947,-16.08806274708,4.1841365582853437E18,1.0,0.3236659454422981,0.9435383406069817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.1533333,-16.384222199999996,1.91636801623032E14,0.7,289.153334863,-16.3842431765,0.883621375205439,2.1958284E8,0.07570810612823159,289.1533340815,-16.38423268825,4.1839337714133284E18,289.15333,-16.38436,0.9,0.458539036743052,289.153333061125,-16.3842645161875,289.15332938281,-16.38436048685,4.1839337714133284E18,1.0,0.34572787949000877,0.8709053438013598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
