source_id_Gaia,e_bp_min_rp_val_Gaia
3426175813807389696,0.066
3426177291284416000,0.173
3426276973176076288,0.304
3426272918726984192,0.2088
3426165578904396800,0.3963
3426273674641193984,0.268
3426277144974732800,0.257
3426273468482757632,0.181
3426278519364235776,0.14800000000000002
3426286662622148096,0.16699999999999998
3426260652300638208,0.3392
3426275633146198016,0.2267
3426285082074203136,0.229
3426285769268947968,0.21
3426275736225400320,0.179
3426256082455450624,0.1995
3426262713884912128,0.297
3426262404647269376,0.2455
3426261648733028864,0.3672
3426262851323852288,0.295
3426282642532727808,0.235
3426287963994340352,0.2043
3426280787107259392,0.162
3426255979376220160,0.18600000000000005
3426260892818789376,0.2375
3426257761783377920,0.1795
3426268555040412672,0.3155
3426280718387781632,0.414
3426281199424105984,0.32
3426283123569054720,0.2003
3426268589400145408,0.248
3426268589400145920,0.242
3426267730406689280,0.265
3426281268143572992,0.5795
3425504222658566144,0.4125
3426261472637256192,0.223
3426258109679969280,0.2547
3426269134859027968,0.5017
3426284601037761024,0.3885
3425505734487042048,0.171
3426264431868904448,0.596
3426264427572833792,0.3875
3425505700127302144,0.1927
3426264565013724672,0.38
3426269890773287424,0.2213
3426264569310748672,0.456
3426308549775364608,0.282
3426256941448865280,0.713
3426264981627601920,0.162
3426264981627599872,0.271
3426269826350691840,0.3608
3426270028212264960,0.297
3426257074588708352,0.086
3426307445967641600,0.2803
3426269650255113728,0.3347
3425506348666949632,0.3253
3425504497536456192,0.264
3426263091842008064,0.317
3426269688911727104,0.242
3426307072307032064,0.205
3426263194921214464,0.257
3426263121902688256,0.446
3426307171089700352,0.28
3426266729677318144,0.08800000000000001
3426263980898169856,0.4733
3426266489159144960,0.2557
3426295042101945856,0.197
3426270543608388096,0.3392
3426294118685670400,0.257
3426265462663915520,0.2595
3426267107634487296,0.1997
3426295007742218240,0.297
3426270268730473984,0.2407
3426265458366936576,0.3305
3426267313792939008,0.3245
3426294629785092608,0.2362
3426309580567463424,0.3463
3425507864790785024,0.2555
3426309748070261760,0.319
3426297107982880768,0.0685
3426266012419708416,0.3988
3426294767224080896,0.2847
3425514663724061696,0.292
3426265771901543424,0.28600000000000003
3426290953292991488,0.2523
3426294698504571392,0.1753
3425507624272612352,0.3483
3426290437896839168,0.339
3426296008471255040,0.4405
3426297211062084608,0.3945
3425507826135544320,0.1832
3425515144760817664,0.203
3425515252134456832,0.392
3425515252134459392,0.32299999999999995
3426296145910199808,0.488
3426296077190722560,0.1427
3425514938602380288,0.3285
3425538749901133824,0.262
3426296180269934080,0.2982
3426304014290255872,0.373
3426289956860522496,0.198
3426289961157317632,0.3445
3425514148328013312,0.4168
3426303705052926976,0.238
3425514045248752128,0.2483
3425538582396795904,0.1903
3426302880418893312,0.307
3426292881735048704,0.3797
3425537757763073024,0.309
3426291644784478720,0.1683
3425537345446223872,0.317
3425537276726748160,0.336
3426302532525101056,0.1917
3425509376619204096,0.634
3425533290997088256,0.236
3425532981759448064,0.241
3425532913039973376,0.369
3425533802098309632,0.358
3425497281991300608,0.5237
3426279923815289856,0.1705
3426327516351117312,0.2492
3425499618453642240,0.1743
3425494842449931776,0.488
3425319569126885888,0.147
