EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,ID_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,PMem_Reino,RAJ2000_Reino,DEJ2000_Reino,GaiaDR1_Reino,dist_GaiaC_Reino,RAJ2000_GaiaC_Reino,DEJ2000_GaiaC_Reino,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Reino_Douglas,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,ra_epoch2000_Gaiaa,dec_epoch2000_Gaiaa,errHalfMaj_Gaiaa,errHalfMin_Gaiaa,errPosAng_Gaiaa,source_id_Gaiaa,ra_Gaiaa,ra_error_Gaiaa,dec_Gaiaa,dec_error_Gaiaa,parallax_Gaiaa,parallax_error_Gaiaa,pmra_Gaiaa,pmra_error_Gaiaa,pmdec_Gaiaa,pmdec_error_Gaiaa,duplicated_source_Gaiaa,phot_g_mean_flux_Gaiaa,phot_g_mean_flux_error_Gaiaa,phot_g_mean_mag_Gaiaa,phot_bp_mean_flux_Gaiaa,phot_bp_mean_flux_error_Gaiaa,phot_bp_mean_mag_Gaiaa,phot_rp_mean_flux_Gaiaa,phot_rp_mean_flux_error_Gaiaa,phot_rp_mean_mag_Gaiaa,bp_rp_Gaiaa,radial_velocity_Gaiaa,radial_velocity_error_Gaiaa,rv_nb_transits_Gaiaa,teff_val_Gaiaa,a_g_val_Gaiaa,e_bp_min_rp_val_Gaiaa,radius_val_Gaiaa,lum_val_Gaiaa,angDist_Gaiaa,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44512287869179136E17,66.97119171970043,20.98150039134924,0.9,,,,,,66.97119171970043,20.98150039134924,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.9711917197004,20.9815003913492,0.005,0.004,90.0,144512287869179136,66.9716167265,0.1576,20.98134063834,0.0841,18.8687,0.1669,92.166,0.322,-37.104,0.243,false,1645.9,1.79067,17.64736,114.357,6.70785,20.205732,2737.7,14.0758,16.168457,4.037275,,,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44338187075686016E17,68.12263137497465,20.7355042253444,0.9,,,,,,68.12263137497465,20.7355042253444,68.122625,20.7355222,0.92,0.0,0.06817549316795116,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.1226313749747,20.7355042253444,0.004,0.002,90.0,144338187075686016,68.12299403384,0.093,20.73537733537,0.0449,17.3052,0.1143,78.774,0.236,-29.471,0.126,false,17663.5,8.46474,15.070672,2205.46,11.432,16.992638,25571.6,37.1726,13.742526,3.250112,,,0,3890.42,1.2473,0.7107,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2385304149296343E18,75.8295283415797,3.8403232107862224,0.9,,,,,,75.8295283415797,3.8403232107862224,75.8295,3.8403306000000006,0.92,0.0,0.10521873278942774,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.8295283415797,3.8403232107862,0.002,0.001,90.0,3238530414929634304,75.82985912003,0.0582,3.84038137078,0.044,21.619,0.0814,76.653,0.141,13.508,0.089,false,10962.8,8.88368,15.588563,1333.96,11.0243,17.538527,15917.8,37.3567,14.257213,3.281314,,,0,4025.62,0.1155,0.07,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.800149993974144E16,53.208662081651966,23.69218718177597,0.9,0.9771,53.20863742403013,23.69219247456141,6.80000181743296E16,0.0834892281767721,53.20864975284105,23.69218982816869,53.20825,23.6922833,0.92,0.0,1.3601010903889226,0.9323666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.208662090758,23.6921871797457,0.002,0.001,90.0,68001499939741440,53.20942466621,0.0555,23.69201715075,0.0324,23.7704,0.0552,162.187,0.125,-39.491,0.072,false,6630200.0,3081.14,8.634549,3207120.0,6156.2,9.0861,4766870.0,11257.7,8.066338,1.019762,31.69,0.13,6,5185.55,0.092,0.046,0.87,0.494,3.1E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7696694700442624E16,54.13018801001649,22.782484685781746,0.9,,,,,,54.13018801001649,22.782484685781746,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.1301880100165,22.7824846857818,0.004,0.003,90.0,67696694700442624,54.13097780883,0.1256,22.78229278814,0.0864,25.9589,0.1415,169.126,0.242,-44.57,0.186,false,121323.0,235.146,12.978507,21285.9,139.708,14.531159,156866.0,488.975,11.773098,2.758061,,,0,4061.88,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2923677956241746E18,70.42956870239817,8.438088527432491,0.9,,,,,,70.42956870239817,8.438088527432491,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4295687023982,8.4380885274325,0.002,0.001,90.0,3292367795624174720,70.43000995749,0.0653,8.43808398641,0.0433,23.6637,0.0835,101.376,0.157,-1.055,0.093,false,11873.5,6.36684,15.501918,1248.3,8.88531,17.610594,17962.1,49.7374,14.12603,3.484564,,,0,3698.06,0.741,0.454,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2923677956241746E18,70.42901921236644,8.439259058627135,0.9,,,,,,70.42901921236644,8.439259058627135,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.4290192123664,8.4392590586271,0.002,0.001,90.0,3292367795624174592,70.42948234307,0.0464,8.43925117523,0.0305,23.5273,0.0578,106.401,0.113,-1.831,0.064,true,43121.0,39.3194,14.101643,6267.56,48.2535,15.858642,59990.1,134.226,12.816721,3.041921,,,0,4124.43,0.749,0.434,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2738079362681262E18,59.81237794475178,6.2278801043982766,0.9,,,,,,59.81237794475178,6.2278801043982766,59.812375,6.2278972,0.92,0.0,0.06243993315240051,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.8123779447518,6.2278801043983,0.002,0.001,90.0,3273807936268126464,59.81285756233,0.064,6.2279158322,0.0398,18.3831,0.0805,110.738,0.15,8.298,0.092,false,28562.2,15.4513,14.548886,4731.41,16.3038,16.16391,37941.1,55.8222,13.314146,2.849764,,,0,3935.94,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3064434342453151E18,69.29128810793625,12.105508938966071,0.9,,,,,,69.29128810793625,12.105508938966071,69.2912917,12.1055389,0.99,0.0,0.10859828360654526,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2912881079362,12.1055089389661,0.002,0.001,90.0,3306443434245315200,69.29167920572,0.0519,12.10546293524,0.0305,19.533,0.0688,88.816,0.15,-10.685,0.066,false,22079.4,10.2835,14.828397,3117.48,11.5635,16.61688,30743.6,44.661,13.542532,3.074348,,,0,3658.98,0.5955,0.3515,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3066346461890212E18,68.96570509762269,12.255563535063812,0.9,,,,,,68.96570509762269,12.255563535063812,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.9657050976227,12.2555635350638,0.005,0.002,90.0,3306634646189021440,68.96610843466,0.1198,12.25550602751,0.0704,19.7456,0.1606,91.543,0.321,-13.357,0.148,false,1854.23,1.85809,17.517954,135.437,8.40147,20.022043,3089.22,10.1327,16.037298,3.984745,,,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3065887072183803E18,67.81697582712616,12.200140755293884,0.9,,,,,,67.81697582712616,12.200140755293884,67.817,12.2001472,0.99,0.0,0.0881644666380402,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8169758271261,12.2001407552939,0.002,0.001,90.0,3306588707218380288,67.81744697444,0.058,12.20008133255,0.0296,22.0371,0.068,106.956,0.142,-13.802,0.081,false,32640.5,11.7401,14.403973,4868.9,15.3265,16.132812,44599.8,51.921,13.138587,2.994226,,,0,3869.46,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3064839443767931E18,69.53942356871951,12.510831061862302,0.9,0.809,69.5394235687195,12.510831061862302,21589.0,9.441909287803305E-11,69.53942356871951,12.510831061862302,69.5391667,12.510875,0.99,0.0,0.9165223636505793,0.8996666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.5394235687195,12.5108310618623,0.01,0.008,90.0,3306483944376792832,69.53988625856,0.2758,12.51077298838,0.2048,22.6374,0.3453,104.912,0.67,-13.488,0.528,true,3.98083E8,1134600.0,4.188431,2.60353E8,287881.0,4.312483,1.77275E8,256578.0,4.1403,0.172184,,,0,7941.33,0.537,0.2563,2.97,31.673,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3065924180701123E18,68.18919575154297,12.066669590092564,0.9,,,,,,68.18919575154297,12.066669590092564,68.1892083,12.0666778,0.99,0.0,0.0531515222397973,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.189195751543,12.0666695900926,0.002,0.001,90.0,3306592418070112384,68.18962261758,0.0527,12.06660851155,0.0239,20.55,0.0566,96.953,0.105,-14.186,0.07,false,58860.5,44.7704,13.763806,10395.5,52.5089,15.309274,76277.7,162.724,12.555925,2.753348,,,0,4076.08,0.552,0.34,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
