EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,ID_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,PMem_Reino,RAJ2000_Reino,DEJ2000_Reino,GaiaDR1_Reino,dist_GaiaC_Reino,RAJ2000_GaiaC_Reino,DEJ2000_GaiaC_Reino,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Reino_Douglas,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,ra_epoch2000_Gaiaa,dec_epoch2000_Gaiaa,errHalfMaj_Gaiaa,errHalfMin_Gaiaa,errPosAng_Gaiaa,source_id_Gaiaa,ra_Gaiaa,ra_error_Gaiaa,dec_Gaiaa,dec_error_Gaiaa,parallax_Gaiaa,parallax_error_Gaiaa,pmra_Gaiaa,pmra_error_Gaiaa,pmdec_Gaiaa,pmdec_error_Gaiaa,duplicated_source_Gaiaa,phot_g_mean_flux_Gaiaa,phot_g_mean_flux_error_Gaiaa,phot_g_mean_mag_Gaiaa,phot_bp_mean_flux_Gaiaa,phot_bp_mean_flux_error_Gaiaa,phot_bp_mean_mag_Gaiaa,phot_rp_mean_flux_Gaiaa,phot_rp_mean_flux_error_Gaiaa,phot_rp_mean_mag_Gaiaa,bp_rp_Gaiaa,radial_velocity_Gaiaa,radial_velocity_error_Gaiaa,rv_nb_transits_Gaiaa,teff_val_Gaiaa,a_g_val_Gaiaa,e_bp_min_rp_val_Gaiaa,radius_val_Gaiaa,lum_val_Gaiaa,angDist_Gaiaa,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3917120384471982E18,75.78190759759177,13.730670019941394,0.9,0.9784,75.78189798791567,13.730672696181312,3.3917120341516257E18,0.03495996102362362,75.78190279275373,13.730671358061354,75.78175,13.7307139,0.92,0.0,0.5558494538952895,0.9328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.7819076012575,13.7306700189723,0.002,0.001,90.0,3391712038447198080,75.78220102334,0.0506,13.73059244921,0.0364,18.5999,0.0578,66.202,0.104,-18.016,0.061,false,5767020.0,2578.21,8.785987,2922110.0,2937.21,9.187145,3986530.0,5101.2,8.260433,0.926712,42.37,0.34,6,5411.0,0.0737,0.0347,0.94,0.68,1.3E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3885094703133271E18,78.72058378667836,12.888544654151973,0.9,,,,,,78.72058378667836,12.888544654151973,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7205837866784,12.888544654152,0.004,0.002,90.0,3388509470313327104,78.72086109681,0.1164,12.88845777632,0.0833,20.1464,0.1289,62.785,0.238,-20.178,0.153,false,7247.52,8.16925,16.037891,850.955,19.8898,18.02662,10622.9,29.1479,14.69631,3.330311,,,0,3932.04,0.3373,0.213,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50982364040857472E17,67.44687242597162,25.488544729215736,0.9,,,,,,67.44687242597162,25.488544729215736,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.4468724259716,25.4885447292157,0.01,0.007,90.0,150982364040857472,67.44734007866,0.2566,25.48831987384,0.1773,20.8262,0.3172,98.045,0.661,-52.225,0.454,false,912.773,2.47877,18.287458,48.1193,11.1023,21.14559,1609.76,13.8929,16.745016,4.400574,,,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2893631052241311E18,73.70342876369766,7.7388804365844175,0.9,,,,,,73.70342876369766,7.7388804365844175,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.7034287636977,7.7388804365844,0.002,0.001,90.0,3289363105224130944,73.70385851154,0.0463,7.73887811094,0.0278,25.4887,0.0553,98.903,0.112,-0.54,0.054,false,78532.4,91.1434,13.450744,13691.3,89.7711,15.01028,102942.0,333.946,12.230441,2.779839,,,0,3684.9,0.4298,0.2495,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3019975246188774E18,59.7923982341585,9.283942291888923,0.9,,,,,,59.7923982341585,9.283942291888923,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.7923982341585,9.2839422918889,0.004,0.002,90.0,3301997524618877568,59.79302003572,0.1081,9.28394104331,0.0666,23.7157,0.1227,142.527,0.227,-0.29,0.158,false,7784.07,6.76138,15.960349,793.935,14.0823,18.101925,11632.9,24.4542,14.597703,3.504222,,,0,3556.27,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3028460727178685E18,58.84161728905443,9.788370555803533,0.9,,,,,,58.84161728905443,9.788370555803533,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.8416172890544,9.7883705558035,0.002,0.001,90.0,3302846072717868416,58.84237434294,0.0448,9.78834683361,0.029,28.589,0.0536,173.272,0.107,-5.51,0.079,false,28155.9,9.66542,14.564441,21691.1,48.3038,14.510686,11145.2,17.4569,14.644198,-0.133513,,,0,8704.33,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4101184772758892E18,71.51132925061705,19.468326858259246,0.9,,,,,,71.51132925061705,19.468326858259246,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.511329250617,19.4683268582592,0.003,0.002,90.0,3410118477275889024,71.51171930713,0.1247,19.46817411771,0.0646,20.3808,0.1513,85.414,0.214,-35.475,0.117,false,3484.53,2.67848,16.833006,306.713,8.47631,19.13456,5484.06,17.6108,15.414164,3.720396,,,0,3612.63,0.412,0.2618,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0470720915966208E16,58.721750892288256,16.31562158004863,0.9,,,,,,58.721750892288256,16.31562158004863,58.7216667,16.3156389,0.99,0.0,0.29749386405316885,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.7217508922883,16.3156215800486,0.004,0.003,90.0,40470720915966208,58.72235328058,0.137,16.31552394857,0.0803,22.7312,0.1543,134.275,0.285,-22.676,0.212,false,123696.0,116.575,12.957477,20384.0,81.2502,14.578167,163653.0,325.786,11.727108,2.851059,,,0,3810.35,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3120250019439759E18,65.80201612683398,15.712880094527636,0.9,,,,,,65.80201612683398,15.712880094527636,65.802,15.7128667,0.99,0.0,0.07381438249536902,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.802016126834,15.7128800945276,0.003,0.002,90.0,3312025001943976064,65.80251817059,0.0828,15.71278715092,0.0477,21.5809,0.0986,112.246,0.17,-21.587,0.123,true,34447.3,18.767,14.345479,5133.25,13.5721,16.075407,47051.8,79.955,13.080479,2.994928,,,0,3866.95,0.5705,0.3225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3122816348297114E18,64.55413083739207,16.098129988834184,0.9,,,,,,64.55413083739207,16.098129988834184,64.554125,16.0981194,0.99,0.0,0.04313675187348841,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5541308373921,16.0981299888342,0.002,0.002,90.0,3312281634829711488,64.55460945477,0.0664,16.09802730338,0.0417,20.7342,0.0762,106.804,0.148,-23.85,0.111,false,23205.4,17.4112,14.774393,3281.79,18.6011,16.561111,32322.6,55.2201,13.488154,3.072957,,,0,3667.0,0.545,0.329,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3122816691894497E18,64.58029800960273,16.088331322826733,0.9,0.9339,64.58028160776614,16.088335111527527,3.3122816648933059E18,0.05835055888754421,64.58028980868443,16.08833321717713,64.58,16.088388899999998,0.99,1.0,1.0222966357841585,0.9413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.5802980168333,16.0883313214647,0.001,0.001,90.0,3312281669189449472,64.58083132609,0.0385,16.08823086068,0.0246,22.1353,0.0421,119.014,0.088,-23.333,0.065,false,3635080.0,1764.27,9.28708,1648910.0,2594.57,9.808395,2772660.0,3458.49,8.654677,1.153718,38.64,0.42,4,5007.11,0.193,0.096,0.76,0.323,2.5E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3120255860583767E18,65.85533445440667,15.763124343387757,0.9,0.9828,65.8553174692223,15.763126646741906,3.3120255817638405E18,0.059428464402523536,65.85532596181449,15.76312549506483,65.855,15.7631861,0.99,1.0,1.1502140173841184,0.9575999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.8553344626266,15.7631243416933,0.003,0.002,90.0,3312025586058376704,65.85589474388,0.0711,15.76300884424,0.0431,24.0869,0.0844,125.236,0.169,-26.825,0.146,true,1853040.0,1465.9,10.018652,710548.0,2337.77,10.722405,1636290.0,3317.55,9.227268,1.495136,38.42,0.35,4,4371.77,0.206,0.0998,0.72,0.171,2.9E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8670343642226816E16,58.443721457761114,13.391986593862473,0.9,,,,,,58.443721457761114,13.391986593862473,58.44375,13.392002800000002,0.99,0.0,0.11573855070548401,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.4437214577611,13.3919865938625,0.003,0.002,90.0,38670343642226816,58.44437807278,0.0918,13.39192671281,0.0491,24.1537,0.106,148.357,0.222,-13.908,0.128,false,22003.3,14.721,14.832144,2839.85,17.1828,16.71815,31451.6,62.7577,13.517815,3.200335,,,0,3770.21,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1995909173956352E16,63.01402071484459,20.831322105896927,0.9,,,,,,63.01402071484459,20.831322105896927,63.014,20.831319399999998,0.99,0.0,0.07037611522237334,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0140207148446,20.8313221058969,0.003,0.002,90.0,51995909173956352,63.01464873043,0.1085,20.83114594374,0.0514,24.4932,0.128,136.327,0.196,-40.915,0.143,false,19504.1,17.1582,14.963053,2579.38,21.4737,16.8226,27758.4,67.2601,13.653433,3.169167,,,0,3719.83,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3088080027213455E18,71.30480277250903,14.724073712382937,0.9,,,,,,71.30480277250903,14.724073712382937,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.304802772509,14.7240737123829,0.011,0.005,90.0,3308808002721345280,71.30516845957,0.2454,14.72397771476,0.1239,19.6658,0.3611,82.145,0.713,-22.296,0.329,false,658.928,1.17605,18.641272,65.1258,8.95184,20.817005,1205.39,15.0575,17.059103,3.757902,,,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3089578455377751E18,71.387783830934,15.050726152039886,0.9,,,,,,71.387783830934,15.050726152039886,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.387783830934,15.0507261520399,0.006,0.004,90.0,3308957845537774976,71.38815776283,0.184,15.05062608869,0.1138,20.7697,0.23,83.869,0.415,-23.241,0.248,false,1055.5,2.08903,18.129725,69.9095,8.36454,20.740047,1871.34,21.0463,16.58154,4.158508,,,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3088962385284403E18,71.89723098823069,14.8890854472113,0.9,,,,,,71.89723098823069,14.8890854472113,71.89725,14.889091699999998,0.99,0.0,0.06986977916721654,0.9450000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.8972309935904,14.8890854457698,0.001,0.001,90.0,3308896238528440448,71.8976196628,0.0467,14.88898091561,0.027,20.9049,0.0473,87.241,0.083,-24.278,0.047,false,801854.0,434.577,10.928127,272797.0,334.207,11.761789,757947.0,699.949,10.062823,1.698966,41.61,0.76,11,4147.22,0.4555,0.264,0.64,0.11,1.9E-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9925,50.1216144446721,8.454450478273879,1.1037722353344384E16,,50.1216144446721,8.454450478273879,50.1216667,8.4544444,0.7000000000000001,0.0,0.187357096427744,0.8462500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9265,61.755088960878105,15.335032405822728,4.5159897490770816E16,,61.755088960878105,15.335032405822728,61.7547917,15.335077800000002,0.99,0.0,1.0448959790969083,0.95825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.941,49.34523739942834,26.315036482131696,1.1823450542431936E17,,49.34523739942834,26.315036482131696,49.34525,26.3150639,0.92,1.0,0.10675146933251095,0.9305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9744,48.26160919760809,32.89645700645158,1.25355320683228288E17,,48.26160919760809,32.89645700645158,48.261625,32.89645,0.7000000000000001,0.0,0.05401731839919207,0.8372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9396,50.617215408157186,27.15606226218201,1.17654650480415744E17,,50.617215408157186,27.15606226218201,50.61725,27.156055600000006,0.7000000000000001,0.0,0.11336920248793564,0.8198000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9953,44.44443950514397,29.66146965775549,1.29070226875627008E17,,44.44443950514397,29.66146965775549,44.4444583,29.6614583,0.7000000000000001,0.0,0.07161511353704873,0.84765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9894,67.872261758929,13.903477294846635,3.3078150019847772E18,,67.872261758929,13.903477294846635,67.8720417,13.903516699999999,0.99,0.0,0.781976706043688,0.9897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9693,89.87468288593752,2.4761558666719954,3.3159675371071749E18,,89.87468288593752,2.4761558666719954,,,,,,0.9693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9988,66.40547790943083,15.941022795552115,3.3127835575915653E18,,66.40547790943083,15.941022795552115,66.4052083,15.941080599999998,0.99,1.0,0.9561882595786471,0.9944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9276,76.41825044058851,6.465201273931401,23701.0,,76.41825044058851,6.465201273931401,76.41825,6.465175,0.92,0.0,0.0945992823602696,0.9238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6275,66.7011134229419,10.871094757736198,20751.0,,66.7011134229419,10.871094757736198,66.7007917,10.871108300000001,0.99,1.0,1.1384617751498212,0.80875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8711,72.8022019149742,11.068022664593698,22550.0,,72.8022019149742,11.068022664593698,72.802,11.068047199999999,0.99,1.0,0.7188210236581339,0.93055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9354,69.7388663641579,14.1055600050553,21654.0,,69.7388663641579,14.1055600050553,69.7385417,14.105633300000001,0.99,0.0,1.1638549202121495,0.9627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9939,44.5217554919028,20.6687325843237,13834.0,,44.5217554919028,20.6687325843237,44.52175,20.6687361,0.7000000000000001,0.0,0.02241369489507348,0.8469500000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8432,65.68404721,15.05608939,20440.0,,65.68404721,15.05608939,65.68375,15.056138899999999,0.99,1.0,1.0484869645130201,0.9166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6424,69.38324222090779,15.1464809540888,21543.0,,69.38324222090779,15.1464809540888,69.3830417,15.146497199999997,0.99,1.0,0.6992481558990187,0.8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8932,66.37242801833915,17.927905309177902,20648.0,,66.37242801833915,17.927905309177902,66.37216670000001,17.9279889,0.99,0.0,0.9443002047309034,0.9416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9597,67.1541617392,19.1804290564,20889.0,,67.1541617392,19.1804290564,67.153875,19.1805222,0.99,1.0,1.0310100885425746,0.97485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9707,64.5967033778292,21.579222837617003,20087.0,,64.5967033778292,21.579222837617003,64.5964167,21.5793806,0.92,1.0,1.1151648236555352,0.94535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6225,66.2001439211775,15.8747293979422,20605.0,,66.2001439211775,15.8747293979422,66.19995829999999,15.874780599999998,0.99,0.0,0.6686594313435056,0.80625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
