EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,RAJ2000_Rebull,DEJ2000_Rebull,EPIC_id_Rebull,PMem_Rebull,dist_GaiaC_Rebull,RAJ2000_GaiaC_Rebull,DEJ2000_GaiaC_Rebull,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Rebull_Douglas,RAJ2000_GaiaC_Rebull_Douglas,DEJ2000_GaiaC_Rebull_Douglas,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_GaiaC_Rebull_Douglas_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper
211993420.0,KTWO211993420-C05,5.0,31.0,129.187575,20.146084,LC,-33.0,3.0,-12.0,3.0,,,22.728,0.329,,,,,20.16,0.019,18.652,0.009000000000000001,17.031,0.005,16.14,0.008,14.567,0.034,13.996,0.036000000000000004,13.781,0.034,17.97,gri,,,5045-301-4-0123-0332,,08364501+2008459,,0.885,0.115,0.857,2199.636,1758.263,1422.274,14.0,3.0,47.0,,,0.006,129.187575,20.146084,6.643670204790856e+17,129.18741,20.146,0.9,129.18754170000003,20.1460556,211993420.0,0.9,0.4880461174023762,129.18747585,20.146027800000002,129.18754170000003,20.1460639,0.99,0.0,0.2577224028856681,129.1874923125,20.146036825,129.1874121248,20.1460013443,6.64367020479086e+17,1.0,0.2996058110294179,0.9475,129.18757131017972,20.146058298180698,0.006,0.004,90.0,6.643670204790856e+17,129.18741212476002,0.1812,20.14600134429,0.1193,5.3533,0.2457,-34.71,0.364,-13.228,0.266,False,1481.96,2.30862,17.761276000000002,254.076,10.3478,19.338978,2118.37,16.0337,16.446917000000003,2.892061,,,0.0,,,,,,0.093363,08364501+2008459,129.187568,20.146084,0.06,0.06,90.0,14.567,13.995999999999999,13.780999999999999,0.034,0.036000000000000004,0.034,AAA,222.0,0.0,2451118.9789,0.023658000000000002,1.3217129187475578e+17,129.18742298,20.14600514,0.011000000000000001,0.003,0.0,503635968.0,60.0,56069.79224537,5.0,68.0,19.8313,0.0232,19.9197,0.0507,115000.0,18.6196,0.0121,18.7228,0.0149,115000.0,17.0041,0.002,17.0679,0.0046,115000.0,16.2714,0.0032,16.3252,0.0049,115000.0,15.9057,0.0068,15.9433,0.0061,115000.0,0.587006,,
211998436.0,KTWO211998436-C18,18.0,27.0,129.117945,20.228591,LC,-33.8,1.6,-11.4,2.0,,,,,13.521,0.01,12.564,0.02,13.057,0.05,12.242,0.02,11.964,0.07,,,10.982,0.023,10.522,0.023,10.441,0.019,12.292,gri,,,,552-043999,08362830+2013429,,1.0,0.0,0.956,225.258,228.306,227.904,14.0,3.0,47.0,,,0.006,129.117945,20.228591,6.643801115393996e+17,129.11777,20.22854,0.9,129.11791670000002,20.2285833,211998436.0,0.9,0.5194847268455862,129.11784335000002,20.22856165,129.11791670000002,20.2285972,0.97,0.0,0.27887330119301623,129.1178616875,20.2285705375,129.1177726622,20.2285361192,6.643801115394e+17,1.0,0.3252495406626373,0.9425,129.1179339194914,20.2285928031411,0.001,0.001,90.0,6.643801115393996e+17,129.1177726622,0.0459,20.228536119220003,0.0281,5.2844,0.0604,-35.143,0.094,-13.165,0.057999999999999996,False,215137.0,93.3138,12.356578,98777.4,220.47,12.864744,165412.0,208.563,11.715506,1.149239,34.23,0.87,6.0,4944.17,0.0905,0.0573,0.79,0.34,0.037988,08362830+2013429,129.117943,20.228601,0.06,0.06,90.0,10.982000000000001,10.522,10.440999999999999,0.023,0.023,0.019,AAA,222.0,0.0,2451118.9788,0.036627999999999994,1.3227129117854474e+17,129.11780376,20.22853633,0.02,0.018000000000000002,90.0,872734720.0,104.0,55633.35673611,5.0,76.0,12.987,,,,114724.0,12.383,,,,114724.0,12.149000000000001,,,,114724.0,12.034,,,,114724.0,11.97,,,,114724.0,0.5161020000000001,0.0079,0.1481
211985987.0,KTWO211985987-C05,5.0,31.0,129.92397,20.028256,LC,-32.2,3.6,-7.9,3.9,,,,,,,,,,,,,,,,,12.595999999999998,0.022,11.944,0.02,11.755999999999998,0.024,14.788,JHK,,,5045-301-3-0127-0149,551-045002,08394174+2001415,,1.0,0.0,0.831,,,,14.0,3.0,47.0,,,0.008,129.92397,20.028256,6.643258575125939e+17,129.92378,20.02815,0.9,129.92395829999998,20.02825,211985987.0,0.9,0.7023414439477978,129.92386914999997,20.0282,129.9239167,20.028202800000006,0.99,0.0,0.16114332233729595,129.9238810375,20.0282007,129.9237779068,20.0281498057,6.64325857512594e+17,1.0,0.3940090776446805,0.9475,129.9239371400204,20.0282048214348,0.002,0.001,90.0,6.643258575125939e+17,129.92377790683997,0.043,20.0281498057,0.0307,5.1296,0.0738,-34.747,0.10300000000000001,-12.777999999999999,0.059000000000000004,False,19324.9,8.891739999999999,14.973073999999999,5328.17,18.4995,16.034943,21204.1,39.722,13.945872,2.08907,,,0.0,3669.25,0.446,0.22899999999999998,0.61,0.061,0.21516999999999997,08394174+2001415,129.923956,20.028215,0.09,0.08,0.0,12.595999999999998,11.944,11.755999999999998,0.022000000000000002,0.02,0.024,AAA,222.0,0.0,2451105.9965,0.15500999999999998,1.3203129923853435e+17,129.92378915,20.02815219,0.017,0.006999999999999999,0.0,503635968.0,60.0,55926.18523148,5.0,64.0,16.4195,0.0059,16.477,0.0021,115000.0,15.1987,0.0018,15.2436,0.0009,115000.0,14.3472,0.0032,14.3882,0.0027,115000.0,13.9717,0.0015,14.0158,0.0009,115000.0,13.7716,0.0037,13.7958,0.002,115000.0,0.716815,0.18,0.2888
212031837.0,KTWO212031837-C18,18.0,27.0,129.45504,20.785233,LC,,,,,,,,,,,,,,,,,,,,,15.38,0.045,14.904000000000002,0.062,14.578,0.067,17.444000000000006,JHK,,,,,08374921+2047068,,1.0,0.0,0.711,,,,14.0,3.0,47.0,,,0.004,129.45504,20.785233,6.645160000074456e+17,129.45486,20.78517,0.9,129.4550417,20.7852222,212031837.0,0.9,0.6397695581777755,129.45495085,20.7851961,129.455,20.785225,0.99,0.0,0.1954213656621987,129.4549631375,20.785203325,,,,,,0.93,129.4550364414905,20.7852349083003,0.009000000000000001,0.006999999999999999,90.0,6.645160000074456e+17,129.45486439167,0.3069,20.78517173774,0.231,5.7271,0.38,-37.359,0.591,-14.672,0.457,False,534.286,1.5232,18.86893,74.8108,8.80165,20.666477,844.1239999999999,9.98152,17.445906,3.220572,,,0.0,,,,,,0.013807,08374921+2047068,129.455043,20.785232999999998,0.06,0.06,90.0,15.38,14.904000000000002,14.578,0.045,0.062,0.067,AAA,222.0,0.0,2451617.7637,0.010097,1.329412945494728e+17,129.45487332,20.78517458,0.004,0.004,0.0,503635968.0,60.0,56002.51765046,10.0,69.0,21.2411,0.0609,21.2646,0.096,115000.0,19.9734,0.0151,20.0598,0.0198,115000.0,18.108,0.0041,18.1843,0.006999999999999999,115000.0,17.2422,0.0043,17.3266,0.0093,115000.0,16.8006,0.0141,16.8881,0.0184,115000.0,0.599122,,
212013297.0,KTWO212013297-C18,18.0,27.0,130.19547,20.47475,SC,-36.5,3.9,-14.3,3.9,,,,,17.471,0.07,16.035,0.15,16.851,0.067,15.572,0.01,14.396,0.02,,,12.583,0.022,11.968,0.024,11.68,0.022,15.132,gri,,,5045-301-4-0130-0212,553-044596,08404692+2028291,,1.0,0.0,0.888,,,,14.0,3.0,47.0,,,0.003,130.19547,20.47475,6.644367707475022e+17,130.19532,20.47471,0.9,130.19545829999998,20.47475,212013297.0,0.9,0.4881499132393502,130.19538914999998,20.474729999999997,130.19545829999998,20.4747722,0.99,0.0,0.27833119825949504,130.19540643749997,20.47474055,,,,,,0.93,130.1954887057251,20.4747732273546,0.005,0.003,90.0,6.644367707475022e+17,130.19532134511002,0.1624,20.47471468837,0.0853,4.9557,0.1843,-36.415,0.302,-13.595999999999998,0.195,False,16180.2,11.4662,15.165906,3951.22,20.0021,16.359562,19271.4,64.475,14.04964,2.3099220000000003,,,0.0,3473.25,1.672,0.828,0.69,0.063,0.104747,08404692+2028291,130.195505,20.474775,0.1,0.07,0.0,12.583,11.968,11.68,0.022000000000000002,0.024,0.022000000000000002,AAA,222.0,0.0,2451106.0058,0.14843699999999999,1.3257130195429024e+17,130.19533215,20.47471892,0.011000000000000001,0.004,90.0,503635968.0,60.0,55924.63896991,5.0,76.0,16.7242,0.0045,16.7781,0.0027,115000.0,15.5177,0.0024,15.5693,0.0022,115000.0,14.4728,0.003,14.54,0.0033,115000.0,14.0158,0.0037,14.0597,0.0016,115000.0,13.7704,0.0029,13.7787,0.0042,115000.0,0.478184,0.6514,1.078
212013297.0,KTWO212013297-C18,18.0,27.0,130.19547,20.47475,LC,-36.5,3.9,-14.3,3.9,,,,,17.471,0.07,16.035,0.15,16.851,0.067,15.572,0.01,14.396,0.02,,,12.583,0.022,11.968,0.024,11.68,0.022,15.132,gri,,,5045-301-4-0130-0212,553-044596,08404692+2028291,,1.0,0.0,0.888,576.029,578.793,554.496,14.0,3.0,47.0,,,0.003,130.19547,20.47475,6.644367707475022e+17,130.19532,20.47471,0.9,130.19545829999998,20.47475,212013297.0,0.9,0.4881499132393502,130.19538914999998,20.474729999999997,130.19545829999998,20.4747722,0.99,0.0,0.27833119825949504,130.19540643749997,20.47474055,,,,,,0.93,130.1954887057251,20.4747732273546,0.005,0.003,90.0,6.644367707475022e+17,130.19532134511002,0.1624,20.47471468837,0.0853,4.9557,0.1843,-36.415,0.302,-13.595999999999998,0.195,False,16180.2,11.4662,15.165906,3951.22,20.0021,16.359562,19271.4,64.475,14.04964,2.3099220000000003,,,0.0,3473.25,1.672,0.828,0.69,0.063,0.104747,08404692+2028291,130.195505,20.474775,0.1,0.07,0.0,12.583,11.968,11.68,0.022000000000000002,0.024,0.022000000000000002,AAA,222.0,0.0,2451106.0058,0.14843699999999999,1.3257130195429024e+17,130.19533215,20.47471892,0.011000000000000001,0.004,90.0,503635968.0,60.0,55924.63896991,5.0,76.0,16.7242,0.0045,16.7781,0.0027,115000.0,15.5177,0.0024,15.5693,0.0022,115000.0,14.4728,0.003,14.54,0.0033,115000.0,14.0158,0.0037,14.0597,0.0016,115000.0,13.7704,0.0029,13.7787,0.0042,115000.0,0.478184,0.6514,1.078
212129124.0,KTWO212129124-C18,18.0,27.0,131.106495,22.599771,LC,,,,,,,,,,,,,,,,,,,,,13.813,0.021,13.137,0.027000000000000003,12.97,0.031,16.015,JHK,,,,,08442555+2235591,,1.0,0.0,0.6940000000000001,2658.746,2505.574,2326.901,15.0,4.0,52.0,,,0.004,131.106495,22.599771,6.653092332241728e+17,131.10633,22.59969,0.9,131.1064583,22.59975,212129124.0,0.9,0.4780002293283637,131.10639415,22.59972,131.1064583,22.5997583,0.87,0.0,0.25390536929587804,131.1064101875,22.599729575,,,,,,0.89,131.1065036606498,22.5997606863565,0.003,0.002,90.0,6.653092332241728e+17,131.10633046756,0.0969,22.59969452896,0.0479,5.5421,0.1067,-37.137,0.17800000000000002,-15.366,0.105,False,3672.33,3.95689,16.77601,631.146,10.3727,18.351065,4894.38,13.2601,15.537676000000001,2.813389,,,0.0,3915.08,0.4588,0.2655,,,0.04698,08442555+2235591,131.106491,22.599771,0.08,0.07,90.0,13.812999999999999,13.137,12.97,0.021,0.027000000000000003,0.031,AAA,222.0,0.0,2451109.9968,0.013294,1.3512131106386022e+17,131.10634398,22.59969802,0.005,0.003,0.0,503635968.0,60.0,56091.53824074,10.0,68.0,18.6626,0.0054,18.7599,0.0082,115000.0,17.4684,0.0059,17.5631,0.0133,115000.0,16.0213,0.0027,16.0768,0.0033,115000.0,15.3844,0.002,15.4299,0.0042,115000.0,15.0521,0.0063,15.0883,0.0084,115000.0,0.5665279999999999,0.244,0.4921
212123277.0,KTWO212123277-C05,5.0,31.0,130.24488,22.480555,LC,,,,,,,,,,,,,,,,,,,,,15.687,0.061,15.226,0.096,14.890999999999998,0.117,17.73,JHK,,,,,08405877+2228499,,1.0,0.0,0.5660000000000001,,,,15.0,2.0,50.0,,,0.006999999999999999,130.24488,22.480555,6.652484465509537e+17,130.24465,22.48048,0.9,130.2447083,22.4805,212123277.0,0.9,0.2068654160362507,130.24467915,22.48049,130.24483329999998,22.4805444,0.95,0.0,0.5488954970475387,130.2447176875,22.480503600000002,,,,,,0.9166666666666666,130.2448156839268,22.480551027002,0.01,0.006,90.0,6.652484465509537e+17,130.24464771833001,0.3374,22.48048427059,0.1862,5.5447,0.4256,-36.047,0.628,-15.505,0.368,False,386.418,1.1878799999999998,19.220724,68.9537,7.69649,20.754995,618.725,15.0137,17.783176,2.971819,,,0.0,,,,,,0.214421,08405877+2228499,130.24488300000002,22.480555,0.1,0.08,2.0,15.687000000000001,15.225999999999999,14.890999999999998,0.061,0.096,0.11699999999999999,AAB,222.0,0.0,2451106.0044,0.009979,1.3497130244710714e+17,130.24465301,22.48048737,0.009000000000000001,0.006999999999999999,90.0,503635968.0,60.0,56072.87305556,5.0,73.0,21.6548,0.0368,21.7153,0.0721,115000.0,20.367,0.0178,20.5019,0.0243,115000.0,18.4554,0.0047,18.5652,0.0112,115000.0,17.5581,0.0041,17.6533,0.015,115000.0,17.0801,0.009000000000000001,17.167,0.0099,115000.0,0.793349,,
212080405.0,KTWO212080405-C16,16.0,23.0,128.728965,21.648472,LC,-32.0,3.0,-13.0,3.0,,,22.26,0.204,,,,,19.575,0.013,18.113,0.006999999999999999,16.56,0.005,15.688,0.006,14.246,0.027000000000000003,13.599,0.03,13.39,0.028,17.464000000000002,gri,,,4508-301-1-0104-0387,,08345495+2138544,,1.0,0.0,0.55,,,,2.0,1.0,1.0,,,0.006,128.728965,21.648472,6.655551759346803e+17,128.72877,21.64844,0.9,,,,,,128.72877,21.64844,128.7289167,21.648480600000006,0.98,0.0,0.5121670333922455,128.7288189,21.64845353333333,,,,,,0.94,128.7289267749414,21.648493903410802,0.004,0.003,90.0,6.655551759346803e+17,128.72876712301002,0.1258,21.64843513216,0.0819,5.0126,0.1874,-34.465,0.27,-13.65,0.16899999999999998,False,2309.72,2.97855,17.279469,363.88,7.90367,18.948994,3179.43,11.4676,16.006045999999998,2.942947,,,0.0,,,,,,0.150257,08345495+2138544,128.72897,21.648472,0.11,0.06,0.0,14.245999999999999,13.599,13.39,0.027000000000000003,0.03,0.027999999999999997,AAA,222.0,0.0,2451118.9644,0.016730000000000002,1.3397128728829869e+17,128.72877708,21.64843892,0.003,0.002,90.0,503635968.0,60.0,55968.59472222,5.0,75.0,19.2827,0.0081,19.4195,0.0152,115000.0,18.041,0.0078,18.135,0.0092,115000.0,16.5327,0.0048,16.6167,0.0042,115000.0,15.8119,0.0065,15.8533,0.0038,115000.0,15.4643,0.0046,15.439,0.0228,115000.0,0.639972,,
212052095.0,KTWO212052095-C16,16.0,23.0,127.808325,21.137474,LC,,,,,,,,,,,,,,,,,,,,,14.914,0.037000000000000005,14.366,0.053,14.087,0.05,17.063,JHK,,,,,08311399+2108149,,1.0,0.0,0.591,4642.468,3785.12,3510.27,2.0,2.0,2.0,,,0.004,127.808325,21.137474,6.654319275532159e+17,127.80816000000002,21.13741,0.9,,,,,,127.80816000000002,21.13741,127.8082917,21.1374667,0.85,0.0,0.4870562343448596,127.8082039,21.1374289,,,,,,0.875,127.80832387095009,21.1374722923763,0.005,0.004,90.0,6.654319275532159e+17,127.80816453538999,0.1686,21.13740677846,0.1122,5.1829,0.2325,-34.516999999999996,0.34,-15.216,0.22899999999999998,False,1114.47,1.5011700000000001,18.070695999999998,175.29,6.1731300000000005,19.741997,1587.12,6.645630000000001,16.760395000000003,2.981602,,,0.0,,,,,,0.007222,08311399+2108149,127.808322,21.137473999999997,0.07,0.06,4.0,14.914000000000001,14.366,14.087,0.037000000000000005,0.053,0.05,AAA,222.0,0.0,2451115.9879,0.010073,1.3336127808224547e+17,127.8081747,21.13741076,0.003,0.002,90.0,503635968.0,60.0,56055.16946759,5.0,82.0,20.1545,0.0105,20.1826,0.0388,115000.0,18.9163,0.0044,18.9488,0.0145,115000.0,17.302,0.0057,17.3459,0.0064,115000.0,16.5517,0.0036,16.6088,0.0048,115000.0,16.1782,0.0078,16.2467,0.001,115000.0,0.55365,,
212069380.0,KTWO212069380-C05,5.0,31.0,127.87446,21.44412,LC,,,,,,,,,,,,,,,,,,,,,15.942,0.085,15.065,0.076,14.796,0.103,18.71,JHK,,,,,08312987+2126388,,0.633,0.3670000000000001,0.7190000000000001,,,,20.0,1.0,69.0,,,0.003,127.87446,21.44412,6.654903391086664e+17,127.8743,21.44405,0.9,127.8744583,21.4441111,212069380.0,0.9,0.5742284731343054,127.87437915,21.44408055,127.8744583,21.4441222,0.71,0.0,0.3046653376695969,127.8743989375,21.4440909625,,,,,,0.8366666666666666,127.87446350358249,21.4441104512323,0.013000000000000001,0.009000000000000001,90.0,6.654903391086664e+17,127.87429506168999,0.4173,21.44405036967,0.249,5.1806,0.5229,-36.414,0.85,-13.954,0.56,False,320.189,1.20051,19.42485,42.2714,6.01344,21.286272,503.217,6.88219,18.00753,3.278742,,,0.0,,,,,,0.036325,08312987+2126388,127.87446000000001,21.44412,0.09,0.07,88.0,15.942,15.065,14.796,0.085,0.076,0.10300000000000001,AAA,222.0,0.0,2451115.9933,0.0,1.3373127874327347e+17,127.87430314,21.44405314,0.006999999999999999,0.004,0.0,503635968.0,60.0,56010.26259259,5.0,67.0,21.8855,0.0284,22.0503,0.1379,115000.0,20.6473,0.0158,20.8573,0.0343,115000.0,18.6556,0.006,18.7755,0.0115,115000.0,17.7189,0.0085,17.8087,0.0077,115000.0,17.1905,0.0263,17.3133,0.0353,115000.0,0.578096,,
212045786.0,KTWO212045786-C16,16.0,23.0,127.886745,21.024411,LC,-37.8,2.5,-14.5,2.6,,,,,15.880999999999998,0.16,14.573,0.01,15.296,0.04,13.992,0.02,13.402,0.066,,,11.885,0.021,11.249,0.018000000000000002,11.118,0.02,13.97,gri,,,6728-301-2-0126-0046,556-045618,08313281+2101280,,1.0,0.0,0.905,,,,2.0,2.0,2.0,,,0.004,127.886745,21.024411,6.654268466088289e+17,127.88658999999998,21.02436,0.9,,,,,,127.88658999999998,21.02436,127.88670829999998,21.0244278,0.92,0.0,0.4664801490955442,127.88662943333333,21.0243826,,,,,,0.91,127.8867504844662,21.0244156431348,0.001,0.001,90.0,6.654268466088289e+17,127.88659384473,0.0276,21.02435731911,0.0165,5.4364,0.0334,-33.959,0.054000000000000006,-13.546,0.034,False,49762.5,39.1617,13.946110000000001,16898.5,65.6629,14.781770000000002,48274.1,117.391,13.052635,1.7291349999999999,,,0.0,4161.5,0.2103,0.122,0.61,0.10099999999999999,0.024881,08313281+2101280,127.88673899999999,21.024448,0.08,0.06,87.0,11.885,11.249,11.118,0.021,0.018000000000000002,0.02,AAA,222.0,0.0,2451115.9930000002,0.134717,1.3322127886643984e+17,127.88660377,21.02436021,0.006999999999999999,0.006,0.0,503636096.0,60.0,55964.53240741,5.0,79.0,15.1061,0.0114,15.1235,0.0011,115000.0,14.0235,0.0042,14.0711,0.0003,115000.0,13.39,,,,114724.0,13.1741,0.0028,13.2146,0.0022,115000.0,13.0172,0.0037,13.0225,0.002,115000.0,0.5085850000000001,0.0229,0.2681
212078515.0,KTWO212078515-C05,5.0,31.0,127.702155,21.612593,LC,,,,,,,,,,,,,,,,,,,,,14.981,0.037000000000000005,14.444,0.049,14.0,0.053,17.517,JHK,,,,,08304851+2136453,,0.865,0.136,0.638,9975.407,9013.138,7723.691,20.0,1.0,69.0,,,0.004,127.702155,21.612593,6.65507969950936e+17,127.70197,21.61251,0.9,127.702125,21.6125833,212078515.0,0.9,0.5820268577711665,127.7020475,21.61254665,127.702125,21.6125722,0.78,0.0,0.2752107569314425,127.702066875,21.6125530375,,,,,,0.86,127.7021363263337,21.612574228221803,0.006,0.003,90.0,6.65507969950936e+17,127.70197058946,0.1753,21.6125085541,0.1036,5.2909,0.2262,-35.787,0.35700000000000004,-15.253,0.225,False,963.445,1.73301,18.2288,148.455,10.5763,19.922398,1417.29,16.8605,16.88327,3.039127,,,0.0,,,,,,0.092049,08304851+2136453,127.70215400000001,21.612593,0.08,0.06,2.0,14.981,14.444,14.0,0.037000000000000005,0.049,0.053,AAA,222.0,0.0,2451115.9837,0.0033469999999999997,1.3393127702047562e+17,127.70200687,21.61252121,0.003,0.002,90.0,1443160064.0,172.0,55971.03854167,22.0,77.0,20.3982,0.0178,20.5044,0.0267,115000.0,19.1879,0.0068,19.2884,0.0083,115000.0,17.4593,0.006,17.5473,0.0065,115000.0,16.6897,0.0054,16.743,0.0057,115000.0,16.2744,0.0033,16.3456,0.012,115000.0,0.559096,,
212063500.0,KTWO212063500-C16,16.0,23.0,128.319375,21.338902,LC,-21.2,7.6,-27.2,5.9,,,,,,,,,,,,,,,,,13.177,0.025,12.567,0.024,12.271,0.026,15.572,JHK,,,6597-301-3-0222-0111,557-045049,08331663+2120204,,0.949,0.051,0.777,1999.806,1855.431,1755.7910000000004,2.0,2.0,2.0,,,0.008,128.319375,21.338902,6.65450383029558e+17,128.31916,21.33894,0.9,,,,,,128.31916,21.33894,128.3192917,21.339002800000006,0.95,0.0,0.4961219946637931,128.31920390000002,21.338960933333336,,,,,,0.925,128.3193188761498,21.338998707003,0.003,0.002,90.0,6.65450383029558e+17,128.31915995634,0.098,21.33893803648,0.0604,5.2637,0.1133,-34.38,0.20199999999999999,-14.091,0.151,False,6740.67,9.53401,16.11661,1161.94,11.3042,17.688425,8917.84,26.1465,14.886270999999999,2.802155,,,0.0,3740.33,,,,,0.395755,08331663+2120204,128.319326,21.339024,0.07,0.07,0.0,13.177,12.567,12.270999999999999,0.025,0.024,0.026000000000000002,AAA,222.0,0.0,2451116.0145,0.46892799999999996,1.336012831922873e+17,128.31916981,21.33894146,0.005,0.002,90.0,503636096.0,60.0,56313.072546300005,5.0,72.0,18.0673,0.0086,18.1657,0.0095,115000.0,16.8178,0.0139,16.8622,0.0374,115000.0,15.3926,0.0034,15.4641,0.0035,115000.0,14.7479,0.005,14.7944,0.0008,115000.0,14.4319,0.0007,14.4419,0.0145,115000.0,0.702555,,
212044121.0,KTWO212044121-C16,16.0,23.0,128.097795,20.99581,LC,-32.3,3.4,-11.9,1.4,,,,,13.872,0.01,12.861,0.02,13.401,0.04,12.494000000000002,0.02,12.181,0.061,,,11.043,0.022,10.593,0.018000000000000002,10.47,0.018000000000000002,12.547,gri,,,,555-044588,08322347+2059449,,1.0,0.0,0.943,,,,2.0,2.0,2.0,,,0.006,128.097795,20.99581,6.654171571625981e+17,128.09763999999998,20.99575,0.9,,,,,,128.09763999999998,20.99575,128.09779170000002,20.995802800000003,0.97,0.0,0.5441406264082003,128.09769056666667,20.995767600000004,128.0976413324,20.995746218,6.65417157162598e+17,1.0,0.18250306087125934,0.9566666666666668,128.0978035955556,20.9958085337858,0.001,0.001,90.0,6.654171571625981e+17,128.09764133244,0.0348,20.99574621795,0.0215,5.3841,0.0468,-35.185,0.071,-14.472999999999999,0.045,True,177249.0,68.5004,12.566905,78418.1,89.07600000000001,13.115348000000001,140714.0,116.632,11.891079,1.224269,36.56,1.21,11.0,4858.67,0.153,0.0585,0.74,0.276,0.029368000000000002,08322347+2059449,128.097829,20.995808,0.09,0.06,0.0,11.043,10.593,10.47,0.022000000000000002,0.018000000000000002,0.018000000000000002,AAA,222.0,0.0,2451116.0026,0.1145,1.3319128097698546e+17,128.09767352,20.995743700000002,0.154,0.10400000000000001,90.0,906289152.0,108.0,56109.47855324,5.0,81.0,13.237,,,,114724.0,12.581,,,,114724.0,12.295,,,,114724.0,12.137,,,,114724.0,12.0664,0.0097,12.092,0.0102,115000.0,0.47293900000000005,0.012,0.14400000000000002
