EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132.0,132.66572,11.764046,6.049150137193028e+17,132.66563947219,11.764103655480001,0.998,0.35161009544795085,132.665679736095,11.76407482774,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.0,132.73261000000002,11.764814,6.049141590215012e+17,132.73253591563,11.7648674124,0.998,0.3242639626765717,132.73257295781502,11.7648407062,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1139.0,132.77013,11.765777,6.049115090258772e+17,132.77006448965,11.76578831417,1.0,0.23444741159175428,132.770097244825,11.765782657085001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.0,132.88898999999998,11.766558,6.04916529843407e+17,132.88893693469,11.76657969984,0.999,0.20268060309257774,132.88896346734498,11.766568849919999,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1145.0,132.82235,11.767541,6.049114102424111e+17,132.82229275632,11.767553754300003,1.0,0.20690513335142585,132.82232137815998,11.767547377150002,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1146.0,132.95916,11.768538,6.049049506115544e+17,132.95912879289,11.76857612442,1.0,0.17587915323162048,132.959144396445,11.76855706221,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1147.0,132.83563,11.767998,6.049172814619224e+17,132.83557913853,11.768011144910002,1.0,0.18539389092941913,132.835604569265,11.768004572455002,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150.0,132.83986000000002,11.768352,6.049172170381883e+17,132.83980208219,11.768382122680002,1.0,0.23113877323393195,132.839831041095,11.768367061340001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155.0,132.786,11.769923,6.049115476813732e+17,132.78594576398,11.76993525754,1.0,0.19617189307415986,132.78597288199,11.76992912877,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1156.0,132.74682,11.770255,6.049145369786195e+17,132.74675086289,11.770265990599999,1.0,0.2468517349925513,132.746785431445,11.7702604953,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1158.0,132.89035,11.77109,6.049165298434049e+17,132.89030250034,11.77114241437,0.991,0.25224639646579433,132.89032625017,11.771116207184999,,,,,,,0.991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1162.0,132.79133000000002,11.771351,6.049116507605866e+17,132.79126774873998,11.771363869719998,1.0,0.22423022355891464,132.79129887437,11.771357434859999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,132.80123999999998,11.772567,6.049115820411075e+17,132.8011806033,11.772574872469999,1.0,0.2112400848103957,132.80121030164997,11.772570936234999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1170.0,132.93336000000002,11.773452,6.049166672823446e+17,132.93331604558998,11.77346991477,1.0,0.16779606727486424,132.933338022795,11.773460957385002,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171.0,132.87492,11.773339,6.049165985628863e+17,132.87487558912,11.773384677089998,0.995,0.22701731137384618,132.87489779456,11.773361838545,,,,,,,0.995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1173.0,132.94339,11.774065,6.0491670164208e+17,132.94335054446,11.774074506500002,1.0,0.14320102322261552,132.94337027223,11.77406975325,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175.0,132.884,11.774125,6.04916598562884e+17,132.88394868247,11.77415966732,1.0,0.2197374171458979,132.883974341235,11.774142333659999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1179.0,132.93686,11.77522,6.04916697346489e+17,132.9368194212,11.775273412739999,0.992,0.2396362959311446,132.9368397106,11.775246706369998,,,,,,,0.992
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181.0,132.78067,11.774388,6.049115476813741e+17,132.78060977667,11.774410721370002,1.0,0.2274587105318132,132.78063988833497,11.774399360685,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.0,132.90438999999998,11.775751,6.049165599075365e+17,132.90434820459998,11.775804133839998,0.979,0.24142300758081298,132.9043691023,11.775777566919999,,,,,,,0.979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1189.0,132.9704,11.776575,6.049050536907662e+17,132.97036079736,11.77660725664,1.0,0.18047888682285632,132.97038039868,11.77659112832,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1192.0,132.88395,11.776759,6.049165985628835e+17,132.88390014793998,11.77681490827,0.995,0.26716357563176024,132.88392507396998,11.776786954135,,,,,,,0.995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1194.0,132.91856,11.777163,6.049167360018264e+17,132.91852071476998,11.77717263858,1.0,0.1427316054821143,132.91854035738498,11.77716781929,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196.0,132.64307,11.776398,6.049138111284654e+17,132.64299603165,11.77644730197,0.997,0.3153669567029941,132.64303301582498,11.776422650985001,,,,,,,0.997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.0,132.66074,11.776767,6.049150867342572e+17,132.6606666374,11.77678713518,1.0,0.2685150738299878,132.6607033187,11.77677706759,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.0,132.84578,11.778198,6.049173201173999e+17,132.84573474427,11.778265384360001,0.966,0.2903170971054946,132.84575737213498,11.77823169218,,,,,,,0.966
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.0,132.88492,11.779331,6.04916598562882e+17,132.884869497,11.77934799543,1.0,0.1882047809150383,132.88489474850002,11.779339497715,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211.0,132.8681,11.780378,6.049173544771314e+17,132.86804535264,11.780401181110001,1.0,0.20989025917390552,132.86807267632,11.780389590555,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1215.0,132.88415,11.781976,6.049165985628813e+17,132.88409712192,11.782004439809999,1.0,0.2126237235531171,132.88412356096,11.781990219905,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1216.0,132.90521,11.782127,6.049165642031373e+17,132.90516105382,11.78213797509,1.0,0.17696092594318427,132.90518552691,11.782132487544999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217.0,132.89217,11.78214,6.049166329226171e+17,132.89212054373002,11.78215160343,1.0,0.17922729358121164,132.892145271865,11.782145801715,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218.0,132.82391,11.781821,6.04917487620477e+17,132.82385227477,11.78185696868,0.997,0.24114686779591157,132.823881137385,11.78183898434,,,,,,,0.997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220.0,132.6621,11.78209,6.04915086734256e+17,132.6620266846,11.78211440002,1.0,0.27289802872554075,132.6620633423,11.78210220001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1221.0,132.87676000000002,11.783728,6.04916594267287e+17,132.87671017053998,11.78376457974,0.988,0.21949668659533042,132.87673508527,11.783746289869999,,,,,,,0.988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232.0,132.94758000000002,11.785994,6.049168047212918e+17,132.94753950601006,11.78601422834,1.0,0.16021159131098223,132.94755975300504,11.78600411417,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1235.0,132.65312,11.785406,6.049152928926877e+17,132.65304500233,11.785426763870001,0.987,0.2746671761662009,132.653082501165,11.785416381935,,,,,,,0.987
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237.0,132.8504,11.786206,6.049173201173984e+17,132.85044236373994,11.785928673769998,1.0,1.0094752264247486,132.85042118187,11.786067336884999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1238.0,132.79755,11.78632,6.049116808246925e+17,132.79749214337,11.78637976075,0.941,0.29640644778304664,132.797521071685,11.786349880374999,,,,,,,0.941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1242.0,132.80916000000002,11.787093,6.049116851203186e+17,132.80910480939,11.78714220998,1.0,0.2630838990707899,132.809132404695,11.787117604990001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1245.0,132.80092,11.787432,6.049116851203205e+17,132.80086749883998,11.787453600720001,1.0,0.200695945627785,132.80089374941997,11.787442800360001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1249.0,132.82918,11.78917,6.049174919160943e+17,132.82912631885,11.78922867924,0.99,0.28357008553612906,132.829153159425,11.789199339620001,,,,,,,0.99
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1252.0,132.81151,11.789985,6.049175606355775e+17,132.81145210917,11.78999357786,1.0,0.20633413110330445,132.811481054585,11.78998928893,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1256.0,132.85125,11.791195,6.049173158264764e+17,132.85119891601002,11.79121066263,1.0,0.18864561766597185,132.851224458005,11.791202831315001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1261.0,132.77684,11.79181,6.049146056980868e+17,132.77678086722,11.79184138799,0.999,0.237050217192096,132.77681043361,11.791825693995001,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1263.0,132.95277,11.793191,6.049168734407657e+17,132.95272510189,11.79321240845,0.962,0.17599391005358178,132.952747550945,11.793201704225,,,,,,,0.962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1267.0,132.92289,11.793355,6.049169765199892e+17,132.92284679368998,11.793367804879999,1.0,0.1590845799208753,132.922868396845,11.793361402439999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1273.0,132.89688999999998,11.794299,6.049170065841458e+17,132.8968430495,11.794361513250001,0.989,0.27932289107801184,132.89686652475,11.794330256625,,,,,,,0.989
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275.0,132.91369,11.795329,6.049169765199922e+17,132.91364221975002,11.79536987068,0.999,0.2236051837093595,132.913666109875,11.79534943534,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.0,132.87072,11.795234,6.049173888368666e+17,132.87067021609,11.79526094241,1.0,0.20046436221084765,132.870695108045,11.795247471205,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1280.0,132.96242,11.796187,6.049168390810253e+17,132.96237980511,11.79622199902,1.0,0.18957478368552091,132.962399902555,11.79620449951,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1281.0,132.93782,11.79605,6.049168734407692e+17,132.93777313902999,11.79609091073,1.0,0.22127167904085265,132.937796569515,11.796070455365,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1284.0,132.90031000000002,11.796375,6.049170108797345e+17,132.90026568938,11.79639075268,1.0,0.16612818487485317,132.90028784469,11.796382876340001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1287.0,132.84708,11.796364,6.04917625065211e+17,132.8470312311,11.796395141700001,0.999,0.20519398626917662,132.84705561555,11.79637957085,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290.0,132.66998999999998,11.796165,6.049153229567912e+17,132.66991901303,11.79616308264,1.0,0.2502512972560822,132.669954506515,11.79616404132,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1292.0,132.8852,11.797873,6.049173888368605e+17,132.885142728,11.79787179572,0.985,0.20187022002464383,132.885171364,11.79787239786,,,,,,,0.985
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1296.0,132.91271,11.798703,6.049170452394685e+17,132.91266474687,11.798712634500001,1.0,0.1631975631148817,132.912687373435,11.798707817250001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1297.0,132.82993000000002,11.798503,6.04917526275831e+17,132.82987418602,11.79851185969,1.0,0.19925450499942315,132.82990209301,11.798507429845,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1298.0,132.69862,11.797936,6.049151898134638e+17,132.69855307135,11.79793987194,1.0,0.2362646951505652,132.69858653567502,11.797937935970001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1303.0,132.95393,11.800592,6.049169035047939e+17,132.95388855993,11.80060159462,1.0,0.15006062255523983,132.953909279965,11.80059679731,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1304.0,132.88501000000002,11.800291,6.049173888368604e+17,132.88495987219,11.80032924112,0.955,0.22395626895300108,132.884984936095,11.800310120559999,,,,,,,0.955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1305.0,132.86956999999998,11.800587,6.049174532606075e+17,132.86952127063,11.80059615692,0.986,0.17485368487811098,132.86954563531498,11.80059157846,,,,,,,0.986
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306.0,132.84502,11.800447,6.049176293550422e+17,132.84496703037,11.80048201872,1.0,0.2252446492891868,132.844993515185,11.800464509360001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312.0,132.65348999999998,11.800194,6.049153959719007e+17,132.65341682871,11.80021075793,1.0,0.2648132147159901,132.653453414355,11.800202378965,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320.0,132.74357,11.801824,6.049148462162619e+17,132.74350304886002,11.80184563964,1.0,0.2484579463257157,132.74353652443,11.80183481982,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1321.0,132.86356999999998,11.802712,6.049174575563443e+17,132.86352387275,11.80275779035,0.999,0.2315071579352437,132.86354693637497,11.802734895175,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.0,132.8553,11.803743,6.049176293550376e+17,132.85524305703998,11.803762282589998,1.0,0.21232789568264201,132.85527152852,11.803752641294999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1338.0,132.97229,11.805778,6.049183165497713e+17,132.97225077901,11.80578770537,1.0,0.14255677570723957,132.972270389505,11.805782852684999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1344.0,132.88572,11.806673,6.049177667939812e+17,132.88567826483998,11.80669070534,1.0,0.16028615901013837,132.88569913241997,11.80668185267,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1345.0,132.7551,11.805913,6.04914880575997e+17,132.755030113,11.80595010813,0.995,0.28017052505063367,132.7550650565,11.805931554065001,,,,,,,0.995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1349.0,132.84698999999998,11.80734,6.049176293550394e+17,132.84693936408001,11.80736234473,1.0,0.19572643407171994,132.84696468203998,11.807351172365,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1351.0,132.85838,11.807538,6.049176637147749e+17,132.85833305657,11.80758357164,0.996,0.23297837204287258,132.85835652828501,11.80756078582,,,,,,,0.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.0,132.83008,11.807434,6.049175906997053e+17,132.83001546773002,11.807490174189999,0.998,0.3043136490592479,132.830047733865,11.807462087095,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1353.0,132.80012,11.807398,6.049205155730776e+17,132.8000563953,11.80741505335,1.0,0.2323878905870558,132.80008819764998,11.807406526674999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355.0,132.84226,11.807727,6.049176293550409e+17,132.84220101745,11.807752217260001,1.0,0.2268051038024046,132.842230508725,11.807739608630001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.0,132.74595,11.808059,6.049149492954757e+17,132.7458859227,11.80808897143,0.998,0.25025184825466185,132.74591796135002,11.808073985715,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1360.0,132.83628000000002,11.808676,6.049176980745203e+17,132.8362206745,11.808738803469998,1.0,0.3079293470654601,132.83625033725002,11.808707401734999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1364.0,132.80096,11.809632,6.049205155730764e+17,132.80089370094,11.809643910550001,1.0,0.23752673099688507,132.80092685047,11.809637955275,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1377.0,132.85768000000002,11.812639,6.049176637147743e+17,132.85762400956995,11.81266814655,0.983,0.22346328045305655,132.857652004785,11.812653573275,,,,,,,0.983
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1378.0,132.74379,11.812179,6.049149492952854e+17,132.74372105734,11.81219745662,1.0,0.251860189815012,132.74375552867,11.81218822831,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1389.0,132.84548,11.813715,6.049176293550388e+17,132.84542692438,11.813721065280001,1.0,0.18829531141285455,132.84545346219,11.81371803264,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390.0,132.93108,11.814467,6.049171483186748e+17,132.9310368764,11.814492009130001,1.0,0.1766256049527904,132.9310584382,11.814479504565,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.0,132.89931,11.814297,6.049177968579885e+17,132.89927363882,11.81430915045,1.0,0.13538808556457277,132.89929181941,11.814303075225,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1393.0,132.81101,11.813998,6.049205499328104e+17,132.81094769192,11.81404093135,0.998,0.26849978658372475,132.81097884596,11.814019465674999,,,,,,,0.998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.0,132.88582,11.814467,6.049178355134565e+17,132.88576171602,11.81445978447,0.999,0.20701358105130607,132.88579085801,11.814463392235,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.0,132.79852,11.814034,6.049205842925528e+17,132.79846092841,11.81404128924,1.0,0.20980061057616475,132.798490464205,11.81403764462,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1398.0,132.81257,11.814605,6.049205499328095e+17,132.81250929515,11.814655830880001,0.999,0.28150009497841566,132.812539647575,11.81463041544,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1399.0,132.75338,11.814646,6.049149492952828e+17,132.75330770931998,11.81465369096,1.0,0.25623342960115414,132.75334385466,11.81464984548,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,132.85619,11.815223,6.049176594191907e+17,132.85614137658,11.81527032975,0.995,0.24163539556170463,132.85616568829,11.815246664875,,,,,,,0.995
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1401.0,132.75978999999998,11.814826,6.049149106401187e+17,132.75972227481,11.814853346230002,0.984,0.2581536927590545,132.759756137405,11.814839673115001,,,,,,,0.984
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1403.0,132.87703,11.815825,6.049178355134587e+17,132.87684292201,11.81618841682,0.996,1.464994186811946,132.87693646100502,11.81600670841,,,,,,,0.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1409.0,132.74602,11.816002,6.049149449996673e+17,132.7459407048,11.81597637089,1.0,0.29425310493707624,132.7459803524,11.815989185445,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1410.0,132.72236999999998,11.815917,6.049155978346964e+17,132.72230215751998,11.81593364443,1.0,0.24645285848144458,132.72233607875998,11.815925322215001,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411.0,132.81867,11.81666,6.049205499328073e+17,132.81860797898,11.81670486542,0.999,0.2717512238764833,132.81863898949,11.81668243271,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1412.0,132.81175,11.816623,6.049205499328093e+17,132.81168882681,11.816641459360001,0.999,0.22556750727025032,132.811719413405,11.81663222968,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1416.0,132.84009,11.817344,6.049176980745871e+17,132.84003202722,11.81736127184,1.0,0.21353208191339954,132.84006101361,11.817352635919999,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1417.0,132.75886,11.817013,6.049149836550195e+17,132.75879244165,11.817018691600001,0.98,0.23893577846762293,132.758826220825,11.8170158458,,,,,,,0.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1418.0,132.92006,11.818198,6.049171483186771e+17,132.92002280088002,11.81820990511,1.0,0.13790690188972984,132.92004140044003,11.818203952555,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1419.0,132.84793,11.818261,6.04917732434252e+17,132.84788262851998,11.818284367379999,0.999,0.18692153481955104,132.84790631426,11.81827268369,,,,,,,0.999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1421.0,132.89399,11.818529,6.049178698731914e+17,132.89394387004998,11.81856296372,1.0,0.2033997356908776,132.893966935025,11.81854598186,,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427.0,132.85813000000002,11.819139,6.049176594190336e+17,132.85808884398998,11.819144741879999,0.999,0.14648622956322363,132.85810942199498,11.81914187094,,,,,,,0.999
