EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean
211412587.0,KTWO211412587-C18,18.0,27.0,,,SC,-6.6,2.5,-4.7,2.9,,,,,12.464,0.263,11.763,0.18899999999999997,11.936,0.24,11.194,0.05,11.054,0.21,,,9.897,0.022000000000000002,9.482000000000001,0.02,9.367,0.018000000000000002,11.319,gri,,814-1119-1,,510-048576,08512377+1149493,,0.992,0.008,0.9740000000000001,,,,6.0,1.0,13.0,,,0.003,132.849075,11.830382,,,,,,,,,,,,,,,,,
211412587.0,KTWO211412587-C18,18.0,27.0,,,LC,-6.6,2.5,-4.7,2.9,,,,,12.464,0.263,11.763,0.18899999999999997,11.936,0.24,11.194,0.05,11.054,0.21,,,9.897,0.022000000000000002,9.482000000000001,0.02,9.367,0.018000000000000002,11.319,gri,,814-1119-1,,510-048576,08512377+1149493,,0.992,0.008,0.9740000000000001,,,,6.0,1.0,13.0,,,0.003,132.849075,11.830382,,,,,,,,,,,,,,,,,
211412848.0,KTWO211412848-C18,18.0,27.0,,,SC,-3.3,1.8,3.8,1.0,,,,,12.850999999999999,0.11,12.282,0.08,12.549000000000001,0.21,12.122,0.06,12.081,0.16,,,11.179,0.022000000000000002,10.912,0.022000000000000002,10.841,0.018000000000000002,12.220999999999998,gri,,,,510-048658,08513923+1150038,,1.0,0.0,0.953,,,,6.0,1.0,13.0,,,0.002,132.91347,11.834392999999999,,,,,,,,,,,,,,,,,
211412848.0,KTWO211412848-C18,18.0,27.0,,,LC,-3.3,1.8,3.8,1.0,,,,,12.850999999999999,0.11,12.282,0.08,12.549000000000001,0.21,12.122,0.06,12.081,0.16,,,11.179,0.022000000000000002,10.912,0.022000000000000002,10.841,0.018000000000000002,12.220999999999998,gri,,,,510-048658,08513923+1150038,,1.0,0.0,0.953,,,,6.0,1.0,13.0,,,0.002,132.91347,11.834392999999999,,,,,,,,,,,,,,,,,
211413478.0,KTWO211413478-C16,16.0,23.0,,,SC,-13.6,3.1,-5.6,1.0,,,,,12.895999999999999,0.040999999999999995,12.171,0.03,12.501,0.031,11.984000000000002,0.04,11.854000000000001,0.01,,,10.972000000000001,0.022000000000000002,10.67,0.02,10.599,0.018000000000000002,12.048,gri,,,,510-048521,08511360+1150380,,0.95,0.05,0.9640000000000001,,,,15.0,4.0,52.0,,,0.0007085,132.80668500000002,11.843900999999999,,,,,,,,,,,,,,,,,
211413478.0,KTWO211413478-C16,16.0,23.0,,,LC,-13.6,3.1,-5.6,1.0,,,,,12.895999999999999,0.040999999999999995,12.171,0.03,12.501,0.031,11.984000000000002,0.04,11.854000000000001,0.01,,,10.972000000000001,0.022000000000000002,10.67,0.02,10.599,0.018000000000000002,12.048,gri,,,,510-048521,08511360+1150380,,0.95,0.05,0.9640000000000001,351.31800000000004,303.286,261.562,15.0,4.0,52.0,,,0.0007085,132.80668500000002,11.843900999999999,,,,,,,,,,,,,,,,,
211413515.0,KTWO211413515-C16,16.0,23.0,,,SC,-7.7,2.0,-3.0,2.3,,,,,12.523,0.11,12.262,0.08,12.337,0.21,12.243,0.06,12.376,0.17,,,11.73,0.022000000000000002,11.657,0.02,11.617,0.02,12.265999999999998,gri,,,,510-048630,08513257+1150406,,0.992,0.008,0.9670000000000001,,,,15.0,4.0,52.0,,,0.0009902,132.885735,11.844613,,,,,,,,,,,,,,,,,
211413515.0,KTWO211413515-C16,16.0,23.0,,,LC,-7.7,2.0,-3.0,2.3,,,,,12.523,0.11,12.262,0.08,12.337,0.21,12.243,0.06,12.376,0.17,,,11.73,0.022000000000000002,11.657,0.02,11.617,0.02,12.265999999999998,gri,,,,510-048630,08513257+1150406,,0.992,0.008,0.9670000000000001,,,,15.0,4.0,52.0,,,0.0009902,132.885735,11.844613,,,,,,,,,,,,,,,,,
211415229.0,KTWO211415229-C16,16.0,23.0,,,SC,-11.3,2.0,-2.7,0.5,,,,,12.591,0.08,12.002,0.05,12.345,0.29,11.839,0.04,11.834000000000001,0.26,,,10.852,0.021,10.585999999999999,0.02,10.515,0.018000000000000002,11.987,gri,,,,510-048431,08505569+1152146,,0.9990000000000001,0.0007,0.972,,,,15.0,4.0,52.0,,,0.00036669999999999997,132.732045,11.870739,,,,,,,,,,,,,,,,,
211415229.0,KTWO211415229-C16,16.0,23.0,,,LC,-11.3,2.0,-2.7,0.5,,,,,12.591,0.08,12.002,0.05,12.345,0.29,11.839,0.04,11.834000000000001,0.26,,,10.852,0.021,10.585999999999999,0.02,10.515,0.018000000000000002,11.987,gri,,,,510-048431,08505569+1152146,,0.9990000000000001,0.0007,0.972,,,,15.0,4.0,52.0,,,0.00036669999999999997,132.732045,11.870739,,,,,,,,,,,,,,,,,
200200554.0,KTWO200200554-C16,16.0,23.0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,15.0,4.0,52.0,,,0.049,132.803346,11.877749,,,,,,,,,,,,,,,,,
211420451.0,KTWO211420451-C18,18.0,27.0,,,SC,-16.4,4.2,-2.7,4.9,,,,,13.828,0.03,12.902999999999999,0.02,13.395,0.17,12.647,0.08,12.439,0.11,,,11.255999999999998,0.022000000000000002,10.779000000000002,0.022000000000000002,10.705,0.017,12.725999999999999,gri,,,,510-048684,08514883+1156511,,1.0,0.0001,0.9590000000000001,,,,6.0,1.0,13.0,,,0.001,132.95349,11.947557000000002,,,,,,,,,,,,,,,,,
211420451.0,KTWO211420451-C18,18.0,27.0,,,LC,-16.4,4.2,-2.7,4.9,,,,,13.828,0.03,12.902999999999999,0.02,13.395,0.17,12.647,0.08,12.439,0.11,,,11.255999999999998,0.022000000000000002,10.779000000000002,0.022000000000000002,10.705,0.017,12.725999999999999,gri,,,,510-048684,08514883+1156511,,1.0,0.0001,0.9590000000000001,,,,6.0,1.0,13.0,,,0.001,132.95349,11.947557000000002,,,,,,,,,,,,,,,,,
200200635.0,KTWO200200635-C16,16.0,23.0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,15.0,4.0,52.0,,,0.013999999999999999,132.82928,11.969731,,,,,,,,,,,,,,,,,
200233259.0,KTWO200233259-C18,18.0,27.0,,,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.027999999999999997,132.829505,11.969867,,,,,,,,,,,,,,,,,
211436171.0,KTWO211436171-C05,5.0,31.0,,,LC,-8.3,1.6,-4.4,1.6,,,,,15.136,0.17,14.460999999999999,0.19,14.7,0.13,14.214,0.08,14.106,0.11,,,13.185,0.022000000000000002,12.904000000000002,0.023,12.825999999999999,0.024,14.284,gri,,,6004-301-6-0115-0180,511-047162,08511253+1211174,,1.0,0.0,0.899,220.831,182.997,148.416,6.0,1.0,13.0,,,0.003,132.80223,12.188158,,,,,,,,,,,,,,,,,
211436171.0,KTWO211436171-C16,16.0,23.0,,,LC,-8.3,1.6,-4.4,1.6,,,,,15.136,0.17,14.460999999999999,0.19,14.7,0.13,14.214,0.08,14.106,0.11,,,13.185,0.022000000000000002,12.904000000000002,0.023,12.825999999999999,0.024,14.284,gri,,,6004-301-6-0115-0180,511-047162,08511253+1211174,,1.0,0.0,0.91,,,,15.0,4.0,52.0,,,0.003,132.80223,12.188158,,,,,,,,,,,,,,,,,
211436409.0,KTWO211436409-C16,16.0,23.0,,,LC,2.0,6.0,2.0,0.0,,,21.69,0.127,,,,,19.093,0.01,17.698,0.006,17.059,0.006,16.708,0.01,15.501,0.055,14.835999999999999,0.07,14.493,0.067,17.669,gri,,,5935-301-3-0108-0317,,08501949+1211316,,1.0,0.0,0.738,,,,15.0,4.0,52.0,,,0.005,132.58123500000002,12.192136999999999,,,,,,,,,,,,,,,,,
211436409.0,KTWO211436409-C18,18.0,27.0,,,LC,2.0,6.0,2.0,0.0,,,21.69,0.127,,,,,19.093,0.01,17.698,0.006,17.059,0.006,16.708,0.01,15.501,0.055,14.835999999999999,0.07,14.493,0.067,17.669,gri,,,5935-301-3-0108-0317,,08501949+1211316,,1.0,0.0,0.675,,,,6.0,1.0,13.0,,,0.005,132.58123500000002,12.192136999999999,,,,,,,,,,,,,,,,,
211435897.0,KTWO211435897-C16,16.0,23.0,,,LC,,,,,,,,,,,,,,,,,,,,,15.352,0.049,14.659,0.049,14.380999999999998,0.055,17.878,JHK,,,,,08512388+1211026,,1.0,0.0,0.7659999999999999,1913.6129999999998,1551.8570000000002,1263.675,15.0,4.0,52.0,,,0.005,132.849525,12.184072,,,,,,,,,,,,,,,,,
211435897.0,KTWO211435897-C18,18.0,27.0,,,LC,,,,,,,,,,,,,,,,,,,,,15.352,0.049,14.659,0.049,14.380999999999998,0.055,17.878,JHK,,,,,08512388+1211026,,1.0,0.0,0.772,,,,6.0,1.0,13.0,,,0.005,132.849525,12.184072,,,,,,,,,,,,,,,,,
211435666.0,KTWO211435666-C16,16.0,23.0,,,LC,-7.2,3.4,3.0,3.6,,,,,18.123,0.151,16.755,0.08900000000000001,17.509,0.04,16.486,0.01,15.837,0.124,,,14.734000000000002,0.032,14.192,0.040999999999999995,13.972999999999999,0.040999999999999995,16.339000000000002,gri,,,6004-301-6-0116-0296,511-047185,08513093+1210490,,0.996,0.004,0.79,842.191,647.899,502.559,15.0,4.0,52.0,,,0.003,132.87894,12.180328999999999,,,,,,,,,,,,,,,,,
211435666.0,KTWO211435666-C18,18.0,27.0,,,LC,-7.2,3.4,3.0,3.6,,,,,18.123,0.151,16.755,0.08900000000000001,17.509,0.04,16.486,0.01,15.837,0.124,,,14.734000000000002,0.032,14.192,0.040999999999999995,13.972999999999999,0.040999999999999995,16.339000000000002,gri,,,6004-301-6-0116-0296,511-047185,08513093+1210490,,0.9990000000000001,0.001,0.6409999999999999,,,,6.0,1.0,13.0,,,0.003,132.87894,12.180328999999999,,,,,,,,,,,,,,,,,
211435747.0,KTWO211435747-C05,5.0,31.0,,,LC,,,,,,,,,,,,,,,,,,,,,14.949000000000002,0.038,14.335999999999999,0.046,14.126,0.048,17.084,JHK,,,,,08511611+1210535,,1.0,0.0,0.7140000000000001,1426.535,1227.812,1008.8430000000001,6.0,1.0,13.0,,,0.0006762000000000001,132.81714,12.181536999999999,,,,,,,,,,,,,,,,,
211435747.0,KTWO211435747-C18,18.0,27.0,,,LC,,,,,,,,,,,,,,,,,,,,,14.949000000000002,0.038,14.335999999999999,0.046,14.126,0.048,17.084,JHK,,,,,08511611+1210535,,1.0,0.0,0.716,1021.342,856.475,732.927,6.0,1.0,13.0,,,0.0006762000000000001,132.81714,12.181536999999999,,,,,,,,,,,,,,,,,
211435527.0,KTWO211435527-C16,16.0,23.0,,,LC,,,,,,,,,,,,,,,,,,,,,15.799000000000001,0.06,15.130999999999998,0.075,14.841,0.083,18.308,JHK,,,,,08512988+1210406,,0.8270000000000001,0.17300000000000001,0.419,,,,15.0,4.0,52.0,,,0.005,132.87453,12.177968,,,,,,,,,,,,,,,,,
211435527.0,KTWO211435527-C18,18.0,27.0,,,LC,,,,,,,,,,,,,,,,,,,,,15.799000000000001,0.06,15.130999999999998,0.075,14.841,0.083,18.308,JHK,,,,,08512988+1210406,,0.858,0.142,0.45,,,,6.0,1.0,13.0,,,0.005,132.87453,12.177968,,,,,,,,,,,,,,,,,
211435506.0,KTWO211435506-C05,5.0,31.0,,,LC,-9.3,1.9,-3.4,2.6,,,,,15.584000000000001,0.17,14.784,0.2,15.116,0.19,14.440999999999999,0.06,14.314,0.13,,,13.216,0.022000000000000002,12.815999999999999,0.024,12.697000000000001,0.023,14.554,gri,,,,511-047118,08504558+1210398,,1.0,0.0,0.8809999999999999,,,,6.0,1.0,13.0,,,0.006,132.68991,12.177717,,,,,,,,,,,,,,,,,
211435506.0,KTWO211435506-C16,16.0,23.0,,,LC,-9.3,1.9,-3.4,2.6,,,,,15.584000000000001,0.17,14.784,0.2,15.116,0.19,14.440999999999999,0.06,14.314,0.13,,,13.216,0.022000000000000002,12.815999999999999,0.024,12.697000000000001,0.023,14.554,gri,,,,511-047118,08504558+1210398,,1.0,0.0,0.8759999999999999,,,,15.0,4.0,52.0,,,0.006,132.68991,12.177717,,,,,,,,,,,,,,,,,
211435926.0,KTWO211435926-C05,5.0,31.0,,,LC,-12.4,2.6,-1.2,2.5,,,,,15.669,0.11,14.88,0.06,15.155999999999999,0.07,14.626,0.03,14.642999999999999,0.59,,,13.492,0.024,13.085999999999999,0.026000000000000002,12.987,0.027000000000000003,14.797,gri,,,,511-047034,08492956+1211043,,1.0,0.0,0.8740000000000001,287.548,238.125,180.33599999999998,6.0,1.0,13.0,,,0.006999999999999999,132.373155,12.184549,,,,,,,,,,,,,,,,,
211435003.0,KTWO211435003-C16,16.0,23.0,,,SC,-9.0,0.9,-3.0,1.0,,,,,13.399000000000001,0.14,12.748,0.17,13.008,0.18,12.491,0.06,12.408,0.16,,,11.425,0.021,11.100999999999999,0.022000000000000002,11.059000000000001,0.017,12.588,gri,,,,511-047122,08504704+1210128,,1.0,0.0,0.96,,,,15.0,4.0,52.0,,,0.004,132.695985,12.170198,,,,,,,,,,,,,,,,,
211435003.0,KTWO211435003-C16,16.0,23.0,,,LC,-9.0,0.9,-3.0,1.0,,,,,13.399000000000001,0.14,12.748,0.17,13.008,0.18,12.491,0.06,12.408,0.16,,,11.425,0.021,11.100999999999999,0.022000000000000002,11.059000000000001,0.017,12.588,gri,,,,511-047122,08504704+1210128,,1.0,0.0,0.96,110.09299999999999,95.176,79.564,15.0,4.0,52.0,,,0.004,132.695985,12.170198,,,,,,,,,,,,,,,,,
211435003.0,KTWO211435003-C18,18.0,27.0,,,LC,-9.0,0.9,-3.0,1.0,,,,,13.399000000000001,0.14,12.748,0.17,13.008,0.18,12.491,0.06,12.408,0.16,,,11.425,0.021,11.100999999999999,0.022000000000000002,11.059000000000001,0.017,12.588,gri,,,,511-047122,08504704+1210128,,1.0,0.0,0.938,,,,6.0,1.0,13.0,,,0.004,132.695985,12.170198,,,,,,,,,,,,,,,,,
211434831.0,KTWO211434831-C05,5.0,31.0,,,LC,-12.0,3.0,-2.0,3.0,,,20.469,0.051,,,,,17.983,0.006,16.789,0.004,16.352999999999998,0.004,16.097,0.006999999999999999,15.004000000000001,0.036000000000000004,14.359000000000002,0.038,14.253,0.052000000000000005,16.842,gri,,,6004-301-6-0115-0343,,08505455+1210035,,1.0,0.0,0.7709999999999999,,,,6.0,1.0,13.0,,,0.002,132.72732,12.167645,,,,,,,,,,,,,,,,,
211434831.0,KTWO211434831-C18,18.0,27.0,,,LC,-12.0,3.0,-2.0,3.0,,,20.469,0.051,,,,,17.983,0.006,16.789,0.004,16.352999999999998,0.004,16.097,0.006999999999999999,15.004000000000001,0.036000000000000004,14.359000000000002,0.038,14.253,0.052000000000000005,16.842,gri,,,6004-301-6-0115-0343,,08505455+1210035,,1.0,0.0,0.713,,,,6.0,1.0,13.0,,,0.002,132.72732,12.167645,,,,,,,,,,,,,,,,,
211434672.0,KTWO211434672-C16,16.0,23.0,,,LC,-6.8,2.3,-4.9,2.7,,,,,17.052,0.15,16.108,0.17,16.525,0.18,15.642999999999999,0.08,15.405,0.19,,,14.081,0.026000000000000002,13.600999999999999,0.031,13.467,0.031,15.741,gri,,,6004-301-6-0115-0104,511-047145,08505940+1209547,,1.0,0.0,0.8220000000000001,,,,15.0,4.0,52.0,,,0.004,132.747525,12.165191,,,,,,,,,,,,,,,,,
211434672.0,KTWO211434672-C18,18.0,27.0,,,LC,-6.8,2.3,-4.9,2.7,,,,,17.052,0.15,16.108,0.17,16.525,0.18,15.642999999999999,0.08,15.405,0.19,,,14.081,0.026000000000000002,13.600999999999999,0.031,13.467,0.031,15.741,gri,,,6004-301-6-0115-0104,511-047145,08505940+1209547,,1.0,0.0,0.807,602.431,544.3240000000001,504.32300000000004,6.0,1.0,13.0,,,0.004,132.747525,12.165191,,,,,,,,,,,,,,,,,
211434467.0,KTWO211434467-C16,16.0,23.0,,,LC,,,,,,,,,,,,,,,,,,,,,14.749,0.032,14.126,0.039,14.033,0.053,16.533,JHK,,,,,08510075+1209444,,1.0,0.0,0.764,1259.337,983.433,778.773,15.0,4.0,52.0,,,0.0009982,132.75315,12.162341,,,,,,,,,,,,,,,,,
211434467.0,KTWO211434467-C18,18.0,27.0,,,LC,,,,,,,,,,,,,,,,,,,,,14.749,0.032,14.126,0.039,14.033,0.053,16.533,JHK,,,,,08510075+1209444,,1.0,0.0002,0.807,,,,6.0,1.0,13.0,,,0.0009982,132.75315,12.162341,,,,,,,,,,,,,,,,,
211434189.0,KTWO211434189-C05,5.0,31.0,,,LC,-6.3,1.8,-1.4,1.3,,,,,13.94,0.15,13.427999999999999,0.19,13.606,0.17,13.219000000000001,0.06,13.183,0.16,,,12.294,0.021,12.087,0.022000000000000002,11.982999999999999,0.018000000000000002,13.31,gri,,,,511-047138,08505604+1209288,,1.0,0.0002,0.9279999999999999,128.987,114.391,109.93799999999999,6.0,1.0,13.0,,,0.003,132.73351499999998,12.158005000000001,,,,,,,,,,,,,,,,,
211434189.0,KTWO211434189-C16,16.0,23.0,,,LC,-6.3,1.8,-1.4,1.3,,,,,13.94,0.15,13.427999999999999,0.19,13.606,0.17,13.219000000000001,0.06,13.183,0.16,,,12.294,0.021,12.087,0.022000000000000002,11.982999999999999,0.018000000000000002,13.31,gri,,,,511-047138,08505604+1209288,,0.998,0.002,0.94,223.05700000000002,199.158,175.774,15.0,4.0,52.0,,,0.003,132.73351499999998,12.158005000000001,,,,,,,,,,,,,,,,,
211433771.0,KTWO211433771-C16,16.0,23.0,,,LC,,,,,,,,,,,,,,,,,,,,,14.56,0.026000000000000002,14.03,0.033,13.843,0.037000000000000005,16.347,JHK,,,,,08512794+1209067,,1.0,0.0,0.818,829.306,611.279,482.412,15.0,4.0,52.0,,,0.005,132.866445,12.151874000000001,,,,,,,,,,,,,,,,,
211433771.0,KTWO211433771-C18,18.0,27.0,,,LC,,,,,,,,,,,,,,,,,,,,,14.56,0.026000000000000002,14.03,0.033,13.843,0.037000000000000005,16.347,JHK,,,,,08512794+1209067,,1.0,0.0,0.718,764.584,611.52,488.17699999999996,6.0,1.0,13.0,,,0.005,132.866445,12.151874000000001,,,,,,,,,,,,,,,,,
211433467.0,KTWO211433467-C16,16.0,23.0,,,LC,-9.0,2.0,-2.0,2.0,,,20.575,0.055999999999999994,,,,,17.988,0.006,16.759,0.004,16.305999999999997,0.004,16.033,0.006999999999999999,14.950999999999999,0.032,14.321,0.040999999999999995,14.165999999999999,0.052000000000000005,16.811,gri,,,6004-301-6-0116-0324,,08514025+1208512,,0.9990000000000001,0.0007,0.74,,,,15.0,4.0,52.0,,,0.0006843999999999999,132.917715,12.147573,,,,,,,,,,,,,,,,,
211433467.0,KTWO211433467-C18,18.0,27.0,,,LC,-9.0,2.0,-2.0,2.0,,,20.575,0.055999999999999994,,,,,17.988,0.006,16.759,0.004,16.305999999999997,0.004,16.033,0.006999999999999999,14.950999999999999,0.032,14.321,0.040999999999999995,14.165999999999999,0.052000000000000005,16.811,gri,,,6004-301-6-0116-0324,,08514025+1208512,,0.996,0.004,0.758,,,,6.0,1.0,13.0,,,0.0006843999999999999,132.917715,12.147573,,,,,,,,,,,,,,,,,
211433715.0,KTWO211433715-C16,16.0,23.0,,,LC,-7.9,2.6,-3.2,2.8,,,,,17.5,0.04,16.436,0.03,16.992,0.08,16.152,0.07,15.738,0.19,,,14.499,0.027000000000000003,14.042,0.039,13.870999999999999,0.043,16.114,gri,,,6004-301-6-0115-0125,511-047150,08510274+1209039,,1.0,0.0,0.846,,,,15.0,4.0,52.0,,,0.004,132.761415,12.151077,,,,,,,,,,,,,,,,,
211433715.0,KTWO211433715-C18,18.0,27.0,,,LC,-7.9,2.6,-3.2,2.8,,,,,17.5,0.04,16.436,0.03,16.992,0.08,16.152,0.07,15.738,0.19,,,14.499,0.027000000000000003,14.042,0.039,13.870999999999999,0.043,16.114,gri,,,6004-301-6-0115-0125,511-047150,08510274+1209039,,1.0,0.0,0.76,617.876,525.547,430.644,6.0,1.0,13.0,,,0.004,132.761415,12.151077,,,,,,,,,,,,,,,,,
211433938.0,KTWO211433938-C16,16.0,23.0,,,LC,-4.4,5.2,8.8,3.7,,,,,,,,,,,,,,,,,14.989,0.034,14.318,0.04,14.164000000000001,0.047,17.131,JHK,,,6004-301-6-0114-0417,511-047080,08501549+1209160,,1.0,0.0,0.529,2073.053,1789.057,1455.624,15.0,4.0,52.0,,,0.005,132.56457,12.154461,,,,,,,,,,,,,,,,,
211433938.0,KTWO211433938-C18,18.0,27.0,,,LC,-4.4,5.2,8.8,3.7,,,,,,,,,,,,,,,,,14.989,0.034,14.318,0.04,14.164000000000001,0.047,17.131,JHK,,,6004-301-6-0114-0417,511-047080,08501549+1209160,,1.0,0.0,0.746,1282.14,1153.935,1005.8910000000001,6.0,1.0,13.0,,,0.005,132.56457,12.154461,,,,,,,,,,,,,,,,,
211433352.0,KTWO211433352-C05,5.0,31.0,,,LC,-10.0,3.0,-1.0,3.0,,,20.959,0.07200000000000001,,,,,18.349,0.006999999999999999,17.059,0.005,16.555,0.005,16.266,0.006999999999999999,15.094000000000001,0.037000000000000005,14.453,0.043,14.304,0.055,17.093,gri,,,6004-301-6-0115-0413,,08510866+1208444,,1.0,0.0,0.773,,,,6.0,1.0,13.0,,,0.0008027999999999999,132.78611999999998,12.145673,,,,,,,,,,,,,,,,,
211433352.0,KTWO211433352-C18,18.0,27.0,,,LC,-10.0,3.0,-1.0,3.0,,,20.959,0.07200000000000001,,,,,18.349,0.006999999999999999,17.059,0.005,16.555,0.005,16.266,0.006999999999999999,15.094000000000001,0.037000000000000005,14.453,0.043,14.304,0.055,17.093,gri,,,6004-301-6-0115-0413,,08510866+1208444,,1.0,0.0,0.648,1753.431,1523.4520000000002,1299.13,6.0,1.0,13.0,,,0.0008027999999999999,132.78611999999998,12.145673,,,,,,,,,,,,,,,,,
211432922.0,KTWO211432922-C05,5.0,31.0,,,LC,,,,,,,,,,,,,,,,,,,,,15.706,0.055,15.029000000000002,0.075,14.772,0.081,18.17,JHK,,,,,08512927+1208221,,0.764,0.23600000000000002,0.588,3377.3520000000003,2958.978,2416.705,6.0,1.0,13.0,,,0.006999999999999999,132.871965,12.139489999999999,,,,,,,,,,,,,,,,,
211432922.0,KTWO211432922-C18,18.0,27.0,,,LC,,,,,,,,,,,,,,,,,,,,,15.706,0.055,15.029000000000002,0.075,14.772,0.081,18.17,JHK,,,,,08512927+1208221,,1.0,0.0,0.5529999999999999,1885.922,1514.648,1118.6,6.0,1.0,13.0,,,0.006999999999999999,132.871965,12.139489999999999,,,,,,,,,,,,,,,,,
211433027.0,KTWO211433027-C16,16.0,23.0,,,LC,-14.0,3.0,-3.0,3.0,,,21.613000000000003,0.11599999999999999,,,,,18.874000000000002,0.009000000000000001,17.503,0.005,16.921,0.005,16.583,0.008,15.435,0.046,14.802,0.057999999999999996,14.705,0.075,17.507,gri,,,6004-301-6-0115-0361,,08505964+1208278,,1.0,0.0,0.7120000000000001,,,,15.0,4.0,52.0,,,0.002,132.748545,12.141063,,,,,,,,,,,,,,,,,
211433027.0,KTWO211433027-C18,18.0,27.0,,,LC,-14.0,3.0,-3.0,3.0,,,21.613000000000003,0.11599999999999999,,,,,18.874000000000002,0.009000000000000001,17.503,0.005,16.921,0.005,16.583,0.008,15.435,0.046,14.802,0.057999999999999996,14.705,0.075,17.507,gri,,,6004-301-6-0115-0361,,08505964+1208278,,1.0,0.0,0.568,,,,6.0,1.0,13.0,,,0.002,132.748545,12.141063,,,,,,,,,,,,,,,,,
211432745.0,KTWO211432745-C05,5.0,31.0,,,LC,-8.4,1.1,-5.5,1.8,,,,,14.356,0.19,13.780999999999999,0.18,13.965,0.11,13.585,0.09,13.5,0.1,,,12.661,0.023,12.385,0.025,12.312000000000001,0.02,13.639000000000001,gri,,,,511-047205,08514492+1208111,,1.0,0.0,0.9440000000000001,,,,6.0,1.0,13.0,,,0.004,132.9372,12.136446000000001,,,,,,,,,,,,,,,,,
211432745.0,KTWO211432745-C16,16.0,23.0,,,LC,-8.4,1.1,-5.5,1.8,,,,,14.356,0.19,13.780999999999999,0.18,13.965,0.11,13.585,0.09,13.5,0.1,,,12.661,0.023,12.385,0.025,12.312000000000001,0.02,13.639000000000001,gri,,,,511-047205,08514492+1208111,,1.0,0.0,0.922,211.58700000000002,180.207,155.469,15.0,4.0,52.0,,,0.004,132.9372,12.136446000000001,,,,,,,,,,,,,,,,,
211432962.0,KTWO211432962-C05,5.0,31.0,,,LC,-8.2,1.1,-2.6,1.3,,,,,13.958,0.16,13.370999999999999,0.17,13.575999999999999,0.14,13.149000000000001,0.06,13.094000000000001,0.13,,,12.181,0.022000000000000002,11.917,0.02,11.85,0.02,13.238,gri,,,,511-047153,08510439+1208246,,1.0,0.0,0.934,138.797,120.21799999999999,108.04899999999999,6.0,1.0,13.0,,,0.004,132.76828500000002,12.140158,,,,,,,,,,,,,,,,,
211432962.0,KTWO211432962-C16,16.0,23.0,,,LC,-8.2,1.1,-2.6,1.3,,,,,13.958,0.16,13.370999999999999,0.17,13.575999999999999,0.14,13.149000000000001,0.06,13.094000000000001,0.13,,,12.181,0.022000000000000002,11.917,0.02,11.85,0.02,13.238,gri,,,,511-047153,08510439+1208246,,1.0,0.0,0.9470000000000001,143.151,118.336,101.822,15.0,4.0,52.0,,,0.004,132.76828500000002,12.140158,,,,,,,,,,,,,,,,,
211432847.0,KTWO211432847-C05,5.0,31.0,,,LC,-12.0,3.0,-5.0,3.0,,,21.255,0.08900000000000001,,,,,18.611,0.008,17.261,0.005,16.727999999999998,0.005,16.423,0.008,15.311,0.049,14.617,0.051,14.322000000000001,0.06,17.293,gri,,,6004-301-6-0115-0439,,08511440+1208175,,0.9840000000000001,0.016,0.6859999999999999,2137.464,1714.255,1306.609,6.0,1.0,13.0,,,0.001,132.81,12.138211,,,,,,,,,,,,,,,,,
211432847.0,KTWO211432847-C18,18.0,27.0,,,LC,-12.0,3.0,-5.0,3.0,,,21.255,0.08900000000000001,,,,,18.611,0.008,17.261,0.005,16.727999999999998,0.005,16.423,0.008,15.311,0.049,14.617,0.051,14.322000000000001,0.06,17.293,gri,,,6004-301-6-0115-0439,,08511440+1208175,,0.996,0.004,0.39,1818.297,1537.539,1293.962,6.0,1.0,13.0,,,0.001,132.81,12.138211,,,,,,,,,,,,,,,,,
