EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,PMem_mean
219688088.0,KTWO219688088-C07,7.0,9.0,288.858825,-16.099185000000002,LC,-1.88,0.71,-27.79,0.46,5.48,0.65,,,8.687000000000001,0.016,7.407,0.01,9.583,0.03,8.515,0.04,7.232,0.06,,,,,,,,,7.937,gri,94635.0,6296-522-1,,370-168150,,,1.0,0.0004,1.0,2936.461,2306.221,1974.7279999999998,10.0,4.0,32.0,,,0.000671,288.858825,-16.099185000000002,288.8588333,-16.099194400000002,191526121605571.0,0.9,,,,,,288.8588333,-16.099194400000002,,,,,,288.8588333,-16.099194400000002,,,,,,0.9
219697419.0,KTWO219697419-C07,7.0,9.0,289.349355,-16.073432,LC,-2.38,1.02,-27.74,0.67,4.92,0.79,,,9.033999999999999,0.02,7.644,0.011000000000000001,,,,,,,,,,,,,,,7.369,BV,94803.0,6296-1651-1,,370-168945,,,0.9990000000000001,0.001,1.0,157.607,161.025,159.476,10.0,4.0,32.0,,,0.004,289.349355,-16.073432,289.3493333,-16.0734167,191723841604243.0,0.9,289.349343101,-16.0734300125,0.44494191078934403,219697419.0,0.05870524668317766,289.34933820050003,-16.07342335625,4.183949198935967e+18,289.34934,-16.073539999999998,0.9,0.41996363747972854,289.349338650375,-16.073452517187498,289.3493406942,-16.07354390629,4.183949198935967e+18,1.0,0.32907672787215575,0.8112354776973361
219511589.0,KTWO219511589-C07,7.0,9.0,289.081905,-16.569295,SC,-0.3,1.3,-26.6,1.3,,,,,8.245,0.015,8.207,0.012,,,,,,,,,8.052,0.03,8.087,0.021,8.072000000000001,0.021,8.312000000000001,BV,,6296-1814-1,,368-170021,19161966-1634094,AAA-111-111-000-0-0,0.987,0.013000000000000001,1.0,,,,10.0,4.0,32.0,,,0.003,289.081905,-16.569295,289.08191669999997,-16.569277800000002,191619661634094.0,0.9,289.081905752,-16.569294336800002,0.5592533351626011,219511589.0,0.07050643892157414,289.081911226,-16.569286068400004,4.087842738668571e+18,289.0819,-16.56941,0.9,0.4478321243027691,289.0819084195,-16.569317051300004,289.08190109796004,-16.56940881145,4.087842738668571e+18,1.0,0.33130114917129605,0.8398133337906503
219511589.0,KTWO219511589-C07,7.0,9.0,289.081905,-16.569295,LC,-0.3,1.3,-26.6,1.3,,,,,8.245,0.015,8.207,0.012,,,,,,,,,8.052,0.03,8.087,0.021,8.072000000000001,0.021,8.312000000000001,BV,,6296-1814-1,,368-170021,19161966-1634094,AAA-111-111-000-0-0,0.987,0.013000000000000001,1.0,70.18,53.076,46.82899999999999,10.0,4.0,32.0,,,0.003,289.081905,-16.569295,289.08191669999997,-16.569277800000002,191619661634094.0,0.9,289.081905752,-16.569294336800002,0.5592533351626011,219511589.0,0.07050643892157414,289.081911226,-16.569286068400004,4.087842738668571e+18,289.0819,-16.56941,0.9,0.4478321243027691,289.0819084195,-16.569317051300004,289.08190109796004,-16.56940881145,4.087842738668571e+18,1.0,0.33130114917129605,0.8398133337906503
219622634.0,KTWO219622634-C07,7.0,9.0,289.16972999999996,-16.278071,SC,0.9,1.4,-25.3,1.4,,,,,8.519,0.017,8.375,0.013000000000000001,,,,,,,,,7.954,0.032,7.98,0.031,7.9,0.023,8.44,BV,,6296-1802-1,,369-165846,19164073-1616411,AAA-111-111-000-0-0,1.0,0.0,1.0,,,,10.0,4.0,32.0,,,0.002,289.16972999999996,-16.278071,289.1697083,-16.278083300000002,191640731616411.0,0.9,,,,,,289.1697083,-16.278083300000002,,,,,,289.1697083,-16.278083300000002,,,,,,0.9
219622634.0,KTWO219622634-C07,7.0,9.0,289.16972999999996,-16.278071,LC,0.9,1.4,-25.3,1.4,,,,,8.519,0.017,8.375,0.013000000000000001,,,,,,,,,7.954,0.032,7.98,0.031,7.9,0.023,8.44,BV,,6296-1802-1,,369-165846,19164073-1616411,AAA-111-111-000-0-0,1.0,0.0,1.0,,,,10.0,4.0,32.0,,,0.002,289.16972999999996,-16.278071,289.1697083,-16.278083300000002,191640731616411.0,0.9,,,,,,289.1697083,-16.278083300000002,,,,,,289.1697083,-16.278083300000002,,,,,,0.9
219310397.0,KTWO219310397-C07,7.0,9.0,289.26429,-17.053827,LC,-0.6,1.5,-28.6,1.5,,,,,9.484,0.024,8.375,0.013999999999999999,,,,,,,,,6.425,0.02,5.926,0.04,5.718,0.02,8.175,BV,,6300-1976-1,,365-170581,19170343-1703138,AAA-111-111-000-0-0,1.0,0.0005,1.0,203.792,189.06,174.877,10.0,1.0,29.0,,,0.003,289.26429,-17.053827,289.2642917,-17.0538333,191703431703138.0,0.9,289.264295056,-17.0538226045,0.44746199888517796,219310397.0,0.04019892552287932,289.264293378,-17.05382795225,4.0877620276431734e+18,289.26429,-17.05394,0.9,0.4035394100999362,289.2642925335,-17.0538559641875,289.26428891036,-17.05393680026,4.0877620276431734e+18,1.0,0.2912769037172324,0.8118654997212945
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.5599583,-16.6896111,191814391641226.0,0.9,289.55998540900003,-16.6896241578,0.5738900611068871,219463296.0,0.10463512122445232,289.5599718545,-16.689617628900002,4.183862715472996e+18,289.55998,-16.68974,0.9,0.4414305116283339,289.559973890875,-16.689648221675,289.5599810224,-16.68973880473,4.183862715472996e+18,1.0,0.32702495565010914,0.8434725152767217
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.9637083,-16.29975,191551291617591.0,0.9,288.963741269,-16.299738564800002,0.512964071137054,219614490.0,0.12112797983911197,288.9637247845,-16.2997442824,4.184125807991901e+18,288.96374,-16.29985,0.9,0.38419752196946455,288.963728588375,-16.2997707118,288.96373844617995,-16.29985436141,4.184125807991901e+18,1.0,0.30305882790895083,0.8282410177842635
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.3135833,-17.1058333,191315261706210.0,0.9,288.313612116,-17.1057993408,0.44481964575947797,219288101.0,0.15740478244009098,288.313597708,-17.105816320400002,4.0877151652745953e+18,288.31361,-17.10592,0.9,0.3756351258847989,288.313600781,-17.105842240300003,288.3136097204,-17.10591589957,4.0877151652745953e+18,1.0,0.266951277404254,0.8112049114398695
