EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,2MASS_id_SF,RAJ2000_SF,DEJ2000_SF,DANCe_id_Bouy,RAJ2000_Bouy,DEJ2000_Bouy,PMem_Bouy,dist_SF_Bouy,RAJ2000_SF_Bouy,DEJ2000_SF_Bouy,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_SF_Bouy_GaiaC,RAJ2000_SF_Bouy_GaiaC,DEJ2000_SF_Bouy_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_SF_Bouy_GaiaC_CG,PMem_mean
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060819832405023.0,92.08264799999999,24.084015,60819842405023.0,92.08264799999999,24.083982000000002,0.55,0.11879999999686089,92.08264799999999,24.0839985,3.4262560824554506e+18,92.08265,24.08397,0.9,0.10281034636530452,92.08264849999999,24.083991374999997,92.08264556674,24.083973670949998,3.4262560824554506e+18,1.0,0.06445956710568192,0.8166666666666668
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571024228.0,92.08707,24.001932999999998,60820832400095.0,92.086807,24.002646,0.81,2.7086094576740565,92.0869385,24.002289499999996,,,,,,92.08693850000002,24.0022895,,,,,,0.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060822322415025.0,92.093071,24.250633999999998,60822322415025.0,92.093012,24.25069,0.83,0.2795455070803542,92.0930415,24.250662,3.4262627138849116e+18,92.09300999999999,24.25068,0.9,0.12202134382252183,92.09303362499999,24.250666499999998,92.09300720105999,24.250680112589997,3.4262627138849116e+18,1.0,0.09961906929154896,0.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060825412413497.0,92.105899,24.230459,60825422413498.0,92.10591,24.230498,0.92,0.14496960775026682,92.1059045,24.2304785,3.4262624046472694e+18,92.1059,24.23049,0.9,0.04395675068992891,92.105903375,24.230481375,92.10590111119,24.23048831565,3.4262624046472694e+18,1.0,0.02606814080707923,0.9400000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060827632412372.0,92.115091,24.210341,60827632412372.0,92.115138,24.210342999999998,0.83,0.15448607501933823,92.1151145,24.210341999999997,3.426261648733029e+18,92.11513000000001,24.21033,0.9,0.06675517590669339,92.11511837500001,24.210338999999998,92.11512924634,24.210331702860003,3.426261648733029e+18,1.0,0.0443193083790166,0.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060829642416240.0,92.123538,24.273351,60829652416240.0,92.12355,24.273347,0.86,0.041931065026022216,92.123544,24.273349000000003,3.4262628513238523e+18,92.12354,24.27334,0.9,0.03495822002429225,92.123543,24.273346750000005,92.12354447642001,24.273336580570003,3.4262628513238523e+18,0.9,0.03692918256024611,0.8866666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060830292426283.0,92.12626,24.441232,60830302426284.0,92.12625200000001,24.441218,0.82,0.05681199145246716,92.12625600000001,24.441225,3.426282642532728e+18,92.12626,24.44121,0.9,0.055568521786073063,92.12625700000001,24.441221249999998,92.12625542977,24.441206461350003,3.426282642532728e+18,1.0,0.053487288082531774,0.9066666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060830602431505.0,92.12756800000001,24.530727,60830602431505.0,92.12751800000001,24.530698,0.84,0.19420196376738483,92.127543,24.5307125,3.4262879639943404e+18,92.12753000000001,24.53069,0.9,0.09150790791607351,92.12753975000001,24.530706875,92.12752532149,24.53068908647,3.4262879639943404e+18,1.0,0.0795859238278789,0.9133333333333334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060830822417547.0,92.128425,24.298551,60830832417547.0,92.128461,24.298524,0.91,0.15297055776365617,92.128443,24.298537500000002,,,,,,92.128443,24.2985375,,,,,,0.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060832102426254.0,92.133574,24.440345,60832112426254.0,92.133785,24.4404,0.73,0.7193214239672023,92.1336795,24.440372500000002,3.426283913843046e+18,92.13379,24.44039,0.9,0.3675929222748504,92.133707125,24.440376875000005,92.13378856866,24.44038867084,3.426283913843046e+18,1.0,0.27028121810485306,0.8766666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060832152420362.0,92.13401999999999,24.343387,60832162420363.0,92.133995,24.343405999999998,0.64,0.10678140298843025,92.1340075,24.343396499999997,3.4262807871072594e+18,92.13399,24.34339,0.9,0.06198529747805575,92.13400312499999,24.343394874999998,92.13399365224001,24.343394510139998,3.4262807871072594e+18,1.0,0.031097730498554427,0.8466666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060833292405334.0,92.138689,24.092659,60833292405335.0,92.138715,24.092632000000002,0.83,0.12941750418648934,92.138702,24.092645500000003,3.42625597937622e+18,92.13871,24.09262,0.9,0.0954906479561136,92.138704,24.092639125,92.13870961336,24.092624165620002,3.42625597937622e+18,1.0,0.05692579401803058,0.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060833942409477.0,92.141442,24.163289000000002,60833952409478.0,92.14145,24.163268,0.89,0.08003637162804632,92.141446,24.1632785,3.4262608928187894e+18,92.14144,24.16326,0.9,0.06945462004150428,92.1414445,24.163273875,92.14144182835,24.16325758524,3.4262608928187894e+18,1.0,0.059296056209874465,0.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060834462408139.0,92.14361099999999,24.137273999999998,60834462408140.0,92.143592,24.137214,0.52,0.224838203174609,92.14360149999999,24.137244,3.426257761783378e+18,92.14358,24.1372,0.9,0.17343458432109557,92.14359612499999,24.137233000000002,92.14358403087,24.137204343129998,3.426257761783378e+18,1.0,0.11055139269749141,0.8066666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060835102427169.0,92.146271,24.454708,60835102427169.0,92.146268,24.454705999999998,0.59,0.01218568435261884,92.1462695,24.454707,3.426284154361203e+18,92.14627,24.45469,0.9,0.061221930269184544,92.146269625,24.45470275,92.14627158977,24.45469332863,3.426284154361203e+18,1.0,0.034522662546257236,0.8300000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060835202417154.0,92.146736,24.287584,60835212417154.0,92.146688,24.287608,0.95,0.17964704650821658,92.14671200000001,24.287596,3.426268555040413e+18,92.14668,24.2876,0.9,0.10598670888649278,92.14670400000001,24.287596999999998,92.14667665621,24.287597799439997,3.426268555040413e+18,1.0,0.08977130251339065,0.9500000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060835412419592.0,92.147525,24.333175,60835412419593.0,92.14755500000001,24.33313,0.88,0.18954605165578628,92.14754,24.3331525,3.4262807183877816e+18,92.14755,24.33312,0.9,0.12151118289863497,92.14754250000001,24.333144375000003,92.14755434507,24.333119076659997,3.4262807183877816e+18,0.8,0.09901576446374148,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060837082414008.0,92.154527,24.233511,60837082414008.0,92.15449,24.233567999999998,0.86,0.23845368217757568,92.15450849999999,24.2335395,,,,,,92.15450849999998,24.233539499999996,,,,,,0.86
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060837282422178.0,92.155372,24.371613,60837292422178.0,92.155367,24.371617,0.64,0.021821741771315746,92.1553695,24.371615,3.426281199424106e+18,92.15536999999999,24.3716,0.9,0.05402488577997597,92.155369625,24.37161125,92.15536984224,24.371604854250002,3.426281199424106e+18,1.0,0.023035717604310297,0.8466666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060840612425400.0,92.169274,24.427791,60840622425400.0,92.16925,24.427773000000002,0.86,0.10191830351844472,92.169262,24.427782,3.4262831235690547e+18,92.16926,24.42776,0.9,0.07947083942101142,92.1692615,24.4277765,92.16925585418001,24.42776129324,3.4262831235690547e+18,0.9,0.057787515711394656,0.8866666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060840642415576.0,92.169304,24.266017,60840642415577.0,92.169333,24.266026,0.67,0.10053966390425247,92.1693185,24.2660215,3.426267730406693e+18,92.16933,24.26601,0.9,0.05602172092395406,92.169321375,24.266018625,92.16932877209999,24.266014812989997,3.426267730406693e+18,1.0,0.027887066147629824,0.8566666666666668
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060841062417205.0,92.17112,24.289032000000002,60841062417206.0,92.171102,24.289062,0.58,0.12309573311334664,92.171111,24.289047000000004,3.4262685894001454e+18,92.1711,24.28905,0.9,0.037675803958359906,92.17110825,24.28904775,92.17109877166,24.28905121719,3.4262685894001454e+18,1.0,0.033512794921353596,0.8266666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060841802417041.0,92.174175,24.284471,60841812417041.0,92.174192,24.284479,0.76,0.06278035552128529,92.1741835,24.284475,3.426268589400146e+18,92.17419,24.284470000000002,0.9,0.027909590572968414,92.174185125,24.28447375,92.17418913009001,24.28446814029,3.426268589400146e+18,1.0,0.02409485341686331,0.8866666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4572024758.0,92.174261,24.31788,60841852419072.0,92.174359,24.318662,0.86,2.8334980515920454,92.17430999999999,24.318271,3.4262692765919867e+18,92.17436,24.31865,0.9,1.3742244283670606,92.17432249999999,24.31836575,92.17435824767,24.31865049915,3.4262692765919867e+18,0.7,1.0317832409133991,0.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060843412416071.0,92.180914,24.268679000000002,60843412416072.0,92.18089599999999,24.268667,0.75,0.07318414319375913,92.180905,24.268673,3.4262677304066893e+18,92.18089,24.26866,0.9,0.06792369471241555,92.18090125,24.268669749999997,92.18089124608,24.2686560632,3.4262677304066893e+18,1.0,0.059208811850102655,0.8833333333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060844312422470.0,92.18463299999999,24.379739999999998,60844312422471.0,92.184627,24.379756,0.94,0.06086725817849858,92.18463,24.379748,3.426281268143573e+18,92.18463,24.379739999999998,0.9,0.028800000005531925,92.18463,24.379745999999997,92.18463277093001,24.379744562600003,3.426281268143573e+18,1.0,0.010456071701171323,0.9466666666666667
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060845182402196.0,92.188277,24.038781,60845192402197.0,92.188295,24.038801,0.69,0.09320010265843345,92.188286,24.038791,3.425504222658566e+18,92.1883,24.03879,0.9,0.04616936863928541,92.1882895,24.038790749999997,92.18829656631,24.03879414463,3.425504222658566e+18,0.9,0.02625051864952355,0.83
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060845482412560.0,92.18950699999999,24.215564,60845492412560.0,92.18953,24.215557,0.92,0.07960812315703727,92.18951849999999,24.215560500000002,3.426261472637256e+18,92.18953,24.21554,0.9,0.08289778976436457,92.189521375,24.215555375,92.18952527236999,24.21554363469,3.426261472637256e+18,1.0,0.04415967455908231,0.9400000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060847602409422.0,92.198374,24.161728,60847612409422.0,92.198379,24.161735,0.9,0.030079191778441414,92.1983765,24.161731500000002,3.4262581096799693e+18,92.19837,24.161720000000003,0.9,0.046580930477313244,92.198374875,24.161728625000002,92.19837391023,24.1617219565,3.4262581096799693e+18,1.0,0.024214846144394325,0.9333333333333332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060850472419382.0,92.210339,24.327307,60850482419383.0,92.210319,24.3273,0.65,0.07028020013953991,92.210329,24.3273035,3.426269134859028e+18,92.21032,24.327289999999998,0.9,0.05686452381650676,92.21032675000001,24.327300125,92.21032207129,24.32728717345,3.426269134859028e+18,0.9,0.04908665048979858,0.8166666666666668
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060850772430025.0,92.211598,24.500684,60850762430024.0,92.211519,24.500672,,0.2623724965532131,92.2115585,24.500678,3.426284601037761e+18,92.21161,24.50066,0.9,0.18072279347992024,92.21157137499999,24.5006735,92.21161215857,24.50066440051,3.426284601037761e+18,1.0,0.13755803070232012,0.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060852442403063.0,92.21850400000001,24.051791,60852452403064.0,92.218523,24.051773999999998,0.52,0.08744632065736131,92.2185135,24.0517825,3.425505734487042e+18,92.21852,24.05176,0.9,0.08377115612768317,92.21851512500001,24.051776875,92.21852450799999,24.051761339299997,3.425505734487042e+18,1.0,0.06387078915346782,0.8066666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571025326.0,92.219639,24.161226,60852722409404.0,92.219676,24.161215,0.61,0.12782027862518852,92.21965750000001,24.1612205,3.426258139740613e+18,92.21967,24.1612,0.9,0.08445229337432474,92.219660625,24.161215374999998,92.21967180892,24.16120212908,3.426258139740613e+18,1.0,0.06019429144403771,0.8366666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060853572413479.0,92.223166,24.229924,60853572413480.0,92.223201,24.230009,1.0,0.32686087887508647,92.2231835,24.2299665,,,,,,92.2231835,24.2299665,,,,,,1.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060853812413189.0,92.22420799999999,24.221917,60853822413190.0,92.224236,24.221931,,0.10483572509961069,92.224222,24.221924,3.426264427572834e+18,92.22423,24.22191,0.9,0.05683296700114326,92.22422399999999,24.221920500000003,92.22423341444001,24.22190972368,3.426264427572834e+18,1.0,0.04960193890054502,0.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060854412403081.0,92.22672800000001,24.052256,60854412403081.0,92.22672299999999,24.052251000000002,0.83,0.024375795171141777,92.2267255,24.0522535,3.425505700127302e+18,92.22672,24.05224,0.9,0.05185438357531131,92.226724125,24.052250124999997,92.22672429833,24.052242199970003,3.425505700127302e+18,0.8,0.028535797602539506,0.8433333333333334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060855502402276.0,92.231335,24.041043,60855512402276.0,92.23129499999999,24.041012,0.93,0.17247917139268154,92.231315,24.0410275,,,,,,92.231315,24.0410275,,,,,,0.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060856412427105.0,92.235066,24.452916000000002,60856422427106.0,92.23509,24.452949,0.73,0.14247551376937848,92.235078,24.452932500000003,3.426283394148438e+18,92.2351,24.45293,0.9,0.07265546982078659,92.2350835,24.452931875,92.23510014723,24.452933416879997,3.426283394148438e+18,1.0,0.05483606292971673,0.8766666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060858352414215.0,92.243153,24.239359,60858352414215.0,92.24314,24.239317,0.77,0.15710669520919887,92.2431465,24.239338,3.4262645650137247e+18,92.24314,24.2393,0.9,0.13845399436146447,92.243144875,24.2393285,92.2431378327,24.23930413758,3.4262645650137247e+18,0.8,0.0907001702381089,0.8233333333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060858872420166.0,92.245349,24.337947,60858882420166.0,92.24533000000001,24.337953,0.52,0.06595837912912846,92.2453395,24.33795,3.426269890773287e+18,92.24534,24.33794,0.9,0.0360373377699014,92.245339625,24.3379475,92.24533620375999,24.337940239250003,3.426269890773287e+18,1.0,0.02844578749625652,0.8066666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060858962414415.0,92.245595,24.244926,60858962414416.0,92.24568000000001,24.244882999999998,0.84,0.3190765139555832,92.2456375,24.244904499999997,3.426264569310749e+18,92.24568000000001,24.244870000000002,0.9,0.1867815320296931,92.245648125,24.244895875,92.24568069850001,24.244870669779996,3.426264569310749e+18,1.0,0.14023473495375355,0.9133333333333334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060859402434354.0,92.247574,24.576543,60859412434355.0,92.24753100000001,24.576524,0.89,0.15651351033582186,92.24755250000001,24.5765335,3.426308549775365e+18,92.24754,24.57651,0.9,0.09397806281128053,92.24754937500002,24.576527625,92.24754421799,24.57651146651,3.426308549775365e+18,0.8,0.060571131590835714,0.8633333333333333
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060900252406345.0,92.251077,24.109664000000002,60900252406344.0,92.251053,24.109562,0.82,0.375573169030435,92.251065,24.109613000000003,,,,,,92.251065,24.109613000000007,,,,,,0.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060900862415563.0,92.253602,24.265616,60900842415561.0,92.253499,24.265593,,0.3480327536906851,92.2535505,24.265604500000002,3.426264981627602e+18,92.25361,24.2656,0.9,0.19594628727294125,92.253565375,24.265603375000005,92.25360737886,24.26560307675,3.426264981627602e+18,1.0,0.1378583537483612,0.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060901922432087.0,92.258025,24.535775,60901932432087.0,92.258025,24.535763,0.58,0.043200000016079834,92.258025,24.535769000000002,3.4263081675221565e+18,92.25804000000001,24.53575,0.9,0.08421234944201911,92.25802875000001,24.53576425,92.25803767552,24.53574911272,3.4263081675221565e+18,1.0,0.06183880005219199,0.8266666666666667
