EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,2MASS_id_SF,RAJ2000_SF,DEJ2000_SF,DANCe_id_Bouy,RAJ2000_Bouy,DEJ2000_Bouy,PMem_Bouy,dist_SF_Bouy,RAJ2000_SF_Bouy,DEJ2000_SF_Bouy,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_SF_Bouy_GaiaC,RAJ2000_SF_Bouy_GaiaC,DEJ2000_SF_Bouy_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_SF_Bouy_GaiaC_CG,PMem_mean
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060706152402100.0,91.775643,24.036143,60706162402101.0,91.77568199999999,24.036146,0.87,0.1286797511447578,91.7756625,24.0361445,,,,,,91.7756625,24.036144499999995,,,,,,0.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060707042405252.0,91.779359,24.090385,60707052405253.0,91.779364,24.090357,0.76,0.1021305970171925,91.7793615,24.090371,,,,,,91.7793615,24.090371,91.77937177618,24.090344241870003,3.4261767801785144e+18,0.9,0.1020778446619876,0.8300000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060721992404359.0,91.841637,24.076603,60721992404359.0,91.841639,24.07664,0.85,0.13336210964211903,91.841638,24.0766215,,,,,,91.841638,24.0766215,,,,,,0.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060728422416426.0,91.86845500000001,24.278497,60728432416426.0,91.86846899999999,24.278502,0.66,0.0493428185318691,91.868462,24.278499500000002,3.4262769731760763e+18,91.86847,24.278489999999998,0.9,0.043114414135624154,91.86846399999999,24.278497125,91.86847084674999,24.27848591939,3.4262769731760763e+18,1.0,0.04617529698362491,0.8533333333333334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060730522411263.0,91.877117,24.190631,60730522411263.0,91.87716999999999,24.190626,0.53,0.1749736250611164,91.87714349999999,24.190628500000003,3.426272918726984e+18,91.87716999999999,24.19061,0.9,0.10958331748405115,91.87715012499999,24.190623875,91.87717317708,24.190610984270002,3.426272918726984e+18,1.0,0.0887923664685368,0.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060731652404083.0,91.881884,24.068997,60731592404083.0,91.881641,24.068981,,0.8008147342203878,91.88176250000001,24.068989000000002,3.426165578904397e+18,91.88190999999999,24.06898,0.9,0.48591364373856943,91.881799375,24.06898675,91.88191038535,24.06898227446,3.426165578904397e+18,0.9,0.3652463735302031,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060737122414333.0,91.90469,24.242626,60737132414334.0,91.904699,24.242616,0.92,0.04657013264747488,91.9046945,24.242621,3.426273674641194e+18,91.9047,24.2426,0.9,0.0777258299781704,91.904695875,24.24261575,91.90470125032,24.24260380215,3.426273674641194e+18,1.0,0.046490740167194095,0.9400000000000001
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060737912419095.0,91.907924,24.319306,60737912419095.0,91.90796,24.319316,0.85,0.12346490323492891,91.90794199999999,24.319311,3.426277144974733e+18,91.90796,24.3193,0.9,0.07109891624572828,91.9079465,24.31930825,91.90796165226999,24.319303050320002,3.426277144974733e+18,1.0,0.05311555580432087,0.9166666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060740802414234.0,91.920071,24.239846,60740812414234.0,91.92003100000001,24.239843,0.52,0.1317476258498575,91.920051,24.2398445,3.4262734684827576e+18,91.92003000000001,24.239829999999998,0.9,0.08646869487938888,91.92004575,24.239840875,91.92002814092,24.23982586026,3.4262734684827576e+18,1.0,0.07913910227481122,0.8066666666666666
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060749522417423.0,91.956388,24.295137,60749532417424.0,91.95638000000001,24.295120999999998,0.87,0.06329922706253137,91.95638400000001,24.295129,,,,,,91.95638400000001,24.295129,,,,,,0.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060752602420024.0,91.96923000000001,24.334022,60752612420024.0,91.96921,24.334004,0.8,0.09221090358243951,91.96922,24.334013,3.4262785193642353e+18,91.96921,24.33399,0.9,0.08906061351717623,91.96921750000001,24.33400725,91.96921441984001,24.33399242027,3.4262785193642353e+18,1.0,0.05433465340600501,0.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060803152428546.0,92.01317900000001,24.481809,60803152428546.0,92.01313,24.48183,0.74,0.1774501930443428,92.01315450000001,24.4818195,3.4262866626221476e+18,92.01314,24.481820000000003,0.9,0.047540932789311686,92.01315087500001,24.481819625,92.01313812464001,24.481815572320002,3.4262866626221476e+18,1.0,0.04424886073425644,0.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060806482411321.0,92.026935,24.192204,60806482411321.0,92.027016,24.192253,0.71,0.3191674677536372,92.02697549999999,24.1922285,3.426260652300638e+18,92.02701,24.192239999999998,0.9,0.12061959485993022,92.026984125,24.192231375,92.02701158129999,24.192243117270003,3.426260652300638e+18,1.0,0.0995796270338895,0.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060807062418499.0,92.029432,24.313872,60807072418499.0,92.02945600000001,24.313874,0.6,0.07906514534394712,92.02944400000001,24.313873,3.426275633146198e+18,92.02946,24.313860000000002,0.9,0.07032463716033677,92.029448,24.313869750000002,92.02945690139,24.31386481449,3.426275633146198e+18,1.0,0.034183261793930796,0.8333333333333334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060810442424237.0,92.04351,24.406599,60810452424237.0,92.043536,24.406594000000002,0.53,0.08711542345330037,92.043523,24.4065965,3.426285082074203e+18,92.04354000000001,24.406579999999998,0.9,0.08145119303995707,92.04352725,24.406592374999995,92.04353992421,24.40657906511,3.426285082074203e+18,1.0,0.06342149387340897,0.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060811822427070.0,92.04924100000001,24.451968,60811822427071.0,92.049242,24.451964999999998,0.63,0.011286250775757352,92.04924150000001,24.451966499999997,3.426285769268948e+18,92.04925,24.45195,0.9,0.06560705619189423,92.049243625,24.451962374999997,92.04924635296999,24.45194941277,3.426285769268948e+18,1.0,0.0475126575424593,0.8433333333333334
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060812622419358.0,92.05261,24.326632,60812622419359.0,92.052591,24.326645000000003,0.66,0.07794152493980716,92.05260050000001,24.3266385,3.4262757362254003e+18,92.05259000000001,24.32664,0.9,0.034864536408963934,92.052597875,24.326638875,92.05259086449,24.32663555513,3.4262757362254003e+18,1.0,0.025917211305299222,0.8533333333333334
