_RAJ2000,_DEJ2000,Source,Cluster,RA_ICRS,DE_ICRS,Gmag,plx,e_plx,_RA.icrs,_DE.icrs,RAJ2000_epoch2000,DEJ2000_epoch2000
67.81745,12.20008,3306588707218380288,Hyades  ,67.81745,12.20008,14.404000000000002,22.055999999999997,0.013000000000000001,67.81745,12.20008,67.81697582712616,12.200140755293884
69.53989,12.510769999999999,3306483944376792832,Hyades  ,69.53989,12.510769999999999,4.188,22.866999999999997,0.205,69.53989,12.510769999999999,69.53942356871951,12.510831061862302
68.18961999999999,12.06661,3306592418070112384,Hyades  ,68.18961999999999,12.06661,13.764000000000001,20.521,0.02,68.18961999999999,12.06661,68.18919575154297,12.066669590092564
65.48338000000001,23.41806,148867315986268672,Hyades  ,65.48338000000001,23.41806,12.458,23.085,0.017,65.48338000000001,23.41806,65.48282462862814,23.41828076015749
65.32064,23.19773,148792171240741120,Hyades  ,65.32064,23.19773,15.25,19.9,0.040999999999999995,65.32064,23.19773,65.32015305595124,23.19792865531747
64.54541,23.284489999999998,148946068508277888,Hyades  ,64.54541,23.284489999999998,9.16,18.442999999999998,0.044000000000000004,64.54541,23.284489999999998,64.54496497126078,23.284656459853775
63.63521,23.57474,149005270337201792,Hyades  ,63.63521,23.57474,7.882999999999999,21.846,0.023,63.63521,23.57474,63.6346432088087,23.574943896504518
55.22964,19.49635,57083830512424448,Hyades  ,55.22964,19.49635,17.086,24.71,0.044000000000000004,55.22964,19.49635,55.22889525599949,19.496488602545856
62.15144,23.768420000000003,53942250914697472,Hyades  ,62.15144,23.768420000000003,9.19,21.064,0.027000000000000003,62.15144,23.768420000000003,62.1508776614876,23.768611035672468
61.588119999999996,23.42405,53825771402706304,Hyades  ,61.588119999999996,23.42405,13.124,23.513,0.034,61.588119999999996,23.42405,61.58748208242557,23.424257029196514
64.74208,19.90654,49005581144118784,Hyades  ,64.74208,19.90654,8.415,21.274,0.015,64.74208,19.90654,64.74156032132005,19.906701605094266
65.41024,20.30261,49124190961270656,Hyades  ,65.41024,20.30261,14.774000000000001,26.671,0.043,65.41024,20.30261,65.40961727886159,20.302815936481267
64.76348,19.54417,48977371798954368,Hyades  ,64.76348,19.54417,13.977,23.267,0.063,64.76348,19.54417,64.76291307637753,19.544319459999148
70.71766,9.99639,3293856362569126400,Hyades  ,70.71766,9.99639,14.369000000000002,16.953,0.004,70.71766,9.99639,70.71733315097433,9.996417412374424
66.40561,8.59136,3287450745264292864,Hyades  ,66.40561,8.59136,15.97,22.721,0.105,66.40561,8.59136,66.40512365743382,8.591353253590077
67.27415,9.18246,3287587771900733440,Hyades  ,67.27415,9.18246,15.239,16.942999999999998,0.17,67.27415,9.18246,67.27379740474716,9.18246444503864
69.6813,21.73712,144833998098820992,Hyades  ,69.6813,21.73712,15.140999999999998,22.953000000000003,0.031,69.6813,21.73712,69.68080948872299,21.737331424372464
65.26773,3.26885,3283285795218796800,Hyades  ,65.26773,3.26885,9.148,26.943,0.021,65.26773,3.26885,65.2671358063501,3.268772603834743
64.6817,3.25504,3283238344419794304,Hyades  ,64.6817,3.25504,15.665999999999999,28.076999999999998,0.013000000000000001,64.6817,3.25504,64.68106500726691,3.2549536579689247
65.60495,3.6190300000000004,3283324415564687104,Hyades  ,65.60495,3.6190300000000004,12.793,27.721999999999998,0.049,65.60495,3.6190300000000004,65.60433127706847,3.618966955707293
55.4045,23.343529999999998,65103668325506560,Hyades  ,55.4045,23.343529999999998,12.757,24.006999999999998,0.028999999999999998,55.4045,23.343529999999998,55.403771304824154,23.343709168306923
73.19852,22.64708,3413223227530503168,Hyades  ,73.19852,22.64708,10.960999999999999,17.987000000000002,0.11599999999999999,73.19852,22.64708,73.19819261627609,22.647267666248062
71.85949000000001,23.05074,3413146914550583680,Hyades  ,71.85949000000001,23.05074,10.302999999999999,18.202,0.039,71.85949000000001,23.05074,71.85911696874194,23.05092267759164
64.53806,17.41613,47319961098840192,Hyades  ,64.53806,17.41613,14.729000000000001,21.776999999999997,0.044000000000000004,64.53806,17.41613,64.5375456982275,17.416254480958276
61.415890000000005,17.93759,47019347749289216,Hyades  ,61.415890000000005,17.93759,9.03,21.846,0.038,61.415890000000005,17.93759,61.41531253211172,17.937711716569424
64.77452,17.57303,47345490384536576,Hyades  ,64.77452,17.57303,15.912,17.948,0.151,64.77452,17.57303,64.77408451893051,17.57315079556862
61.586459999999995,19.02735,47247938791363200,Hyades  ,61.586459999999995,19.02735,14.524000000000001,18.747,0.022000000000000002,61.586459999999995,19.02735,61.58596620857151,19.027472840535253
60.72186,18.40718,47109438983082496,Hyades  ,60.72186,18.40718,13.866,21.831,0.02,60.72186,18.40718,60.72128002021425,18.407308686951907
64.78388000000001,17.52463,47345009348203392,Hyades  ,64.78388000000001,17.52463,8.27,21.299,0.019,64.78388000000001,17.52463,64.78336693201298,17.524755154609874
61.51002,18.25076,47068207297219584,Hyades  ,61.51002,18.25076,11.894,25.476,0.026000000000000002,61.51002,18.25076,61.50935232052184,18.250904650928877
71.90507,10.23297,3293176074109393152,Hyades  ,71.90507,10.23297,13.742,18.967,0.023,71.90507,10.23297,71.9047092806111,10.233002590543334
75.01411,15.914670000000001,3393305093357807744,Hyades  ,75.01411,15.914670000000001,14.997,23.02,0.04,75.01411,15.914670000000001,75.01372016384025,15.914805220650727
80.50666,15.58175,3391006113328069632,Hyades  ,80.50666,15.58175,16.632,17.105,0.022000000000000002,80.50666,15.58175,80.50644626675593,15.581847792439914
75.31324000000001,17.69386,3407257105639932032,Hyades  ,75.31324000000001,17.69386,15.544,23.269000000000002,0.048,75.31324000000001,17.69386,75.31285157959525,17.694030213581062
75.23048,18.80723,3407395193133161728,Hyades  ,75.23048,18.80723,15.527999999999999,23.074,0.042,75.23048,18.80723,75.23009063013184,18.80741089718514
59.7278,25.21961,66286704180780672,Hyades  ,59.7278,25.21961,13.01,20.372,0.023,59.7278,25.21961,59.72722344668626,25.219800912302265
57.7637,23.90344,66482352830035840,Hyades  ,57.7637,23.90344,9.788,24.461,0.006,57.7637,23.90344,57.76297903130192,23.90365069118534
77.33211,9.82955,3290872562889409024,Hyades  ,77.33211,9.82955,5.3660000000000005,18.39,0.174,77.33211,9.82955,77.33185677470759,9.829582352718496
71.06205,5.73262,3282728853923029376,Hyades  ,71.06205,5.73262,18.028,21.264,0.254,71.06205,5.73262,71.06164481947125,5.732614884031936
73.09978000000001,10.719380000000001,3294522907134516864,Hyades  ,73.09978000000001,10.719380000000001,11.955,19.219,0.026000000000000002,73.09978000000001,10.719380000000001,73.09943071357411,10.719422499477783
69.49309000000001,4.66981,3282171749421655168,Hyades  ,69.49309000000001,4.66981,10.898,20.699,0.011000000000000001,69.49309000000001,4.66981,69.49267558291454,4.66976901537093
71.25126999999999,17.27199,3406246551373367168,Hyades  ,71.25126999999999,17.27199,16.207,16.319000000000003,0.059000000000000004,71.25126999999999,17.27199,71.25095127201186,17.272081010010364
71.25147,17.27216,3406246551373367296,Hyades  ,71.25147,17.27216,16.171,16.037,0.125,71.25147,17.27216,71.2511665918737,17.27226114965153
72.12805,16.3884,3405909374965722368,Hyades  ,72.12805,16.3884,11.649000000000001,20.758000000000003,0.03,72.12805,16.3884,72.12766604133346,16.38853463979638
72.76053,14.9712,3404798597640071296,Hyades  ,72.76053,14.9712,10.982000000000001,23.869,0.188,72.76053,14.9712,72.76009802781459,14.971300653811465
72.6413,15.08335,3404812685132622592,Hyades  ,72.6413,15.08335,7.556,20.958000000000002,0.136,72.6413,15.08335,72.64092004716397,15.08343342548458
72.84702,15.43339,3404850790082434176,Hyades  ,72.84702,15.43339,7.76,16.202,0.023,72.84702,15.43339,72.84672882510141,15.433465139910624
71.38604000000001,16.59814,3405952363294872960,Hyades  ,71.38604000000001,16.59814,15.319,18.784000000000002,0.057,71.38604000000001,16.59814,71.38568700186758,16.598261356937115
72.50335,16.411939999999998,3405988677241799040,Hyades  ,72.50335,16.411939999999998,10.176,20.25,0.013999999999999999,72.50335,16.411939999999998,72.50297279357422,16.412060899179007
72.40278,17.03294,3406094750050845696,Hyades  ,72.40278,17.03294,14.786,19.812,0.023,72.40278,17.03294,72.40241585473528,17.033074856899162
65.88521,14.6704,3311148828615843328,Hyades  ,65.88521,14.6704,8.877,21.451,0.043,65.88521,14.6704,65.88472153617079,14.67047834515872
63.79388,14.39838,3311492803955469696,Hyades  ,63.79388,14.39838,10.93,20.844,0.023,63.79388,14.39838,63.79336794099754,14.398455388129785
66.52006,15.04129,3311179340063437952,Hyades  ,66.52006,15.04129,11.467,21.005,0.11599999999999999,66.52006,15.04129,66.51961009948552,15.041385553851
63.60736,14.624970000000001,3311514210073309056,Hyades  ,63.60736,14.624970000000001,8.29,20.259,0.068,63.60736,14.624970000000001,63.60687591433022,14.62503322750064
66.46066,15.00247,3311173120950799872,Hyades  ,66.46066,15.00247,14.779000000000002,21.215999999999998,0.017,66.46066,15.00247,66.46018823159001,15.002566373684424
66.52037,15.0408,3311179340062227200,Hyades  ,66.52037,15.0408,14.713,20.723000000000003,0.10400000000000001,66.52037,15.0408,66.5199191766053,15.040908958278749
64.482,14.54619,3311464182294287104,Hyades  ,64.482,14.54619,13.772,19.074,0.022000000000000002,64.482,14.54619,64.481545484351,14.546261771970242
64.1065,14.171320000000001,3311426420941869952,Hyades  ,64.1065,14.171320000000001,13.935,25.131999999999998,0.019,64.1065,14.171320000000001,64.105902167184,14.171410289078386
65.75676999999999,15.22812,3311229745799686912,Hyades  ,65.75676999999999,15.22812,15.172,20.809,0.05,65.75676999999999,15.22812,65.7562924747308,15.228208056322908
65.62765,15.220170000000001,3311232425859274368,Hyades  ,65.62765,15.220170000000001,13.466,18.167,0.027999999999999997,65.62765,15.220170000000001,65.6272349940227,15.220242680521652
65.2341,14.8595,3311120722349948672,Hyades  ,65.2341,14.8595,15.158,20.68,0.06,65.2341,14.8595,65.23360846632347,14.859590335736378
72.70775,18.14104,3406734906335151872,Hyades  ,72.70775,18.14104,16.393,21.445,0.027000000000000003,72.70775,18.14104,72.70734924157988,18.141192911478146
72.29651,17.715329999999998,3406697179343851136,Hyades  ,72.29651,17.715329999999998,13.014000000000001,16.999000000000002,0.023,72.29651,17.715329999999998,72.29619233838321,17.715433560668302
71.90695,18.25858,3406786445943961088,Hyades  ,71.90695,18.25858,8.34,20.721,0.091,71.90695,18.25858,71.90656177801914,18.25874807975353
66.33394,23.10849,146160558879786624,Hyades  ,66.33394,23.10849,12.04,18.688,0.01,66.33394,23.10849,66.33350124357766,23.108661054755412
68.2714,23.55483,146057617101593856,Hyades  ,68.2714,23.55483,14.943,19.68,0.127,68.2714,23.55483,68.27095005151557,23.555030786611393
63.70975,24.37685,149956519694104704,Hyades  ,63.70975,24.37685,15.743,19.723,0.018000000000000002,63.70975,24.37685,63.709253678840255,24.377038973209828
70.44565,7.2757,3289131211348832000,Hyades  ,70.44565,7.2757,14.513,18.779,0.055,70.44565,7.2757,70.44528761018623,7.275687370409868
78.10085,18.40221,3395542393360089728,Hyades  ,78.10085,18.40221,12.66,18.641,0.047,78.10085,18.40221,78.10058488563584,18.40236374679726
78.10043,18.402279999999998,3395542393361639424,Hyades  ,78.10043,18.402279999999998,12.578,18.873,0.063,78.10043,18.402279999999998,78.10013698154381,18.402420310705125
66.03146,22.118679999999998,145664777917536512,Hyades  ,66.03146,22.118679999999998,10.499,21.828000000000003,0.011000000000000001,66.03146,22.118679999999998,66.03094809686951,22.118868232432114
66.57743,22.81338,145727729254950912,Hyades  ,66.57743,22.81338,4.148,22.006999999999998,0.069,66.57743,22.81338,66.57692305100198,22.813584601607122
66.34284,22.29368,145674574739951872,Hyades  ,66.34284,22.29368,4.113,20.771,0.249,66.34284,22.29368,66.34236704330998,22.293871134148294
65.98971999999999,22.181379999999997,145668974102570624,Hyades  ,65.98971999999999,22.181379999999997,13.845,23.151999999999997,0.05,65.98971999999999,22.181379999999997,65.98918820801858,22.18159369014672
63.624790000000004,18.72989,48455894049191424,Hyades  ,63.624790000000004,18.72989,13.220999999999998,20.84,0.042,63.624790000000004,18.72989,63.62428391444475,18.73001665992382
63.68891,19.06384,48482454126911360,Hyades  ,63.68891,19.06384,14.995,19.105,0.023,63.68891,19.06384,63.68844203134965,19.06396193331409
62.77604,18.92897,48509186003340416,Hyades  ,62.77604,18.92897,14.219000000000001,19.738,0.015,62.77604,18.92897,62.775544273616326,18.929091070095254
64.41278,16.94773,45788547559850496,Hyades  ,64.41278,16.94773,8.097999999999999,21.33,0.025,64.41278,16.94773,64.41227434019821,16.947836116411082
62.37093,17.13168,45980377978968064,Hyades  ,62.37093,17.13168,15.378,19.891,0.047,62.37093,17.13168,62.37043168568147,17.131775383287525
62.04687,16.87296,45968901826385024,Hyades  ,62.04687,16.87296,10.819,24.965,0.038,62.04687,16.87296,62.0462244337302,16.873087930405866
63.895680000000006,16.76229,45770783575075968,Hyades  ,63.895680000000006,16.76229,13.999,20.906,0.038,63.895680000000006,16.76229,63.895180706192846,16.76239329379679
64.38492,16.94961,45789269114357632,Hyades  ,64.38492,16.94961,16.594,23.031,0.040999999999999995,64.38492,16.94961,64.38436775605294,16.94973347954114
64.00658,16.98297,45845378567048320,Hyades  ,64.00658,16.98297,13.78,21.663,0.053,64.00658,16.98297,64.00605123226384,16.983098248130773
68.17102,19.11334,3410640887035452928,Hyades  ,68.17102,19.11334,10.12,19.041,0.015,68.17102,19.11334,68.17060900376796,19.113480659988745
68.15819,19.046529999999997,3410639993682264960,Hyades  ,68.15819,19.046529999999997,13.765999999999998,23.191,0.018000000000000002,68.15819,19.046529999999997,68.15768261451235,19.046703033714767
69.27172,22.857129999999998,145168558871003776,Hyades  ,69.27172,22.857129999999998,17.347,20.897,0.042,69.27172,22.857129999999998,69.27126917735585,22.85732728043632
69.15894,23.04176,145218857232329472,Hyades  ,69.15894,23.04176,13.094000000000001,22.438000000000002,0.016,69.15894,23.04176,69.15845981757684,23.04197892162668
72.26745,8.98126,3292741835736351616,Hyades  ,72.26745,8.98126,15.979000000000001,23.361,0.021,72.26745,8.98126,72.26702778859834,8.981283779441872
70.2173,9.08758,3292663564251652608,Hyades  ,70.2173,9.08758,14.819,22.423000000000002,0.018000000000000002,70.2173,9.08758,70.21686900536213,9.087605053031636
67.93219,21.15447,144574788234755200,Hyades  ,67.93219,21.15447,15.879000000000001,16.537,0.043,67.93219,21.15447,67.93181604989081,21.154602288442877
67.9307,21.15309,144574788234755584,Hyades  ,67.9307,21.15309,15.944,16.41,0.037000000000000005,67.9307,21.15309,67.9303319329899,21.15321850123391
67.40634,21.66844,144663157183364864,Hyades  ,67.40634,21.66844,13.027000000000001,23.434,0.043,67.40634,21.66844,67.40582270952753,21.66864371894876
66.69895,21.234720000000003,144534724778235392,Hyades  ,66.69895,21.234720000000003,10.681,23.149,0.013000000000000001,66.69895,21.234720000000003,66.69842093632539,21.234921147150363
74.3273,21.60221,3412163946860515712,Hyades  ,74.3273,21.60221,15.392999999999999,16.222,0.043,74.3273,21.60221,74.32700973948171,21.602359970810145
74.06991,21.36703,3412131068887787776,Hyades  ,74.06991,21.36703,14.047,18.941,0.033,74.06991,21.36703,74.06956154893119,21.367198998471746
55.481919999999995,18.75981,44894472808190720,Hyades  ,55.481919999999995,18.75981,12.245999999999999,24.180999999999997,0.021,55.481919999999995,18.75981,55.48120795760601,18.75993579612041
65.75005,13.3162,3310348551653256448,Hyades  ,65.75005,13.3162,12.685,18.761,0.012,65.75005,13.3162,65.74962253929766,13.31625943749524
64.53589000000001,13.33109,3310478710637938560,Hyades  ,64.53589000000001,13.33109,14.082,20.756999999999998,0.012,64.53589000000001,13.33109,64.5354061919175,13.331163058990596
64.53628,13.33126,3310478710637066752,Hyades  ,64.53628,13.33126,13.955,20.805,0.039,64.53628,13.33126,64.53578995401851,13.331320551567213
64.67651,12.510639999999999,3310178784482082816,Hyades  ,64.67651,12.510639999999999,14.145999999999999,20.804000000000002,0.021,64.67651,12.510639999999999,64.67603013928702,12.51069299606096
70.15459,16.63564,3310131711641618816,Hyades  ,70.15459,16.63564,16.148,20.185,0.039,70.15459,16.63564,70.15418590311751,16.635751222926427
69.98326999999999,21.494229999999998,3411434528270795648,Hyades  ,69.98326999999999,21.494229999999998,12.747,16.115,0.013000000000000001,69.98326999999999,21.494229999999998,69.98293781972208,21.494365383669265
65.38235,21.039720000000003,49231668222673920,Hyades  ,65.38235,21.039720000000003,6.671,20.465999999999998,0.033,65.38235,21.039720000000003,65.38187064375414,21.039877323988016
65.6791,20.56999,49157794785448192,Hyades  ,65.6791,20.56999,13.462,21.95,0.115,65.6791,20.56999,65.67859524888763,20.57015155723141
63.886309999999995,20.80752,49341619383660288,Hyades  ,63.886309999999995,20.80752,16.022000000000002,22.923000000000002,0.07200000000000001,63.886309999999995,20.80752,63.885727175249215,20.807702820966465
63.927330000000005,20.81965,49365087086285184,Hyades  ,63.927330000000005,20.81965,7.635,20.775,0.065,63.927330000000005,20.81965,63.92682207567878,20.81979951176444
63.886269999999996,20.80729,49341619384983936,Hyades  ,63.886269999999996,20.80729,16.101,23.148000000000003,0.055999999999999994,63.886269999999996,20.80729,63.885696647975614,20.807455469486808
65.44162,20.39555,49131681384221952,Hyades  ,65.44162,20.39555,17.965,20.18,0.094,65.44162,20.39555,65.44114613094305,20.39569799895216
65.43535,20.40276,49131681384221184,Hyades  ,65.43535,20.40276,17.269000000000002,20.166,0.084,65.43535,20.40276,65.43488106685777,20.402903537639926
64.23606,20.87657,49324572659092992,Hyades  ,64.23606,20.87657,17.761,21.872,0.092,64.23606,20.87657,64.23551309570864,20.87673622227666
64.69037,21.031579999999998,49407521363733632,Hyades  ,64.69037,21.031579999999998,16.857,23.315,0.09,64.69037,21.031579999999998,64.68981790925528,21.03175440438637
79.73139,8.45406,3242232470578902656,Hyades  ,79.73139,8.45406,16.561,18.167,0.02,79.73139,8.45406,79.73115035567818,8.454076526381597
77.41856,8.21401,3242022670016700672,Hyades  ,77.41856,8.21401,13.624,19.898,0.043,77.41856,8.21401,77.41827527643254,8.214020726812466
77.83085,7.9089100000000006,3241952369992171904,Hyades  ,77.83085,7.9089100000000006,10.763,17.447,0.009000000000000001,77.83085,7.9089100000000006,77.83060606118951,7.908921896703495
79.36724,11.79071,3387573300585597184,Hyades  ,79.36724,11.79071,11.86,17.185,0.024,79.36724,11.79071,79.3670177771945,11.790760750714998
80.10616,11.609760000000001,3387381646261643776,Hyades  ,80.10616,11.609760000000001,8.84,17.801,0.013999999999999999,80.10616,11.609760000000001,80.10593011495406,11.609819134769547
67.73288000000001,24.83791,147877549363243520,Hyades  ,67.73288000000001,24.83791,14.698,22.188000000000002,0.016,67.73288000000001,24.83791,67.73237051167447,24.838150867559442
68.18930999999999,25.09256,147908438767993216,Hyades  ,68.18930999999999,25.09256,15.267999999999999,18.394000000000002,0.02,68.18930999999999,25.09256,68.18888444581367,25.092755673659887
58.17154,25.80422,67351757289092224,Hyades  ,58.17154,25.80422,10.573,22.535,0.022000000000000002,58.17154,25.80422,58.1708744139616,25.80443708506768
55.946819999999995,20.85995,63395989328447232,Hyades  ,55.946819999999995,20.85995,13.337,22.1,0.023,55.946819999999995,20.85995,55.94616609032629,20.860096656859508
59.80981,22.043670000000002,53257461329357312,Hyades  ,59.80981,22.043670000000002,12.075999999999999,24.64,0.027000000000000003,59.80981,22.043670000000002,59.80911563538485,22.043856715206672
70.23872,4.8485,3282562625805170304,Hyades  ,70.23872,4.8485,15.613,16.924,0.172,70.23872,4.8485,70.2384044935739,4.848464261290286
69.43419,4.90189,3282226793722500224,Hyades  ,69.43419,4.90189,13.522,21.095,0.026000000000000002,69.43419,4.90189,69.43378228952211,4.901843482378509
72.95528,17.2736,3406431406767566464,Hyades  ,72.95528,17.2736,10.852,18.387,0.044000000000000004,72.95528,17.2736,72.95493439908077,17.273732746745598
73.09167,17.17406,3406417903390509056,Hyades  ,73.09167,17.17406,15.687999999999999,21.89,0.040999999999999995,73.09167,17.17406,73.09127474080573,17.174207625205547
71.81275,17.33031,3406284725043872256,Hyades  ,71.81275,17.33031,17.278,22.725,0.127,71.81275,17.33031,71.81232465718782,17.33043749816562
71.70647,17.74819,3406380176397016576,Hyades  ,71.70647,17.74819,9.277000000000001,20.656,0.051,71.70647,17.74819,71.70607788145905,17.748333891407952
64.13998000000001,21.9073,52548241968465408,Hyades  ,64.13998000000001,21.9073,8.923,19.570999999999998,0.003,64.13998000000001,21.9073,64.13948944900993,21.907467492966237
62.65674,21.6025,52640154268714496,Hyades  ,62.65674,21.6025,16.324,20.686999999999998,0.068,62.65674,21.6025,62.656208267546575,21.60267822298574
58.98885,18.43215,49968306654050944,Hyades  ,58.98885,18.43215,13.017000000000001,22.844,0.033,58.98885,18.43215,58.98823186637043,18.432283664284164
74.76338,12.2624,3295377880503113216,Hyades  ,74.76338,12.2624,15.075,22.494,0.035,74.76338,12.2624,74.76299997244527,12.262482348017551
72.19202,11.385639999999999,3295557581935254144,Hyades  ,72.19202,11.385639999999999,16.275,22.331,0.054000000000000006,72.19202,11.385639999999999,72.19161452576668,11.385700248939573
67.79635999999999,16.395770000000002,3312882483575093760,Hyades  ,67.79635999999999,16.395770000000002,13.815,20.262,0.024,67.79635999999999,16.395770000000002,67.79592011014891,16.395872224005526
67.48274,16.91392,3312960205303089664,Hyades  ,67.48274,16.91392,11.970999999999998,22.803,0.017,67.48274,16.91392,67.48224734495186,16.91404997513984
66.90002,15.589089999999999,3312709379213017728,Hyades  ,66.90002,15.589089999999999,7.274,20.951999999999998,0.019,66.90002,15.589089999999999,66.89954743843936,15.589192391632686
67.2511,16.346220000000002,3312904233289409152,Hyades  ,67.2511,16.346220000000002,13.095,21.362,0.016,67.2511,16.346220000000002,67.25063046100269,16.34633553069451
67.49101,16.67272,3312951748510907648,Hyades  ,67.49101,16.67272,8.853,21.897,0.001,67.49101,16.67272,67.49053384916199,16.67284091177406
67.64061,16.1939,3312849326426255616,Hyades  ,67.64061,16.1939,4.707,21.866999999999997,0.094,67.64061,16.1939,67.64013771995357,16.194017253449413
66.9202,16.24861,3312908906213736320,Hyades  ,66.9202,16.24861,14.325999999999999,18.743,0.027999999999999997,66.9202,16.24861,66.91978983536261,16.248702512550867
67.21905,15.98148,3312842042162993536,Hyades  ,67.21905,15.98148,11.245999999999999,22.235,0.026000000000000002,67.21905,15.98148,67.2185506675843,15.981593742005739
