K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products,Ang Sep (')
integer,string,integer,substring,string,ra,dec,ustring,string,integer,datetime,datetime,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,integer,string,string,string,string,string,datetime,float,float,float,float,float,float,integer,integer,integer,float,string,integer,float
219800881,KTWO219800881-C07,7,STAR.Exoplanet,9,289.0918350,-15.7711080,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7030_GO7035_GO7056,-2.000,3.000,-21.700,3.700,,,,,13.500,0.030,12.708,0.040,13.076,0.010,12.470,0.070,12.263,0.040,,,11.294,0.024,11.004,0.026,10.859,0.023,12.507,gri,,,,372-160633,19162203-1546159,AAA-222-111-000-0-0,2016-04-21 16:25:03,0.964,0.036,0.905,182.167,147.677,133.095,10,4,32,,,13,0.003
219697419,KTWO219697419-C07,7,STAR,9,289.3493550,-16.0734320,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7035_GO7056,-2.380,1.020,-27.740,0.670,4.920,0.790,,,9.034,0.020,7.644,0.011,,,,,,,,,,,,,,,7.369,BV,94803,6296-1651-1,,370-168945,,,2016-04-21 16:21:55,0.999,0.001,1.000,157.607,161.025,159.476,10,4,32,,,13,0.004
219520438,KTWO219520438-C07,7,STAR,9,287.9471100,-16.5468380,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7030_GO7035_GO7056_GO7078,-1.000,2.300,-26.900,2.400,,,,,11.755,0.096,11.152,0.086,11.359,0.060,10.944,0.040,10.775,0.050,,,,,,,,,10.951,gri,,6283-1022-1,,368-167778,,,2016-04-21 17:37:19,0.986,0.014,0.999,197.084,151.239,126.376,10,3,31,,,13,0.004
219511589,KTWO219511589-C07,7,STAR,9,289.0819050,-16.5692950,SC,KTS,,2015-10-04 17:53:09,2015-12-26 08:34:58,GO7035,-0.300,1.300,-26.600,1.300,,,,,8.245,0.015,8.207,0.012,,,,,,,,,8.052,0.030,8.087,0.021,8.072,0.021,8.312,BV,,6296-1814-1,,368-170021,19161966-1634094,AAA-111-111-000-0-0,2016-04-21 18:12:03,0.987,0.013,1.000,,,,10,4,32,,,15,0.003
219511589,KTWO219511589-C07,7,STAR,9,289.0819050,-16.5692950,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7019_GO7030_GO7035_GO7042_GO7056,-0.300,1.300,-26.600,1.300,,,,,8.245,0.015,8.207,0.012,,,,,,,,,8.052,0.030,8.087,0.021,8.072,0.021,8.312,BV,,6296-1814-1,,368-170021,19161966-1634094,AAA-111-111-000-0-0,2016-04-21 17:37:41,0.987,0.013,1.000,70.180,53.076,46.829,10,4,32,,,15,0.003
219256928,KTWO219256928-C07,7,STAR,9,289.1032500,-17.1771030,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7030_GO7035_GO7056,1.700,7.700,-26.700,1.600,,,,,13.464,0.010,12.687,0.030,13.021,0.020,12.479,0.010,12.263,0.010,,,11.285,0.023,10.963,0.024,10.853,0.021,12.490,gri,,,,365-170303,19162477-1710375,AAA-222-111-000-0-0,2016-04-21 15:45:20,0.977,0.023,0.881,164.640,133.436,116.102,10,1,29,,,13,0.002
219333882,KTWO219333882-C07,7,STAR,9,289.3975800,-16.9994700,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7035_GO7056,0.500,2.100,-24.900,4.900,,,,,14.884,0.050,13.886,0.040,14.359,0.040,13.525,0.030,13.213,0.060,,,11.960,0.024,11.472,0.022,11.371,0.021,13.557,gri,,,,366-166985,19173541-1659580,AAA-222-111-000-0-0,2016-04-21 17:05:02,0.997,0.003,0.895,294.076,247.239,240.175,10,1,29,,,13,0.003
219624547,KTWO219624547-C07,7,STAR,9,289.5407550,-16.2728730,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7035_GO7056,-2.400,1.300,-29.100,1.300,,,,,9.771,0.033,8.613,0.017,,,,,,,,,6.537,0.024,6.022,0.034,5.834,0.016,8.400,BV,,6296-1228-1,,369-166355,19180978-1616222,AAA-111-111-000-0-0,2016-04-21 17:54:08,0.999,0.001,1.000,172.479,164.656,156.667,10,4,32,,,13,0.003
219684426,KTWO219684426-C07,7,STAR,9,288.6104850,-16.1094770,SC,KTS,,2015-10-04 17:53:09,2015-12-26 08:34:58,GO7035,-2.900,2.000,-26.800,2.100,,,,,11.019,0.055,10.428,0.046,10.772,0.090,10.287,0.020,10.108,0.060,,,9.332,0.024,9.056,0.024,8.919,0.019,10.307,gri,,6296-270-1,,370-167692,19142651-1606340,AAA-222-111-000-0-0,2016-04-21 18:10:45,0.997,0.003,1.000,,,,10,4,32,,,15,0.003
219684426,KTWO219684426-C07,7,STAR,9,288.6104850,-16.1094770,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7030_GO7035_GO7056_GO7087,-2.900,2.000,-26.800,2.100,,,,,11.019,0.055,10.428,0.046,10.772,0.090,10.287,0.020,10.108,0.060,,,9.332,0.024,9.056,0.024,8.919,0.019,10.307,gri,,6296-270-1,,370-167692,19142651-1606340,AAA-222-111-000-0-0,2016-04-21 17:25:36,0.997,0.003,1.000,129.715,97.845,77.679,10,4,32,,,15,0.003
219403368,KTWO219403368-C07,7,STAR,9,288.4507500,-16.8350520,SC,KTS,,2015-10-04 17:53:09,2015-12-26 08:34:58,GO7035,-1.600,1.100,-27.600,1.100,,,,,10.234,0.033,9.316,0.020,10.408,0.440,9.312,0.310,8.657,0.030,,,7.631,0.020,7.171,0.023,7.071,0.024,9.183,gri,,6296-68-1,,366-165380,19134817-1650059,AAA-111-111-000-0-0,2016-04-21 18:16:29,0.998,0.002,1.000,,,,10,3,31,,,15,0.003
219403368,KTWO219403368-C07,7,STAR,9,288.4507500,-16.8350520,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7035_GO7056_GO7086,-1.600,1.100,-27.600,1.100,,,,,10.234,0.033,9.316,0.020,10.408,0.440,9.312,0.310,8.657,0.030,,,7.631,0.020,7.171,0.023,7.071,0.024,9.183,gri,,6296-68-1,,366-165380,19134817-1650059,AAA-111-111-000-0-0,2016-04-21 15:03:43,0.998,0.002,1.000,190.695,178.663,164.730,10,3,31,,,15,0.003
219310397,KTWO219310397-C07,7,STAR,9,289.2642900,-17.0538270,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7035_GO7056,-0.600,1.500,-28.600,1.500,,,,,9.484,0.024,8.375,0.014,,,,,,,,,6.425,0.020,5.926,0.040,5.718,0.020,8.175,BV,,6300-1976-1,,365-170581,19170343-1703138,AAA-111-111-000-0-0,2016-04-21 17:55:14,1.000,5.000e-4,1.000,203.792,189.060,174.877,10,1,29,,,13,0.003
219766926,KTWO219766926-C07,7,STAR,9,288.7885650,-15.8733460,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7030_GO7035_GO7042_GO7056_GO7086_GO7087,0.700,2.000,-29.100,2.100,,,,,12.232,0.172,11.652,0.140,11.655,0.010,11.237,0.050,11.054,0.070,,,10.232,0.026,9.940,0.025,9.891,0.021,11.234,gri,,6296-435-1,,371-164825,19150925-1552241,AAA-222-111-000-0-0,2016-04-21 17:31:11,0.957,0.043,0.890,1246.312,1197.410,1031.617,10,4,32,,,13,0.005
219789839,KTWO219789839-C07,7,STAR,9,289.3652700,-15.8045630,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7035,,,,,,,,,,,,,,,,,,,,,14.184,0.035,13.549,0.050,13.271,0.043,16.598,JHK,,,,,19172766-1548164,AAA-222-111-000-0-0,2016-04-21 15:11:17,0.980,0.020,0.647,3832.855,3043.416,2660.804,10,4,32,,,13,0.005
219774323,KTWO219774323-C07,7,STAR,9,288.8741850,-15.8513520,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7030_GO7035_GO7056,-5.800,1.800,-28.800,1.900,,,,,11.722,0.080,11.242,0.085,11.605,0.020,11.186,0.030,11.024,0.050,,,10.173,0.026,9.923,0.026,9.844,0.025,11.198,gri,,6296-483-1,,371-164958,19152981-1551047,AAA-222-111-000-0-0,2016-04-21 16:20:25,0.995,0.005,0.978,102.294,85.067,77.723,10,4,32,,,13,0.004
219736350,KTWO219736350-C07,7,STAR,9,288.9011400,-15.9628060,SC,KTS,,2015-10-04 17:53:09,2015-12-26 08:34:58,GO7035,3.900,2.100,-27.700,2.100,,,,,10.940,0.047,10.395,0.041,10.632,0.040,10.113,0.010,9.953,0.060,,,9.067,0.030,8.781,0.033,8.755,0.023,10.157,gri,,6296-564-1,,371-165005,19153626-1557460,AAA-112-111-000-0-0,2016-04-21 18:14:28,0.969,0.031,1.000,,,,10,4,32,,,15,0.003
219736350,KTWO219736350-C07,7,STAR,9,288.9011400,-15.9628060,LC,KLC,,2015-10-04 18:07:22,2015-12-26 08:20:45,GO7016_GO7030_GO7035_GO7056_GO7086_GO7087,3.900,2.100,-27.700,2.100,,,,,10.940,0.047,10.395,0.041,10.632,0.040,10.113,0.010,9.953,0.060,,,9.067,0.030,8.781,0.033,8.755,0.023,10.157,gri,,6296-564-1,,371-165005,19153626-1557460,AAA-112-111-000-0-0,2016-04-21 16:48:11,0.969,0.031,1.000,86.859,69.307,59.911,10,4,32,,,15,0.003
