K2 ID,Dataset Name,Campaign,Object type,Data Release,RA (J2000),Dec (J2000),Target Type,Archive Class,Ref,Actual Start Time,Actual End Time,Investigation ID,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,Processing Date,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,High-Level Science Products,Ang Sep (')
integer,string,integer,substring,string,ra,dec,ustring,string,integer,datetime,datetime,string,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,float,string,integer,string,string,string,string,string,datetime,float,float,float,float,float,float,integer,integer,integer,float,string,integer,float
211091768,KTWO211091768-C04,4,STAR,33,56.2350000,24.4326010,SC,KSC,,2015-02-08 06:50:38,2015-04-20 04:32:17,GO4074,18.300,1.000,-49.100,0.900,,,,,11.068,0.050,10.500,0.040,10.788,0.030,10.310,0.020,10.106,0.040,,,9.218,0.027,8.945,0.030,8.866,0.019,10.310,gri,,,,573-008687,03445639+2425574,,2019-07-19 20:13:11,1.000,3.000e-4,1.000,,,,15,4,52,,,21,0.007
211091768,KTWO211091768-C04,4,STAR,33,56.2350000,24.4326010,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4057_GO4060_GO4074_GO4091_GO4104,18.300,1.000,-49.100,0.900,,,,,11.068,0.050,10.500,0.040,10.788,0.030,10.310,0.020,10.106,0.040,,,9.218,0.027,8.945,0.030,8.866,0.019,10.310,gri,,,,573-008687,03445639+2425574,,2019-07-19 20:36:54,1.000,3.000e-4,1.000,300.875,296.820,296.926,15,4,52,,,21,0.007
211008578,KTWO211008578-C04,4,STAR,33,56.6666400,23.1103360,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4012_GO4018_GO4024_GO4032_GO4033_GO4048_GO4086,17.200,1.200,-46.500,1.200,,,,,9.854,0.030,9.378,0.026,,,,,,,,,8.473,0.026,8.280,0.018,8.243,0.024,9.317,BV,,1800-1672-1,,566-008042,03463999+2306373,,2019-07-19 22:44:45,0.998,0.002,1.000,85.090,84.715,82.609,15,2,50,,,19,0.007
211029232,KTWO211029232-C04,4,STAR,33,57.1437900,23.4347880,SC,KSC,,2015-02-08 06:50:38,2015-04-20 04:32:17,GO4074,18.500,0.700,-45.700,0.600,,,,,10.974,0.070,10.429,0.040,10.615,0.070,10.222,0.010,10.039,0.040,,,9.197,0.024,8.980,0.027,8.868,0.020,10.212,gri,,,,568-008524,03483451+2326053,,2019-07-19 20:12:39,0.997,0.003,1.000,,,,15,1,49,,,21,0.008
211029232,KTWO211029232-C04,4,STAR,33,57.1437900,23.4347880,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4074_GO4091_GO4104,18.500,0.700,-45.700,0.600,,,,,10.974,0.070,10.429,0.040,10.615,0.070,10.222,0.010,10.039,0.040,,,9.197,0.024,8.980,0.027,8.868,0.020,10.212,gri,,,,568-008524,03483451+2326053,,2019-07-19 20:19:49,0.997,0.003,1.000,86.535,84.356,80.913,15,1,49,,,21,0.008
211028209,KTWO211028209-C04,4,STAR,33,55.2101550,23.4184680,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4086_GO4104,21.500,1.600,-43.000,1.700,,,,,11.755,0.128,11.007,0.099,11.186,0.050,10.643,0.010,10.425,0.020,,,9.531,0.021,9.192,0.023,9.123,0.018,10.653,gri,,1799-1308-1,,568-008136,03405042+2325064,,2019-07-19 20:19:28,0.999,6.000e-4,1.000,158.416,154.016,146.401,15,3,51,,,19,0.009
211123901,KTWO211123901-C04,4,STAR,33,56.6615550,24.9596420,SC,KSC,,2015-02-08 06:50:38,2015-04-20 04:32:17,GO4074,19.300,1.200,-47.000,1.300,,,,,10.853,0.059,10.308,0.049,10.679,0.100,10.126,0.010,9.954,0.040,,,9.105,0.018,8.851,0.015,8.763,0.015,10.172,gri,,1804-2392-1,,575-008887,03463878+2457346,,2019-07-19 20:13:52,1.000,0.000,1.000,,,,15,4,52,,,21,0.008
211123901,KTWO211123901-C04,4,STAR,33,56.6615550,24.9596420,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4018_GO4024_GO4029_GO4032_GO4033_GO4048_GO4060_GO4064_GO4074_GO4091_GO4101_GO4104,19.300,1.200,-47.000,1.300,,,,,10.853,0.059,10.308,0.049,10.679,0.100,10.126,0.010,9.954,0.040,,,9.105,0.018,8.851,0.015,8.763,0.015,10.172,gri,,1804-2392-1,,575-008887,03463878+2457346,,2019-07-19 20:43:05,1.000,0.000,1.000,149.861,145.927,137.057,15,4,52,,,21,0.008
211070664,KTWO211070664-C04,4,STAR,33,56.6638950,24.1032000,LC,KLC,,2015-02-08 07:04:51,2015-04-20 04:18:04,GO4007_GO4012_GO4018_GO4024_GO4032_GO4033_GO4048_GO4086,18.500,0.800,-49.000,0.900,,,,,9.809,0.030,9.463,0.070,9.974,0.200,9.468,0.100,9.151,0.050,,,8.432,0.023,8.230,0.023,8.191,0.014,9.398,gri,,,,571-008654,03463932+2406116,,2019-07-19 20:31:26,1.000,0.000,1.000,103.030,98.776,88.522,15,4,52,,,19,0.008
