EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,RAJ2000_Rebull,DEJ2000_Rebull,EPIC_id_Rebull,PMem_Rebull,dist_GaiaC_Rebull,RAJ2000_GaiaC_Rebull,DEJ2000_GaiaC_Rebull,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Rebull_Douglas,RAJ2000_GaiaC_Rebull_Douglas,DEJ2000_GaiaC_Rebull_Douglas,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_GaiaC_Rebull_Douglas_CG,PMem_mean
211912081.0,KTWO211912081-C16,16.0,23.0,131.637645,18.906701,LC,-37.8,1.8,-11.8,1.9,,,,,14.3,0.02,13.232000000000001,0.02,13.767000000000001,0.03,12.817,0.03,12.498,0.03,,,11.300999999999998,0.022000000000000002,10.772,0.021,10.619000000000002,0.018000000000000002,12.878,gri,,,,545-047171,08463304+1854242,,1.0,0.0,0.9690000000000001,,,,8.0,1.0,21.0,,,0.006999999999999999,131.637645,18.906701,6.602953571216941e+17,131.63748,18.906660000000002,0.9,,,,,,131.63748,18.906660000000002,131.637625,18.9067194,0.98,0.0,0.5381471384049609,131.63752833333334,18.906679800000003,131.6374802709,18.9066555144,6.60295357121694e+17,1.0,0.18557475811092602,0.96
211921622.0,KTWO211921622-C16,16.0,23.0,131.723775,19.049152,LC,-37.0,4.0,-13.0,4.0,,,22.121,0.16399999999999998,,,,,20.032,0.015,18.583,0.009000000000000001,16.949,0.006,16.052,0.006999999999999999,14.552999999999999,0.035,13.854000000000001,0.036000000000000004,13.616,0.038,17.874000000000002,gri,,,5061-301-4-0120-0301,,08465370+1902569,,1.0,0.0,0.74,,,,8.0,1.0,21.0,,,0.006999999999999999,131.723775,19.049152,6.603027444654359e+17,131.7236,19.04907,0.9,,,,,,131.7236,19.04907,131.72375,19.049136100000002,0.98,0.0,0.5631721800777703,131.72365,19.049092033333334,131.7236003893,19.049072146700002,6.60302744465436e+17,0.7,0.1833712932128887,0.86
211913613.0,KTWO211913613-C16,16.0,23.0,131.77068,18.928573999999998,LC,-34.0,4.0,-11.0,4.0,,,22.557,0.249,,,,,19.929000000000002,0.015,18.448,0.008,16.801,0.005,15.895,0.006999999999999999,14.395999999999999,0.036000000000000004,13.732000000000001,0.04,13.475,0.035,17.739,gri,,,5071-301-3-0118-0142,,08470496+1855428,,1.0,0.0,0.765,,,,8.0,1.0,21.0,,,0.008,131.77068,18.928573999999998,6.602977966631133e+17,131.77052,18.92845,0.9,,,,,,131.77052,18.92845,131.77066670000002,18.9285333,0.97,0.0,0.5826574272317337,131.77056890000003,18.92847776666667,131.7705233129,18.9284520778,6.60297796663113e+17,1.0,0.18069777261162598,0.9566666666666667
211920742.0,KTWO211920742-C16,16.0,23.0,131.77185,19.036106,LC,-33.0,4.0,-10.0,4.0,,,23.564,0.5429999999999999,,,,,21.084,0.033,19.489,0.015,17.748,0.006999999999999999,16.804000000000002,0.01,15.325999999999999,0.052000000000000005,14.513,0.054000000000000006,14.267999999999999,0.06,18.749000000000002,gri,,,5071-301-3-0118-0303,,08470524+1902099,,0.848,0.152,0.65,,,,8.0,1.0,21.0,,,0.004,131.77185,19.036106,6.603025383070053e+17,131.77168999999998,19.03603,0.9,,,,,,131.77168999999998,19.03603,131.7718333,19.0360833,0.98,0.0,0.5240594775329125,131.77173776666666,19.036047766666666,,,,,,0.94
211902331.0,KTWO211902331-C16,16.0,23.0,131.63865,18.760966,LC,-38.45,1.34,-11.41,0.94,6.3,1.27,,,9.517000000000001,0.023,9.135,0.019,10.051,0.08,9.517999999999999,0.22,9.024,0.04,,,8.443999999999999,0.026000000000000002,8.308,0.027000000000000003,8.253,0.021,9.332,gri,43086.0,1396-889-1,,544-046827,08463327+1845394,,0.998,0.002,1.0,59.63,52.856,46.022,8.0,1.0,21.0,,,0.009000000000000001,131.63865,18.760966,6.602888631311473e+17,131.63846999999998,18.76091,0.9,,,,,,131.63846999999998,18.76091,131.63854170000002,18.760958300000002,0.96,0.0,0.2999473842773275,131.6384939,18.760926100000002,131.6384716413,18.7609125848,6.60288863131147e+17,1.0,0.0901339172900371,0.9533333333333333
212084014.0,KTWO212084014-C05,5.0,31.0,127.32940500000001,21.715560999999997,LC,,,,,,,,,,,,,,,,,,,,,15.187999999999999,0.053,14.725,0.065,14.405,0.07400000000000001,17.188,JHK,,,,,08291905+2142560,,0.535,0.465,0.6559999999999999,5455.677,5067.053,4447.857,20.0,1.0,69.0,,,0.006999999999999999,127.32940500000001,21.715560999999997,6.657028583869281e+17,127.32923999999998,21.71552,0.9,127.329375,21.715555600000002,212084014.0,0.9,0.46934633103749224,127.3293075,21.7155378,,,,,,127.32930749999998,21.715537800000003,,,,,,0.9
212080517.0,KTWO212080517-C16,16.0,23.0,128.861805,21.650503,LC,-27.0,3.0,-10.0,3.0,,,22.522,0.251,,,,,20.3,0.019,18.77,0.01,17.101,0.006,16.199,0.008,14.685,0.035,14.113,0.036000000000000004,13.882,0.038,18.061,gri,,,6597-301-3-0226-0329,,08352683+2139018,,0.877,0.12300000000000001,0.634,5554.871999999999,4518.303,3575.45,2.0,1.0,1.0,,,0.009000000000000001,128.861805,21.650503,6.655581652319182e+17,128.86158999999998,21.65045,0.9,,,,,,128.86158999999998,21.65045,128.86175,21.650497199999997,0.77,0.0,0.5616829113114316,128.86164333333332,21.650465733333334,128.8615885494,21.6504490844,6.65558165231918e+17,0.9,0.19285838403710368,0.8566666666666666
212099830.0,KTWO212099830-C05,5.0,31.0,129.107535,22.018091000000002,LC,,,,,,,,,,,,,,,,,,,,,16.569000000000003,0.121,15.844000000000001,0.11599999999999999,15.475999999999999,0.149,18.115,J,,,,,08362580+2201051,,0.9420000000000001,0.059000000000000004,0.502,27001.597999999998,25652.279,23332.725,15.0,2.0,50.0,,,0.012,129.107535,22.018091000000002,6.655964763408008e+17,129.10732,22.018060000000002,0.9,,,,,,129.10732,22.018060000000002,,,,,,129.10732,22.018060000000002,,,,,,0.9
211908380.0,KTWO211908380-C18,18.0,27.0,128.26013999999998,18.851095,LC,,,,,,,,,,,,,,,,,,,,,14.329,0.03,13.749,0.031,13.514000000000001,0.033,16.437,JHK,,,,,08330243+1851039,,1.0,0.0,0.7559999999999999,,,,19.0,2.0,66.0,,,0.006999999999999999,128.26013999999998,18.851095,6.626479984719245e+17,128.26,18.85104,0.9,128.260125,18.851083300000003,211908380.0,0.9,0.4534949421252747,128.2600625,18.851061650000002,,,,,,128.2600625,18.851061650000002,128.25999711,18.8510412776,6.62647998471924e+17,0.7,0.23453910622940097,0.8333333333333334
211884968.0,KTWO211884968-C18,18.0,27.0,128.221275,18.508148000000002,LC,-30.9,4.2,-8.7,4.3,,,,,,,,,,,,,,,,,13.117,0.025,12.484000000000002,0.025,12.265999999999998,0.023,15.345999999999998,JHK,,,,543-047572,08325309+1830293,,1.0,0.0,0.732,627.7280000000001,536.9730000000001,486.233,19.0,2.0,66.0,,,0.009000000000000001,128.221275,18.508148000000002,6.626035756269864e+17,128.22101999999998,18.508110000000002,0.9,128.22125,18.5081389,211884968.0,0.9,0.7920376690439921,128.221135,18.50812445,128.22116670000003,18.5081611,0.98,0.0,0.17064349203373944,128.221142925,18.5081336125,128.22102267440002,18.5081138454,6.62603575626986e+17,1.0,0.41663409616269087,0.9450000000000001
211913733.0,KTWO211913733-C18,18.0,27.0,128.273235,18.930201,LC,,,,,,,,,,,,,,,,,,,,,13.071,0.023,12.421,0.024,12.187000000000001,0.02,15.404000000000002,JHK,,,,,08330557+1855487,,0.995,0.005,0.759,835.707,759.7260000000001,661.562,19.0,2.0,66.0,,,0.006,128.273235,18.930201,6.626551839539954e+17,128.27308,18.930139999999998,0.9,128.2732083,18.930194399999998,211913733.0,0.9,0.4787839856195141,128.27314415,18.9301672,128.2732083,18.9301861,0.98,0.0,0.2288004283174983,128.2731601875,18.930171925,128.2730785128,18.9301404099,6.62655183953995e+17,1.0,0.3003766385448648,0.9450000000000001
211898294.0,KTWO211898294-C05,5.0,31.0,128.207145,18.701744,LC,-29.4,8.7,-7.7,2.6,,,,,13.911,0.05,12.799000000000001,0.02,13.376,0.02,12.341,0.03,11.949000000000002,0.04,,,10.705,0.022000000000000002,10.122,0.021,10.062000000000001,0.018000000000000002,12.377,gri,,,,544-046218,08324972+1842062,,1.0,0.0,0.971,110.90100000000001,106.491,96.23100000000001,19.0,2.0,66.0,,,0.004,128.207145,18.701744,6.626332280811839e+17,128.20701,18.7017,0.9,128.207125,18.7017222,211898294.0,0.9,0.4002022507376726,128.2070675,18.701711099999997,128.20716670000002,18.7017361,0.97,1.0,0.350032469748303,128.2070923,18.70171735,128.2070112536,18.701700766600002,6.62633228081184e+17,1.0,0.2827367066426738,0.9425
211899994.0,KTWO211899994-C05,5.0,31.0,128.367555,18.726757,LC,,,,,,,,,,,,,,,,,,,,,14.83,0.037000000000000005,14.215,0.043,14.017999999999999,0.043,16.928,JHK,,,,,08332821+1843363,,0.998,0.002,0.764,2582.781,2084.951,1684.25,19.0,2.0,66.0,,,0.004,128.367555,18.726757,6.626344306720237e+17,128.36738,18.72671,0.9,128.3675417,18.726722199999998,211899994.0,0.9,0.5530496562446637,128.36746085,18.726716099999997,128.3675417,18.72675,0.94,0.0,0.30145892813406155,128.3674810625,18.726724575,,,,,,0.9133333333333334
211897821.0,KTWO211897821-C18,18.0,27.0,127.745535,18.694766,LC,-30.3,2.8,-9.4,3.0,,,,,16.903,0.06,15.5,0.04,16.225,0.04,14.873,0.03,14.062000000000001,0.06,,,12.460999999999999,0.021,11.758,0.023,11.594000000000001,0.02,14.710999999999999,gri,,,5037-301-3-0099-0255,544-046136,08305892+1841410,,1.0,0.0,0.9209999999999999,281.382,250.946,230.22799999999998,19.0,2.0,66.0,,,0.004,127.745535,18.694766,6.626656293143423e+17,127.74538999999999,18.69471,0.9,127.7455,18.69475,211897821.0,0.9,0.40179748782664476,127.74544499999999,18.69473,127.7455,18.694744399999998,0.97,0.0,0.19458593965634857,127.74545874999998,18.6947336,,,,,,0.9233333333333333
211923569.0,KTWO211923569-C05,5.0,31.0,128.310015,19.076810000000002,LC,-31.0,3.2,-9.7,3.3,,,,,,,,,,,,,,,,,12.967,0.023,12.3,0.021,12.089,0.018000000000000002,15.280999999999999,JHK,,,5045-301-3-0115-0153,546-046349,08331440+1904364,,1.0,0.0,0.9109999999999999,781.4169999999999,773.683,737.204,19.0,2.0,66.0,,,0.006,128.310015,19.076810000000002,6.626615405055002e+17,128.30983999999998,19.07674,0.9,128.31,19.0768056,211923569.0,0.9,0.5933859675311619,128.30991999999998,19.0767728,128.31,19.076783300000002,0.98,0.0,0.2747956978859963,128.30993999999998,19.076775425,128.3098433301,19.0767395685,6.626615405055e+17,1.0,0.3533232678988941,0.9450000000000001
211912350.0,KTWO211912350-C05,5.0,31.0,126.31721999999999,18.910803,LC,-38.0,5.0,-9.0,5.0,,,23.801,0.46,,,,,21.533,0.042,19.941,0.018000000000000002,18.016,0.008,16.926,0.01,15.210999999999999,0.047,14.623,0.065,14.270999999999999,0.052000000000000005,19.070999999999998,gri,,,5037-301-5-0092-0495,,08251613+1854388,,0.79,0.21,0.711,5200.835999999999,4009.586,3064.849,19.0,3.0,67.0,,,0.003,126.31721999999999,18.910803,6.625384982822582e+17,126.31708,18.910829999999997,0.9,126.31720829999999,18.9107778,211912350.0,0.9,0.4756458293433661,126.31714414999999,18.910803899999998,126.31720829999999,18.910838899999998,0.7,0.0,0.2522047723740758,126.3171601875,18.910812649999997,,,,,,0.8333333333333334
211915361.0,KTWO211915361-C18,18.0,27.0,128.40846000000002,18.95488,LC,-35.0,3.0,-12.0,3.0,,,20.791999999999998,0.10099999999999999,,,,,18.002,0.006,16.602,0.005,15.369000000000002,0.005,14.710999999999999,0.006,13.350999999999999,0.022000000000000002,12.729000000000001,0.025,12.52,0.02,16.159000000000002,gri,,,5037-301-3-0104-0203,,08333802+1857175,,1.0,0.0,0.8690000000000001,1207.862,1110.135,999.807,19.0,2.0,66.0,,,0.006999999999999999,128.40846000000002,18.95488,6.626559742278867e+17,128.40828,18.95484,0.9,,,,,,128.40828,18.95484,128.4084167,18.954875,0.99,0.0,0.4821881909615347,128.40832556666666,18.954851666666666,128.4082781632,18.9548353428,6.62655974227887e+17,1.0,0.17176441661299166,0.9633333333333334
211896979.0,KTWO211896979-C05,5.0,31.0,128.26206000000002,18.682636,LC,-40.6,3.3,-10.7,1.7,,,,,14.472000000000001,0.05,13.38,0.01,13.935,0.02,12.923,0.01,12.573,0.02,,,11.333,0.023,10.84,0.022000000000000002,10.677,0.019,12.981,gri,,,,544-046235,08330289+1840575,,1.0,0.0,0.9570000000000001,139.451,130.119,121.32799999999999,19.0,2.0,66.0,,,0.005,128.26206000000002,18.682636,6.626325408863489e+17,128.2619,18.682579999999998,0.9,128.26204170000003,18.6826111,211896979.0,0.9,0.4960408108751617,128.26197085,18.68259555,128.26204170000003,18.682627800000002,0.98,0.0,0.26806633504030436,128.26198856250002,18.6826036125,128.26190302930002,18.6825832341,6.62632540886349e+17,1.0,0.30077850177287296,0.9450000000000001
211902283.0,KTWO211902283-C05,5.0,31.0,127.97613,18.760054,LC,-33.0,3.0,-9.0,3.0,,,22.49,0.179,,,,,19.957,0.013999999999999999,18.45,0.008,16.875999999999998,0.006,16.015,0.006999999999999999,14.546,0.032,13.847000000000001,0.039,13.761,0.044000000000000004,17.8,gri,,,5037-301-3-0101-0205,,08315427+1845361,,0.943,0.057,0.531,,,,19.0,2.0,66.0,,,0.005,127.97613,18.760054,6.626259781763322e+17,127.97596000000001,18.76002,0.9,127.976125,18.760027800000003,211902283.0,0.9,0.5631435956693462,127.9760425,18.7600239,127.976125,18.7600556,0.96,0.0,0.3034945061090737,127.976063125,18.760031825,127.9759649639,18.7600181399,6.62625978176332e+17,0.6,0.338213716053494,0.84
211901894.0,KTWO211901894-C18,18.0,27.0,128.28216,18.754375,LC,-37.0,3.0,-9.0,3.0,,,22.491999999999997,0.275,,,,,19.673,0.013000000000000001,18.176,0.006999999999999999,16.688,0.005,15.876,0.006,14.401,0.031,13.834000000000001,0.040999999999999995,13.571,0.037000000000000005,17.583,gri,,,5071-301-6-0097-0425,,08330771+1845157,,1.0,0.0,0.644,,,,19.0,2.0,66.0,,,0.004,128.28216,18.754375,6.62635083506981e+17,128.28202,18.75433,0.9,128.2821667,18.7543611,211901894.0,0.9,0.5124596681083865,128.28209335,18.75434555,128.2821667,18.7543667,0.98,0.0,0.2613757050814428,128.2821116875,18.7543508375,128.2820165477,18.7543269683,6.62635083506981e+17,0.8,0.3355088634031471,0.895
211900653.0,KTWO211900653-C18,18.0,27.0,128.14686,18.736012,LC,,,,,,,,,,,,,,,,,,,,,14.815,0.035,14.232999999999999,0.044000000000000004,13.946,0.046,17.101,JHK,,,,,08323524+1844096,,1.0,0.0,0.621,2735.1890000000003,2115.802,1596.6979999999999,19.0,2.0,66.0,,,0.006999999999999999,128.14686,18.736012,6.626452840522684e+17,128.1467,18.735970000000002,0.9,128.1468333,18.736,211900653.0,0.9,0.46710737607903297,128.14676665000002,18.735985,,,,,,128.14676665000002,18.735985,,,,,,0.9
211900414.0,KTWO211900414-C18,18.0,27.0,128.23191,18.73283,LC,-32.9,1.7,-8.2,1.8,,,,,14.137,0.05,13.107000000000001,0.02,13.626,0.03,12.694,0.04,12.405999999999999,0.01,,,11.225,0.022000000000000002,10.692,0.021,10.602,0.02,12.772,gri,,,,544-046228,08325566+1843582,,1.0,0.0,0.976,110.89299999999999,105.111,98.24799999999999,19.0,2.0,66.0,,,0.005,128.23191,18.73283,6.626337434771896e+17,128.23176,18.732779999999998,0.9,128.231875,18.732805600000002,211900414.0,0.9,0.4027549916537857,128.2318175,18.7327928,128.2319167,18.7328194,0.97,0.0,0.35149772687666775,128.23184229999998,18.732799449999998,128.2317635695,18.7327759677,6.6263374347719e+17,1.0,0.281413047119812,0.9425
212023593.0,KTWO212023593-C05,5.0,31.0,131.0028,20.645966,LC,,,,,,,,,,,,,,,,,,,,,15.102,0.047,14.534,0.048,14.273,0.068,17.257,JHK,,,,,08440067+2038454,,1.0,0.0,0.825,3639.0559999999996,2855.7009999999996,2054.46,14.0,4.0,48.0,,,0.004,131.0028,20.645966,6.618362840125036e+17,131.00261,20.64592,0.9,131.00275,20.645916699999997,212023593.0,0.9,0.47178133879399164,131.00268,20.64591835,131.00279170000002,20.6459583,0.97,0.0,0.4028422711957695,131.002707925,20.6459283375,,,,,,0.9233333333333333
212016828.0,KTWO212016828-C18,18.0,27.0,131.508165,20.534212,LC,-38.0,5.0,-14.0,5.0,,,23.307,0.474,,,,,21.316999999999997,0.045,19.7,0.019,17.901,0.008,16.93,0.011000000000000001,15.338,0.052000000000000005,14.638,0.057999999999999996,14.357000000000001,0.08,18.926,gri,,,5045-301-3-0137-0397,,08460196+2032031,,0.789,0.21100000000000002,0.578,,,,14.0,4.0,48.0,,,0.005,131.508165,20.534212,6.617758452322853e+17,131.50798999999998,20.53414,0.9,131.508125,20.5341944,212016828.0,0.9,0.49546798875086506,131.5080575,20.5341672,131.508125,20.5341861,0.98,0.0,0.23751471691253323,131.508074375,20.534171925,,,,,,0.9266666666666667
211997901.0,KTWO211997901-C05,5.0,31.0,131.49733500000002,20.219395000000002,LC,,,,,,,23.828000000000003,0.747,,,,,21.445,0.047,19.826,0.019,17.998,0.008,17.017,0.011000000000000001,15.487,0.07200000000000001,14.819,0.081,14.446,0.085,19.032,gri,,,5071-301-6-0120-0016,,08455935+2013098,,0.26,0.74,0.679,,,,14.0,4.0,48.0,,,0.011000000000000001,131.49733500000002,20.219395000000002,6.617495256732493e+17,131.49715,20.21935,0.9,,,,,,131.49715,20.21935,,,,,,131.49715,20.21935,,,,,,0.9
212008515.0,KTWO212008515-C05,5.0,31.0,131.36772,20.395389,LC,-39.02,0.99,-14.02,0.71,6.93,0.88,,,8.788,0.018000000000000002,8.475,0.013999999999999999,9.693,0.04,9.126,0.13,8.488999999999999,0.11,,,8.012,0.023,7.906000000000001,0.017,7.864,0.021,8.85,gri,42966.0,1399-73-1,,552-044389,08452825+2023435,,1.0,0.0,1.0,159.125,115.64200000000001,79.355,14.0,4.0,48.0,,,0.006999999999999999,131.36772,20.395389,6.617678437097238e+17,131.36755,20.395329999999998,0.9,131.36770829999998,20.3954167,212008515.0,0.9,0.618659607128384,131.36762914999997,20.39537335,131.367625,20.3953167,0.99,0.0,0.20442020268080344,131.36762811249997,20.3953591875,131.36755429069999,20.395331563499997,6.61767843709724e+17,1.0,0.2682153622757105,0.9475
212010154.0,KTWO212010154-C05,5.0,31.0,131.358315,20.422945000000002,LC,-36.6,3.0,-15.2,3.5,,,,,,,,,,,,,,,,,12.054,0.022000000000000002,11.382,0.023,11.21,0.02,14.259,JHK,,,,553-044794,08452599+2025225,,0.9990000000000001,0.001,0.836,,,,14.0,4.0,48.0,,,0.006,131.358315,20.422945000000002,6.617687714226588e+17,131.35815,20.42289,0.9,131.35829170000002,20.4229444,212010154.0,0.9,0.5166139868249121,131.35822085,20.4229172,131.35829170000002,20.422925,0.99,0.0,0.24067126940530367,131.35823856250002,20.42291915,131.3581491533,20.4228868175,6.61768771422659e+17,1.0,0.3233195911865055,0.9475
212006227.0,KTWO212006227-C18,18.0,27.0,131.267595,20.357739000000002,LC,-39.4,1.1,-14.7,1.2,,,,,10.925,0.057,10.297,0.046,10.597000000000001,0.02,10.214,0.08,10.049,0.07,,,9.389,0.02,9.171,0.024,9.13,0.019,10.213,gri,,1399-101-1,,552-044376,08450422+2021278,,1.0,0.0,1.0,,,,14.0,4.0,48.0,,,0.006999999999999999,131.267595,20.357739000000002,6.6176677855784e+17,131.26744,20.35768,0.9,131.26758329999998,20.357722199999998,212006227.0,0.9,0.5069560272325032,131.26751165,20.3577011,131.2675417,20.3576778,0.98,0.0,0.13161487803691577,131.2675191625,20.357695275,131.2674441492,20.3576849916,6.6176677855784e+17,1.0,0.25587270560675673,0.9450000000000001
212008490.0,KTWO212008490-C18,18.0,27.0,131.28063,20.394969,LC,-38.7,1.3,-16.4,1.2,,,,,12.702,0.06,11.844000000000001,0.07,12.257,0.04,11.6,0.06,11.392999999999999,0.07,,,10.502,0.023,10.137,0.023,10.05,0.02,11.652000000000001,gri,,,,552-044378,08450735+2023418,,1.0,0.0,0.955,252.71099999999998,230.891,224.94799999999998,14.0,4.0,48.0,,,0.008,131.28063,20.394969,6.617672939539142e+17,131.28046,20.394920000000003,0.9,131.280625,20.3949444,212008490.0,0.9,0.5636504317452271,131.2805425,20.3949322,,,,,,131.2805425,20.3949322,131.2804612904,20.394919558399998,6.61767293953914e+17,0.9,0.27778104993784636,0.9
212014492.0,KTWO212014492-C05,5.0,31.0,131.44122,20.494736,LC,-42.9,4.2,-13.5,4.2,,,,,,,,,,,,,,,,,12.931,0.023,12.329,0.027000000000000003,12.100999999999999,0.022000000000000002,15.09,JHK,,,5038-301-3-0036-0302,553-044807,08454589+2029410,,1.0,0.0,0.762,,,,14.0,4.0,48.0,,,0.006,131.44122,20.494736,6.617752654132006e+17,131.44104,20.49468,0.9,131.4412083,20.4947222,212014492.0,0.9,0.5875122390313829,131.44112415,20.4947011,131.4412083,20.494725,0.99,0.0,0.29652252050925615,131.4411451875,20.494707075,131.4410377767,20.4946845075,6.61775265413201e+17,1.0,0.37120355810941635,0.9475
212075509.0,KTWO212075509-C05,5.0,31.0,132.260415,21.556726,LC,-45.1,9.1,-10.9,8.4,,,,,,,,,,,,,,,,,13.337,0.021,12.692,0.035,12.45,0.023,15.677999999999999,JHK,,,,558-047193,08490248+2133241,,1.0,0.0,0.792,,,,10.0,2.0,30.0,,,0.008,132.260415,21.556726,6.619978821579217e+17,132.26022,21.556639999999998,0.9,132.2604167,21.5567222,212075509.0,0.9,0.722017817450576,132.26031835,21.5566811,,,,,,132.26031835,21.556681100000002,,,,,,0.9
212027377.0,KTWO212027377-C18,18.0,27.0,132.646995,20.710466,LC,,,,,,,22.32,0.237,,,,,19.796,0.013999999999999999,18.320999999999998,0.008,16.72,0.005,15.853,0.006,14.367,0.031,13.662,0.033,13.401,0.042,17.643,gri,,,5071-301-6-0128-0098,,08503527+2042376,,1.0,0.0,0.722,,,,9.0,3.0,27.0,,,0.005,132.646995,20.710466,6.616907361604929e+17,132.64681000000002,20.710379999999997,0.9,132.6469583,20.7104444,212027377.0,0.9,0.5505730885583933,132.64688415,20.7104122,132.6469583,20.710441699999997,0.96,0.0,0.2713368071391741,132.64690268750002,20.710419575,,,,,,0.9199999999999999
212027502.0,KTWO212027502-C18,18.0,27.0,131.44915500000002,20.712929000000003,LC,-46.0,3.0,-17.0,3.0,,,21.866,0.14300000000000002,,,,,19.567,0.013000000000000001,18.067,0.006999999999999999,16.477,0.005,15.612,0.006,14.167,0.027000000000000003,13.540999999999999,0.031,13.237,0.033,17.404,gri,,,5045-301-3-0137-0319,,08454779+2042465,,1.0,0.0,0.813,,,,14.0,4.0,48.0,,,0.009000000000000001,131.44915500000002,20.712929000000003,6.618295881595474e+17,131.44898,20.71288,0.9,131.449125,20.712916699999997,212027502.0,0.9,0.5058198797515319,131.4490525,20.712898349999996,,,,,,131.4490525,20.712898349999996,131.4489774953,20.7128788405,6.61829588159547e+17,1.0,0.262147931430154,0.9333333333333332
212034597.0,KTWO212034597-C18,18.0,27.0,131.076075,20.83012,LC,,,,,,,,,,,,,,,,,,,,,14.37,0.03,13.722999999999999,0.033,13.458,0.038,16.781,JHK,,,,,08441825+2049484,,1.0,0.0,0.8029999999999999,,,,14.0,4.0,48.0,,,0.01,131.076075,20.83012,6.618458403156822e+17,131.07588,20.83004,0.9,131.07604170000002,20.8301111,212034597.0,0.9,0.6012736603800588,131.07596085,20.83007555,,,,,,131.07596085,20.83007555,131.07588347770002,20.830042503199998,6.61845840315682e+17,1.0,0.28623005388222195,0.9333333333333332
212027753.0,KTWO212027753-C05,5.0,31.0,131.05133999999998,20.716955,LC,,,,,,,,,,,,,,,,,,,,,14.509,0.034,13.839,0.034,13.540999999999999,0.037000000000000005,17.032,JHK,,,,,08441232+2043010,,1.0,0.0,0.813,3563.76,3364.321,3012.2470000000003,14.0,4.0,48.0,,,0.006,131.05133999999998,20.716955,6.618382811733038e+17,131.05116,20.71686,0.9,131.05133329999998,20.7169444,212027753.0,0.9,0.6579037737611316,131.05124665,20.7169022,131.05133329999998,20.7169333,0.97,0.0,0.3125134903303192,131.05126831249999,20.716909975,131.0511637569,20.7168624695,6.61838281173304e+17,0.9,0.3914019200907373,0.9175
212020223.0,KTWO212020223-C18,18.0,27.0,131.37705,20.590168,LC,-39.11,1.93,-12.27,1.37,7.01,1.64,,,10.282,0.033,9.881,0.033,10.197000000000001,0.01,9.81,0.1,9.567,0.07,,,8.982999999999999,0.023,8.818999999999999,0.04,8.765,0.02,9.756,gri,42974.0,1399-1884-1,,553-044802,08453049+2035245,,1.0,0.0,1.0,,,,14.0,4.0,48.0,,,0.006,131.37705,20.590168,6.617797966025317e+17,131.37688,20.59011,0.9,131.3770417,20.590166699999997,212020223.0,0.9,0.5819091679826225,131.37696085,20.590138349999997,131.377,20.5901167,0.99,0.0,0.15323823221271224,131.3769706375,20.590132937499998,131.3768797562,20.590108936300002,6.61779796602532e+17,1.0,0.3182276334305062,0.9475
212028254.0,KTWO212028254-C05,5.0,31.0,130.84158,20.725039000000002,SC,-34.0,3.0,-15.0,3.0,,,18.498,0.017,,,,,18.174,0.006,18.430999999999997,0.008,18.69,0.012,18.98,0.049,,,,,,,18.367,gri,,,5045-301-4-0134-0082,,,,0.862,0.138,0.722,,,,14.0,4.0,48.0,,,0.006,130.84158,20.725039000000002,6.61841163095377e+17,130.84148000000002,20.72501,0.9,,,,,,130.84148000000002,20.72501,,,,,,130.84148000000002,20.72501,,,,,,0.9
212028254.0,KTWO212028254-C05,5.0,31.0,130.84158,20.725039000000002,LC,-34.0,3.0,-15.0,3.0,,,18.498,0.017,,,,,18.174,0.006,18.430999999999997,0.008,18.69,0.012,18.98,0.049,,,,,,,18.367,gri,,,5045-301-4-0134-0082,,,,0.862,0.138,0.722,,,,14.0,4.0,48.0,,,0.006,130.84158,20.725039000000002,6.61841163095377e+17,130.84148000000002,20.72501,0.9,,,,,,130.84148000000002,20.72501,,,,,,130.84148000000002,20.72501,,,,,,0.9
