ID,Campaign,RAJ2000,DEJ2000,pmem,Teff,e_Teff,R,e_R,Lum_bol,e_Lum_bol,Lum_Kepler,e_Lum_Kepler
211056608,4.0,56.75148000000001,23.880096,0.97,3026,101,0.17,0.04,5.3731127871594676e+29,2.345963930941226e+29,2.1272063998643664e+29,9.28814159526967e+28
210967650,4.0,56.17425,22.464556,0.95,5648,258,0.89,0.08,4.275354648531808e+32,7.329355494096292e+31,1.895508106420542e+32,3.250107454546838e+31
211044536,4.0,55.14315,23.682607,0.95,5476,313,0.86,0.06,3.3863513302233216e+32,4.854443327497232e+31,1.503814208210216e+32,2.1567445378895133e+31
211035968,4.0,56.002425,23.543927,0.95,5436,424,0.85,0.08,3.275127026483176e+32,6.115713675990604e+31,1.4645435431936712e+32,2.7361992086746727e+31
211057320,4.0,57.07131,23.89037,0.95,5884,203,1.06,0.13,7.217511306252365e+32,1.8015762428275107e+32,3.1966729372476622e+32,7.97961062854142e+31
211051330,4.0,57.38799,23.795401,0.95,5546,278,0.87,0.07,3.749252375821404e+32,5.779025619776589e+31,1.667310705067024e+32,2.570708895907352e+31
211023213,4.0,56.54184,23.340007,0.93,5847,258,1.02,0.14,6.512489898948892e+32,1.7770431489842292e+32,2.881710943591452e+32,7.863698362584494e+31
210969800,4.0,54.594075,22.499685,0.95,5950,270,1.11,0.15,8.348855498900291e+32,2.2445390131114223e+32,3.6897136480942094e+32,9.920165258004997e+31
211095259,4.0,55.127985,24.487236,0.85,5213,476,0.8,0.07,2.3645404032180425e+32,4.413662299474327e+31,1.053862139116506e+32,1.968722001606569e+31
211069456,4.0,56.39751,24.083198,0.95,5722,570,0.98,0.17,5.438159715020645e+32,1.9150730301217316e+32,2.4009137685589974e+32,8.456550106629257e+31
211102810,4.0,57.312975,24.606302,0.93,2813,232,0.13,0.02,1.8385463397826087e+29,4.968927846925993e+28,6.998141354015805e+28,1.8931745435961797e+28
211100565,4.0,56.59446,24.570141,0.95,5879,283,1.06,0.16,7.236458611384178e+32,2.159902793250658e+32,3.205552970516652e+32,9.568328386073372e+31
211057685,4.0,56.30253,23.895918,0.93,3097,289,0.2,0.12,8.294838060753034e+29,9.89477252033052e+29,3.32706215094316e+29,3.9690190699228814e+29
211047055,4.0,57.490125,23.724577,0.95,3045,84,0.18,0.03,6.014966944778484e+29,2.3077456103190533e+29,2.3884989052149763e+29,9.164330563802412e+28
210920066,4.0,56.291175,21.704588,0.82,5929,418,1.09,0.17,7.906127158870254e+32,2.4152476655404287e+32,3.493319270479678e+32,1.0672973726236417e+32
210995339,4.0,55.74672,22.900898,0.97,4856,175,0.74,0.05,1.4619188885569824e+32,1.8834983505027585e+31,6.570389432421904e+31,8.467915747375641e+30
211053031,4.0,55.690185,23.823036,0.9,3031,99,0.18,0.04,5.525832817723961e+29,2.3833954551602032e+29,2.189323042652553e+29,9.443468718218902e+28
211055424,4.0,55.33059,23.861725,0.95,3085,93,0.2,0.04,7.710750108082001e+29,3.2499213764190794e+29,3.0871652485591864e+29,1.3012371263208909e+29
211101218,4.0,58.50156,24.58056400000001,0.93,2901,57,0.14,0.02,2.6564881744316165e+29,6.439130678626328e+28,1.0288480039794054e+29,2.4940166776496982e+28
211129571,4.0,59.04741,25.060209,0.95,2819,59,0.13,0.01,1.876802471998912e+29,3.696446223063941e+28,7.1528437024655865e+28,1.40895020668575e+28
211030912,4.0,57.09456,23.461975,0.95,3137,83,0.22,0.04,1.0660778007572208e+30,4.0997413004837174e+29,4.3124016273410314e+29,1.6584605761124854e+29
211089146,4.0,56.81436,24.391966,0.95,3089,69,0.2,0.03,7.909613910317325e+29,2.6818730761907692e+29,3.168801708830852e+29,1.0744729301584007e+29
211102300,4.0,58.66300500000001,24.598509,0.93,3006,94,0.17,0.03,4.7595414731036686e+29,1.9305765537054772e+29,1.8780081025323054e+29,7.618056004570904e+28
211114317,4.0,56.083695,24.796175,0.95,5555,358,0.87,0.08,3.795815448619654e+32,6.676353182676087e+31,1.6875828353112354e+32,2.969330644577545e+31
220115919,4.0,56.765726,23.616301,0.92,3436,180,0.37,0.1,5.42815183639057e+30,3.0386471404425696e+30,2.2770594403068644e+30,1.2747726295016024e+30
211071431,4.0,55.57455,24.116064,0.95,3141,63,0.22,0.03,1.0915600971747509e+30,3.471103293446829e+29,4.417977355968303e+29,1.4049441848691526e+29
211104176,4.0,56.4174,24.627237,0.83,5996,304,1.12,0.14,8.722154770203222e+32,2.2606075702551605e+32,3.8416666407576035e+32,9.95758988596263e+31
211038389,4.0,56.723925,23.583556,0.95,5746,282,0.94,0.09,5.1768981456477626e+32,1.003917489332968e+32,2.2968650547313724e+32,4.454828988430446e+31
211056628,4.0,56.873265,23.880459,0.93,2979,221,0.16,0.07,4.060108349630843e+29,3.3360192675057456e+29,1.5947000194062634e+29,1.3104006804434195e+29
211082883,4.0,56.46384000000001,24.295702,0.97,3279,243,0.29,0.13,2.437356187740309e+30,2.2005133691952653e+30,1.0039669639311412e+30,9.064612872274859e+29
211076761,4.0,57.14784,24.200935,0.95,3084,106,0.2,0.05,7.693669537819028e+29,3.6231176780942185e+29,3.0801554479548623e+29,1.450584082961544e+29
211066062,4.0,56.648025,24.02655,0.92,3090,96,0.2,0.04,7.949108501633062e+29,3.436131442366149e+29,3.185019912195657e+29,1.376841475968514e+29
211092430,4.0,55.835715,24.443096,0.92,3128,89,0.21,0.04,1.0059426905229637e+30,4.089317436304261e+29,4.063468493277696e+29,1.65193737708211e+29
211072438,4.0,56.72481,24.132601,0.95,3212,200,0.25,0.1,1.659519012155106e+30,1.3219259488301326e+30,6.768537658599303e+29,5.391912023998496e+29
211035936,4.0,56.75973000000001,23.543413,0.92,2985,152,0.16,0.05,4.202000482180247e+29,2.465469802473689e+29,1.6521045337339964e+29,9.6942104681267e+28
211078393,4.0,55.251615,24.226461,0.95,3061,83,0.19,0.04,6.632821198384382e+29,2.547455308867023e+29,2.640556860150224e+29,1.0142009969260561e+29
210988056,4.0,55.829175,22.786299,0.95,3054,93,0.18,0.04,6.369673161496191e+29,2.6593420329102118e+29,2.533142526261869e+29,1.057640817557909e+29
211079163,4.0,56.11455,24.238129,0.93,3138,96,0.22,0.05,1.0723941756502318e+30,4.619673826364711e+29,4.338566105315983e+29,1.8690574475166523e+29
211006594,4.0,56.036685,23.079907,0.95,3591,75,0.47,0.05,1.1450281459892077e+31,2.2444784928116678e+30,4.9039946845591e+30,9.613614625282354e+29
211056099,4.0,56.881815,23.872055,0.95,3129,96,0.21,0.05,1.016622676672614e+30,4.416447508089806e+29,4.107656654250309e+29,1.784543506406941e+29
211029254,4.0,56.81404499999999,23.435043,0.93,3211,68,0.25,0.04,1.6455867448532384e+30,5.3329524141263486e+29,6.710420554739126e+29,2.1747675534185052e+29
211080546,4.0,56.985945,24.258904,0.95,3115,108,0.21,0.05,9.323020737997496e+29,4.448457739907485e+29,3.7590562208605246e+29,1.793710481466968e+29
211081985,4.0,57.12939,24.281515,0.97,3420,81,0.36,0.06,5.02428045799864e+30,1.5515921862187525e+30,2.103595339552817e+30,6.496605578198554e+29
210866744,4.0,56.58057,20.879778,0.95,5243,354,0.81,0.07,2.471750102085512e+32,4.351138354569094e+31,1.1060496735070126e+32,1.947991187999974e+31
211090094,4.0,56.90688000000001,24.406488,0.95,3098,85,0.2,0.04,8.380031059936258e+29,3.305013835762093e+29,3.3620826211533735e+29,1.3260359677711912e+29
211118985,4.0,56.899395,24.874147,0.95,3134,72,0.22,0.04,1.0456031699889322e+30,3.6191082220740026e+29,4.227611567666442e+29,1.4633453201118247e+29
211073598,4.0,55.86972,24.151766,0.93,3134,90,0.22,0.04,1.048263563953805e+30,4.287423527778878e+29,4.238626898948903e+29,1.7336849467268876e+29
211151674,4.0,58.03311,25.465219,0.87,3072,93,0.19,0.04,7.108309436757158e+29,2.9971558094262642e+29,2.8401253954390258e+29,1.1975711268445568e+29
211078009,4.0,56.43505500000001,24.2203,0.9,5164,506,0.8,0.07,2.244854743506905e+32,4.222620601969951e+31,1.0045356733932136e+32,1.8913412942135686e+31
211040850,4.0,56.679915,23.622841,0.95,3189,154,0.24,0.08,1.448979009436221e+30,9.194843615129696e+29,5.881090088947067e+29,3.732176201950216e+29
210982761,4.0,56.557695,22.705519,0.95,3087,91,0.2,0.04,7.826962457385865e+29,3.237917099625789e+29,3.1348668623425597e+29,1.2969154200779544e+29
211066477,4.0,57.132630000000006,24.033056,0.92,3138,87,0.22,0.04,1.074151627986658e+30,4.306697027298257e+29,4.345846621628355e+29,1.742496744289571e+29
210994964,4.0,57.14661,22.895149,0.93,2866,269,0.13,0.04,2.2508867873512584e+29,1.2990495272817281e+29,8.658757090772958e+28,4.998554329563252e+28
211132233,4.0,57.18349499999999,25.106304,0.95,3234,76,0.26,0.05,1.8825855242175952e+30,6.503278056619916e+29,7.697454141302852e+29,2.6591460440732704e+29
211005706,4.0,57.615915,23.06535,0.95,3194,65,0.24,0.04,1.487791284580733e+30,4.72909454115035e+29,6.0423032554380915e+29,1.9206765870166854e+29
211010854,4.0,56.038785,23.146425,0.95,3181,51,0.24,0.03,1.3821742065296806e+30,3.824655142596517e+29,5.603819327691734e+29,1.5506957741317174e+29
211103923,4.0,57.18618000000001,24.623262,0.93,3024,228,0.17,0.08,5.292936280975316e+29,4.8181694945563154e+29,2.0946098058832386e+29,1.906851096038725e+29
211060762,4.0,58.61711999999999,23.943441,0.93,3034,77,0.18,0.03,5.633183121502538e+29,2.007725689583376e+29,2.23300683761506e+29,7.959048340726719e+28
211078145,4.0,55.98864,24.222357,0.95,3187,76,0.24,0.04,1.4319942510840662e+30,5.079192868417105e+29,5.8105695181838106e+29,2.0610546176697986e+29
211079332,4.0,57.10511999999999,24.240614,0.95,3180,74,0.24,0.04,1.3681491611677346e+30,4.781931647633072e+29,5.545644247778897e+29,1.938380602790841e+29
211041682,4.0,58.59363000000001,23.636736,0.95,3129,100,0.21,0.05,1.0132784922764044e+30,4.5186662711177434e+29,4.093819125533596e+29,1.8257026953391027e+29
211024494,4.0,56.841735,23.360193,0.95,3171,61,0.23,0.04,1.3004213328091196e+30,4.0010880219820336e+29,5.2648918410851505e+29,1.6199386242073555e+29
211034343,4.0,57.08574,23.517132,0.95,3059,69,0.19,0.03,6.5537018005414e+29,2.2084887441441208e+29,2.608251810688477e+29,8.789748091134238e+28
211067927,4.0,55.379955,24.05694,0.93,3138,64,0.22,0.03,1.0728134896573178e+30,3.442697535444231e+29,4.340303155222975e+29,1.3928699736577984e+29
211088777,4.0,55.411665,24.385967,0.9,3094,79,0.2,0.04,8.14652588390825e+29,3.0457238705501584e+29,3.266113037456627e+29,1.2211472411151752e+29
210945565,4.0,56.99175,22.114201,0.93,2823,172,0.13,0.02,1.8999495032803918e+29,5.00861994255406e+28,7.246336170469423e+28,1.911323551242912e+28
211014750,4.0,55.90236,23.209551,0.95,3100,99,0.2,0.04,8.451098418648603e+29,3.762001888206197e+29,3.391302106423144e+29,1.509707403207601e+29
211093581,4.0,56.74390500000001,24.461145,0.95,3250,82,0.27,0.05,2.0650355175631185e+30,7.42101538496034e+29,8.478867558197503e+29,3.0471364838323e+29
211062604,4.0,55.685235,23.971001,0.97,3141,87,0.22,0.04,1.0883356927495844e+30,4.347573556553119e+29,4.404615430638872e+29,1.75958746045911e+29
211089510,4.0,55.343475,24.397757,0.95,3061,54,0.19,0.03,6.641353122174838e+29,1.9185571796082108e+29,2.644040982191821e+29,7.638387364761718e+28
211015308,4.0,56.95047,23.21808,0.95,5450,282,0.86,0.06,3.3501932653342314e+32,4.801305272958374e+31,1.4976386610128792e+32,2.1471604802605063e+31
211177579,4.0,58.459425,25.964638,0.95,5572,433,0.89,0.09,3.9512636561182086e+32,7.838236087427417e+31,1.7559349443974095e+32,3.484741450336043e+31
210989043,4.0,56.894925,22.801352,0.95,3246,95,0.27,0.05,2.02428301619933e+30,8.199538356560207e+29,8.307800790275317e+29,3.3653008441080946e+29
210971340,4.0,56.36064,22.525623,0.95,3289,72,0.29,0.05,2.570537658611174e+30,8.239571938679947e+29,1.0600803843208976e+30,3.398104267708308e+29
211043986,4.0,55.88314499999999,23.674041,0.95,5642,272,0.89,0.08,4.257979272821896e+32,7.300102508433507e+31,1.8880760234339713e+32,3.237667968969872e+31
211023004,4.0,56.42859,23.336779,0.93,3121,57,0.21,0.03,9.635675385472953e+29,2.8766189509533908e+29,3.888240556595337e+29,1.1608284033824276e+29
211045933,4.0,57.45981,23.705599,0.95,5230,246,0.82,0.07,2.5135044051835328e+32,4.055403849827411e+31,1.119875888336743e+32,1.8073702608924107e+31
211120842,4.0,56.4255,24.906009,0.95,5820,175,0.97,0.08,5.770171454729312e+32,9.246190068835065e+31,2.5489861752338566e+32,4.08485166272173e+31
211072835,4.0,56.41368000000001,24.139063,0.95,3179,138,0.24,0.07,1.3614661449462334e+30,7.890620718658298e+29,5.5179278834480835e+29,3.1981727256124275e+29
211100238,4.0,56.589,24.56461,0.87,3164,103,0.23,0.05,1.244372191234183e+30,5.631183221713007e+29,5.0327827730320104e+29,2.2776000661566415e+29
211012043,4.0,56.70228,23.166067,0.95,2826,120,0.13,0.02,1.921694146068117e+29,4.488027249457187e+28,7.334100179046008e+28,1.7134319321855155e+28
211094384,4.0,56.333175,24.473543,0.93,3222,126,0.26,0.07,1.7594782703329787e+30,9.147143455941307e+29,7.183047768349728e+29,3.734493685770921e+29
211127164,4.0,58.147125,25.017994,0.85,3029,65,0.17,0.03,5.4710414316572175e+29,1.72991264947564e+29,2.1670334504355885e+29,6.8523336648215535e+28
211066263,4.0,56.66412,24.029691,0.95,4777,192,0.74,0.05,1.3296461256136773e+32,1.696442040062472e+31,5.980826099920064e+31,7.634043160897718e+30
211010807,4.0,55.71531,23.145576,0.95,3087,76,0.2,0.04,7.793961212048332e+29,2.8141621357464985e+29,3.1213193580554843e+29,1.1270613117646353e+29
211037417,4.0,56.318385,23.567186,0.95,3041,98,0.18,0.04,5.8944261101029836e+29,2.5459871375294386e+29,2.339383153277525e+29,1.0105054345414434e+29
211074122,4.0,56.764935,24.159671,0.95,3879,298,0.57,0.09,2.608645877964493e+31,7.824340940105382e+30,1.14423131558342e+31,3.4335127734550726e+30
211127395,4.0,57.16914000000001,25.022268,0.93,3009,92,0.17,0.03,4.860114717701921e+29,1.9479122336786566e+29,1.9188141590859947e+29,7.690951031803773e+28
211052796,4.0,58.4502,23.819414,0.93,2903,77,0.14,0.02,2.6843097363575136e+29,7.510988347618398e+28,1.04003099636011e+29,2.910377444231952e+28
210978953,4.0,55.02918,22.646589,0.95,3050,95,0.18,0.04,6.204256191996775e+29,2.6383092992226813e+29,2.465667128583059e+29,1.04855782651894e+29
210971348,4.0,58.21548000000001,22.525785,0.95,3299,75,0.3,0.05,2.7103353545819225e+30,8.810939912958799e+29,1.1170750117930252e+30,3.631610362146396e+29
211132111,4.0,58.010955,25.104206,0.9,3174,70,0.23,0.04,1.3268175620553817e+30,4.4723613117851586e+29,5.37427653613314e+29,1.8115998416039823e+29
211066186,4.0,55.67154,24.02862,0.95,3077,88,0.19,0.04,7.346232661481469e+29,2.9605106387175587e+29,2.9376396277952903e+29,1.1839151783346344e+29
211032382,4.0,56.59359,23.485628,0.95,3070,51,0.19,0.03,7.038566256966286e+29,1.967830872346433e+29,2.8115534035449412e+29,7.860753298596666e+28
210888723,4.0,55.205775,21.215467,0.92,3166,78,0.23,0.04,1.26243738475896e+30,4.613047172284271e+29,5.1075703031795855e+29,1.8664231066618906e+29
211011910,4.0,57.83115,23.163809,0.92,3274,70,0.28,0.04,2.3669903995723578e+30,7.505845642137745e+29,9.74851883893534e+29,3.0914233611421824e+29
211127297,4.0,58.0149,25.020552,0.95,3147,86,0.22,0.04,1.1335700233293868e+30,4.4681266923593626e+29,4.592141483575906e+29,1.810135137032341e+29
211070577,4.0,57.481155,24.101456,0.93,3215,75,0.25,0.04,1.6856314014817468e+30,5.854137592831071e+29,6.874837894048621e+29,2.3877017951529515e+29
211013191,4.0,56.391630000000006,23.185238,0.95,3104,76,0.2,0.04,8.66711580889995e+29,3.1375355197966772e+29,3.4801493301880025e+29,1.2598824519351517e+29
211031682,4.0,56.90013,23.474176,0.95,3138,86,0.22,0.04,1.0689991988464096e+30,4.215247431448223e+29,4.32450260358189e+29,1.705298981369073e+29
210901321,4.0,57.20091,21.411341,0.95,3129,96,0.21,0.05,1.0166617960235833e+30,4.383035976143188e+29,4.107818527529547e+29,1.7710443454198608e+29
211097941,4.0,56.16513000000001,24.528939,0.95,3311,89,0.3,0.06,2.8781812982199544e+30,1.0511814396237109e+30,1.1873632396714089e+30,4.3367357074095816e+29
211049179,4.0,56.7741,23.759726,0.95,2989,156,0.16,0.05,4.314483324834131e+29,2.6131494677227688e+29,1.6976367178710733e+29,1.0282791642166256e+29
211001183,4.0,56.970255,22.992828,0.85,3027,122,0.17,0.04,5.3856903590552316e+29,2.7702447345776454e+29,2.1323208253772717e+29,1.0968686216695563e+29
210940436,4.0,55.34772,22.031738,0.95,3110,72,0.21,0.04,9.040663790027082e+29,3.1395859067252196e+29,3.642468420494263e+29,1.2649846303137347e+29
210915466,4.0,57.343785,21.632334,0.95,3004,120,0.17,0.04,4.7067293834616374e+29,2.328975390701406e+29,1.8565870842957638e+29,9.18730696260673e+28
211080124,4.0,56.720685,24.252224,0.93,3004,281,0.17,0.09,4.7067419101509554e+29,5.108000610234703e+29,1.8565921646745012e+29,2.0150134191599463e+29
210967901,4.0,57.65586,22.468994,0.9,3244,71,0.27,0.04,1.9891110748371585e+30,6.519678638904762e+29,8.143148417618445e+29,2.669170389376516e+29
211141791,4.0,59.38339499999999,25.282684,1.0,2850,59,0.13,0.01,2.1056915250114062e+29,4.492876484602714e+28,8.075098053867103e+28,1.7231372122219076e+28
211045643,4.0,56.936025,23.700939,0.95,3187,59,0.24,0.04,1.42624718851168e+30,4.259332707662284e+29,5.7867117352713434e+29,1.7281967707942828e+29
211075914,4.0,56.730465,24.188017,0.95,3078,95,0.19,0.04,7.40100240442711e+29,3.1665308920996955e+29,2.960096644485684e+29,1.2665425569682595e+29
211063134,4.0,57.055455,23.979752,0.95,3114,90,0.21,0.04,9.237188059432391e+29,3.81997505984223e+29,3.723607178165408e+29,1.5399409574333446e+29
211025773,4.0,57.315045,23.380419,0.95,3047,55,0.18,0.03,6.103060991101923e+29,1.7619281959107517e+29,2.4244064784234054e+29,6.999415110436047e+28
211028100,4.0,56.28501,23.417013,0.93,3063,141,0.19,0.06,6.712369702174338e+29,4.029398624858168e+29,2.6730450735980264e+29,1.604702545455224e+29
211063000,4.0,57.20551500000001,23.977259,0.95,4617,155,0.73,0.05,1.1016265584300912e+32,1.5139140122968806e+31,4.944577144687566e+31,6.797044038252667e+30
211025708,4.0,57.61391999999999,23.379242,0.95,3210,73,0.25,0.04,1.6413504879100334e+30,5.57226988293545e+29,6.692751467461024e+29,2.2722306549092882e+29
211091449,4.0,56.15736,24.427481,0.92,3128,139,0.21,0.06,1.0079882308045886e+30,5.989149503235816e+29,4.0719311021437126e+29,2.4195353628799716e+29
211068230,4.0,57.468405,24.062033,0.95,2943,250,0.15,0.06,3.3100997830694554e+29,2.7687358212211397e+29,1.291893505830141e+29,1.0807149204619591e+29
210880558,4.0,56.59294499999999,21.088982,0.95,2878,75,0.14,0.02,2.3770206641934607e+29,6.04005178754792e+28,9.165538375446174e+28,2.3292303354227227e+28
211005117,4.0,55.937385,23.055886,0.95,3332,92,0.31,0.06,3.2296557528078826e+30,1.1795685604100045e+30,1.336922784276329e+30,4.8830790112437055e+29
211013627,4.0,55.564005,23.191998,0.95,3055,78,0.18,0.03,6.410195431761003e+29,2.3453876092263616e+29,2.549677488869586e+29,9.329286483102317e+28
211054027,4.0,56.26365,23.8394,0.95,5081,239,0.79,0.06,2.02666693386655e+32,3.3570108737312965e+31,9.09686581844762e+31,1.5072736852643271e+31
211079188,4.0,56.84322,24.238579,0.92,3023,139,0.17,0.05,5.283383747767726e+29,3.029296366112377e+29,2.090726775753879e+29,1.1988179647147567e+29
211077833,4.0,55.02956999999999,24.217674,0.95,2979,89,0.16,0.03,4.067407282474237e+29,1.523731692149449e+29,1.5976520192940723e+29,5.985493531670416e+28
211091536,4.0,56.957385,24.42872,0.92,3207,80,0.25,0.05,1.6105648670298286e+30,5.866366756483234e+29,6.564376091582491e+29,2.3911251004087075e+29
211063723,4.0,57.042375,23.989017,0.95,3087,133,0.2,0.06,7.801762715628392e+29,4.471469813612178e+29,3.1245218846394107e+29,1.790868665961994e+29
210866482,4.0,58.0467,20.876076,0.93,3108,105,0.21,0.05,8.943222985697663e+29,4.1774287804150064e+29,3.602251794548464e+29,1.68271175181813e+29
211064435,4.0,56.11629,23.999977,0.92,3112,135,0.21,0.06,9.132504442308216e+29,5.3190938592281445e+29,3.680382017099168e+29,2.1436934661207984e+29
211079830,4.0,55.75519499999999,24.247915,0.95,3097,87,0.2,0.04,8.296709985586196e+29,3.3439918470976206e+29,3.327831566996052e+29,1.3413440460648903e+29
211101696,4.0,56.07941999999999,24.588461,0.95,3242,86,0.27,0.05,1.9733160366263813e+30,7.419883565193114e+29,8.07703080142883e+29,3.037182816290472e+29
211038588,4.0,56.55276,23.587208,0.92,3140,79,0.22,0.04,1.0841448848996392e+30,4.0302604723075006e+29,4.3872499770561696e+29,1.631008193442981e+29
210983356,4.0,55.749675,22.71438,1.0,2828,78,0.13,0.01,1.9352094694768062e+29,4.0609909121664425e+28,7.38862182862361e+28,1.5507588691175821e+28
211033487,4.0,56.15115,23.50308,0.95,3329,99,0.31,0.06,3.178816264114644e+30,1.2284021915795349e+30,1.315419395303861e+30,5.083473435994797e+29
211047687,4.0,55.912635,23.734856,0.95,3134,68,0.22,0.04,1.04501514109392e+30,3.4998761669649574e+29,4.225176920130128e+29,1.4151144798419121e+29
211104535,4.0,56.94129,24.633755,0.95,3091,91,0.2,0.04,8.017914004446716e+29,3.345484616798267e+29,3.213278447039393e+29,1.340806357769996e+29
211097402,4.0,56.662035,24.520313,0.95,4381,187,0.69,0.06,7.308374679635212e+31,1.208978278724835e+31,3.263193264639444e+31,5.400030658223207e+30
211128863,4.0,57.073725,25.047852,0.92,5562,219,0.87,0.06,3.771106833502456e+32,5.05490577715818e+31,1.676320841029339e+32,2.247520489259566e+31
211079141,4.0,55.96563,24.23781,0.95,3169,70,0.23,0.04,1.2834305919983858e+30,4.3465032333376804e+29,5.1945076540634685e+29,1.759254480010461e+29
210995008,4.0,55.854795,22.89572,0.92,3143,92,0.22,0.05,1.1026473782707316e+30,4.6085109358045635e+29,4.4639293517114526e+29,1.8657804173555602e+29
211093906,4.0,58.180125,24.466312,0.95,3075,106,0.19,0.04,7.271383902095102e+29,3.402538678733304e+29,2.906955292424653e+29,1.3603353434843152e+29
211078274,4.0,56.75766,24.22454500000001,0.93,2901,223,0.14,0.04,2.6506619769797208e+29,1.6492330941484257e+29,1.0265062596850774e+29,6.387860061318118e+28
211168863,4.0,58.28031,25.789351,0.9,3070,64,0.19,0.03,7.057610454842411e+29,2.2655512743357285e+29,2.8193547462833174e+29,9.05071796759675e+28
211031520,4.0,56.342445,23.471715,0.95,5000,147,0.77,0.06,1.7982739883890212e+32,2.873709043120193e+31,8.056607126065708e+31,1.2876451549630295e+31
211037018,4.0,56.086965,23.560919,0.95,3318,78,0.31,0.05,2.9935902016902597e+30,9.838877246173391e+29,1.2360456534442991e+30,4.0626184687418624e+29
211084463,4.0,57.427935,24.318832,0.9,3173,85,0.23,0.05,1.3158225755838928e+30,5.0785902493286855e+29,5.328708234844247e+29,2.0567720102686547e+29
211161968,4.0,57.67164,25.658566,0.95,3101,96,0.2,0.04,8.525298978021755e+29,3.7016967028859146e+29,3.4218152725328394e+29,1.4858260537894909e+29
211027758,4.0,57.38568000000001,23.41147,0.95,3155,61,0.23,0.03,1.190790315574599e+30,3.669584443691412e+29,4.8295824209660064e+29,1.4883541172853368e+29
211065426,4.0,59.60471999999999,24.016354,0.95,3218,69,0.26,0.04,1.7129743143974834e+30,5.60004362512279e+29,6.988924677321385e+29,2.284900727162742e+29
211010041,4.0,55.359795,23.134157,0.87,3170,51,0.23,0.03,1.291490262813157e+30,3.588078071480612e+29,5.227892435744032e+29,1.4524809275682237e+29
211079106,4.0,55.11231,24.23736,0.95,3182,97,0.24,0.05,1.3858123118645698e+30,5.9315395884123495e+29,5.6189120111645494e+29,2.4051087494989867e+29
211116917,4.0,57.16374,24.838951,0.93,3116,69,0.21,0.04,9.350648353488398e+29,3.1614577078421605e+29,3.770467932086589e+29,1.2748462925190843e+29
211121361,4.0,57.084525,24.91534200000001,0.95,3182,67,0.24,0.04,1.3918461945496062e+30,4.511042783401785e+29,5.643945414621961e+29,1.82929821338097e+29
211017469,4.0,56.73790500000001,23.250677,0.95,3586,81,0.47,0.05,1.108282707476738e+31,2.2246211061187619e+30,4.7444360790442546e+30,9.524265820348442e+29
211038810,4.0,56.1321,23.590651,0.95,3256,102,0.27,0.06,2.145503223743103e+30,9.115936347333186e+29,8.816854925523128e+29,3.746331043506341e+29
211007717,4.0,57.588765,23.096385,0.95,5299,305,0.83,0.06,2.7334383284941822e+32,4.292615462720347e+31,1.2192799831135705e+32,1.915596348621436e+31
211031105,4.0,56.46978000000001,23.465094,0.95,3240,72,0.27,0.04,1.9509137002523728e+30,6.460027637671189e+29,7.983274365158855e+29,2.643591106078763e+29
211061207,4.0,56.412435,23.950315,0.95,3179,180,0.24,0.09,1.3600720139064812e+30,1.0074328031803295e+30,5.512146386537594e+29,4.083170199674913e+29
211057850,4.0,59.50815,23.898577,0.92,3117,63,0.21,0.03,9.454340970024975e+29,3.0062984046491317e+29,3.813304926259319e+29,1.2126019693321553e+29
211066346,4.0,56.59776,24.030949,0.95,3224,163,0.26,0.08,1.7809099911978766e+30,1.1667313568743707e+30,7.272547563611215e+29,4.764727724505896e+29
