EPIC,RAJ2000,DEJ2000,Mm
210804191,59.20811,19.93047,0.9
211065006,59.32017,24.00923,0.9
211141632,59.37562,25.27971,0.9
210965709,59.38333000000001,22.4334,0.9
211060969,59.387730000000005,23.94652,0.9
211067702,59.38879,24.05319,0.9
210996915,59.39414,22.92576,0.1
211000740,59.39689,22.98566,0.9
211059949,59.40031,23.93124,0.9
211140995,59.41944,25.267879999999998,0.9
211147344,59.429030000000004,25.385270000000002,0.9
210947280,59.45568000000001,22.142039999999998,0.9
211057850,59.50815,23.89857,0.9
211065426,59.60471999999999,24.01635,0.9
211006027,59.62907,23.07028,0.9
210980418,59.64236,22.66985,0.9
211129321,59.77625,25.05559,0.1
210967582,59.77935,22.46348,0.9
211082429,59.80381,24.288510000000002,0.9
210791550,59.81933000000001,19.74099,0.9
210974237,59.8454,22.571360000000002,0.9
210926194,59.862159999999996,21.80528,0.9
211009416,59.8647,23.12379,0.9
210892321,59.88105,21.2719,0.9
210932705,59.91596,21.90782,0.9
210887995,59.927730000000004,21.20427,0.1
210944157,59.99935,22.09159,0.1
210940839,60.042840000000005,22.03819,0.9
211127799,60.06605,25.0296,0.9
211029446,60.108909999999995,23.43825,0.9
211030074,60.16766,23.448420000000002,0.9
211013743,60.22132,23.19391,0.9
210833049,60.26719,20.3727,0.1
210949562,60.297309999999996,22.17732,0.9
211012609,60.30823,23.175060000000002,0.9
210912544,60.3585,21.585820000000002,0.9
210948982,60.45483,22.16818,0.9
211000887,60.46225,22.98777,0.9
211110672,60.48271,24.734070000000003,0.9
211010517,60.64488000000001,23.1413,0.9
211033935,60.7082,23.51078,0.9
211057712,60.93263,23.8965,0.9
211046826,60.95649,23.72061,0.1
210839388,61.03515,20.46941,0.9
210941338,61.14493,22.0463,0.9
210957703,61.30712,22.30519,0.9
210975876,61.45863000000001,22.59841,0.1
210977069,61.6189,22.61669,0.9
210973624,61.624880000000005,22.56219,0.1
210940618,61.733430000000006,22.0347,0.9
210875952,61.95449,21.01827,0.9
211052320,62.51583,23.8122,0.9
210784603,52.7649,19.63475,0.9
210899735,53.009809999999995,21.38635,0.9
210904850,53.048069999999996,21.46559,0.9
210971138,53.293730000000004,22.52204,0.9
211029507,53.828109999999995,23.43919,0.9
211018285,54.21886,23.26258,0.1
211071563,54.89773,24.11842,0.9
211073598,55.41189,22.277929999999998,0.9
211059010,55.42669,23.91589,0.9
210817106,55.82808000000001,20.12912,0.9
211075777,55.83795,24.18589,0.9
211088007,55.930209999999995,24.37455,0.9
210967607,56.10624,22.463910000000002,0.9
211089323,56.10711,24.39467,0.9
211038095,56.14955,23.57836,0.9
210804032,56.19704,19.92827,0.1
211018711,56.213480000000004,23.26896,0.9
211012313,56.36552,23.17035,0.1
211047412,56.407309999999995,23.73065,0.9
211085527,56.40741,24.335639999999998,0.9
211078009,56.43504,24.22033,0.9
211066835,56.465140000000005,24.0389,0.9
211067590,56.49041,24.05144,0.9
211097879,56.51203,24.52787,0.9
211076042,56.566680000000005,24.18984,0.9
211080301,56.61366999999999,24.255029999999998,0.9
211094556,56.633430000000004,24.476229999999997,0.9
211040918,56.64252,23.624010000000002,0.9
211090558,56.679069999999996,24.4141,0.9
211056608,56.75148000000001,23.8801,0.9
210837725,56.772259999999996,20.44432,0.1
211080604,56.78921,24.2597,0.9
211078329,56.79909,24.22541,0.9
211078745,56.7994,24.23165,0.9
211072836,56.830619999999996,24.139120000000002,0.9
211051770,56.837340000000005,23.80336,0.9
211101694,56.85021999999999,24.58847,0.9
211082420,56.87274,24.288339999999998,0.9
211103431,56.9351,24.61557,0.1
211127791,57.03671,25.02939,0.9
211080885,57.059569999999994,24.264120000000002,0.9
211093202,57.17784,24.45545,0.9
211102810,57.31298,24.60631,0.9
211088413,57.34056999999999,24.38097,0.9
211060530,57.40047,23.93984,0.9
211023311,57.4205,23.34161,0.9
211052416,57.55246999999999,23.81364,0.9
210837336,58.03669,20.4386,0.1
211136223,58.1758,25.17845,0.9
211142460,58.226,25.29542,0.9
211142730,58.281130000000005,25.30099,0.1
211067949,58.34028000000001,24.05745,0.9
210770541,58.35033000000001,19.42136,0.9
211052796,58.45019,23.81941,0.9
211004088,59.04326,23.04004,0.9
211135624,59.217940000000006,25.16815,0.9
211115160,59.237840000000006,24.809639999999998,0.9
211132306,59.55801999999999,25.1077,0.1
210914325,59.70856,21.6148,0.9
211083805,59.73499,24.30901,0.9
210917578,59.87215,21.665670000000002,0.9
211162249,59.982890000000005,25.664179999999998,0.9
211029542,60.07049,23.43975,0.9
211038138,60.27414,23.57897,0.9
211143760,60.498219999999996,25.32016,0.9
210998086,60.93402,22.9443,0.9
211026906,61.1549,23.39764,0.9
