ampl_rec,amplitude,cstart,cstop,duration_d,ed_inj,ed_rec,ed_rec_err,istart,istop,peak_time,total_n_valid_data_points,tstart,tstop
0.18297703190005699,0.2869519869349378,154369,154393,0.03131938541305106,662.9568951451264,774.6632871148153,0.5062038706659143,37,60,3263.401257494703,3645.0,3263.243970665615,3263.734421002504
0.3521575126077283,0.45453426464870617,155305,155319,0.02930823807963535,1162.9736991860118,1158.1773828949658,0.4119349858463953,894,907,3282.3889492415537,3645.0,3282.37164427682,3282.657743178759
0.0458605445125031,0.1701251746180436,156935,156945,0.02115406614662359,234.31249434915838,231.2679834711754,0.48647532122689385,2422,2431,3315.686762521609,3645.0,3315.6817032227627,3315.886058000324
,0.24136695393666097,,,0.0020984320465469173,16.727847133082122,,,,,3271.3082657327077,,,
,0.31023460242080714,,,0.007385518675946528,86.71893179677025,,,,,3284.647988743688,,,
0.22254025579965075,0.41186558639980025,154409,154425,0.032652542030337815,982.7057116109521,979.3950531768248,0.5355810750858928,75,89,3264.072662391299,3645.0,3264.061387866983,3264.3883549157545
0.10412685972537705,0.465289449576102,155321,155331,0.01774098216542017,540.3221642923046,540.2202466463771,0.5129064123646628,909,918,3282.703187615536,3645.0,3282.698614452318,3282.9029709269525
,0.3053452314854619,,,0.02396040196395106,404.05470799591603,,,,,3275.656578185706,,,
,0.10410218620048979,,,0.005191129956484188,86.65467255522952,,,,,3284.3518719234394,,,
,0.11277592476498229,,,0.029414012121228624,253.1622736229257,,,,,3327.651261801547,,,
0.14030159805530085,0.4125232319955495,154425,154428,0.020348049087770523,351.7720722188661,350.6517595352099,0.31334277008537886,89,92,3264.3975492134814,3645.0,3264.3883549157545,3264.4496612279036
0.18312943214343846,0.3745107505753171,155286,155302,0.028837691686015875,906.2429545687525,903.9533158090992,0.631284261167785,877,891,3281.994217269903,3645.0,3281.983367132896,3282.3103372722617
0.06626026474443836,0.15308277282694577,155448,155458,0.02730844701785899,266.5596048628984,262.12811643832646,0.4684553062010948,1021,1030,3285.3033655277823,3645.0,3285.293941673466,3285.4982982711663
0.014652413526958785,0.03897621700051192,157324,157327,0.005947794915727383,30.202208803420735,30.833649388589453,0.27994815130757567,2785,2788,3323.6321177266914,3645.0,3323.63107955514,3323.6923855745044
,0.45463545012871853,,,0.016581351987102765,526.9609925954753,,,,,3273.637186067827,,,
0.028717360237317413,0.13094985698282705,155287,155302,0.03238238277437244,176.08444227535267,173.56916511574076,0.6127211447829154,878,891,3282.015439112074,3645.0,3282.003802665684,3282.3103372722617
0.06802896417116489,0.44570483293860813,155391,155398,0.011695532335170549,211.22978901103048,211.10197004950493,0.38649909270489335,969,975,3284.1338063230455,3645.0,3284.1291097007197,3284.272159113003
0.2645927039387681,0.36791701148635403,155761,155781,0.0323797687504126,987.4314291752286,989.4268782381662,0.46324810185610094,1304,1322,3291.7061785529354,3645.0,3291.690304006326,3292.0990174505278
,0.39856447857318095,,,0.02630196093480247,276.4925939951307,,,,,3264.3623069026626,,,
,0.11033680752736912,,,0.009931838343393973,41.19336815972553,,,,,3280.845489303419,,,
0.010952868546607597,0.46531321760804245,155350,155353,0.00405656425261453,27.138505966440285,27.013288617057388,0.3140264634225226,936,939,3283.2931819717214,3645.0,3283.291248069356,3283.3525550901613
0.014926412832713565,0.06050983623542347,157639,157646,0.01953678959729677,73.98709775854284,73.12670720517035,0.47436203973929547,3087,3094,3330.073081115568,3645.0,3330.068191069862,3330.211237572279
,0.016911768356403668,,,0.010925398097654249,31.64423284991539,,,,,3263.059585272404,,,
,0.02912940084070308,,,0.01811314130106336,39.43379456044333,,,,,3280.1582755345135,,,
,0.4100147709732468,,,0.018623440308094256,588.7773163550376,,,,,3285.6718560453464,,,
0.2537489845704721,0.47239074971007433,154365,154379,0.02652075761598546,1034.797618693748,1128.2199747607713,0.4915209750491443,33,46,3263.165517602783,3645.0,3263.162229095011,3263.448325065867
0.03759449029942474,0.14635687289117716,154721,154729,0.017784103353171432,132.32524307455296,130.19933967691873,0.41800615556298965,357,365,3270.444121241425,3645.0,3270.437259076687,3270.600743275172
0.08769128633777745,0.2026871494795541,155339,155353,0.03253936436261341,459.8947028227802,458.1657690093297,0.5407201310628702,925,939,3283.0737759830945,3645.0,3283.0664560347213,3283.3525550901613
,0.11568520724263642,,,0.009013714907716625,73.54578768417285,,,,,3283.6527148123882,,,
,0.4383029347887607,,,0.003436576890811773,17.388234736213956,,,,,3318.5263765795544,,,
0.07220896228805951,0.10367909257036563,154369,154379,0.026016046015155742,169.0264155962572,264.8357594483025,0.4390325404017057,37,46,3263.252463943634,3645.0,3263.243970665615,3263.448325065867
0.07169077540331847,0.28998298475788464,154704,154714,0.01751794033732627,260.1600242765534,257.70508055920953,0.43122952503621315,342,350,3270.0963227790953,3645.0,3270.089855110433,3270.2942103167443
0.038937701654288226,0.08687471573456584,155337,155350,0.03274568138071048,196.54790671010448,195.24192211076988,0.5361168363430039,923,936,3283.0334440872125,3645.0,3283.025584657109,3283.291248069356
0.02906029419041367,0.16385489808670625,155669,155675,0.013228060201724833,119.60608085782758,113.1205549649559,0.49142984633396913,1221,1225,3289.8157344261085,3645.0,3289.8102227155323,3289.932836782624
,0.29679352120844743,,,0.013530728195180345,248.97211380409317,,,,,3285.5104022702335,,,
0.04192402560279862,0.09734019336138354,154749,154761,0.029689936199479173,190.51213828874734,187.21182274209175,0.507762065790076,382,393,3271.0180262710105,3645.0,3271.009453943341,3271.2546804331505
,0.16280457077616228,,,0.0284581454099179,193.43963362067228,,,,,3263.8763891401563,,,
,0.36306820107374627,,,0.001019291093915204,0.06202475291048144,,,,,3283.235637394731,,,
,0.3338461631300792,,,0.0005212628646538521,0.6391966389588685,,,,,3284.940611893218,,,
,0.36192597402164783,,,0.017897104980124066,238.8532644798479,,,,,3308.264605287983,,,
0.07798416315328582,0.09800754279177253,154369,154393,0.03242725486480791,287.5998055496498,399.6520739769772,0.5634126376843708,37,60,3263.429616748133,3645.0,3263.243970665615,3263.734421002504
0.16589606111027688,0.40127407859923936,154941,154957,0.03235068891994819,929.7463097008512,959.4272821670941,0.56061867773103,561,576,3274.9396503640373,3645.0,3274.9330811901964,3275.26005062263
,0.4203754530894361,,,0.013277427102709845,391.70509119359565,,,,,3282.0378150544634,,,
,0.007626226114771878,,,0.024738943091891983,11.630674798076361,,,,,3284.3429502643426,,,
,0.14007371998433352,,,0.0057992884343519005,145.60048639452927,,,,,3333.4179658589273,,,
0.10679303188351308,0.20477892688513127,154418,154425,0.012026884980762117,265.41203977579585,266.54293449078176,0.3245633612896286,83,89,3264.2468589229456,3645.0,3264.245306865363,3264.3883549157545
0.01739275759457648,0.27191468140718034,155398,155402,0.006501346350455486,67.19823061366696,66.87506286296248,0.36755871509119437,975,979,3284.2743859578018,3645.0,3284.272159113003,3284.353901793562
,0.13164730504647582,,,0.03187342099191474,357.3375366160223,,,,,3273.110828202383,,,
,0.14058058738527732,,,0.022829359796295082,228.31431163956626,,,,,3282.8956253652973,,,
,0.41023484382451686,,,0.013520148969664346,627.8246492656742,,,,,3317.4162364485774,,,
0.06059776935202965,0.3166985695192395,154401,154409,0.015487998713597238,294.71744409126467,328.54876606112543,0.482947131682929,67,75,3263.9018991012704,3645.0,3263.8979044241496,3264.061387866983
0.0689479558446171,0.2514810483256201,156674,156684,0.021418082549890652,349.94025764817366,349.77268474075095,0.48626786480305345,2175,2185,3310.3531248653726,3645.0,3310.348032749338,3310.5523882502966
,0.00016110419158153093,,,0.0272358910413494,0.3204269944826347,,,,,3281.179409808802,,,
,0.42878830447759125,,,0.01655093591795519,248.60535446451783,,,,,3282.2700913806834,,,
,0.2061238530042685,,,0.0015113557018554909,0.15766426673605116,,,,,3285.623561688449,,,
