ampl_rec,amplitude,cstart,cstop,duration_d,ed_inj,ed_rec,ed_rec_err,istart,istop,peak_time,total_n_valid_data_points,tstart,tstop
,0.05418557985922254,,,0.0008006264021846802,2.080600529705478,,,,,3263.7306322677364,,,
,0.13798828032585123,,,0.001992545621574589,1.385066919044538,,,,,3279.9459959356464,,,
,0.34166978763791134,,,0.017761575723856293,204.42072183219167,,,,,3282.2682070135347,,,
,0.42731580119386314,,,0.023168352121354558,977.1124671894418,,,,,3285.0874312482433,,,
,0.43437633744852766,,,0.008816290165471283,151.238507092055,,,,,3321.3911231083607,,,
,0.2643900545797016,,,0.008236697448366347,204.98621495549352,,,,,3262.7901782446415,,,
,0.14257101046657053,,,0.01066962863861627,189.5803772129255,,,,,3265.1625772444586,,,
,0.03246961506548617,,,0.002837598275758678,0.8284657329057914,,,,,3282.8464943756644,,,
,0.3305022842187625,,,0.003129931495885254,70.5810372342977,,,,,3285.5746028460812,,,
,0.23872000948953223,,,0.02391468156923208,383.83057746055994,,,,,3289.515699253091,,,
0.09316615324220612,0.1460802721404751,154369,154385,0.026348369343811878,306.19365973529835,407.1929247691723,0.5092912599730708,37,52,3263.2795848048568,3645.0,3263.243970665615,3263.570937602155
0.045562926779136204,0.1404862917676029,155438,155450,0.024933016009930215,236.69046134882927,238.56131012732232,0.5207872484646001,1012,1023,3285.0954097794743,3645.0,3285.089585283982,3285.334813072368
0.08987358037978099,0.20464426770978997,157411,157425,0.029419319014509334,460.4078689415277,461.77992084490955,0.5061038131027965,2867,2881,3325.4135244761546,3645.0,3325.4089528196128,3325.695047040048
,0.40480907073818384,,,0.014234712024912947,600.6346048493649,,,,,3271.3129484969836,,,
,0.3840359052069318,,,0.00913406933811069,153.75826223171828,,,,,3283.2595164029585,,,
0.018250159356618223,0.050378261656492646,155534,155542,0.025385257384176248,81.12267682971168,78.30197278354999,0.4853800434907344,1096,1103,3287.05882294693,3645.0,3287.0514082940936,3287.214893539567
,0.07728532387948381,,,0.005371930510036075,9.648711520696738,,,,,3262.9425849984646,,,
,0.30097239052644864,,,0.006742911420532649,64.5738404102933,,,,,3271.2818997052655,,,
,0.11479982164136983,,,0.0100396092990982,45.66750448987534,,,,,3281.9680952893646,,,
,0.2961459169307541,,,0.006812302927827809,54.34963357472367,,,,,3284.828659274765,,,
0.16477696300881184,0.3944489775351327,154339,154349,0.02054439811438032,518.6310598016878,519.6884943839444,0.3945549907129827,8,18,3262.642557625856,3645.0,3262.630908268693,3262.835262366847
0.38337330859106933,0.4004425487232013,155382,155393,0.022926737587899093,1122.010238466369,1118.327980073802,0.3829902331943173,961,971,3283.945441377573,3645.0,3283.9451887061296,3284.1699808894555
,0.15590251148969003,,,0.017109031663031276,69.5082931912694,,,,,3265.0957758371737,,,
,0.14344196520361457,,,0.030955070905779484,387.2089923247438,,,,,3282.3483893230828,,,
,0.48584743722262785,,,0.01777536481402171,529.6931142316316,,,,,3312.3808760126144,,,
0.06855496760719548,0.47614499278314226,155299,155310,0.022090442380297306,321.99304203436515,320.3205980454096,0.5105247837560497,889,899,3282.2582671726527,3645.0,3282.2490304687817,3282.4738223534514
