EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,2MASS_id_SF,RAJ2000_SF,DEJ2000_SF,DANCe_id_Bouy,RAJ2000_Bouy,DEJ2000_Bouy,PMem_Bouy,dist_SF_Bouy,RAJ2000_SF_Bouy,DEJ2000_SF_Bouy,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_SF_Bouy_GaiaC,RAJ2000_SF_Bouy_GaiaC,DEJ2000_SF_Bouy_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_SF_Bouy_GaiaC_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,Teff_StarHorse,e_Teff_StarHorse
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060852442403063.2,92.218504,24.051791,60852452403064.0,92.218523,24.051774,0.52,0.08744632065736131,92.2185135,24.0517825,3.425505734487042e+18,92.21852,24.05176,0.9,0.08377115612768317,92.218515125,24.051776875,92.21852450799999,24.051761339299997,3.425505734487042e+18,1.0,0.06387078915346782,0.8066666666666666,92.2185137048472,24.0517733197123,0.001,0.001,90.0,3.425505734487042e+18,92.21852450799999,0.0381,24.051761339299997,0.0336,1.0798,0.0397,2.291,0.076,-2.783,0.063,False,20690.5,19.8767,14.898939000000002,10452.1,98.3556,15.303378,15386.0,65.1449,14.294104,1.009275,,,0.0,5261.57,0.35700000000000004,0.171,1.03,0.738,0.071197,06085244+2403063,92.21850500000001,24.051776999999998,0.07,0.06,0.0,13.62,13.283,13.12,0.023,0.027000000000000003,0.026000000000000002,AAA,222.0,0.0,2450821.6957,0.050506999999999996,1.3686092218521267e+17,92.21852382,24.05176245,0.004,0.001,0.0,503635968.0,60.0,55831.62797454,5.0,59.0,15.3924,0.0034,15.38,0.0039,115000.0,14.8663,0.0021,14.8672,0.0035,115000.0,14.6569,0.0003,14.6587,0.0054,115000.0,14.5964,0.0024,14.6007,0.003,115000.0,14.5294,0.0051,14.5224,0.0024,115000.0,0.12169300000000001,0.091,0.2431,5941.17382812,249.0908203200006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4571025326.0,92.219639,24.161226,60852722409404.0,92.219676,24.161215,0.61,0.12782027862518852,92.2196575,24.1612205,3.4262581397406126e+18,92.21967,24.1612,0.9,0.08445229337432474,92.219660625,24.161215375,92.21967180892,24.16120212908,3.4262581397406126e+18,1.0,0.06019429144403771,0.8366666666666666,92.21966175199199,24.1612136284053,0.002,0.001,90.0,3.4262581397406126e+18,92.21967180892,0.0509,24.16120212908,0.057999999999999996,1.0975,0.0752,2.131,0.10099999999999999,-2.6710000000000003,0.081,False,11665.9,36.9913,15.521073999999999,5169.29,67.6307,16.06781,9414.51,75.5215,14.827426,1.240384,,,0.0,4853.5,,,0.94,0.4370000000000001,0.086997,,,,,,,,,,,,,,,,,,1.3699092219670403e+17,92.21967087,24.16120419,0.006999999999999999,0.001,90.0,436527104.0,52.0,55967.26681713,5.0,64.0,16.176,0.0021,16.2437,0.0031,115000.0,15.4571,0.0107,15.5146,0.0152,115000.0,15.1714,0.0018,15.2354,0.0074,115000.0,15.0384,0.0058,15.0646,0.0206,115000.0,14.9367,0.0054,14.9426,0.0191,115000.0,0.130855,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060853572413479.2,92.223166,24.229924,60853572413480.0,92.223201,24.230009,1.0,0.3268608788750865,92.22318349999999,24.2299665,,,,,,92.22318349999999,24.2299665,,,,,,1.0,92.2231856541128,24.2300075968912,0.003,0.003,90.0,3.4262644318689044e+18,92.22318716073,0.1075,24.2299903913,0.1034,0.6142,0.1124,0.319,0.221,-3.9960000000000004,0.174,False,3186.86,4.37794,16.929956,1377.15,21.8648,17.503931,2900.03,21.0696,16.105915,1.398016,,,0.0,4471.25,1.1045,0.596,,,0.307788,06085357+2413479,92.22321099999999,24.229983999999998,0.07,0.06,0.0,15.001,14.42,14.462,0.040999999999999995,0.048,0.062,AAA,222.0,0.0,2450821.6959,0.26168600000000003,1.3707092223198656e+17,92.22318823,24.22999268,0.005,0.003,90.0,503635968.0,60.0,55870.68548611,5.0,46.0,17.684,0.0027,17.7019,0.0043,115000.0,16.928,0.0016,16.8997,0.0035,115000.0,16.528,0.0023,16.423,0.0155,16892216.0,16.3544,0.0152,16.2396,0.0204,16892216.0,16.1982,0.0076,16.1958,0.0054,115000.0,0.257793,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060853812413188.8,92.224208,24.221917,60853822413190.0,92.224236,24.221931,,0.10483572509961067,92.224222,24.221923999999998,3.426264427572834e+18,92.22423,24.22191,0.9,0.056832967001143264,92.224224,24.221920500000003,92.22423341444001,24.22190972368,3.426264427572834e+18,1.0,0.04960193890054502,0.95,92.2242216955927,24.2219230833312,0.002,0.001,90.0,3.426264427572834e+18,92.22423341444001,0.0545,24.22190972368,0.0576,1.2891,0.0704,2.4819999999999998,0.10800000000000001,-3.103,0.085,False,1358080.0,684.788,10.356049,899832.0,1303.68,10.465983999999999,687442.0,972.643,10.16883,0.297154,,,0.0,8118.0,0.7773,0.3875,,,0.050013,06085381+2413189,92.224228,24.221923999999998,0.07,0.06,0.0,9.948,9.927,9.902999999999999,0.022000000000000002,0.019,0.017,AAA,222.0,0.0,2450821.6958,0.07033099999999999,1.370609222418068e+17,92.22425353,24.22190856,0.264,0.13699999999999998,90.0,1409605632.0,168.0,55263.35121528,2.0,50.0,10.175,,,,114788.0,10.312000000000001,,,,114788.0,10.46,,,,68.0,10.564,,,,68.0,10.609000000000002,,,,68.0,0.152535,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060854412403080.8,92.226728,24.052256,60854412403081.0,92.226723,24.052251,0.83,0.024375795171141777,92.2267255,24.0522535,3.425505700127302e+18,92.22672,24.05224,0.9,0.05185438357531131,92.226724125,24.052250125,92.22672429833,24.052242199970003,3.425505700127302e+18,0.8,0.028535797602539506,0.8433333333333334,92.226711858701,24.0522535508204,0.001,0.001,90.0,3.425505700127302e+18,92.22672429833,0.0385,24.052242199970003,0.034,1.125,0.0384,2.638,0.075,-2.636,0.062,False,22795.0,19.051,14.793766,11177.2,41.6679,15.230556,17016.1,29.7403,14.184772,1.045784,,,0.0,5106.07,0.43799999999999994,0.1927,1.12,0.769,0.053791,06085441+2403081,92.226715,24.052259,0.07,0.06,0.0,13.43,13.026,12.915999999999999,0.024,0.024,0.025,AAA,222.0,0.0,2450821.6957,0.04408,1.3686092226717326e+17,92.22672321,24.05224306,0.006,0.002,0.0,503635968.0,60.0,55938.21688657,5.0,62.0,15.2953,0.0037,15.3539,0.0036,115000.0,14.77,0.0025,14.8153,0.004,115000.0,14.544,0.001,14.5841,0.0033,115000.0,14.4494,0.0015,14.4986,0.0051,115000.0,14.3689,0.0033,14.4017,0.006999999999999999,115000.0,0.049173,0.156,0.3241,6064.1015625,204.2421875
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060855502402276.0,92.231335,24.041043,60855512402276.0,92.231295,24.041012,0.93,0.17247917139268154,92.23131500000001,24.0410275,,,,,,92.23131500000001,24.0410275,,,,,,0.93,92.2312836596649,24.0410162743408,0.002,0.002,90.0,3.425505489673264e+18,92.23129263405,0.07200000000000001,24.041007603140002,0.0677,0.1938,0.0836,1.9040000000000001,0.139,-2.0140000000000002,0.113,False,4953.63,4.63654,16.451056,2034.14,39.0176,17.080435,4355.7,15.2422,15.664276000000001,1.416159,,,0.0,4438.0,,,,,0.19428800000000002,06085550+2402276,92.23127,24.041016,0.07,0.06,0.0,14.645999999999999,14.117,13.869000000000002,0.03,0.032,0.042,AAA,222.0,0.0,2450821.6957,0.23476799999999998,1.3684092231281976e+17,92.23129079,24.04100927,0.003,0.002,0.0,503635968.0,60.0,55865.95664352,5.0,42.0,17.2762,0.0062,17.3355,0.0106,115000.0,16.4506,0.0033,16.509,0.0022,115000.0,16.0571,0.0059,16.1116,0.0043,115000.0,15.845999999999998,0.0043,15.9153,0.011000000000000001,115000.0,15.7089,0.0068,15.7985,0.01,115000.0,0.189397,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060856412427104.8,92.235066,24.452916,60856422427106.0,92.23509,24.452949,0.73,0.14247551376937848,92.235078,24.45293250000001,3.426283394148438e+18,92.2351,24.45293,0.9,0.07265546982078659,92.2350835,24.452931875,92.23510014723,24.45293341688,3.426283394148438e+18,1.0,0.05483606292971673,0.8766666666666666,92.235088759719,24.4529458299928,0.001,0.001,90.0,3.426283394148438e+18,92.23510014723,0.040999999999999995,24.452933416879997,0.0371,1.1252,0.0396,2.408,0.083,-2.883,0.07,False,14799.1,12.8357,15.262776,6816.92,22.7236,15.767419,11602.1,23.9034,14.600575,1.166844,,,0.0,4909.0,,,1.0,0.52,0.130749,06085641+2427105,92.235077,24.452942,0.07,0.06,7.0,13.842,13.417,13.31,0.040999999999999995,0.042,0.043,AAA,222.0,0.0,2450821.696,0.100302,1.3734092235075411e+17,92.23509774,24.45293541,0.006999999999999999,0.006999999999999999,0.0,503635968.0,60.0,55799.18408565,5.0,51.0,15.8557,0.0021,15.9387,0.0046,115000.0,15.2393,0.0056,15.3045,0.0037,115000.0,14.9652,0.0029,15.0171,0.0011,115000.0,14.8503,0.0017,14.9233,0.0102,115000.0,14.7576,0.0043,14.754000000000001,0.0112,115000.0,0.125306,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060858352414215.2,92.243153,24.239359,60858352414215.0,92.24314,24.239317,0.77,0.15710669520919887,92.2431465,24.239338,3.4262645650137247e+18,92.24314,24.2393,0.9,0.13845399436146447,92.243144875,24.2393285,92.2431378327,24.23930413758,3.4262645650137247e+18,0.8,0.0907001702381089,0.8233333333333333,92.2431298882121,24.23931729910181,0.003,0.002,90.0,3.4262645650137247e+18,92.2431378327,0.0843,24.23930413758,0.0814,1.0956,0.0963,1.682,0.17600000000000002,-3.057,0.141,False,4918.78,11.1342,16.458721,1959.25,63.2057,17.12116,4517.2,33.4008,15.624746,1.496414,,,0.0,4429.5,0.8007,0.38,0.79,0.214,0.168205,06085835+2414215,92.243135,24.239319000000002,0.07,0.06,4.0,14.504000000000001,13.882,13.759,0.036000000000000004,0.033,0.038,AAA,222.0,0.0,2450821.6959,0.155651,1.3708092243145774e+17,92.24313520000001,24.23930705,0.006999999999999999,0.003,0.0,503635968.0,60.0,56013.07704861,5.0,55.0,17.347,0.0153,17.5729,0.0101,115000.0,16.4966,0.0013,16.5513,0.0373,115000.0,16.028,0.006999999999999999,16.0899,0.0147,115000.0,15.8688,0.0019,15.9252,0.0136,115000.0,15.7043,0.0041,15.8657,0.0261,115000.0,0.195935,0.28600000000000003,0.5147,4670.27246094,106.2480468800004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060858872420166.0,92.245349,24.337947,60858882420166.0,92.24533,24.337953,0.52,0.06595837912912847,92.2453395,24.33795,3.4262698907732874e+18,92.24534,24.33794,0.9,0.0360373377699014,92.245339625,24.337947500000002,92.24533620375999,24.337940239250003,3.4262698907732874e+18,1.0,0.02844578749625652,0.8066666666666666,92.2453275731717,24.3379526971307,0.001,0.001,90.0,3.4262698907732874e+18,92.24533620375999,0.0341,24.337940239250003,0.0313,1.1773,0.0334,1.8259999999999998,0.076,-2.8930000000000002,0.059000000000000004,False,27837.3,24.0655,14.576798000000002,13610.4,33.9707,15.016712,20926.1,54.8611,13.960199,1.0565129999999998,,,0.0,5059.82,0.4358,0.2213,1.21,0.865,0.073213,06085887+2420166,92.24532099999999,24.337951999999998,0.07,0.06,0.0,13.274000000000001,12.927999999999999,12.808,0.023,0.022000000000000002,0.023,AAA,222.0,0.0,2450821.6959,0.093589,1.3720092245332606e+17,92.24533609999999,24.33794097,0.01,0.006,0.0,503635968.0,60.0,55853.39989583,5.0,54.0,15.1095,0.0055,15.1681,0.0009,115000.0,14.5596,0.004,14.5986,0.0014,115000.0,14.3263,0.0045,14.3761,0.002,115000.0,14.2397,0.0042,14.2777,0.0038,115000.0,14.1769,0.0033,14.207,0.0035,115000.0,0.047556,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060858962414415.2,92.245595,24.244926,60858962414416.0,92.24568,24.244883,0.84,0.3190765139555832,92.2456375,24.2449045,3.4262645693107487e+18,92.24568,24.24487,0.9,0.1867815320296931,92.245648125,24.244895875,92.24568069850001,24.244870669780003,3.4262645693107487e+18,1.0,0.14023473495375355,0.9133333333333334,92.24566940538428,24.244882757107202,0.002,0.001,90.0,3.4262645693107487e+18,92.24568069850001,0.0599,24.244870669780003,0.0554,1.1674,0.0652,2.392,0.113,-2.807,0.087,False,8947.34,9.56824,15.809130999999999,3606.13,74.372,16.458784,8008.39,41.5979,15.003058,1.455727,,,0.0,4393.67,0.9690000000000001,0.456,1.02,0.348,0.28962899999999997,06085896+2414415,92.245674,24.244884,0.07,0.06,0.0,14.005,13.442,13.251,0.025,0.027999999999999997,0.03,AAA,222.0,0.0,2450821.6959,0.30017699999999997,1.3709092245687443e+17,92.24568042,24.24487285,0.006,0.004,0.0,503635968.0,60.0,56062.88204861,5.0,45.0,16.6928,0.0042,16.7858,0.0101,115000.0,15.7971,0.0031,15.852,0.0112,115000.0,15.3862,0.0027,15.4498,0.0009,115000.0,15.1873,0.0029,15.2561,0.0034,115000.0,15.0525,0.0045,15.1385,0.0066,115000.0,0.339454,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060859402434354.0,92.247574,24.576543,60859412434355.0,92.247531,24.576524,0.89,0.15651351033582184,92.2475525,24.5765335,3.4263085497753646e+18,92.24754,24.57651,0.9,0.09397806281128053,92.24754937500002,24.576527625,92.24754421799,24.57651146651,3.4263085497753646e+18,0.8,0.060571131590835714,0.8633333333333333,92.2475330383142,24.576525773215,0.002,0.002,90.0,3.4263085497753646e+18,92.24754421799,0.059000000000000004,24.57651146651,0.0537,1.0741,0.0606,2.3609999999999998,0.11900000000000001,-3.323,0.102,False,5211.37,7.8799899999999985,16.395986999999998,2082.7,13.1748,17.054821,4596.24,22.2842,15.605913000000001,1.448908,,,0.0,4440.0,0.58,0.282,0.82,0.235,0.147749,06085940+2434354,92.247522,24.576521,0.06,0.06,0.0,14.52,13.997,13.775,0.028999999999999998,0.03,0.04,AAA,222.0,0.0,2450821.6961,0.18776199999999998,1.3749092247542237e+17,92.24754336,24.57651325,0.003,0.002,0.0,503636096.0,60.0,55996.54140046,5.0,53.0,17.2629,0.008,17.3023,0.0084,115000.0,16.4053,0.0042,16.4573,0.008,115000.0,15.9695,0.0024,16.0304,0.0038,115000.0,15.7976,0.004,15.8481,0.0079,115000.0,15.6769,0.0051,15.734000000000002,0.0132,115000.0,0.14674,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060900252406344.8,92.251077,24.109664,60900252406344.0,92.251053,24.109562,0.82,0.37557316903043503,92.251065,24.109613000000003,,,,,,92.251065,24.10961300000001,,,,,,0.82,92.25103029509752,24.1095621720162,0.002,0.002,90.0,3.4262569414488653e+18,92.25104369501999,0.0769,24.10953825663,0.0719,0.6682,0.0843,2.841,0.152,-5.555,0.12300000000000001,False,3777.5,3.63651,16.745354000000006,1524.92,23.7619,17.393272,3483.57,27.4917,15.906858999999999,1.486413,,,0.0,4358.74,1.4035,0.713,1.18,0.456,0.39741,06090025+2406345,92.251083,24.10959200000001,0.07,0.06,0.0,14.869000000000002,14.283,14.009,0.035,0.039,0.045,AAA,222.0,0.0,2450821.6958,0.259949,1.3693092251056202e+17,92.25104321,24.10954249,0.011000000000000001,0.011000000000000001,90.0,503635968.0,60.0,55882.35424769,5.0,64.0,17.5323,0.0038,17.5924,0.006999999999999999,115000.0,16.7313,0.0041,16.7332,0.0041,115000.0,16.3219,0.0042,16.27,0.0054,115000.0,16.1051,0.0041,16.0483,0.0044,16892216.0,15.9663,0.0059,15.8964,0.0064,16892216.0,0.451308,0.5859,0.78,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060900862415563.2,92.253602,24.265616,60900842415561.0,92.253499,24.265593,,0.3480327536906851,92.2535505,24.2656045,3.4262649816276014e+18,92.25361,24.2656,0.9,0.19594628727294125,92.253565375,24.265603375000005,92.25360737886,24.26560307675,3.4262649816276014e+18,1.0,0.1378583537483612,0.95,92.2535964417477,24.265616214563604,0.002,0.001,90.0,3.426264981627602e+18,92.25360737886,0.0602,24.26560307675,0.054000000000000006,1.2035,0.0646,2.316,0.11800000000000001,-3.051,0.09,False,11241500.0,7167.45,8.061303,4032580.0,6980.8,8.837431,10156900.0,40529.1,7.2450220000000005,1.592409,-7.86,0.15,9.0,4299.57,0.33399999999999996,0.162,37.39,430.439,0.018258,06090086+2415563,92.253588,24.265648000000002,0.07,0.06,0.0,6.0329999999999995,5.398,5.231,0.019,0.018000000000000002,0.018000000000000002,AAA,111.0,0.0,2450821.6959,0.124025,1.371109225353994e+17,92.253588,24.265648000000002,0.048,0.048,90.0,1409359872.0,168.0,50821.1958912,1.0,11.0,9.173,,,,68.0,8.168,,,,68.0,7.684,,,,68.0,7.375,,,,68.0,7.215,,,,114788.0,0.124025,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060901922432087.2,92.258025,24.535775,60901932432087.0,92.258025,24.535763,0.58,0.043200000016079834,92.258025,24.535769,3.4263081675221565e+18,92.25804,24.53575,0.9,0.08421234944201911,92.25802875,24.53576425,92.25803767552,24.53574911272,3.4263081675221565e+18,1.0,0.061838800052191986,0.8266666666666667,92.25802608014507,24.5357618262403,0.001,0.001,90.0,3.4263081675221565e+18,92.25803767552,0.0421,24.53574911272,0.0387,1.1314,0.0434,2.45,0.083,-2.9530000000000003,0.069,False,9985.5,10.0248,15.68994,4346.57,20.6564,16.256021,8190.95,21.8204,14.978584,1.2774370000000002,,,0.0,4884.0,,,0.83,0.349,0.047557,06090192+2432087,92.258027,24.535759,0.07,0.06,0.0,14.110999999999999,13.672,13.51,0.025,0.03,0.032,AAA,222.0,0.0,2450821.6961,0.057971,1.3744092258024346e+17,92.25803395,24.53575021,0.045,0.009000000000000001,90.0,503635968.0,60.0,55886.76305556,5.0,50.0,16.3464,0.0031,16.4159,0.0031,115000.0,15.6564,0.0031,15.7019,0.0015,115000.0,15.3562,0.0054,15.4094,0.0047,115000.0,15.2054,0.0026,15.2527,0.0029,115000.0,15.1241,0.0086,15.1585,0.0047,115000.0,0.093934,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060902122416036.0,92.25888,24.267708,60902142416038.0,92.258897,24.267709,0.66,0.05590809041305676,92.2588885,24.2677085,3.4262649816276e+18,92.2589,24.2677,0.9,0.04858801670307479,92.258891375,24.267706375,92.25889855713,24.26769639855,3.4262649816276e+18,1.0,0.04295918985421157,0.8533333333333334,92.25888800513479,24.267708190292,0.001,0.001,90.0,3.4262649816276e+18,92.25889855713001,0.0442,24.26769639855,0.0485,1.1314,0.0635,2.234,0.087,-2.739,0.071,False,17556.9,16.4606,15.077244,8254.77,34.1291,15.559626999999999,13693.6,38.474000000000004,14.420623999999998,1.139003,,,0.0,4966.0,0.564,0.271,1.05,0.603,0.026281,06090212+2416036,92.258868,24.267685,0.07,0.06,4.0,13.535,13.175,13.073,0.043,0.047,0.046,AAA,222.0,0.0,2450821.6959,0.09168899999999999,1.3712092258906178e+17,92.25889927,24.26769946,0.035,0.012,0.0,235200512.0,28.0,56031.33994213,6.0,46.0,15.6554,0.0028,15.7279,0.0316,115000.0,15.0643,0.0244,15.0058,0.002,65848.0,15.1083,0.04,14.9515,0.1028,115000.0,14.6556,0.0041,15.0288,0.0028,115000.0,14.5147,0.0144,14.8703,0.0,16892216.0,0.070319,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060902142429311.2,92.258964,24.491972,60902152429312.0,92.258959,24.492005,0.9,0.11992395818892332,92.2589615,24.4919885,3.4263072097455964e+18,92.25897,24.49199,0.9,0.028365339890530267,92.258963625,24.491988875,92.25897143646999,24.491990636849998,3.4263072097455964e+18,0.9,0.02636521104683761,0.9,92.258959482052,24.4920038022398,0.001,0.001,90.0,3.4263072097455964e+18,92.25897143646999,0.0403,24.491990636849998,0.0368,1.1823,0.042,2.5269999999999997,0.079,-3.0580000000000003,0.068,False,10500.2,17.7653,15.635375,4625.43,32.7588,16.188509,8696.77,45.4282,14.913525,1.2749840000000001,,,0.0,4725.0,,,0.89,0.35200000000000004,0.115441,06090214+2429311,92.258945,24.49199500000001,0.07,0.06,0.0,14.024000000000001,13.491,13.38,0.025,0.025,0.027000000000000003,AAA,222.0,0.0,2450821.696,0.10358699999999996,1.3739092258963091e+17,92.25897095,24.49199149,0.006999999999999999,0.003,90.0,503636096.0,60.0,55967.50276619999,5.0,56.0,16.2791,0.0034,16.3554,0.0049,115000.0,15.4786,0.0004,15.5273,0.0055,115000.0,15.2896,0.0022,15.3365,0.002,115000.0,15.0652,0.0013,15.118,0.0055,115000.0,14.9517,0.0059,15.007,0.0065,115000.0,0.073766,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060903062419360.8,92.262758,24.326739,60903072419362.0,92.262786,24.326729,0.89,0.0986531207422344,92.262772,24.326734,3.426269826350692e+18,92.26279,24.32672,0.9,0.07763148592356539,92.2627765,24.326730500000004,92.26279251753,24.32671657429,3.426269826350692e+18,1.0,0.07262278315566592,0.93,92.26278065073808,24.3267286171206,0.003,0.002,90.0,3.426269826350692e+18,92.26279251753,0.0892,24.32671657429,0.0804,1.111,0.0991,2.511,0.16699999999999998,-2.7969999999999997,0.138,False,12428.3,12.6631,15.452333,5452.94,22.726,16.009811,10352.6,27.6415,14.724297,1.285515,,,0.0,4774.12,0.7383,0.3608,1.0,0.465,0.083175,06090306+2419361,92.26276700000001,24.326721,0.07,0.06,0.0,13.757,13.267000000000001,13.179,0.027000000000000003,0.032,0.033,AAA,222.0,0.0,2450821.6959,0.07120900000000001,1.371909226279026e+17,92.26279153,24.3267168,0.01,0.001,0.0,503635968.0,60.0,55902.77068287,5.0,65.0,16.1417,0.0092,16.16,0.0045,115000.0,15.4531,0.0021,15.4805,0.0028,115000.0,15.0975,0.0028,15.0867,0.0106,115000.0,14.9306,0.0045,14.9624,0.0035,115000.0,14.8132,0.0025,14.7764,0.002,115000.0,0.13596,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060906482421302.0,92.277044,24.358393,60906492421303.0,92.277036,24.358404,0.97,0.04750267931095345,92.27704,24.3583985,3.426270028212265e+18,92.27705,24.35839,0.9,0.04485419062971621,92.27704250000001,24.358396375,92.27704640754999,24.35838918875,3.426270028212265e+18,0.9,0.02887050683282242,0.9233333333333332,92.277035811519,24.358403188735,0.002,0.002,90.0,3.426270028212265e+18,92.27704640754999,0.059000000000000004,24.35838918875,0.0526,1.1974,0.0528,2.242,0.121,-3.252,0.105,False,7321.24,10.2211,16.026905,3065.77,14.1641,16.635038,6265.19,38.2852,15.269584,1.3654549999999999,,,0.0,4907.42,0.6337,0.297,0.66,0.22699999999999998,0.045459,06090648+2421302,92.277026,24.358412,0.07,0.06,0.0,14.370999999999999,13.797,13.71,0.025,0.03,0.034,AAA,222.0,0.0,2450821.6959,0.090351,1.372309227703506e+17,92.27704569,24.35839024,0.004,0.002,90.0,503635968.0,60.0,55979.35952546,5.0,56.0,16.7975,0.0032,16.895,0.0041,115000.0,15.9956,0.0031,16.0831,0.0005,115000.0,15.6468,0.0028,15.7058,0.0039,115000.0,15.4841,0.0057,15.5431,0.0058,115000.0,15.3815,0.0034,15.4413,0.0023,115000.0,0.011377,,,,
