EPIC,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,phot_g_mean_flux_Gaia,phot_g_mean_flux_error_Gaia,phot_g_mean_mag_Gaia,phot_bp_mean_flux_Gaia,phot_bp_mean_flux_error_Gaia,phot_bp_mean_mag_Gaia,phot_rp_mean_flux_Gaia,phot_rp_mean_flux_error_Gaia,phot_rp_mean_mag_Gaia,bp_rp_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,e_bp_min_rp_val_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,Jmag_2MASS,Hmag_2MASS,Kmag_2MASS,e_Jmag_2MASS,e_Hmag_2MASS,e_Kmag_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,gmag_PS1,e_gmag_PS1,gKmag_PS1,e_gKmag_PS1,gFlags_PS1,rmag_PS1,e_rmag_PS1,rKmag_PS1,e_rKmag_PS1,rFlags_PS1,imag_PS1,e_imag_PS1,iKmag_PS1,e_iKmag_PS1,iFlags_PS1,zmag_PS1,e_zmag_PS1,zKmag_PS1,e_zKmag_PS1,zFlags_PS1,ymag_PS1,e_ymag_PS1,yKmag_PS1,e_yKmag_PS1,yFlags_PS1,angDist_PS1,e_bp_min_rp_percentile_lower,e_bp_min_rp_percentile_upper,Teff_StarHorse,e_Teff_StarHorse
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1482.0,132.88027,11.83082,6.049180760316237e+17,132.88022207361,11.830857416360002,1.0,0.21601117306924533,132.880246036805,11.83083870818,,,,,,,1.0,132.8802703189427,11.8308702006934,0.002,0.001,90.0,6.049180760316237e+17,132.88022207361,0.0534,11.830857416360002,0.0343,1.1427,0.0688,-10.967,0.111,-2.969,0.07,False,6642.09,4.3860800000000015,16.132604999999998,2547.64,10.0275,16.836042000000006,6099.98,9.22989,15.298599,1.5374430000000001,,,0.0,4534.83,,,0.82,0.254,0.180726,08513126+1149510,132.880259,11.830857,0.07,0.07,90.0,14.252,13.612,13.548,0.027000000000000003,0.031,0.035,AAA,222.0,0.0,2450768.9546,0.13872400000000001,1.2219132880228754e+17,132.88022279,11.83085868,0.006999999999999999,0.002,0.0,503635968.0,60.0,55940.39699074,5.0,72.0,17.1313,0.0041,17.2271,0.0053,115000.0,16.0937,0.0032,16.1698,0.003,115000.0,15.6723,0.006,15.7763,0.0057,115000.0,15.4873,0.0017,15.5537,0.0044,115000.0,15.3452,0.0077,15.442,0.0087,115000.0,0.216935,,,4823.68408203,118.76220703000035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483.0,132.85156,11.830663000000001,6.049181103913713e+17,132.85150549773002,11.83068525532,1.0,0.2080830238610621,132.851532748865,11.83067412766,,,,,,,1.0,132.8515532972401,11.830698654057601,0.001,0.001,90.0,6.049181103913711e+17,132.85150549773002,0.0376,11.83068525532,0.0242,1.1741,0.0476,-10.866,0.08199999999999999,-3.112,0.052000000000000005,False,20633.6,12.1322,14.901928,10628.8,43.2356,15.285179000000001,14991.2,39.174,14.32233,0.962849,,,0.0,5308.33,0.0647,0.0372,0.93,0.618,0.130509,08512436+1149504,132.851536,11.830680000000001,0.07,0.07,90.0,13.593,13.277000000000001,13.202,0.032,0.035,0.039,AAA,222.0,0.0,2450768.9546,0.104387,1.2219132851555731e+17,132.85150687,11.83068613,0.006,0.002,90.0,503635968.0,60.0,55838.39586806,5.0,71.0,15.3469,0.0025,15.4091,0.022000000000000002,115000.0,14.8577,0.0026,14.9427,0.0209,115000.0,14.692,0.0032,14.7644,0.0196,115000.0,14.6316,0.0012,14.7247,0.0029,115000.0,14.5546,0.0059,,,115000.0,0.20488800000000001,0.0049,0.1058,6021.34423828,273.5908203100007
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1484.0,132.92688,11.831083999999999,6.049179342969382e+17,132.92683488266002,11.831089958949999,0.9990000000000001,0.16041285719034526,132.92685744133,11.831086979475,,,,,,,0.9990000000000001,132.92688369891042,11.831101944563699,0.001,0.001,90.0,6.049179342969382e+17,132.92683488266002,0.0325,11.831089958949999,0.0214,1.0807,0.0386,-11.097000000000001,0.069,-2.784,0.047,True,203331.0,35.5961,12.417857000000001,112393.0,103.209,12.724538,132732.0,85.0358,11.954482,0.7700560000000001,,,0.0,5836.0,,,2.56,6.852,0.065902,08514245+1149519,132.92689,11.831083999999999,0.07,0.06,90.0,11.427,11.155999999999999,11.097000000000001,0.022000000000000002,0.023,0.017,AAA,222.0,0.0,2450768.9552,0.035235,1.221913292688378e+17,132.92683434,11.83109011,0.10099999999999999,0.049,0.0,906289152.0,108.0,55868.15954861,4.0,57.0,12.689,,,,114724.0,12.383,,,,114724.0,12.293,,,,16420.0,12.279000000000002,,,,114724.0,12.2698,0.003,12.2954,0.0057,115000.0,0.162381,,,6486.38525391,478.0771484400002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1490.0,132.85852,11.832061,6.0491810609563e+17,132.85846354462,11.83208104675,0.929,0.2116078101558381,132.85849177231,11.832071023375,,,,,,,0.929,132.8585152771042,11.832095180319099,0.001,0.001,90.0,6.0491810609563e+17,132.85846354462,0.0289,11.83208104675,0.0183,1.143,0.0363,-11.76,0.061,-3.283,0.040999999999999995,False,28575.7,9.77855,14.548372,14794.6,23.3114,14.926129000000001,20225.4,26.2786,13.997175,0.9289540000000001,,,0.0,5231.81,0.265,0.131,1.16,0.914,0.124169,08512604+1149555,132.85851499999998,11.832087,0.07,0.07,90.0,13.344000000000001,12.987,12.897,0.023,0.023,0.026000000000000002,AAA,222.0,0.0,2450768.9546,0.09524400000000001,1.22191328585129e+17,132.85846474,11.832082699999999,0.006999999999999999,0.003,0.0,503635968.0,60.0,55939.92734954,5.0,59.0,14.9753,0.0028,15.0358,0.0032,115000.0,14.5228,0.0031,14.5823,0.0033,115000.0,14.3425,0.0019,14.4043,0.0015,115000.0,14.3055,0.0013,14.3677,0.0023,115000.0,14.2482,0.0046,14.318,0.0047,115000.0,0.209796,0.07200000000000001,0.2124,5703.83691406,235.70849610000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492.0,132.73612,11.83183,6.049157052095283e+17,132.73604954168002,11.83184139674,1.0,0.2516281911338653,132.73608477084002,11.831835698369998,,,,,,,1.0,132.7360969915621,11.831854785066302,0.001,0.001,90.0,6.049157052095283e+17,132.73604954168002,0.0264,11.83184139674,0.0192,1.0979999999999999,0.0347,-10.786,0.06,-3.11,0.044000000000000004,False,30064.5,7.4933,14.493231,15803.5,21.0094,14.854505,20679.4,29.9775,13.973075,0.8814299999999999,,,0.0,5727.49,0.2102,0.11,1.01,0.988,0.120556,08505666+1149546,132.736122,11.831846,0.07,0.06,90.0,13.395999999999999,13.042,12.958,0.023,0.022000000000000002,0.027999999999999997,AAA,222.0,0.0,2450768.9454,0.058029,1.221913273610787e+17,132.73605039,11.83184235,0.008,0.003,90.0,503635968.0,60.0,56146.4184375,5.0,64.0,14.8789,0.0036,14.936,0.0027,115000.0,14.4536,0.0048,14.5096,0.0045,115000.0,14.3137,0.0017,14.3615,0.0034,115000.0,14.2957,0.0039,14.3502,0.003,115000.0,14.2573,0.0067,14.2906,0.0031,115000.0,0.24926900000000002,0.0479,0.2073,5727.00341797,251.68212891000076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493.0,132.78336000000002,11.832154,6.049208248105336e+17,132.78330210381,11.83217833948,1.0,0.22201962053082847,132.783331051905,11.832166169739999,,,,,,,1.0,132.7833498084372,11.8321901144493,0.001,0.001,90.0,6.049208248105336e+17,132.78330210381,0.0337,11.83217833948,0.0221,1.1919,0.0441,-10.844000000000001,0.07200000000000001,-2.735,0.054000000000000006,False,15021.7,17.222,15.246571,7120.19,40.3321,15.720158999999999,11580.6,36.1423,14.602588,1.1175709999999999,,,0.0,4968.95,0.34700000000000003,0.1725,0.92,0.46399999999999997,0.13488,08510801+1149558,132.783379,11.832182000000001,0.07,0.06,90.0,13.856,13.35,13.259,0.026000000000000002,0.026000000000000002,0.028999999999999998,AAA,222.0,0.0,2450768.9454,0.12100599999999999,1.221913278335991e+17,132.78330534,11.8321787,0.003,0.002,0.0,503635968.0,60.0,56083.14733796,5.0,74.0,15.9437,0.0093,16.0137,0.0096,115000.0,15.3019,0.0181,15.3538,0.012,115000.0,14.9994,0.0141,15.0523,0.0203,115000.0,14.948,0.004,14.9943,0.0051,115000.0,14.8474,0.0069,14.8799,0.0075,115000.0,0.212131,0.1385,0.204,5596.09521484,249.9033203199997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1495.0,132.90306999999999,11.833041,6.049179729524003e+17,132.90301631751,11.83306578705,1.0,0.2091419612597868,132.903043158755,11.833053393524999,,,,,,,1.0,132.9030650486426,11.8330786433539,0.001,0.001,90.0,6.049179729524003e+17,132.90301631751,0.0359,11.83306578705,0.0227,1.084,0.0437,-11.078,0.077,-2.986,0.051,False,14095.9,5.61305,15.315636999999999,6847.95,13.2672,15.762485999999999,10518.2,11.4742,14.707066000000001,1.055421,,,0.0,5451.67,0.1962,0.10800000000000001,0.78,0.48700000000000004,0.136634,08513673+1149590,132.903066,11.833062,0.07,0.07,90.0,14.012,13.555,13.543,0.026000000000000002,0.024,0.037000000000000005,AAA,222.0,0.0,2450768.9546,0.076903,1.2220132903058016e+17,132.90301829,11.83306636,0.011000000000000001,0.004,0.0,503635968.0,60.0,55797.13774306,5.0,58.0,15.834000000000001,0.0025,15.9109,0.0094,115000.0,15.2657,0.0019,15.3353,0.0037,115000.0,15.0655,0.0023,15.1519,0.0036,115000.0,15.0006,0.0025,15.0621,0.0065,115000.0,14.9324,0.0044,14.9777,0.0058,115000.0,0.203794,0.0333,0.1768,5327.54980469,271.6933593699996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500.0,132.79904,11.833822,6.049208248107167e+17,132.79898217738995,11.833847944119999,1.0,0.22412541195787408,132.79901108869495,11.83383497206,,,,,,,1.0,132.7990306602424,11.8338617199252,0.001,0.001,90.0,6.049208248107167e+17,132.79898217738995,0.0358,11.833847944119999,0.0224,1.0828,0.0478,-11.020999999999999,0.075,-3.2,0.052000000000000005,False,16814.2,6.31121,15.124173999999998,7568.23,16.3719,15.653903,13346.5,19.7152,14.448503,1.205401,,,0.0,4986.25,0.7915,0.3785,1.06,0.627,0.14673,08511176+1150018,132.799041,11.833839999999999,0.07,0.07,90.0,13.665,13.12,13.030999999999999,0.023,0.024,0.027999999999999997,AAA,222.0,0.0,2450768.9546,0.06489600000000001,1.222013279903611e+17,132.7989847,11.83384871,0.003,0.002,90.0,503635968.0,60.0,56078.03608796,5.0,70.0,15.762,0.003,15.8231,0.0075,115000.0,15.0706,0.0021,15.1248,0.0033,115000.0,14.8051,0.0039,14.852,0.0015,115000.0,14.7104,0.0015,14.7726,0.004,115000.0,14.6303,0.006999999999999999,14.6688,0.0056,115000.0,0.217283,0.1564,0.471,5338.86914062,205.3134765700006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1507.0,132.87669,11.834914,6.04918071736057e+17,132.87663595105,11.834947194949999,1.0,0.2248290178499556,132.876662975525,11.834930597475,,,,,,,1.0,132.8766834348201,11.834959508777,0.001,0.001,90.0,6.04918071736057e+17,132.87663595105,0.0394,11.834947194949999,0.0239,1.1897,0.0489,-10.794,0.08,-2.86,0.05,False,12399.1,5.75652,15.454885999999998,5322.56,12.0017,16.036085,10316.8,15.4126,14.728059,1.308026,,,0.0,4808.16,0.8190000000000001,0.4017,0.91,0.4,0.165457,08513040+1150057,132.876684,11.834942999999999,0.07,0.07,90.0,13.857000000000001,13.325999999999999,13.215,0.024,0.027000000000000003,0.03,AAA,222.0,0.0,2450768.9546,0.106519,1.2220132876680243e+17,132.87663894,11.83494744,0.006999999999999999,0.005,0.0,235200512.0,28.0,55865.91706019,8.0,61.0,16.2087,0.0026,16.2949,0.0066,115000.0,15.3974,0.0013,15.4641,0.0031,98616.0,15.0968,0.0015,15.1714,0.0034,98616.0,14.972000000000001,0.0022,15.0362,0.0039,16696.0,14.8601,0.006,14.9251,0.0055,16696.0,0.21646999999999997,0.3505,0.445,5216.35644531,229.08642578000035
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510.0,132.92642,11.83542,6.049179342969367e+17,132.9263729373,11.835454903139999,1.0,0.20805239697687136,132.92639646865,11.835437451569998,,,,,,,1.0,132.92642140612222,11.8354669749959,0.001,0.001,90.0,6.049179342969367e+17,132.9263729373,0.0344,11.835454903139999,0.0231,1.2118,0.0449,-11.017999999999999,0.073,-2.804,0.047,False,542488.0,247.50599999999997,11.352391,239076.0,243.325,11.905046,426367.0,386.4,10.687462,1.2175850000000001,34.23,0.28,15.0,4819.87,,,5.88,16.833,0.169183,08514234+1150076,132.926425,11.835453,0.07,0.06,90.0,9.829,9.339,9.187000000000001,0.022000000000000002,0.023,0.017,AAA,222.0,0.0,2450768.9552,0.120099,1.2220132926010269e+17,132.92602058,11.83517394,0.015,0.015,90.0,268959744.0,32.0,55215.58815972,0.0,5.0,,,,,0.0,15.6331,0.0,12.7904,0.001,24.0,10.8207,0.001,13.5195,0.001,16.0,12.007,0.0498,12.3614,0.0904,24.0,,,,,0.0,1.6629150000000001,,,4840.59521484,165.3681640699997
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1511.0,132.82924,11.834912,6.049206830760063e+17,132.8291882485,11.83491929256,0.9890000000000001,0.18422524562750064,132.82921412425,11.83491564628,,,,,,,0.9890000000000001,132.8292364275443,11.834932537042501,0.001,0.001,90.0,6.049206830760063e+17,132.8291882485,0.0364,11.83491929256,0.0215,1.0113,0.0457,-10.952,0.07200000000000001,-3.076,0.051,True,206342.0,47.251999999999995,12.401897,113693.0,108.89399999999999,12.712056,135272.0,93.3555,11.933902999999999,0.778153,,,0.0,5950.0,,,2.64,7.897,0.07499700000000001,08511901+1150057,132.82924599999998,11.834923,0.07,0.07,90.0,11.427999999999999,11.155,11.106,0.022000000000000002,0.022000000000000002,0.02,AAA,222.0,0.0,2450768.9546,0.04489,1.2220132829290238e+17,132.82918306,11.83492322,0.305,0.122,90.0,637853696.0,76.0,55992.75296296,4.0,87.0,12.745999999999999,,,,32804.0,12.43,,,,36.0,12.324000000000002,,,,114724.0,12.295,,,,32804.0,12.2824,0.0075,12.2959,0.0018,16696.0,0.204652,,,6280.37890625,459.9814453099998
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512.0,132.78495,11.835486999999999,6.049208248105334e+17,132.78489260572,11.835494858739999,1.0,0.20419618275078424,132.78492130286,11.83549092937,,,,,,,1.0,132.7849413682984,11.8355085922548,0.001,0.0,90.0,6.049208248105334e+17,132.78489260572,0.0205,11.835494858739999,0.0132,1.1165,0.0268,-11.085,0.044000000000000004,-3.19,0.031,False,78984.7,14.068,13.444507999999999,43876.0,28.0529,13.745821,51195.6,29.4817,12.988838000000001,0.756983,,,0.0,5987.5,,,1.46,2.476,0.08347,08510839+1150078,132.784964,11.835506,0.07,0.06,90.0,12.508,12.22,12.161,0.022000000000000002,0.022000000000000002,0.018000000000000002,AAA,222.0,0.0,2450768.9454,0.084332,1.2220132784975309e+17,132.78489578,11.83549551,0.006999999999999999,0.002,90.0,503635968.0,60.0,55994.50800926,5.0,74.0,13.7571,0.0007,13.8021,0.0042,16892216.0,13.5561,0.0413,13.5149,0.017,115000.0,13.3501,0.0088,13.3915,0.0041,115000.0,13.3375,0.0015,13.3826,0.0013,115000.0,13.3126,0.0032,13.3344,0.0059,115000.0,0.193483,,,6022.11425781,437.85693360000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1514.0,132.86645,11.836616000000001,6.049181404553665e+17,132.86639908153998,11.836631297019998,1.0,0.1876702202375498,132.86642454076997,11.83662364851,,,,,,,1.0,132.8664478271941,11.8366441747508,0.001,0.001,90.0,6.049181404553665e+17,132.86639908153998,0.025,11.836631297019998,0.0155,1.1563,0.0316,-11.081,0.053,-2.991,0.037000000000000005,False,37677.9,8.68975,14.248149,20121.4,21.7507,14.592244,25654.8,23.0615,13.738997,0.853248,,,0.0,5748.0,0.1395,0.073,1.06,1.115,0.10171799999999999,08512794+1150118,132.866445,11.836625,0.07,0.07,90.0,13.189,12.856,12.804,0.022000000000000002,0.022000000000000002,0.024,AAA,222.0,0.0,2450768.9546,0.03688,1.2220132866450445e+17,132.86640071,11.83663259,0.013000000000000001,0.005,0.0,503635968.0,60.0,55900.38760417,5.0,61.0,14.6335,0.0017,14.6817,0.0047,115000.0,14.2148,0.0022,14.2679,0.0013,115000.0,14.0858,0.0022,14.1438,0.0037,115000.0,14.0715,0.0043,14.1177,0.0014,115000.0,14.0191,0.0078,14.06,0.0058,115000.0,0.183653,0.021,0.1573,5840.74804688,267.29736327999944
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.0,132.75443,11.836341000000001,6.049157395692612e+17,132.75436259021,11.836351827,1.0,0.2406922626553665,132.754396295105,11.8363464135,,,,,,,1.0,132.7544100497451,11.8363644374491,0.001,0.001,90.0,6.049157395692612e+17,132.75436259021,0.0372,11.836351827,0.0261,1.0818,0.0546,-10.788,0.086,-2.929,0.064,False,179068.0,32.3537,12.555823,91993.0,133.601,12.942001,125445.0,88.1656,12.015791,0.9262100000000001,32.77,1.44,10.0,5431.38,,,2.82,6.225,0.10982,08510106+1150108,132.754423,11.836357000000001,0.07,0.06,90.0,11.38,11.017999999999999,10.950999999999999,0.022000000000000002,0.022000000000000002,0.018000000000000002,AAA,222.0,0.0,2450768.9454,0.062658,1.2220132754448413e+17,132.75441081,11.83639249,0.10099999999999999,0.092,0.0,302309376.0,36.0,55690.69256944,0.0,25.0,13.218,,,,4.0,12.710999999999999,,,,4.0,12.495999999999999,,,,4.0,12.387,,,,4.0,12.2982,0.0126,12.2956,0.0041,280.0,0.197311,,,5337.86767578,514.8271484399993
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1518.0,132.82738999999998,11.837274,6.049207560912312e+17,132.82733474243,11.83730695698,1.0,0.2279989964026145,132.82736237121497,11.837290478489999,,,,,,,1.0,132.8273831317868,11.8373198502953,0.001,0.001,90.0,6.049207560912312e+17,132.82733474243,0.0377,11.83730695698,0.0218,1.1511,0.0474,-11.0,0.078,-2.995,0.054000000000000006,False,14489.1,5.68235,15.285766,6366.79,13.1172,15.841586999999999,11863.6,13.5992,14.576376999999999,1.26521,,,0.0,4947.71,0.8075,0.392,0.95,0.48200000000000004,0.166826,08511857+1150143,132.82738700000002,11.837317,0.07,0.07,90.0,13.735,13.183,13.093,0.027000000000000003,0.027999999999999997,0.03,AAA,222.0,0.0,2450768.9546,0.15516,1.2220132827386526e+17,132.82733742,11.83730758,0.003,0.001,90.0,503635968.0,60.0,55903.840891199994,5.0,72.0,15.9931,0.0023,16.1285,0.0032,115000.0,15.2208,0.0016,15.3603,0.003,115000.0,14.9471,0.006999999999999999,15.0465,0.0034,115000.0,14.8364,0.0025,14.9021,0.009000000000000001,115000.0,14.7359,0.0041,14.713,0.0105,115000.0,0.22121500000000002,0.2697,0.4768,5353.23339844,210.7529296900002
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.0,132.81394,11.837301,6.049207174357439e+17,132.81388598889998,11.837310300089998,1.0,0.1932276571235036,132.81391299445,11.837305650045,,,,,,,1.0,132.8139334278173,11.837322340590699,0.001,0.001,90.0,6.049207174357439e+17,132.81388598889998,0.0344,11.837310300089998,0.0212,1.0888,0.0425,-10.784,0.073,-2.7969999999999997,0.05,False,161751.0,26.9974,12.666249,90620.5,78.9914,12.958323,104125.0,51.6798,12.218035,0.7402880000000001,,,0.0,6318.58,,,1.92,5.287000000000001,0.08023999999999999,08511534+1150143,132.813946,11.83732,0.07,0.07,90.0,11.724,11.464,11.424000000000001,0.022000000000000002,0.022000000000000002,0.02,AAA,222.0,0.0,2450768.9546,0.07159299999999999,1.2220132813989523e+17,132.81388638,11.83731213,0.046,0.03,90.0,906289152.0,108.0,55914.52626157,4.0,80.0,13.055,,,,114724.0,12.739,,,,16420.0,12.633,,,,114724.0,12.604000000000001,,,,114724.0,12.5554,0.0032,12.5662,0.0031,115000.0,0.193129,,,6212.03027344,372.62646484000015
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.0,132.8261,11.838783,6.049207560912315e+17,132.82604339828,11.838794374,1.0,0.20359189674433376,132.82607169914002,11.838788687000001,,,,,,,1.0,132.8260913063317,11.838805505162101,0.001,0.001,90.0,6.049207560912315e+17,132.82604339828,0.0311,11.838794374,0.0165,1.1288,0.0386,-10.89,0.057999999999999996,-2.585,0.04,False,41573.0,16.4795,14.141335999999999,22220.9,37.8795,14.484484,28422.5,29.8363,13.627763,0.856721,,,0.0,5745.0,0.207,0.10099999999999999,1.15,1.291,0.086616,08511826+1150196,132.826102,11.838795,0.07,0.07,90.0,13.042,12.68,12.592,0.033,0.037000000000000005,0.033,AAA,222.0,0.0,2450768.9546,0.043771,1.2220132826106704e+17,132.82604529,11.83879507,0.004,0.001,90.0,503635968.0,60.0,55929.95952546,5.0,73.0,14.5189,0.0031,14.5756,0.003,115000.0,14.1165,0.0007,14.1762,0.0053,115000.0,13.991,0.0012,14.023,0.0096,115000.0,13.9471,0.0032,13.9968,0.0036,115000.0,13.8931,0.004,13.9105,0.0078,115000.0,0.197603,0.039,0.26,6012.10498047,334.96337891000076
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525.0,132.87451000000001,11.839663,6.049181404553659e+17,132.87446064796998,11.83968236174,0.997,0.1873373440399256,132.87448532398494,11.839672680869999,,,,,,,0.997,132.8745098184543,11.8396950755734,0.001,0.001,90.0,6.049181404553659e+17,132.87446064796998,0.0259,11.83968236174,0.0155,1.0206,0.0302,-11.177,0.054000000000000006,-2.9530000000000003,0.033,False,39500.4,9.43442,14.196862,20034.0,26.0658,14.596971,28148.1,28.2768,13.638295999999999,0.958674,,,0.0,5362.0,0.6755,0.32899999999999996,1.45,1.556,0.11547400000000001,08512988+1150228,132.87450800000002,11.839683,0.07,0.07,90.0,12.982999999999999,12.6,12.546,0.023,0.023,0.02,AAA,222.0,0.0,2450768.9546,0.072344,1.2220132874511811e+17,132.87446181,11.83968317,0.009000000000000001,0.008,90.0,235200512.0,28.0,55783.52258102,6.0,52.0,14.6554,0.0015,14.7113,0.0039,115000.0,14.1519,0.0014,14.2291,0.0022,115000.0,13.9948,0.0013,14.0622,0.0013,66104.0,13.9429,0.0036,14.0008,0.0042,115000.0,13.9026,0.0029,13.8574,0.0058,115000.0,0.184668,0.248,0.4764,5774.78027344,295.91015625
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1526.0,132.83387,11.839773,6.04920687371752e+17,132.83380891746,11.839782704560001,1.0,0.2180360428804705,132.83383945872998,11.83977785228,,,,,,,1.0,132.8338575366346,11.8397941163641,0.001,0.001,90.0,6.04920687371752e+17,132.83380891746,0.0238,11.839782704560001,0.0145,1.1546,0.0288,-11.052,0.05,-2.65,0.035,True,56132.7,10.9768,13.815326999999998,31097.3,34.9878,14.11958,36722.1,34.7318,13.349603,0.7699779999999999,,,0.0,6131.5,0.2057,0.0855,1.13,1.6380000000000001,0.087791,08512012+1150231,132.833861,11.839775999999999,0.07,0.07,90.0,12.843,12.587,12.505999999999998,0.022000000000000002,0.023,0.023,AAA,222.0,0.0,2450768.9546,0.033499,1.2220132833882822e+17,132.83381070000002,11.83978323,0.006,0.003,90.0,503635968.0,60.0,55897.60472222,5.0,78.0,14.1445,0.0026,14.1951,0.0011,115000.0,13.8017,0.0031,13.8544,0.0011,115000.0,13.6903,0.001,13.7498,0.001,115000.0,13.7033,0.0023,13.7483,0.0021,115000.0,13.6787,0.0047,13.7193,0.0041,115000.0,0.21215900000000001,0.018000000000000002,0.1528,5889.01318359,277.07177735000005
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1532.0,132.78675,11.840839,6.04920893530008e+17,132.78669087437999,11.84088971871,0.94,0.27701375332569633,132.78672043718998,11.840864359354999,,,,,,,0.94,132.786737112313,11.8409030557604,0.003,0.002,90.0,6.04920893530008e+17,132.78669087437999,0.105,11.84088971871,0.0629,1.4901,0.1286,-10.511,0.225,-3.0980000000000003,0.156,False,2063.42,2.23074,17.401896,714.7860000000003,19.4897,18.215948,2053.56,20.9454,16.48065,1.735298,,,0.0,,,,,,0.235029,08510881+1150272,132.78673600000002,11.840902999999999,0.07,0.06,90.0,15.424000000000001,14.749,14.527999999999999,0.048,0.063,0.07400000000000001,AAA,222.0,0.0,2450768.9454,0.235621,1.2220132786747955e+17,132.78669376,11.84088993,0.004,0.003,90.0,503635968.0,60.0,55972.14662037,5.0,72.0,18.5466,0.0099,18.6468,0.0126,115000.0,17.4075,0.002,17.5027,0.0039,115000.0,16.8648,0.003,16.9532,0.0065,115000.0,16.6295,0.0038,16.6999,0.0095,115000.0,16.4688,0.0072,16.5712,0.0136,115000.0,0.269967,,,4150.14404297,131.06616210999982
