EPIC,ampl_rec,cstart,cstop,ed_rec,ed_rec_err,istart,istop,tstart,tstop,Campaign,total_obs_time,saturation_f10,quality,explanation,total_n_valid_data_points
210923016,0.07391989231109619,140884.0,140888.0,422.9660949707031,0.5152974096848262,1.0,4.0,2987.7036,2987.7854,13.0,1792.5,3.1953182220458984,2048.0,Impulsive outlier,3585.0
210923016,0.04084312915802002,140937.0,140940.0,111.88961029052734,0.2925177958117206,36.0,39.0,2988.7864,2988.848,13.0,1792.5,3.2795393466949463,0.0,,3585.0
210923016,0.04876983165740967,140955.0,140960.0,211.7611541748047,0.3814009256871596,53.0,58.0,2989.1543,2989.2563,13.0,1792.5,3.142053604125977,8192.0,Cosmic ray in collateral data,3585.0
210923016,0.10478603839874268,140972.0,140984.0,1740.7574462890625,0.7419282158314088,69.0,80.0,2989.5017,2989.7468,13.0,1792.5,3.248311758041382,917504.0,"Rolling band in optimal aperture, Rolling band in full mask, Possible thruster firing",3585.0
210923016,0.14262473583221436,141881.0,141888.0,1004.0250854492188,0.4689294705676032,931.0,937.0,3008.0742,3008.2173,13.0,1792.5,2.6954731941223145,393216.0,"Rolling band in optimal aperture, Rolling band in full mask",3585.0
210923016,0.001874685287475586,143583.0,143586.0,6.660512924194336,0.3452866142672696,2529.0,2532.0,3042.8489,3042.9102,13.0,1792.5,4.1001014709472665,0.0,,3585.0
210923016,0.0044558048248291016,143680.0,143684.0,18.251117706298828,0.4791660418868769,2617.0,2620.0,3044.8306,3044.9124,13.0,1792.5,4.033052444458009,0.0,,3585.0
210923016,0.07155025005340576,143708.0,143711.0,265.49905395507807,0.32946442612707383,2642.0,2645.0,3045.4028,3045.4640000000004,13.0,1792.5,3.393702745437622,0.0,,3585.0
210923016,0.00974893569946289,143811.0,143814.0,20.451122283935547,0.2492015585638289,2733.0,2736.0,3047.507,3047.5686,13.0,1792.5,4.039146900177002,0.0,,3585.0
210923016,0.3089476823806763,144591.0,144594.0,553.5868530273439,0.22312898360143527,3451.0,3454.0,3063.4438,3063.5051,13.0,1792.5,3.808157205581665,0.0,,3585.0
210923016,,,,,,,,,,,,,,,
210899260,0.027734994888305664,140902.0,140906.0,158.2659912109375,0.042047556372890434,22.0,26.0,2988.071533203125,2988.153076171875,13.0,1806.5,19.662109375,0.0,,3613.0
210899260,0.04684042930603026,140932.0,140940.0,403.6891784667969,0.06244972691505263,37.0,44.0,2988.684326171875,2988.847900390625,13.0,1806.5,19.7636833190918,16384.0,Detector anomaly,3613.0
210899260,0.0031778812408447266,141015.0,141018.0,6.217987060546875,0.024104431440108945,115.0,118.0,2990.38037109375,2990.441650390625,13.0,1806.5,19.856096267700195,8192.0,Cosmic ray in collateral data,3613.0
210899260,0.0002696514129638672,141096.0,141099.0,1.0834674835205078,0.036465328375835264,190.0,193.0,2992.03515625,2992.096435546875,13.0,1806.5,19.616817474365234,0.0,,3613.0
210899260,0.004331111907958984,141135.0,141138.0,8.21849250793457,0.023257112768202283,228.0,231.0,2992.83203125,2992.893310546875,13.0,1806.5,19.855897903442386,8192.0,Cosmic ray in collateral data,3613.0
210899260,0.00017559528350830078,141151.0,141154.0,0.6355133056640625,0.035388012484148364,243.0,246.0,2993.158935546875,2993.22021484375,13.0,1806.5,19.85078239440918,0.0,,3613.0
210899260,0.0038312673568725603,141255.0,141258.0,7.440591812133789,0.023715718783957708,343.0,346.0,2995.283935546875,2995.34521484375,13.0,1806.5,19.85521125793457,0.0,,3613.0
210899260,0.00038397312164306635,141432.0,141435.0,1.018686294555664,0.031050293190103488,517.0,520.0,2998.900390625,2998.961669921875,13.0,1806.5,19.736705780029297,0.0,,3613.0
210899260,0.0009244680404663086,141585.0,141588.0,2.3383140563964844,0.029519995467831805,658.0,661.0,3002.0263671875,3002.087646484375,13.0,1806.5,19.85067176818848,0.0,,3613.0
210899260,0.0008541345596313478,141717.0,141720.0,1.9447269439697263,0.027223799357769092,784.0,787.0,3004.723388671875,3004.78466796875,13.0,1806.5,19.85720634460449,0.0,,3613.0
210899260,0.0019378662109375,141789.0,141792.0,3.7436237335205083,0.023636691922462517,851.0,854.0,3006.194580078125,3006.255859375,13.0,1806.5,19.863513946533203,8192.0,Cosmic ray in collateral data,3613.0
210899260,0.0003420114517211913,141798.0,141801.0,1.3239727020263672,0.03733847816267598,860.0,863.0,3006.37841796875,3006.439697265625,13.0,1806.5,19.613113403320312,0.0,,3613.0
210899260,0.0010319948196411133,141963.0,141966.0,2.2323951721191406,0.026378877714265992,1015.0,1018.0,3009.749755859375,3009.81103515625,13.0,1806.5,19.59171295166016,0.0,,3613.0
210899260,0.00014579296112060547,142056.0,142059.0,0.6802997589111328,0.03748954720951871,1102.0,1105.0,3011.64990234375,3011.711181640625,13.0,1806.5,19.59101867675781,0.0,,3613.0
210899260,0.002072572708129883,142167.0,142170.0,4.0115604400634775,0.023873896362662447,1206.0,1209.0,3013.917724609375,3013.97900390625,13.0,1806.5,19.59661102294922,0.0,,3613.0
210899260,0.0004258155822753906,142493.0,142496.0,1.413896560668945,0.0353828234665725,1515.0,1518.0,3020.578369140625,3020.6396484375,13.0,1806.5,19.668903350830078,0.0,,3613.0
210899260,0.00042724609375,142768.0,142771.0,1.3815670013427734,0.03467061609482044,1778.0,1781.0,3026.197021484375,3026.258544921875,13.0,1806.5,19.614870071411133,0.0,,3613.0
210899260,0.0017018318176269533,143259.0,143267.0,-1.337076187133789,0.004927232872632035,2246.0,2253.0,3036.22900390625,3036.392578125,13.0,1806.5,19.66657829284668,16384.0,Detector anomaly,3613.0
