,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,binary_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Olivares_GaiaC,RAJ2000_Olivares_GaiaC,DEJ2000_Olivares_GaiaC,EPIC_id_Rebull,RAJ2000_Rebull,DEJ2000_Rebull,PMem_Rebull,dist_Olivares_GaiaC_Rebull,RAJ2000_Olivares_GaiaC_Rebull,DEJ2000_Olivares_GaiaC_Rebull,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Olivares_GaiaC_Rebull_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS
1417,211044929.0,,KTWO211044929-C04,4.0,33.0,57.38005500000001,23.688869,LC,,,,,,,,,,,,,,,,,,,,,13.64,0.027000000000000003,13.037,0.026,12.771,0.026,15.925999999999998,JHK,,,,,03493121+2341199,,0.997,0.003,0.862,1274.632,1038.992,849.794,15.0,1.0,49.0,,,0.011,57.38005500000001,23.688869,57.380125,23.68875,0.998616,0.067426,6.645204754086016e+16,57.38016999999999,23.68864,0.9,0.4228756051203329,57.38014749999999,23.68869500000001,211044929.0,57.38008000000001,23.68885,0.9,0.6007340846154342,57.38013062499999,23.68873375,57.380166422100004,23.688637008689998,6.645204754086016e+16,1.0,0.3677196711827366,0.9496540000000001,57.38007166295171,23.6888287054071,0.004,0.002,90.0,6.645204754086016e+16,57.380166422100004,0.1189,23.688637008689998,0.0548,7.4156,0.1212,20.154,0.259,-44.523,0.158,False,3493.93,3.24189,16.83008,486.473,8.31429,18.633741,4974.28,12.1191,15.520095000000001,3.1136470000000003,,,0.0,4293.08,0.7559999999999999,0.47200000000000003,,,0.155113,03493121+2341199,57.38006,23.688869,0.06,0.06,90.0,13.64,13.037,12.770999999999999,0.027000000000000003,0.026000000000000002,0.026000000000000002,AAA,222.0,0.0,2450749.8305,0.016483,1.36420573800287e+17,57.38016192,23.68864794,0.003,0.001,90.0,503635968.0,60.0,56132.29453704,5.0,60.0,19.0231,0.0064,115000.0,17.7361,0.0048,115000.0,16.0767,0.0028,115000.0,15.3159,0.0035,115000.0,14.9357,0.0031,115000.0,0.870382,0.3759,0.6371,,,0.001006947875319065,0.018399484416521467,0.0026420190832075747,3.1136470000000003,0.018588203023150177,19.320048231694702,0.006730031795588078,17.775825923068144,0.005340135982852841,16.085891491383016,0.0028046039329611377,15.188868195144037,0.0050380674917035306,15.186600763014486,0.010626445561357391
1418,211096282.0,,KTWO211096282-C04,4.0,33.0,55.91786999999999,24.503166,LC,,,,,,,,,,,,,,,,,,,,,16.352,0.103,15.925999999999998,0.171,15.337,0.129,17.875999999999994,J,,,,,03434028+2430113,,0.878,0.122,0.703,24791.986,19222.779,14907.034,15.0,3.0,51.0,,,0.003,55.91786999999999,24.503166,55.9179167,24.5031667,0.998608,0.000592,,,,,,55.9179167,24.5031667,,,,,,55.9179167,24.5031667,,,,,,0.998608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03434028+2430113,55.91786999999999,24.503166,0.19,0.18,122.0,16.352,,,0.10300000000000001,0.171,0.129,ACB,222.0,0.0,2451812.0074,0.0,1.374005591798442e+17,55.91797275,24.50307409,0.008,0.008,90.0,503635968.0,60.0,56008.584328699995,4.0,47.0,21.357,,16420.0,19.884,,114724.0,20.6874,0.0264,115000.0,19.1493,0.0142,115000.0,18.3007,0.0178,115000.0,0.471984,,,,,,,,,,21.457958782748413,,19.916275573640572,,20.67825660994649,,19.12293905731753,,18.312137044523894,
1419,211075777.0,,KTWO211075777-C04,4.0,33.0,55.83795,24.185888,LC,,,,,,,,,,,,,,,,,,,,,14.184,0.028,13.632,0.035,13.302,0.034,16.511,JHK,,,,,03432110+2411091,,1.0,0.0,0.816,2453.257,1901.528,1429.928,15.0,3.0,51.0,,,0.006,55.83795,24.185888,55.8379583,24.1858611,0.9986,0.000231,6.526450626124045e+16,55.83801999999999,24.18571,0.9,0.5804726017281004,55.83798915,24.18578555,211075777.0,55.83795,24.18589,0.9,0.397392621914506,55.8379793625,24.1858116625,55.838021489300004,24.18570770618,6.526450626124045e+16,1.0,0.3989947405351806,0.94965,55.8379314253224,24.1859041844236,0.004,0.003,90.0,6.526450626124045e+16,55.838021489300004,0.1202,24.18570770618,0.0803,7.4678,0.1393,19.082,0.245,-45.63399999999999,0.172,False,1921.46,2.7171,17.479286,310.126,9.22949,19.122543,2774.4,11.1313,16.153997,2.968546,,,0.0,,,,,,0.084354,03432110+2411091,55.83795300000001,24.185888000000002,0.08,0.07,4.0,14.184000000000001,13.632,13.302,0.027999999999999997,0.035,0.034,AAA,222.0,0.0,2451507.8926,0.009852,1.3702055838035342e+17,55.83801619,24.1857195,0.002,0.001,90.0,503635968.0,60.0,56068.06497685,5.0,71.0,19.7104,0.0085,115000.0,18.4427,0.0066,115000.0,16.7176,0.0033,115000.0,15.9433,0.0028,115000.0,15.5649,0.0057,115000.0,0.64437,,,,,0.0015342343836019746,0.031840521991576165,0.004347417588931605,2.968546,0.032135943745105686,20.010553766907357,0.008932959795029735,18.483737335261278,0.0072998164328947,16.727507196173917,0.0033069703005547384,15.811748217030708,0.005580749183807663,15.826903008994618,0.014689541675478923
1420,211043323.0,,KTWO211043323-C04,4.0,33.0,56.96646,23.663406,LC,,,,,,,,,,,,,,,,,,,,,13.919,0.028,13.277,0.03,13.03,0.027000000000000003,16.266,JHK,,,,,03475195+2339482,,1.0,0.0,0.723,2641.938,2415.306,2052.309,15.0,1.0,49.0,,,0.01,56.96646,23.663406,56.9665417,23.6633056,0.998599,0.001463,6.501196218433766e+16,56.96658000000001,23.66318,0.9,0.4694646885958293,56.96656085000001,23.66324280000001,211043323.0,56.966469999999994,23.66339,0.9,0.6087296838029264,56.96653813750001,23.6632796,56.96658171606,23.66318228886,6.501196218433766e+16,0.9,0.37864444168804506,0.92464975,56.9664869862862,23.663386667364502,0.004,0.003,90.0,6.501196218433766e+16,56.96658171606,0.1222,23.66318228886,0.0813,7.6097,0.1373,20.152,0.25,-47.468999999999994,0.187,False,2743.31,3.3214,17.092678,394.594,22.0151,18.861013,3867.35,15.3049,15.793385999999998,3.067627,,,0.0,,,,,,0.11296700000000001,03475195+2339482,56.966462,23.663406,0.06,0.06,90.0,13.919,13.277000000000001,13.03,0.027999999999999997,0.03,0.027000000000000003,AAA,222.0,0.0,2450749.82,0.006595,1.3639056966561638e+17,56.96657646,23.6631957,0.004,0.004,0.0,503635968.0,60.0,56014.73145833,5.0,67.0,19.2385,0.0164,115000.0,18.0018,0.0044,115000.0,16.3642,0.0025,115000.0,15.5852,0.0026,115000.0,15.209000000000001,0.0037,115000.0,0.848899,,,,,0.001313735214172476,0.05894568679209788,0.004288282615688789,3.067627,0.059101466641565854,19.530439181956886,0.01710462523380131,18.03968516225051,0.00694911221145802,16.372317408283877,0.0025269070313019113,15.464828409833979,0.008730106386549355,15.443602172656016,0.02367100898142349
1421,211076441.0,,KTWO211076441-C04,4.0,33.0,57.49806,24.19615,LC,,,,,,,,,,,,,,,,,,,,,14.459,0.03,13.782,0.034,13.472,0.04,17.0,JHK,,,,,03495953+2411461,,1.0,0.0,0.63,2814.097,2315.139,1896.913,15.0,1.0,49.0,,,0.01,57.49806,24.19615,57.4980833,24.1960556,0.998596,0.003953,6.65516864834679e+16,57.49815,24.19591,0.9,0.5680807481523795,57.49811665,24.195982800000003,211076441.0,57.498059999999995,24.19611,0.9,0.4942625674603065,57.49810248750001,24.196014600000005,57.49815299699,24.195905016670004,6.65516864834679e+16,1.0,0.4279482817183597,0.949649,57.4980588413435,24.19609281110149,0.006,0.003,90.0,6.65516864834679e+16,57.49815299699,0.1631,24.195905016670004,0.0788,7.2652,0.1789,19.947,0.366,-43.617,0.214,False,1398.87,1.98337,17.82392,201.33,10.4003,19.591618,2096.46,11.1568,16.458202,3.1334150000000003,,,0.0,,,,,,0.20591500000000001,03495953+2411461,57.498054,24.19615,0.07,0.06,90.0,14.459000000000001,13.782,13.472000000000001,0.03,0.034,0.04,AAA,222.0,0.0,2450770.9071,0.019702,1.3703057498147568e+17,57.49814688,24.19591672,0.004,0.004,90.0,503635968.0,60.0,55995.06445602,10.0,79.0,20.187,0.0269,115000.0,18.9164,0.0091,115000.0,17.0873,0.0054,115000.0,16.2292,0.0039,115000.0,15.8072,0.004,115000.0,0.886943,,,3036.46923828,61.025878910000294,0.0015383069625659815,0.05468629832695012,0.005762677849351226,3.1334150000000003,0.05498908692367596,20.49449191971476,0.028204587289956732,18.96085717309951,0.013400691226431345,17.09893119160604,0.005442733544385415,16.08650504768374,0.01570581267359666,16.096699261016514,0.042841317829875616
1422,211092628.0,,KTWO211092628-C04,4.0,33.0,56.2254,24.446381,LC,,,,,,,,,,,,,,,,,,,,,13.582,0.026,13.023,0.03,12.741,0.023,15.778,JHK,,,,,03445409+2426469,,1.0,0.0,0.775,1634.715,1456.509,1293.364,15.0,4.0,52.0,,,0.009000000000000001,56.2254,24.446381,56.2254167,24.4462778,0.998587,0.00268,6.529848374529037e+16,56.22548000000001,24.44617,0.9,0.44004753014981934,56.22544835000001,24.446223899999996,211092628.0,56.22538,24.44637,0.9,0.5716731550825035,56.2254312625,24.446260425,56.22547743185,24.446174723109998,6.529848374529037e+16,0.7,0.3436323589555217,0.8746467499999999,56.22538306344979,24.4463732942778,0.004,0.003,90.0,6.529848374529037e+16,56.22547743185,0.1182,24.446174723109998,0.0765,7.7277,0.1272,19.953,0.267,-46.12,0.17300000000000001,False,3867.18,5.60034,16.719881,781.81,37.426,18.118635,5373.51,31.025,15.436276000000001,2.6823599999999996,,,0.0,3803.33,0.1132,0.059000000000000004,,,0.062051999999999996,03445409+2426469,56.2254,24.446381,0.06,0.06,0.0,13.582,13.023,12.741,0.026000000000000002,0.03,0.023,AAA,222.0,0.0,2451530.7053,0.0,1.37330562254606e+17,56.22547456,24.44618623,0.006999999999999999,0.005,0.0,503635968.0,60.0,56124.79680556,5.0,51.0,18.7969,0.0176,115000.0,17.5717,0.0056,115000.0,15.9787,0.0036,115000.0,15.2678,0.0043,115000.0,14.9051,0.0043,115000.0,0.74253,0.0034,0.11,,,0.0015711948617261472,0.05076951824957752,0.006250680673660747,2.6823599999999996,0.051152859081172196,19.084915813405164,0.018349539339306487,17.60831172825189,0.007973363558459335,15.98601296859945,0.0036207356345963875,15.152315999784143,0.00979358122519588,15.127791995707904,0.025060547163023077
1423,211093928.0,,KTWO211093928-C04,4.0,33.0,56.728635,24.466665,LC,,,,,,,,,,,,,,,,,,,,,14.989,0.047,14.3,0.052000000000000005,14.02,0.052000000000000005,17.512999999999998,JHK,,,,,03465487+2427599,,0.964,0.036000000000000004,0.5529999999999999,2373.028,1832.843,1418.5510000000006,15.0,4.0,52.0,,,0.006,56.728635,24.466665,56.72866670000001,24.4665833,0.998586,1.3e-05,6.678309932171136e+16,56.72872,24.46646,0.9,0.4770031640802255,56.72869335,24.46652165,211093928.0,56.72863,24.46666,0.9,0.5395864943230336,56.7286775125,24.4665562375,,,,,,0.932862,56.728625928819596,24.4666552547413,0.009000000000000001,0.005,90.0,6.678309932171136e+16,56.72872498755,0.2389,24.46645753953,0.1479,7.1348,0.2515,20.941,0.58,-45.92100000000001,0.336,False,737.096,2.20601,18.519554,203.449,16.3465,19.580246,1213.61,15.1517,17.051723000000006,2.528523,,,0.0,,,,,,0.045982,03465487+2427599,56.728637,24.466665,0.06,0.06,17.0,14.989,14.3,14.02,0.047,0.052000000000000005,0.052000000000000005,AAA,222.0,0.0,2451812.0087,0.006553,1.3736056728711034e+17,56.72872131,24.46646772,0.003,0.002,90.0,503635968.0,60.0,56067.52045139,5.0,65.0,20.7624,0.0728,16892216.0,19.7154,0.0145,16892216.0,17.7555,0.006,115000.0,16.828,0.0045,115000.0,16.3454,0.0069,115000.0,0.764447,,,,,0.003244581327383214,0.08390809270701155,0.013471299473337094,2.528523,0.08498260958118889,21.06352527062777,0.07607566618548293,19.75685614823408,0.029024509326528683,17.765628547292135,0.006244789689725787,16.69503741066647,0.0391722825541775,16.610874660063807,0.109343678528922
1424,211061313.0,,KTWO211061313-C04,4.0,33.0,56.455905,23.951651,LC,,,,,,,,,,,,,,,,,,,,,14.66,0.032,14.114,0.039,13.832,0.04,16.812,JHK,,,,,03454941+2357059,,0.995,0.005,0.63,1403.027,1145.616,902.759,15.0,4.0,52.0,,,0.006999999999999999,56.455905,23.951651,56.4559167,23.95158330000001,0.998583,3.4e-05,6.521760521668557e+16,56.45599,23.95147,0.9,0.4738384085766492,56.45595335,23.95152665,,,,,,56.45595335,23.95152665,,,,,,0.9492915000000001,56.455897043628205,23.9516834200554,0.006,0.004,90.0,6.521760521668557e+16,56.455989237480004,0.1881,23.95147463071001,0.1204,7.5716,0.2051,19.569000000000006,0.39799999999999996,-48.493,0.282,False,999.368,2.36844,18.189053,335.3730000000001,15.5926,19.037569,1610.5,12.4687,16.744518,2.2930509999999997,,,0.0,,,,,,0.11961199999999995,03454941+2357059,56.455902,23.951651000000002,0.06,0.06,90.0,14.66,14.114,13.832,0.032,0.039,0.04,AAA,222.0,0.0,2451127.8676,0.00987,1.3674056455974234e+17,56.455987199999996,23.95148672,0.009000000000000001,0.006,0.0,503635968.0,60.0,56169.33896991,5.0,78.0,20.4591,0.0507,16892216.0,19.317,0.0136,16892216.0,17.4349,0.0066,115000.0,16.5392,0.0037,115000.0,16.0818,0.0051,115000.0,0.650308,,,,,0.0025700830063054387,0.04934113819395586,0.008373537753997398,2.2930509999999997,0.0500466187948064,20.761415684154056,0.05302236258584395,19.358983175006482,0.022348412299423345,17.445302618738438,0.00671221816450197,16.40448230628966,0.027690684947204516,16.35159758289803,0.07712328556576876
1425,211074799.0,,KTWO211074799-C04,4.0,33.0,55.5015,24.170254,LC,,,,,,,,,,,,,,,,,,,,,15.033,0.048,14.465,0.052000000000000005,14.034,0.061,17.578,JHK,,,,,03420036+2410129,,0.882,0.117,0.71,5972.681,4647.779,3598.2340000000013,15.0,3.0,51.0,,,0.005,55.5015,24.170254,55.5015417,24.1702222,0.998568,2e-06,6.826314505080384e+16,55.50162,24.17007000000001,0.9,0.6052701959611254,55.50158085,24.1701461,211074799.0,55.50153,24.17025,0.9,0.4096325614568053,55.5015681375,24.170172075,,,,,,0.9328559999999999,55.501521169355094,24.1702639016609,0.009000000000000001,0.006999999999999999,90.0,6.826314505080384e+16,55.5016213842,0.2614,24.17006666209,0.1899,7.3925,0.2945,21.235,0.583,-45.81,0.442,False,685.972,1.74177,18.597599,81.3781,6.6154399999999995,20.575119,1079.71,9.33062,17.178648000000006,3.396471,,,0.0,,,,,,0.07813400000000001,03420036+2410129,55.501502,24.170254,0.07,0.06,0.0,15.033,14.465,14.034,0.048,0.052000000000000005,0.061,AAA,222.0,0.0,2451486.818,0.006569,1.3700055501591464e+17,55.50161762,24.17007722,0.006999999999999999,0.003,90.0,503635968.0,60.0,56082.24116898,5.0,66.0,21.1989,0.0396,115000.0,19.8642,0.0162,115000.0,17.8198,0.0036,115000.0,16.9114,0.0032,115000.0,16.4298,0.0058,115000.0,0.7444810000000001,,,,,0.002753328023203886,0.084858110010027,0.00934238760251576,3.396471,0.08537083249324376,21.525347166546688,0.041715094537236305,19.920480651499105,0.022798795572586118,17.83645881881835,0.0037721128786084453,16.734359155254428,0.02497495400049217,16.8049373905445,0.06963262420156738
1426,211078698.0,,KTWO211078698-C04,4.0,33.0,56.795925,24.231035,LC,,,,,,,,,,,,,,,,,,,,,14.269,0.034,13.72,0.046,13.398,0.031,16.562,JHK,,,,,03471102+2413517,,0.976,0.024,0.565,2899.396,2421.902,1965.037,15.0,4.0,52.0,,,0.009000000000000001,56.795925,24.231035,56.7959583,24.2309444,0.998568,0.001007,6.672808938049165e+16,56.79601,24.23082,0.9,0.4789221680975246,56.79598415,24.2308822,211078698.0,56.795919999999995,24.23103,0.9,0.5722402401047302,56.7959681125,24.23091915,56.796011415369996,24.230817043330003,6.672808938049165e+16,0.9,0.3941147142063183,0.924642,56.7959167636839,24.231015129425,0.006999999999999999,0.004,90.0,6.672808938049165e+16,56.796011415369996,0.1884,24.230817043330003,0.1031,7.2153,0.2107,20.047,0.431,-46.007,0.242,False,1745.0,4.227,17.583879999999994,281.496,12.2419,19.227707000000002,2580.43,16.4389,16.232689,2.995018,,,0.0,,,,,,0.076474,03471102+2413517,56.795919,24.231035000000002,0.07,0.06,0.0,14.269,13.72,13.398,0.034,0.046,0.031,AAA,222.0,0.0,2451812.0085,0.019697,1.3707056795987758e+17,56.79600747,24.23082969,0.006,0.001,90.0,503635968.0,60.0,56030.70710648,5.0,73.0,19.9327,0.0259,115000.0,18.5938,0.0074,115000.0,16.8464,0.0041,115000.0,16.0078,0.0021,115000.0,15.6032,0.0038,115000.0,0.78714,,,,,0.0026268523345638816,0.046219394196141766,0.00689485742378884,2.995018,0.04673084055260208,20.239275349997637,0.027130484030008752,18.637797048793914,0.011921708383845861,16.857809244253072,0.004150631325473139,15.86655919970854,0.014609079897811258,15.88910166650924,0.04071236011252845
1427,211045994.0,,KTWO211045994-C04,4.0,33.0,57.03729000000001,23.706554,LC,,,,,,,,,,,,,,,,,,,,,13.599,0.021,13.05,0.026,12.828,0.028,15.558,JHK,,,,,03480894+2342235,,1.0,0.0,0.736,2122.52,1881.358,1655.99,15.0,1.0,49.0,,,0.009000000000000001,57.03729000000001,23.706554,57.0372917,23.7064444,0.998567,0.014904,6.50008639888352e+16,57.03735,23.70634,0.9,0.42211960117211816,57.03732085,23.7063922,211045994.0,57.03726999999999,23.706529999999997,0.9,0.5236310239564385,57.03730813749999,23.70642665,57.03734790692,23.70633652275,6.50008639888352e+16,1.0,0.349939086514445,0.94964175,57.03725111580751,23.706541946115,0.004,0.003,90.0,6.50008639888352e+16,57.03734790692,0.1131,23.70633652275,0.0758,7.4494,0.1264,20.584,0.245,-47.71100000000001,0.175,False,3508.28,7.67868,16.82563,505.01199999999994,14.0536,18.593134,4905.14,25.1039,15.535291,3.057843,,,0.0,4181.37,0.674,0.39799999999999996,,,0.13531700000000002,03480894+2342235,57.037288000000004,23.706554,0.06,0.06,90.0,13.599,13.05,12.828,0.021,0.026000000000000002,0.027999999999999997,AAA,222.0,0.0,2450749.8208,0.006592,1.3644057037343818e+17,57.03734014,23.70634962,0.006,0.006,90.0,503636096.0,60.0,55947.46517361,10.0,70.0,18.9297,0.0084,115000.0,17.6621,0.0061,115000.0,16.0369,0.0052,115000.0,15.3092,0.0047,115000.0,14.9486,0.0031,115000.0,0.754102,0.34700000000000003,0.4418,,,0.0023737872761804375,0.02980137499571437,0.005542492815205722,3.057843,0.030312393146068106,19.222927879567198,0.008888592971386153,17.700435167201118,0.006902512560017401,16.04528864827375,0.005204698013474031,15.18716075864351,0.006865325229929933,15.187276016410296,0.01437643442787129
1428,211066413.0,,KTWO211066413-C04,4.0,33.0,59.120430000000006,24.031782,LC,,,,,,,,,,,,,,,,,,,,,13.53,0.022,12.864,0.021,12.638,0.026,15.886,JHK,,,,,03562890+2401544,,1.0,0.0,0.794,1843.614,1620.947,1372.641,10.0,2.0,30.0,,,0.006999999999999999,59.120430000000006,24.031782,59.1204167,24.0317222,0.998553,0.022086,,,,,,59.1204167,24.0317222,211066413.0,59.120419999999996,24.031779999999998,0.9,0.20836269850749925,59.12041780000001,24.031741466666666,59.12049385651,24.03156507309,6.583054859155994e+16,0.8,0.6824819404437656,0.8995176666666668,59.1203984964645,24.0317647783021,0.004,0.002,90.0,6.583054859155994e+16,59.12049385651,0.1206,24.03156507309,0.0501,7.1025,0.1214,20.227999999999998,0.24,-46.383,0.13,False,4463.45,5.39388,16.56419,703.447,8.6989,18.233309,6069.33,21.0645,15.304068,2.929241,,,0.0,3948.63,0.45799999999999996,0.2775,,,0.120719,03562890+2401544,59.120424,24.031782,0.12,0.06,0.0,13.53,12.864,12.638,0.022000000000000002,0.021,0.026000000000000002,AAA,222.0,0.0,2451100.8225,0.019728,1.3683059120499846e+17,59.12048922,24.03157744,0.005,0.004,0.0,503635968.0,60.0,56136.70685185,5.0,67.0,18.6102,0.0092,115000.0,17.3328,0.0098,115000.0,15.8221,0.0023,115000.0,15.1211,0.0031,115000.0,14.7969,0.0021,115000.0,0.7617229999999999,0.1407,0.4454,,,0.0013112715704688802,0.013343991139185808,0.003761682785279473,2.929241,0.013864067112493985,18.89610066745498,0.00959376090759567,17.368783488047534,0.010235665213184739,15.82899240284393,0.002308774940414425,15.008135760265514,0.005531890151204746,15.01347000027011,0.01302693972898001
1429,211066181.0,,KTWO211066181-C04,4.0,33.0,56.74713000000001,24.028593,LC,,,,,,,,,,,,,,,,,,,,,12.988,0.026,12.419,0.03,12.118,0.022,15.278,JHK,,,,,03465931+2401429,,0.995,0.005,0.823,965.726,802.449,628.484,15.0,4.0,52.0,,,0.006999999999999999,56.74713000000001,24.028593,56.7471667,24.0285556,0.998544,0.527684,6.521317281226624e+16,56.74722,24.0284,0.9,0.5869349118892753,56.74719335,24.0284778,211066181.0,56.74713000000001,24.02861,0.9,0.5195069406123403,56.7471775125,24.02851085,56.74722253749,24.02839871462,6.521317281226624e+16,1.0,0.4299772725883477,0.949636,56.7471290395538,24.0285884309614,0.004,0.002,90.0,6.521317281226624e+16,56.74722253749,0.1029,24.02839871462,0.0677,7.3615,0.1119,19.834,0.226,-44.063,0.156,False,6433.64,10.2128,16.167225,986.512,16.4951,17.866132999999994,9066.56,38.6733,14.868313,2.99782,,,0.0,4443.04,1.3563,0.758,,,0.016749,03465931+2401429,56.747129,24.028593,0.07,0.06,0.0,12.988,12.419,12.118,0.026000000000000002,0.03,0.022000000000000002,AAA,222.0,0.0,2451812.0083,0.003288,1.3683056747187469e+17,56.74721926,24.02840996,0.003,0.003,90.0,503635968.0,60.0,56011.72319444,5.0,49.0,18.3369,0.0214,115000.0,17.0176,0.0041,115000.0,15.4217,0.0034,115000.0,14.6726,0.0008,115000.0,14.3014,0.0046,115000.0,0.721348,0.5644,1.0411,3052.1237793,177.73291014999995,0.0017221378740274356,0.018004087172966227,0.004621345253869739,2.99782,0.018587737540842118,18.631685022408053,0.022339085352522416,17.05650049337893,0.008248691085402465,15.430421077458288,0.003435194464816501,14.548503663074507,0.011114928044693582,14.545107922610914,0.031435726494664765
1430,211070495.0,,KTWO211070495-C04,4.0,33.0,55.1067,24.100086,LC,,,,,,,,,,,,,,,,,,,,,13.76,0.029,13.139,0.034,12.831,0.029,16.213,JHK,,,,,03402560+2406003,,1.0,0.0,0.665,2872.04,2547.756,2204.894,15.0,3.0,51.0,,,0.006,55.1067,24.100086,55.10675,24.100027800000003,0.998533,0.011241,6.818333167490086e+16,55.10681,24.09989,0.9,0.5338279318512944,55.10678000000001,24.099958899999997,211070495.0,55.1067,24.10008,0.9,0.5090928551975155,55.10676,24.099989175,,,,,,0.9328443333333332,55.1067061449438,24.1000894966506,0.004,0.002,90.0,6.818333167490086e+16,55.10681123271,0.1177,24.09988621243,0.0639,7.8998,0.1177,22.28,0.281,-47.214,0.155,False,3284.56,6.1944099999999995,16.897171,477.972,7.93808,18.652882,4628.87,36.7331,15.598232999999999,3.054648,,,0.0,4419.45,0.5137,0.29,,,0.023796,03402560+2406003,55.106704,24.100085999999997,0.07,0.06,90.0,13.76,13.139000000000001,12.831,0.028999999999999998,0.034,0.028999999999999998,AAA,222.0,0.0,2451493.8415,0.013144999999999999,1.3692055106788038e+17,55.10680513,24.09989871,0.009000000000000001,0.006999999999999999,90.0,503636096.0,60.0,56124.21916667,5.0,73.0,18.9815,0.0189,115000.0,17.7697,0.0088,115000.0,16.1451,0.0029,115000.0,15.3971,0.0019,115000.0,15.0323,0.0028,115000.0,0.757602,0.2556,0.3536,3017.79394531,46.86401366999962,0.0020456807916309563,0.017883630974361738,0.00858201724898914,3.054648,0.019836211253389534,19.270791257909757,0.019697888189846566,17.806710046125197,0.010703138554135726,16.15267098854407,0.002929649124919943,15.280057946919557,0.009632492779220271,15.258783758980998,0.026642430756520355
