,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS,bayestar2019_ext,bayestar2019_ext_err,bayestar2019_flags
337,1709.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1709.0,132.77297,11.875556,6.049218169473645e+17,132.77290317439,11.8755867791,1.0,0.2601956390189738,132.77293658719498,11.875571389549998,,,,,,,1.0,132.77295179784159,11.8756000652776,0.001,0.001,90.0,6.049218169473645e+17,132.77290317439,0.0375,11.8755867791,0.0231,1.1086,0.0473,-11.050999999999998,0.081,-3.0860000000000003,0.057,False,12699.1,5.0519300000000005,15.428937,5585.15,15.354,15.983801,10326.0,14.3383,14.727095000000002,1.256706,,,0.0,5095.48,0.78,0.385,0.85,0.442,0.171106,08510551+1152322,132.772968,11.875612,0.07,0.06,90.0,13.818584001417458,13.261480000838636,13.150792000541092,0.024042377765315644,0.02601370164629881,0.028005297287809983,AAA,222.0,0.0,2450768.9454,0.201723,1.222513277295912e+17,132.77290628,11.87558729,0.002,0.002,90.0,503635968.0,60.0,55843.98835648,5.0,63.0,15.832160006290676,0.006531406665433878,115000.0,15.169340004679562,0.005242112465572892,115000.0,14.933820003524422,0.00484529458220477,115000.0,14.846280002769827,0.004397050829409415,115000.0,14.76596000225842,0.007550387102897278,115000.0,0.251159,0.3169,0.47,5233.29394531,168.1435546900002,0.00043183946624856216,0.0029806758116826823,0.0015065672202364169,0.8717060000000001,0.39346417457385297,16.25231112308557,0.0017327451942322485,15.412291445943945,0.002333021799585645,15.08381821574324,0.0033001046737459,14.931888092074836,0.003461144926326559,14.908988731466447,0.007427186233610989,0.07999999821186066,0.0017999996244907335,2
338,1710.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710.0,132.67281,11.875145,6.049632590874372e+17,132.67273124405,11.87518516917,0.999,0.3128773736151949,132.67277062202498,11.875165084585,,,,,,,0.999,132.6727797694763,11.875198613778501,0.003,0.002,90.0,6.049632590874372e+17,132.67273124405,0.0889,11.87518516917,0.0671,1.0152,0.1112,-11.029000000000002,0.193,-3.123,0.155,False,2409.65,1.90776,17.233482000000002,823.418,6.67627,18.062338,2342.95,9.5696,16.337513,1.724825,,,0.0,,,0.2009685618729097,,,0.220443,08504147+1152308,132.672813,11.875242,0.07,0.06,176.0,15.195510999763757,14.503169999860226,14.42281799990982,0.04344226312288113,0.04913636560873868,0.05804800531322339,AAA,222.0,0.0,2450767.9871,0.34936,1.2225132672781072e+17,132.67274253,11.87519017,0.003,0.002,0.0,503635968.0,60.0,55672.10464119999,10.0,69.0,18.116639998951555,0.02890995398444121,115000.0,17.048109999220074,0.020617569603430367,115000.0,16.574329999412594,0.016197644613953573,115000.0,16.36726999953836,0.013489979057648671,115000.0,16.236589999623597,0.011640020078343912,115000.0,0.287995,0.11501772575250835,0.3064839464882943,4114.80517578,56.644775390000184,0.0008592553207451291,0.008767648809138958,0.004425574630761247,1.5238564381270903,0.21097955422718356,18.560726466138856,0.00937226980528764,17.262631947231565,0.0033862834148585944,16.70801251878608,0.0051012718941828,16.419886117719475,0.006613257976585383,16.40788853866289,0.009984983972993166,0.07000000029802322,0.007799999415874483,2
339,1716.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1716.0,132.85635,11.877437,6.049212714871025e+17,132.85629556222,11.877441288650001,1.0,0.1924006374913826,132.85632278111,11.877439144324999,,,,,,,1.0,132.85634230386592,11.8774538510746,0.001,0.001,90.0,6.049212714871025e+17,132.85629556222,0.0228,11.877441288650001,0.0149,1.1134,0.0292,-10.624,0.05,-2.918,0.037000000000000005,False,105124.0,32.3132,13.134106,58162.2,57.4012,13.439785999999998,68879.1,46.9675,12.666702,0.773084,,,0.0,5852.67,0.74,0.3975,1.78,3.334,0.066447,08512552+1152388,132.856334,11.877449,0.07,0.06,90.0,12.086584001417458,11.859480000838637,11.785792000541091,0.022046222547414878,0.020017808904639126,0.02100706253093509,AAA,222.0,0.0,2450768.9546,0.071017,1.222513285636134e+17,132.85629727,11.87744175,0.003,0.002,90.0,503635968.0,60.0,55890.18791667,5.0,78.0,13.152060006290675,0.006410871471904119,115000.0,13.109640004679562,,114724.0,13.003320003524422,,114724.0,12.897980002769827,0.004632931684841686,115000.0,12.88586000225842,0.00540169838139798,115000.0,0.186549,0.2139,0.6920000000000001,,,0.00033368422249179446,0.0010710019169234302,0.0007400929601789378,0.375584,0.4529518708237066,13.48722209092297,,13.345280662090937,,13.150352727075312,,13.014490669529687,,12.947353534654532,,0.07999999821186066,0.0017999996244907335,2
340,1721.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.0,132.91698,11.8787,6.049197897228003e+17,132.91694085462,11.878705592610002,1.0,0.13936750289667196,132.91696042731002,11.878702796305001,,,,,,,1.0,132.91698881976308,11.8787170176384,0.001,0.0,90.0,6.049197897228003e+17,132.91694085462,0.0219,11.878705592610002,0.013,1.1483,0.027000000000000003,-10.902,0.044,-2.654,0.028,False,64573.0,10.7655,13.663238,35740.4,27.1112,13.96849,42141.7,35.4136,13.200139000000002,0.768351,,,0.0,6101.39,0.2977,0.1517,1.24,1.906,0.06869199999999999,08514007+1152433,132.916972,11.878715,0.09,0.08,90.0,12.602584001417458,12.348480000838636,12.32579200054109,0.020050833613846186,0.022016191163383582,0.023006448578140368,AAA,222.0,0.0,2450767.9968,0.060912,1.2225132917001491e+17,132.91694138,11.87870676,0.004,0.004,0.0,235200512.0,28.0,56040.04613426,6.0,56.0,13.710660006290675,0.006671527038787603,33080.0,13.431540004679562,0.0047105990172922494,115000.0,13.353020003524422,0.0036860384681040555,115000.0,13.423080002769828,0.002832676472244937,16696.0,13.40226000225842,0.0070751922520591315,16696.0,0.138214,0.051,0.2221,6062.42626953,358.8310546899993,0.00018099699375633446,0.0008232826916872837,0.0009120106955973345,0.6166510000000001,0.13655552737952176,14.071332300300814,0.0021310810131527744,13.671048992303502,0.00015071575314323446,13.500837353919383,0.0010000686731458136,13.528706802587418,0.0005682200596060974,13.493281051294565,0.006742638927862218,0.07999999821186066,0.0017999996244907335,2
341,1723.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1723.0,132.834,11.879984,6.049213745663232e+17,132.83393980114,11.879991571300001,1.0,0.21381844634993552,132.83396990057,11.879987785650005,,,,,,,1.0,132.8339889724596,11.8800048297682,0.001,0.001,90.0,6.049213745663232e+17,132.83393980114,0.0265,11.879991571300001,0.0169,1.1288,0.0346,-11.175999999999998,0.059,-3.079,0.043,False,60509.0,12.7981,13.733815,33669.5,40.1215,14.033295,39400.7,41.6013,13.27316,0.760135,,,0.0,5381.04,0.2977,0.15,1.6,1.944,0.084453,08512015+1152479,132.833993,11.879987,0.07,0.06,90.0,12.708584001417458,12.507480000838637,12.432792000541092,0.022046222547414878,0.020017808904639126,0.02100706253093509,AAA,222.0,0.0,2450768.9546,0.026922,1.2225132834010648e+17,132.83394168,11.87999204,0.006999999999999999,0.003,90.0,1443160064.0,172.0,55876.72987269,5.0,82.0,13.771660006290675,0.00644509682078354,16696.0,13.519840004679562,0.007549817421747013,115000.0,13.463120003524422,0.006713931753327769,115000.0,13.498480002769828,0.0044748246889023515,16696.0,13.48976000225842,0.005311152926022518,16696.0,0.207484,0.0795,0.1966,6466.26220703,392.5493164099999,0.00022961693704484371,0.0012930228034434734,0.0011457717494774322,0.610135,0.13806080979362728,14.126471625393767,0.0014973829032948016,13.758592785691368,0.005910859134457465,13.610752715023436,0.005700071338819687,13.606465952925024,0.003559576926809288,13.574426560421378,0.005132610155768257,0.07999999821186066,0.0017999996244907335,2
342,1732.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1732.0,132.80143,11.882087,6.049221648403164e+17,132.80135772985,11.882130568180001,0.999,0.2990327562915906,132.801393864925,11.882108784089999,,,,,,,0.999,132.8014058629345,11.882141878187499,0.002,0.001,90.0,6.049221648403164e+17,132.80135772985,0.0458,11.882130568180001,0.0297,1.2523,0.0594,-10.94,0.098,-2.627,0.073,False,7589.18,4.16854,15.987879,2945.26,14.0804,16.678577,6888.96,16.195,15.166535,1.512042,,,0.0,4357.36,,0.2009685618729097,0.9,0.261,0.215083,08511234+1152556,132.80141799999998,11.882135,0.07,0.06,90.0,14.118584001417458,13.502480000838636,13.368792000541092,0.04202423025600997,0.04100869021735088,0.04000370828034092,AAA,222.0,0.0,2450768.9546,0.177896,1.2225132801400906e+17,132.80136032,11.88213136,0.003,0.002,0.0,503635968.0,60.0,55979.15600694,5.0,80.0,16.642460006290673,0.006556620549435059,115000.0,15.744340004679561,0.0052867516587896115,115000.0,15.369120003524422,0.004398508791436354,115000.0,15.229480002769828,0.0052937752121156425,115000.0,15.08846000225842,0.004428131141192361,115000.0,0.292848,0.11501772575250835,0.3064839464882943,4861.08203125,161.3662109400002,0.0005962030502081461,0.005178209531497701,0.002549421389494875,1.3110734381270903,0.21082985635061643,17.099019970396526,0.0018109353428226226,15.986267508531467,0.0024398813865189662,15.520981803962016,0.0026001584519964103,15.304674021338462,0.0045552878699512645,15.256296561018685,0.004290387588584229,0.07999999821186066,0.0017999996244907335,2
343,1733.0,g-z outlier,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1733.0,132.76176999999998,11.881887,6.049220274013741e+17,132.76169590531,11.8819233381,1.0,0.2919718313488969,132.761732952655,11.88190516905,,,,,,,1.0,132.7617446020316,11.881935878113199,0.002,0.002,90.0,6.049220274013741e+17,132.76169590531,0.0567,11.8819233381,0.0405,1.0613,0.0754,-11.068,0.128,-2.9130000000000003,0.107,False,5421.16,3.98833,16.353136,2244.88,16.6825,16.973408,4659.19,22.0688,15.591144,1.382264,,,0.0,4710.51,0.541,0.263,0.71,0.226,0.197403,08510282+1152549,132.761754,11.881936,0.07,0.06,90.0,14.638584001417458,14.149480000838636,14.029792000541091,0.03303083299903507,0.0380093761240914,0.05000296667377464,AAA,222.0,0.0,2450768.9454,0.185187,1.222513276175188e+17,132.76169945,11.88192392,0.004,0.002,90.0,503635968.0,60.0,55934.89292824,5.0,78.0,16.865760006290675,0.007235279747824136,115000.0,16.08474000467956,0.005694711854142816,115000.0,15.802320003524423,0.0038518670263059302,115000.0,15.698980002769828,0.006798092085019886,115000.0,15.61726000225842,0.003379104230946059,115000.0,0.281845,0.2039,0.341,4866.07714844,253.14599609000012,0.0007984789554093457,0.008038658865472142,0.005130575683312355,1.1192639999999998,0.2726168471375121,17.302384658925735,0.003573822982835042,16.32744843873501,0.0032332092485610913,15.953089076267174,0.0015003108137820952,15.779870638363853,0.006245772001910413,15.771750285228359,0.0032809262747764264,0.07999999821186066,0.0017999996244907335,2
344,1734.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1734.0,132.78133,11.882267,6.049218556026758e+17,132.78127236563,11.88224730539,1.0,0.21506114868598047,132.78130118281499,11.882257152695,,,,,,,1.0,132.78132099343242,11.882261767500301,0.001,0.001,90.0,6.049218556026758e+17,132.78127236563,0.0233,11.88224730539,0.0144,1.0736,0.0305,-11.052,0.047,-3.359,0.034,False,59898.1,11.6477,13.744832999999998,32997.3,36.2326,14.055191,39300.4,32.037,13.275927,0.7792640000000001,,,0.0,5950.0,0.4095,0.2023,1.34,2.0340000000000003,0.036899,08510752+1152561,132.781335,11.882277,0.07,0.06,90.0,12.68058400141746,12.455480000838637,12.388792000541091,0.02304421681485713,0.02701319443054911,0.026005704685291973,AAA,222.0,0.0,2450768.9454,0.040078,1.2225132781347918e+17,132.78127426,11.88224823,0.006999999999999999,0.003,90.0,503635968.0,60.0,55885.45412037,5.0,80.0,13.793060006290675,0.006671527038787603,115000.0,13.509940004679562,0.005809452908985037,115000.0,13.469820003524422,0.004983661263402931,115000.0,13.504880002769827,0.002900699225429969,115000.0,13.49286000225842,0.004600907019664444,115000.0,0.207665,0.135,0.2697,6336.02001953,416.5063476599999,0.0002111102047951157,0.0011915357723598218,0.0008847126478846736,0.576964,0.20235544216542864,14.149634803070091,0.0021925239157437088,13.748928554516342,0.003409546525757477,13.61750792854134,0.0035000580261965015,13.612147609135299,0.0009228997149396396,13.57946461754743,0.004202846796907228,0.07999999821186066,0.0017999996244907335,2
345,1735.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1735.0,132.7322,11.882099,6.049219887460293e+17,132.73213076344,11.88211281236,1.0,0.2489278900486279,132.73216538172,11.88210590618,,,,,,,1.0,132.7321791115561,11.8821252014759,0.001,0.001,90.0,6.049219887460293e+17,132.73213076344,0.0282,11.88211281236,0.0204,1.1171,0.0349,-10.989,0.061,-2.877,0.047,False,21728.8,6.43074,14.845776999999998,11067.3,14.0964,15.241286,15408.2,17.7687,14.292538,0.948749,,,0.0,5387.33,0.19,0.0937,0.97,0.7120000000000001,0.119634,08505572+1152556,132.732187,11.882121,0.07,0.06,90.0,13.628510999763757,13.243169999860227,13.185817999909819,0.023816595584542258,0.02427719969921648,0.02809930463274867,AAA,222.0,0.0,2450768.9454,0.091488,1.2225132732184904e+17,132.73213292,11.88211328,0.006,0.005,90.0,235200512.0,28.0,55913.76204861,6.0,64.0,15.038239998951553,0.027520636609324797,33080.0,14.622409999220073,0.02059039038853552,98616.0,14.497429999412597,0.015467504357198,115000.0,14.485469999538362,0.012380207388238685,16696.0,14.467689999623598,0.0107893497220291,16696.0,0.241841,0.0572,0.1561,5430.04833984,203.9550781299995,0.00032128116851846804,0.0013820202893055405,0.0012513470510406252,0.855049,0.10666629434606885,15.38314759304455,0.0021459386618659974,14.837699197167343,0.0027079477483702478,14.626176943446087,0.0017000670884473798,14.568349439819139,0.002723868888435291,14.5654050151643,0.004514619754810117,0.07000000029802322,0.007799999415874483,2
346,1743.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1743.0,132.69528,11.882712,6.049630872887396e+17,132.69520354202,11.88272609981,0.999,0.27409155104634675,132.69524177101002,11.882719049904999,,,,,,,0.999,132.6952514730616,11.882736597576999,0.001,0.001,90.0,6.049630872887396e+17,132.69520354202,0.0281,11.88272609981,0.0237,1.2386,0.0347,-10.894,0.066,-2.438,0.058,False,27209.7,6.13059,14.601555,13631.6,16.326,15.015020000000002,19709.6,30.5043,14.025224,0.989797,,,0.0,5337.0,0.2715,0.1373,1.0,0.73,0.133943,08504685+1152578,132.695248,11.882741,0.07,0.06,90.0,13.319510999763757,12.850169999860226,12.78181799990982,0.023816595584542258,0.02427719969921648,0.02511117123600592,AAA,222.0,0.0,2450768.9454,0.153648,1.2225132695253978e+17,132.69520657,11.88272698,0.005,0.003,0.0,503635968.0,60.0,55935.07694444,5.0,63.0,14.822839998951554,0.02752844782007348,115000.0,14.392609999220072,0.020467637292865434,115000.0,14.240029999412597,0.015723984578978036,115000.0,14.198169999538361,0.012174955235063484,115000.0,14.158689999623597,0.011186602139356232,115000.0,0.264245,0.085,0.1783,5452.0390625,204.25732421999962,0.0002445985726009402,0.0012995630052473172,0.0016790812554524934,0.8524970000000001,0.13166712071685557,15.172468507357836,0.002295720238315934,14.608247094343852,0.0015330822174954197,14.3689406192503,0.0033000786147511156,14.279405427562523,0.0015963152417688628,14.260723824989515,0.005517724322388725,0.07000000029802322,0.007799999415874483,2
347,1745.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745.0,132.86457,11.884004,6.049213058468369e+17,132.8645094839,11.884009785329999,1.0,0.2142034297544627,132.86453974194998,11.884006892664999,,,,,,,1.0,132.86455858673392,11.884022831214097,0.001,0.001,90.0,6.049213058468369e+17,132.8645094839,0.0231,11.884009785329999,0.0156,1.1395,0.0288,-11.16,0.049,-3.03,0.035,False,45943.0,9.88251,14.032816,24896.4,24.8182,14.361048,30672.5,25.7966,13.545046,0.816002,,,0.0,5860.0,0.2465,0.1247,1.14,1.391,0.078819,08512749+1153024,132.864547,11.884025,0.07,0.06,90.0,12.939584001417458,12.655480000838637,12.59779200054109,0.02304421681485713,0.023015487684223623,0.023006448578140368,AAA,222.0,0.0,2450768.9546,0.110817,1.222613286455913e+17,132.86451228,11.88401012,0.005,0.003,0.0,503635968.0,60.0,55848.89019676,5.0,60.0,14.110560006290674,0.007284179640101834,115000.0,13.802940004679561,0.005332892564238915,115000.0,13.733120003524423,0.013186238265265151,115000.0,13.763280002769827,0.0036144233283346905,115000.0,13.75166000225842,0.0054925718387288805,115000.0,0.204528,0.0494,0.1903,5835.55859375,345.39550780999986,0.0002335207769746287,0.001081786784665069,0.0009127567436275035,0.691302,0.11985835760396733,14.473572721005562,0.004152513676923668,14.042729076449643,0.0026481440480468736,13.881012030303404,0.012700178340753277,13.867987278485419,0.0027778394752906673,13.84514933858378,0.0066403152670040716,0.07999999821186066,0.0017999996244907335,2
348,1747.0,g-z outlier,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747.0,132.97898999999998,11.884971,6.049199658172012e+17,132.97893724755,11.884991116160002,1.0,0.19944939153982216,132.97896362377492,11.884981058080001,,,,,,,1.0,132.9789859665421,11.885004607272995,0.001,0.001,90.0,6.049199658172012e+17,132.97893724755,0.0415,11.884991116160002,0.0256,1.1171,0.0539,-11.073,0.08800000000000001,-3.133,0.054000000000000006,False,11475.2,4.70052,15.538965,5395.12,16.8082,16.021385000000002,8773.51,13.0405,14.903987,1.117398,,,0.0,4957.33,0.1978,0.0737,0.86,0.405,0.121818,08515495+1153059,132.978992,11.884992,0.07,0.06,90.0,14.060584001417459,13.764480000838637,13.510792000541091,0.025040685466059916,0.037009629467783786,0.03700400892036723,AAA,222.0,0.0,2450768.9551,0.075928,1.2226132978972248e+17,132.97893845,11.88498991,0.006,0.006,0.0,503635968.0,60.0,56015.28598380001,5.0,59.0,15.828460006290674,0.007007087342774749,115000.0,15.28104000467956,0.005584777802358363,115000.0,15.095320003524423,0.004519610557154553,115000.0,15.047980002769828,0.004095614239208818,115000.0,15.02066000225842,0.004173529130555765,115000.0,0.193942,0.0073,0.2328,5167.52099609,225.1933593799995,0.0004446527961901087,0.00337729334668354,0.0016125850569713818,1.0436979999999998,0.12010832211348023,16.231374667135636,0.0030830891939833184,15.523742931687568,0.0030240875455127374,15.244607914218125,0.0028001235069178812,15.13877934864352,0.0030679328299200613,15.15065125423866,0.0039384918918232495,0.07999999821186066,0.0017999996244907335,2
349,1748.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1748.0,132.91272,11.884749,6.049197897227992e+17,132.91266147828,11.8847742146,1.0,0.22526084607771066,132.91269073914,11.8847616073,,,,,,,1.0,132.9127107788349,11.884787908650301,0.001,0.001,90.0,6.049197897227992e+17,132.91266147828,0.0356,11.8847742146,0.0205,1.0703,0.0443,-11.205,0.07200000000000001,-3.181,0.044,False,15282.5,5.0494900000000005,15.227877,6886.05,14.4244,15.756462,12156.7,22.7917,14.549879999999998,1.206582,,,0.0,4915.0,0.856,0.422,1.06,0.593,0.143789,08513904+1153052,132.912702,11.884789,0.09,0.08,90.0,13.673584001417458,13.187480000838637,13.12079200054109,0.024042377765315644,0.02701319443054911,0.026005704685291973,AAA,222.0,0.0,2450767.9968,0.157343,1.2226132912699222e+17,132.91266367,11.88477429,0.02,0.003,0.0,503635968.0,60.0,55893.72094907,5.0,76.0,15.591160006290675,0.006507631906406054,115000.0,14.969540004679562,0.005584777802358363,115000.0,14.757120003524422,0.004024534704576778,115000.0,14.682880002769828,0.004397050829409415,115000.0,14.61596000225842,0.0048639845192596535,115000.0,0.21833,0.3735,0.4671,5623.88720703,311.2753906200005,0.0003586787885454171,0.002271943032506329,0.002033660927548755,0.7845820000000001,0.4203110604087302,16.004694509180048,0.0015607752346201219,15.212461482375721,0.003009978452248492,14.906835355719362,0.0019000725808678105,14.770439418192687,0.0034244066856556365,14.754137099442355,0.004450720519437182,0.07999999821186066,0.0017999996244907335,2
350,1751.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751.0,132.76542,11.884867,6.049220274013719e+17,132.76535060482001,11.884914762460001,0.998,0.29888005181734745,132.76538530241,11.88489088123,,,,,,,0.998,132.7654012458917,11.8849259601413,0.003,0.002,90.0,6.049220274013719e+17,132.76535060482001,0.0783,11.884914762460001,0.0551,1.1455,0.102,-11.51,0.172,-2.6010000000000004,0.14,False,2853.85,2.5773,17.049788,1037.91,18.2972,17.810991,2707.9,13.0514,16.18034,1.630652,,,0.0,4282.75,0.556,0.27,0.63,0.122,0.22230100000000005,08510370+1153057,132.765428,11.884944,0.07,0.06,90.0,15.029584001417458,14.410480000838637,14.26479200054109,0.04002544101705994,0.04800742310666809,0.06300235452884771,AAA,222.0,0.0,2450768.9454,0.278629,1.222613276540524e+17,132.76535368,11.884915,0.005,0.004,90.0,503635968.0,60.0,56035.48396991,5.0,56.0,17.85036000629067,0.006964859871474378,115000.0,16.81654000467956,0.007549817421747013,115000.0,16.390720003524425,0.0038918992263858644,115000.0,16.19318000276983,0.00316607896244077,115000.0,16.08846000225842,0.005583757283729081,115000.0,0.290594,0.1709,0.375,4235.76123047,159.38427734000015,0.000980081338794588,0.018973568478642705,0.005220406218012005,1.360652,0.2736584576472922,18.323744129688475,0.0029831590102267222,17.057562966807268,0.005923886995543262,16.54368137879635,0.001600374497905161,16.263231353703233,0.0017230297981301467,16.26800448905951,0.005630640163950398,0.07999999821186066,0.0017999996244907335,2
351,1753.0,g-z outlier,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1753.0,132.84143999999998,11.885784,6.04921477645535e+17,132.84137731251002,11.88580268928,1.0,0.2308582957339539,132.841408656255,11.88579334464,,,,,,,1.0,132.8414251633182,11.885814878768404,0.001,0.001,90.0,6.04921477645535e+17,132.84137731251002,0.0406,11.88580268928,0.0221,1.1956,0.0471,-10.875,0.08800000000000001,-2.8310000000000004,0.053,False,17411.4,6.871739999999999,15.086282,8656.47,20.0361,15.508036,12667.5,16.8287,14.505191,1.002845,,,0.0,5348.25,0.1473,0.0753,0.82,0.501,0.12283800000000004,08512194+1153089,132.841424,11.885814,0.07,0.06,90.0,13.798584001417458,13.443480000838637,13.38679200054109,0.025040685466059916,0.02601370164629881,0.03400436260509256,AAA,222.0,0.0,2450768.9546,0.121824,1.2226132841427346e+17,132.84137842,11.88580399,0.006999999999999999,0.001,90.0,503635968.0,60.0,55980.76653935,5.0,80.0,15.281060006290675,0.006485312099604313,115000.0,14.835440004679562,0.005117591533301062,115000.0,14.701020003524423,0.003978301093223449,115000.0,14.696280002769827,0.002962103306167768,115000.0,14.66216000225842,0.005220952537956801,115000.0,0.22856,0.0072,0.138,5415.24609375,210.65771484000012,0.000428421896145675,0.002510120447411261,0.001441436968428728,0.927545,0.07265767987759082,15.667285136492936,0.0014502673869923887,15.077342069821306,0.002008475244091919,14.849690476769348,0.0018000484380687317,14.79252062531284,0.0010490851754548362,14.778092441824263,0.0047837742585454,0.07999999821186066,0.0017999996244907335,2
