,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS,bayestar2019_ext,bayestar2019_ext_err,bayestar2019_flags
992,211407666.0,BP-RP outlier,KTWO211407666-C16,16.0,23.0,132.81957,11.758165,SC,-8.5,2.1,-3.1,3.7,,,,,,,,,,,,,,,,,11.020999999999999,0.024,10.662,0.026000000000000002,10.57,0.023,12.274000000000001,JHK,,,,509-047258,08511670+1145293,,0.945,0.055,0.865,,,,15.0,4.0,52.0,,,0.002,132.81957,11.758165,1089.0,132.81958,11.758127,6.04911375882675e+17,132.81952601383,11.75816246046,0.999,0.2291286465335136,132.819553006915,11.75814473023,,,,,,,0.999,132.8195755292192,11.7581728218781,0.002,0.001,90.0,6.04911375882675e+17,132.81952601383,0.0595,11.75816246046,0.0395,1.1566,0.0856,-11.259,0.134,-2.407,0.091,False,243847.0,37.9001,12.220572,124709.0,171.02599999999995,12.611641,171668.0,133.257,11.675197,0.936444,38.39,1.58,10.0,5426.0,,0.2009685618729097,3.08,7.421,0.16571,08511670+1145293,132.81958999999998,11.758145,0.07,0.07,0.0,10.957584001417459,10.624480000838638,10.545792000541091,0.0241024157407121,0.026033142213733727,0.02301560086330304,AAA,222.0,0.0,2450768.9545,0.073765,1.2211132819549027e+17,132.81951543,11.75821698,0.209,0.051,0.0,637853696.0,76.0,56048.42121528,4.0,62.0,12.761560006290674,,65572.0,12.281640004679561,,65572.0,12.067320003524422,,36.0,11.945080002769828,,114724.0,11.84526000225842,0.003605013140342019,16793912.0,0.395878,0.11501772575250835,0.3064839464882943,,,0.00016873823839836944,0.0014879592439921356,0.0008424739841960175,0.7354754381270904,0.21075777259824627,13.160301041640558,,12.524196517470559,,12.216447837350561,,12.0371963575352,,11.971881446775122,,0.07999999821186066,0.002799999415874485,2
993,211407666.0,BP-RP outlier,KTWO211407666-C16,16.0,23.0,132.81957,11.758165,LC,-8.5,2.1,-3.1,3.7,,,,,,,,,,,,,,,,,11.020999999999999,0.024,10.662,0.026000000000000002,10.57,0.023,12.274000000000001,JHK,,,,509-047258,08511670+1145293,,0.945,0.055,0.865,,,,15.0,4.0,52.0,,,0.002,132.81957,11.758165,1089.0,132.81958,11.758127,6.04911375882675e+17,132.81952601383,11.75816246046,0.999,0.2291286465335136,132.819553006915,11.75814473023,,,,,,,0.999,132.8195755292192,11.7581728218781,0.002,0.001,90.0,6.04911375882675e+17,132.81952601383,0.0595,11.75816246046,0.0395,1.1566,0.0856,-11.259,0.134,-2.407,0.091,False,243847.0,37.9001,12.220572,124709.0,171.02599999999995,12.611641,171668.0,133.257,11.675197,0.936444,38.39,1.58,10.0,5426.0,,0.2009685618729097,3.08,7.421,0.16571,08511670+1145293,132.81958999999998,11.758145,0.07,0.07,0.0,10.957584001417459,10.624480000838638,10.545792000541091,0.0241024157407121,0.026033142213733727,0.02301560086330304,AAA,222.0,0.0,2450768.9545,0.073765,1.2211132819549027e+17,132.81951543,11.75821698,0.209,0.051,0.0,637853696.0,76.0,56048.42121528,4.0,62.0,12.761560006290674,,65572.0,12.281640004679561,,65572.0,12.067320003524422,,36.0,11.945080002769828,,114724.0,11.84526000225842,0.003605013140342019,16793912.0,0.395878,0.11501772575250835,0.3064839464882943,,,0.00016873823839836944,0.0014879592439921356,0.0008424739841960175,0.7354754381270904,0.21075777259824627,13.160301041640558,,12.524196517470559,,12.216447837350561,,12.0371963575352,,11.971881446775122,,0.07999999821186066,0.002799999415874485,2
994,200233405.0,,KTWO200233405-C18,18.0,27.0,132.868373,11.759387,LC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,6.0,1.0,13.0,,,0.026000000000000002,132.868373,11.759387,1093.0,132.86883999999998,11.759373,6.049164954836764e+17,132.86879115042,11.75940329709,0.999,0.20380833828327616,132.86881557521002,11.759388148545,,,,,,,0.999,132.8688392208453,11.759417011978199,0.001,0.001,90.0,6.049164954836764e+17,132.86879115042,0.0393,11.75940329709,0.0236,1.0454,0.0481,-10.93,0.084,-3.185,0.056,False,11816.0,5.21864,15.507193,5257.39,20.7444,16.049460999999994,9566.36,14.9514,14.810053,1.239409,,,0.0,4938.75,,0.2009685618729097,0.94,0.478,0.158467,08512852+1145338,132.86883899999998,11.759397,0.07,0.07,0.0,13.904584001417458,13.381480000838637,13.302792000541091,0.0241024157407121,0.026033142213733727,0.030011962333357605,AAA,222.0,0.0,2450768.9545,0.08647200000000001,1.2211132868840178e+17,132.86879296,11.75940404,0.003,0.002,90.0,503635968.0,60.0,55994.53956019,5.0,61.0,15.889960006290673,0.010051384963067282,115000.0,15.247140004679562,0.008705383354984202,115000.0,15.003220003524422,0.00681594753004208,115000.0,14.928780002769827,0.004776117250582662,115000.0,14.84646000225842,0.005881846626871414,115000.0,0.199932,0.11501772575250835,0.3064839464882943,5270.26611328,226.01611327999942,0.0004794190522968244,0.004275624900603896,0.0016955878604729042,1.0384404381270902,0.2108010220846462,16.308925977438456,0.002157232837588989,15.490091807314547,0.004723689924526676,15.153166529741423,0.004000126399293512,15.014734431202138,0.0021479143799486007,14.988632184965127,0.00519130324147752,0.07999999821186066,0.002799999415874485,2
995,211408015.0,,KTWO211408015-C16,16.0,23.0,132.763575,11.763167999999999,SC,-11.3,3.9,-3.7,2.1,,,,,13.263,0.01,12.663,0.02,13.03,0.29,12.508,0.03,12.491,0.23,,,11.491,0.022000000000000002,11.22,0.02,11.187000000000001,0.02,12.652999999999999,gri,,,,509-047221,08510325+1145473,,1.0,0.0,0.951,,,,15.0,4.0,52.0,,,0.0009204,132.763575,11.763167999999999,1120.0,132.76358000000002,11.763145,6.049144682591401e+17,132.76352037477,11.763157060569998,1.0,0.21458135605993645,132.76355018738502,11.763151030284998,211408015.0,0.9,132.763573,11.763167999999999,0.0,0.10097710171692303,0.95,132.7635690505962,11.763169597018099,0.001,0.001,90.0,6.049144682591402e+17,132.76352037477,0.0352,11.763157060569998,0.0249,1.1768,0.0448,-11.068,0.079,-2.912,0.062,False,185536.0,33.2527,12.517296,101311.0,99.961,12.837245,122586.0,86.7495,12.040814,0.796431,,,0.0,5892.33,,0.2009685618729097,2.2,5.257999999999999,0.096593,08510325+1145473,132.763576,11.763164,0.07,0.06,90.0,11.45136500236243,11.19655000139773,11.171870000901817,0.02235417941683212,0.020137006401218654,0.02005714759756352,AAA,222.0,0.0,2450768.9455,0.069838,1.2211132763626627e+17,132.76352337,11.76315692,0.029,0.022,0.0,637853696.0,76.0,55978.52445602,4.0,76.0,12.702100010484457,,114724.0,12.417150007799268,,16420.0,12.328450005874037,,32804.0,12.30255000461638,,114724.0,12.309850003764033,0.006991368826877165,115000.0,0.204148,0.11501772575250835,0.3064839464882943,6459.08349609,447.04980469000014,0.00019457369643729474,0.00107074028906013,0.0007680629295757429,0.5954624381270903,0.21075495564963273,12.95361330953733,,12.57769131076858,,12.417022960973581,,12.363153942646099,,12.359086659702909,,0.04999999701976776,0.005000000819563866,2
996,211408015.0,,KTWO211408015-C16,16.0,23.0,132.763575,11.763167999999999,LC,-11.3,3.9,-3.7,2.1,,,,,13.263,0.01,12.663,0.02,13.03,0.29,12.508,0.03,12.491,0.23,,,11.491,0.022000000000000002,11.22,0.02,11.187000000000001,0.02,12.652999999999999,gri,,,,509-047221,08510325+1145473,,1.0,0.0,0.951,106.585,85.365,70.087,15.0,4.0,52.0,,,0.0009204,132.763575,11.763167999999999,1120.0,132.76358000000002,11.763145,6.049144682591401e+17,132.76352037477,11.763157060569998,1.0,0.21458135605993645,132.76355018738502,11.763151030284998,211408015.0,0.9,132.763573,11.763167999999999,0.0,0.10097710171692303,0.95,132.7635690505962,11.763169597018099,0.001,0.001,90.0,6.049144682591402e+17,132.76352037477,0.0352,11.763157060569998,0.0249,1.1768,0.0448,-11.068,0.079,-2.912,0.062,False,185536.0,33.2527,12.517296,101311.0,99.961,12.837245,122586.0,86.7495,12.040814,0.796431,,,0.0,5892.33,,0.2009685618729097,2.2,5.257999999999999,0.096593,08510325+1145473,132.763576,11.763164,0.07,0.06,90.0,11.45136500236243,11.19655000139773,11.171870000901817,0.02235417941683212,0.020137006401218654,0.02005714759756352,AAA,222.0,0.0,2450768.9455,0.069838,1.2211132763626627e+17,132.76352337,11.76315692,0.029,0.022,0.0,637853696.0,76.0,55978.52445602,4.0,76.0,12.702100010484457,,114724.0,12.417150007799268,,16420.0,12.328450005874037,,32804.0,12.30255000461638,,114724.0,12.309850003764033,0.006991368826877165,115000.0,0.204148,0.11501772575250835,0.3064839464882943,6459.08349609,447.04980469000014,0.00019457369643729474,0.00107074028906013,0.0007680629295757429,0.5954624381270903,0.21075495564963273,12.95361330953733,,12.57769131076858,,12.417022960973581,,12.363153942646099,,12.359086659702909,,0.04999999701976776,0.005000000819563866,2
997,211408116.0,,KTWO211408116-C18,18.0,27.0,132.838425,11.764649,SC,-7.8,1.8,-5.2,2.3,,,,,,,,,,,,,,,,,11.135,0.021,10.888,0.02,10.835,0.017,12.192,JHK,,,,509-047286,08512122+1145526,,0.9440000000000001,0.057,0.961,,,,6.0,1.0,13.0,,,0.0006218,132.838425,11.764649,1129.0,132.83844,11.764636,6.049113372271859e+17,132.83838129668,11.76464340845,0.923,0.20860454017036506,132.83841064834002,11.764639704224999,211408116.0,0.9,132.83843000000002,11.764649,0.0,0.07597023941574524,0.9115,132.83843291440002,11.764654046219402,0.001,0.001,90.0,6.049113372271859e+17,132.83838129668,0.0429,11.76464340845,0.0287,1.1434,0.0577,-11.737,0.087,-2.471,0.06,False,267068.0,46.7102,12.121811,148286.0,175.019,12.423639,173230.0,130.494,11.665361,0.758278,,,0.0,6049.0,,0.2009685618729097,2.57,7.966,0.069601,08512122+1145526,132.838438,11.764625,0.07,0.07,0.0,11.071584001417458,10.850480000838637,10.810792000541092,0.02111697053410187,0.02004306597106553,0.017021101112997237,AAA,222.0,0.0,2450768.9545,0.040222,1.2211132838446806e+17,132.83837077,11.76465008,0.031,0.026,0.0,872734720.0,104.0,55725.46503472,3.0,65.0,,,114724.0,,,16420.0,,,16420.0,,,114724.0,,,114724.0,0.249202,0.11501772575250835,0.3064839464882943,6433.80029297,422.28857422000056,0.0001898786854473201,0.0012807170733815224,0.0008175761854481386,0.5573094381270903,0.2107563132921273,,,,,,,,,,,0.07999999821186066,0.002799999415874485,2
998,211408116.0,,KTWO211408116-C18,18.0,27.0,132.838425,11.764649,LC,-7.8,1.8,-5.2,2.3,,,,,,,,,,,,,,,,,11.135,0.021,10.888,0.02,10.835,0.017,12.192,JHK,,,,509-047286,08512122+1145526,,0.9440000000000001,0.057,0.961,213.33,208.576,189.59,6.0,1.0,13.0,,,0.0006218,132.838425,11.764649,1129.0,132.83844,11.764636,6.049113372271859e+17,132.83838129668,11.76464340845,0.923,0.20860454017036506,132.83841064834002,11.764639704224999,211408116.0,0.9,132.83843000000002,11.764649,0.0,0.07597023941574524,0.9115,132.83843291440002,11.764654046219402,0.001,0.001,90.0,6.049113372271859e+17,132.83838129668,0.0429,11.76464340845,0.0287,1.1434,0.0577,-11.737,0.087,-2.471,0.06,False,267068.0,46.7102,12.121811,148286.0,175.019,12.423639,173230.0,130.494,11.665361,0.758278,,,0.0,6049.0,,0.2009685618729097,2.57,7.966,0.069601,08512122+1145526,132.838438,11.764625,0.07,0.07,0.0,11.071584001417458,10.850480000838637,10.810792000541092,0.02111697053410187,0.02004306597106553,0.017021101112997237,AAA,222.0,0.0,2450768.9545,0.040222,1.2211132838446806e+17,132.83837077,11.76465008,0.031,0.026,0.0,872734720.0,104.0,55725.46503472,3.0,65.0,,,114724.0,,,16420.0,,,16420.0,,,114724.0,,,114724.0,0.249202,0.11501772575250835,0.3064839464882943,6433.80029297,422.28857422000056,0.0001898786854473201,0.0012807170733815224,0.0008175761854481386,0.5573094381270903,0.2107563132921273,,,,,,,,,,,0.07999999821186066,0.002799999415874485,2
999,211408138.0,,KTWO211408138-C18,18.0,27.0,132.82497,11.765055,SC,-8.0,1.2,-4.5,1.5,,,,,13.364,0.09,12.767000000000001,0.04,13.078,0.24,12.626,0.04,12.595,0.21,,,11.640999999999998,0.021,11.357000000000001,0.02,11.295,0.018000000000000002,12.74,gri,,,,509-047267,08511799+1145541,,0.9890000000000001,0.011000000000000001,0.943,,,,6.0,1.0,13.0,,,0.0003612,132.82497,11.765055,1133.0,132.82497,11.765044,,,,,,132.82497,11.765044,211408138.0,0.9,132.824965,11.765055,1.0,0.043343855151637856,0.9,132.8249334472251,11.7650932493325,0.014,0.013,90.0,6.049114102424108e+17,132.82491941406,0.4419,11.765053585339999,0.3675,1.2555,0.4891,-3.1910000000000003,0.877,-9.212,0.816,True,171966.0,55.2802,12.59976,96428.1,76.6677,12.89088,111651.0,47.6843,12.142262,0.748618,43.86,5.56,11.0,6253.67,,0.2009685618729097,,,0.219159,08511799+1145541,132.824975,11.765037,0.07,0.07,0.0,11.577584001417456,11.319480000838636,11.27079200054109,0.02111697053410187,0.02004306597106553,0.018019930163540473,AAA,222.0,0.0,2450768.9545,0.03075,1.2211132824971854e+17,132.82491904,11.76505418,0.009000000000000001,0.004,90.0,637853696.0,76.0,55834.92377315,8.0,78.0,12.570560006290675,,114724.0,12.342640004679561,,98340.0,12.319320003524423,,65572.0,12.355080002769826,,65572.0,12.382960002258422,0.00463746910955088,115000.0,0.183303,0.11501772575250835,0.3064839464882943,,,0.00034896473513811765,0.0008629001683272339,0.0004636010286508827,0.5476494381270903,0.2107531125465589,12.918428222656248,,12.580394882812499,,12.466737773437501,,12.465968164062497,,12.45977099609375,,0.07999999821186066,0.002799999415874485,2
1000,211408138.0,,KTWO211408138-C18,18.0,27.0,132.82497,11.765055,LC,-8.0,1.2,-4.5,1.5,,,,,13.364,0.09,12.767000000000001,0.04,13.078,0.24,12.626,0.04,12.595,0.21,,,11.640999999999998,0.021,11.357000000000001,0.02,11.295,0.018000000000000002,12.74,gri,,,,509-047267,08511799+1145541,,0.9890000000000001,0.011000000000000001,0.943,,,,6.0,1.0,13.0,,,0.0003612,132.82497,11.765055,1133.0,132.82497,11.765044,,,,,,132.82497,11.765044,211408138.0,0.9,132.824965,11.765055,1.0,0.043343855151637856,0.9,132.8249334472251,11.7650932493325,0.014,0.013,90.0,6.049114102424108e+17,132.82491941406,0.4419,11.765053585339999,0.3675,1.2555,0.4891,-3.1910000000000003,0.877,-9.212,0.816,True,171966.0,55.2802,12.59976,96428.1,76.6677,12.89088,111651.0,47.6843,12.142262,0.748618,43.86,5.56,11.0,6253.67,,0.2009685618729097,,,0.219159,08511799+1145541,132.824975,11.765037,0.07,0.07,0.0,11.577584001417456,11.319480000838636,11.27079200054109,0.02111697053410187,0.02004306597106553,0.018019930163540473,AAA,222.0,0.0,2450768.9545,0.03075,1.2211132824971854e+17,132.82491904,11.76505418,0.009000000000000001,0.004,90.0,637853696.0,76.0,55834.92377315,8.0,78.0,12.570560006290675,,114724.0,12.342640004679561,,98340.0,12.319320003524423,,65572.0,12.355080002769826,,65572.0,12.382960002258422,0.00463746910955088,115000.0,0.183303,0.11501772575250835,0.3064839464882943,,,0.00034896473513811765,0.0008629001683272339,0.0004636010286508827,0.5476494381270903,0.2107531125465589,12.918428222656248,,12.580394882812499,,12.466737773437501,,12.465968164062497,,12.45977099609375,,0.07999999821186066,0.002799999415874485,2
1001,211408169.0,,KTWO211408169-C18,18.0,27.0,132.555375,11.765663,LC,,,,,,,,,,,,,,,,,,,,,15.404000000000002,0.047,14.69,0.062,14.647,0.076,17.317,JHK,,,,,08501328+1145563,,1.0,0.0,0.4,2825.7859999999996,2394.404,2074.748,6.0,1.0,13.0,,,0.001,132.555375,11.765663,1143.0,132.55538,11.765623,6.049603342142107e+17,132.55530319138,11.76567284852,0.995,0.32478188607795205,132.55534159568998,11.765647924260001,211408169.0,0.9,132.555372,11.765663,0.0,0.12011617127103193,0.9475,132.5553521022252,11.765686388405099,0.003,0.002,90.0,6.049603342142107e+17,132.55530319138,0.0867,11.76567284852,0.0602,1.2562,0.109,-11.121,0.185,-3.145,0.133,False,2109.91,1.92545,17.377705,709.565,6.5963699999999985,18.223907,2082.63,10.2164,16.465391,1.758516,,,0.0,,,0.2009685618729097,,,0.248479,08501328+1145563,132.555372,11.765663,0.07,0.07,135.0,15.37229200070873,14.671240000419319,14.634896000270546,0.04716682441818144,0.062044331108535834,0.07601505882418881,AAA,222.0,0.0,2450768.9448,0.146734,1.2211132555329933e+17,132.55530659,11.76567436,0.005,0.002,0.0,503635968.0,60.0,55902.57644676,5.0,79.0,18.408280003145336,0.018259736331746254,115000.0,17.27772000233978,0.013321679832611738,115000.0,16.75706000176221,0.009916198085857041,115000.0,16.525740001384914,0.008108329049335618,115000.0,16.37198000112921,0.0079321629056073,115000.0,0.31800100000000003,0.11501772575250835,0.3064839464882943,4054.77368164,110.80273437000004,0.000990363320176424,0.010046764909816116,0.005313088344904645,1.5575474381270902,0.21105705702099167,18.752213434310036,0.00502143069254561,17.413436115628528,0.0026489587162623605,16.83203141392367,0.0011014803851529034,16.530011197345292,0.002773290114668464,16.509605058550413,0.006191164315762836,0.03999999910593033,0.004999998956918716,2
1002,211408522.0,BP-RP outlier,KTWO211408522-C05,5.0,31.0,132.835725,11.771214,SC,-7.4,3.7,-4.9,1.2,,,,,,,,,,,,,,,,,12.004000000000001,0.022000000000000002,11.833,0.022000000000000002,11.790999999999999,0.018000000000000002,12.902000000000001,JHK,,,,509-047282,08512057+1146163,,0.9840000000000001,0.016,0.8540000000000001,,,,6.0,1.0,13.0,,,0.0004825,132.835725,11.771214,1159.0,132.83573,11.771208,6.049172857576659e+17,132.83567407302,11.77121213168,0.997,0.1976634381627136,132.83570203650999,11.771210065839998,211408522.0,0.9,132.83572,11.771214,0.0,0.06487346783657129,0.9485,132.83572287173308,11.7712259964954,0.001,0.001,90.0,6.049172857576659e+17,132.83567407302,0.0339,11.77121213168,0.0237,1.2055,0.0432,-11.095999999999998,0.075,-3.22,0.058,False,143457.0,26.4199,12.796559,85098.9,96.4194,13.026579,86664.2,56.1005,12.41732,0.609259,33.34,2.76,4.0,6821.5,0.465,0.2338,1.4,3.823,0.069488,08512057+1146163,132.83572,11.771197,0.07,0.07,0.0,11.940584001417458,11.795480000838637,11.766792000541091,0.022111681178465976,0.022039158185386414,0.018019930163540473,AAA,222.0,0.0,2450768.9545,0.053012,1.2212132835727594e+17,132.83567655,11.7712129,0.012,0.006999999999999999,90.0,906289152.0,108.0,55686.10740741,7.0,68.0,12.461560006290675,,16420.0,12.425640004679561,,16420.0,12.498320003524423,,16420.0,12.598080002769827,,114724.0,12.68496000225842,0.004510667327795149,16696.0,0.189198,0.1279,0.4091,8054.92089844,704.8032226599997,0.00019993726953597307,0.0012294726735464657,0.0007026042801401513,0.375459,0.2685037341562115,12.772761940770492,,12.65627796216674,,12.644643386391742,,12.726335787803299,,12.71415578565823,,0.07999999821186066,0.002799999415874485,2
1003,211408522.0,BP-RP outlier,KTWO211408522-C05,5.0,31.0,132.835725,11.771214,LC,-7.4,3.7,-4.9,1.2,,,,,,,,,,,,,,,,,12.004000000000001,0.022000000000000002,11.833,0.022000000000000002,11.790999999999999,0.018000000000000002,12.902000000000001,JHK,,,,509-047282,08512057+1146163,,0.9840000000000001,0.016,0.8540000000000001,,,,6.0,1.0,13.0,,,0.0004825,132.835725,11.771214,1159.0,132.83573,11.771208,6.049172857576659e+17,132.83567407302,11.77121213168,0.997,0.1976634381627136,132.83570203650999,11.771210065839998,211408522.0,0.9,132.83572,11.771214,0.0,0.06487346783657129,0.9485,132.83572287173308,11.7712259964954,0.001,0.001,90.0,6.049172857576659e+17,132.83567407302,0.0339,11.77121213168,0.0237,1.2055,0.0432,-11.095999999999998,0.075,-3.22,0.058,False,143457.0,26.4199,12.796559,85098.9,96.4194,13.026579,86664.2,56.1005,12.41732,0.609259,33.34,2.76,4.0,6821.5,0.465,0.2338,1.4,3.823,0.069488,08512057+1146163,132.83572,11.771197,0.07,0.07,0.0,11.940584001417458,11.795480000838637,11.766792000541091,0.022111681178465976,0.022039158185386414,0.018019930163540473,AAA,222.0,0.0,2450768.9545,0.053012,1.2212132835727594e+17,132.83567655,11.7712129,0.012,0.006999999999999999,90.0,906289152.0,108.0,55686.10740741,7.0,68.0,12.461560006290675,,16420.0,12.425640004679561,,16420.0,12.498320003524423,,16420.0,12.598080002769827,,114724.0,12.68496000225842,0.004510667327795149,16696.0,0.189198,0.1279,0.4091,8054.92089844,704.8032226599997,0.00019993726953597307,0.0012294726735464657,0.0007026042801401513,0.375459,0.2685037341562115,12.772761940770492,,12.65627796216674,,12.644643386391742,,12.726335787803299,,12.71415578565823,,0.07999999821186066,0.002799999415874485,2
1004,211408750.0,,KTWO211408750-C05,5.0,31.0,132.64133999999999,11.774239999999999,SC,-10.2,0.8,-4.5,0.8,,,,,13.425,0.07,12.883,0.03,13.232000000000001,0.37,12.738,0.03,12.802,0.33,,,11.824000000000002,0.021,11.595999999999998,0.022000000000000002,11.517000000000001,0.023,12.931,gri,,,,509-047163,08503392+1146272,,0.9990000000000001,0.0008,0.9540000000000001,,,,6.0,1.0,13.0,,,0.0005334,132.64133999999999,11.774239999999999,1184.0,132.64137,11.774222,6.049138154239411e+17,132.64129280511006,11.77423350682,1.0,0.27519005090822257,132.641331402555,11.77422775341,211408750.0,0.9,132.641344,11.774239999999999,0.0,0.06256823768120523,0.95,132.641341045539,11.774246655767698,0.001,0.001,90.0,6.049138154239411e+17,132.64129280511006,0.0369,11.77423350682,0.0296,1.1208,0.0462,-10.968,0.077,-3.054,0.063,True,151569.0,22.5009,12.736842,85824.5,70.1584,13.017361,96396.1,47.4857,12.301771,0.71559,,,0.0,6114.0,,0.2009685618729097,1.93,4.695,0.135245,08503392+1146272,132.64134,11.774245,0.08,0.07,90.0,11.768510999763759,11.563169999860225,11.495817999909818,0.021314229502818232,0.022105528153130966,0.023042082213027025,AAA,222.0,0.0,2450768.9448,0.13429100000000002,1.2212132641360957e+17,132.64129378,11.77423492,0.006999999999999999,0.006,90.0,906289152.0,108.0,55939.45431713,5.0,79.0,13.015739998951554,,114724.0,12.746809999220073,,114724.0,12.657029999412597,,114724.0,12.625569999538364,,114724.0,12.560389999623597,0.006493364094567906,115000.0,0.272616,0.11501772575250835,0.3064839464882943,6396.22998047,482.14990234000015,0.00016116902922371466,0.0008871871944409165,0.0005347130135916112,0.5146214381270903,0.2107533818105255,13.33952192355029,,12.95993641472154,,12.78508313284654,,12.716386883569301,,12.63695233861283,,0.07000000029802322,0.0046000000834465,2
1005,211408750.0,,KTWO211408750-C05,5.0,31.0,132.64133999999999,11.774239999999999,LC,-10.2,0.8,-4.5,0.8,,,,,13.425,0.07,12.883,0.03,13.232000000000001,0.37,12.738,0.03,12.802,0.33,,,11.824000000000002,0.021,11.595999999999998,0.022000000000000002,11.517000000000001,0.023,12.931,gri,,,,509-047163,08503392+1146272,,0.9990000000000001,0.0008,0.9540000000000001,,,,6.0,1.0,13.0,,,0.0005334,132.64133999999999,11.774239999999999,1184.0,132.64137,11.774222,6.049138154239411e+17,132.64129280511006,11.77423350682,1.0,0.27519005090822257,132.641331402555,11.77422775341,211408750.0,0.9,132.641344,11.774239999999999,0.0,0.06256823768120523,0.95,132.641341045539,11.774246655767698,0.001,0.001,90.0,6.049138154239411e+17,132.64129280511006,0.0369,11.77423350682,0.0296,1.1208,0.0462,-10.968,0.077,-3.054,0.063,True,151569.0,22.5009,12.736842,85824.5,70.1584,13.017361,96396.1,47.4857,12.301771,0.71559,,,0.0,6114.0,,0.2009685618729097,1.93,4.695,0.135245,08503392+1146272,132.64134,11.774245,0.08,0.07,90.0,11.768510999763759,11.563169999860225,11.495817999909818,0.021314229502818232,0.022105528153130966,0.023042082213027025,AAA,222.0,0.0,2450768.9448,0.13429100000000002,1.2212132641360957e+17,132.64129378,11.77423492,0.006999999999999999,0.006,90.0,906289152.0,108.0,55939.45431713,5.0,79.0,13.015739998951554,,114724.0,12.746809999220073,,114724.0,12.657029999412597,,114724.0,12.625569999538364,,114724.0,12.560389999623597,0.006493364094567906,115000.0,0.272616,0.11501772575250835,0.3064839464882943,6396.22998047,482.14990234000015,0.00016116902922371466,0.0008871871944409165,0.0005347130135916112,0.5146214381270903,0.2107533818105255,13.33952192355029,,12.95993641472154,,12.78508313284654,,12.716386883569301,,12.63695233861283,,0.07000000029802322,0.0046000000834465,2
