,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,RAJ2000_Rebull,DEJ2000_Rebull,EPIC_id_Rebull,PMem_Rebull,dist_GaiaC_Rebull,RAJ2000_GaiaC_Rebull,DEJ2000_GaiaC_Rebull,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Rebull_Douglas,RAJ2000_GaiaC_Rebull_Douglas,DEJ2000_GaiaC_Rebull_Douglas,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_GaiaC_Rebull_Douglas_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS
799,211948267.0,,KTWO211948267-C18,18.0,27.0,130.28019,19.446919,LC,-38.2,1.6,-11.1,1.6,,,,,13.37,0.02,12.416,0.01,12.879,0.02,12.104,0.02,11.887,0.01,,,10.841,0.022,10.396,0.021,10.288,0.018000000000000002,12.185,gri,,,,548-046194,08410725+1926489,,1.0,0.0001,0.975,,,,14.0,1.0,45.0,,,0.006,130.28019,19.446919,6.612393909353605e+17,130.28002,19.44686,0.9,130.28016670000002,19.4468889,211948267.0,0.9,0.508742986807137,130.28009335000002,19.446874450000006,130.28016670000002,19.4469222,0.92,0.0,0.30256960854151355,130.2801116875,19.4468863875,130.2800227493,19.4468633123,6.61239390935361e+17,1.0,0.3131315193281065,0.93,130.2801961814849,19.4469156349724,0.001,0.001,90.0,6.612393909353605e+17,130.28002274931,0.0372,19.44686331232,0.0236,5.5215,0.05,-37.983000000000004,0.08,-12.152000000000001,0.045,True,253036.0,74.2571,12.180411999999999,118331.0,178.203,12.66864,191477.0,138.27,11.556629,1.112011,35.39,0.79,16.0,5000.85,0.1053,0.053,0.8,0.36200000000000004,0.02423,08410725+1926489,130.280216,19.44693,0.07,0.07,90.0,10.841,10.395999999999999,10.288,0.022000000000000002,0.021,0.018000000000000002,AAA,222.0,0.0,2451106.0092,0.096737,1.3133130280095677e+17,130.28002534,19.44686391,0.28600000000000003,0.235,0.0,872734720.0,104.0,56038.73452546,5.0,94.0,,,114724.0,,,114724.0,,,114724.0,,,114724.0,,,114724.0,0.5930989999999999,0.0273,0.121,,,0.00031857836100875585,0.0016338567773366687,0.0007837524445528382,1.112011,0.0018121136452197237,,,,,,,,,,
800,211925319.0,,KTWO211925319-C18,18.0,27.0,130.27695,19.102970000000006,LC,,,,,,,,,,,,,,,,,,,,,15.108,0.042,14.525,0.044,14.173,0.06,17.574,JHK,,,,,08410646+1906106,,1.0,0.0,0.746,,,,14.0,1.0,45.0,,,0.006,130.27695,19.102970000000006,6.611953030927946e+17,130.27677,19.10286,0.9,130.2768333,19.1029167,211925319.0,0.9,0.2967027125185209,130.27680164999998,19.10288835,130.27691670000002,19.1029389,0.99,0.0,0.4316118631829628,130.27683041249998,19.1029009875,,,,,,0.93,130.276943139679,19.102920984376,0.008,0.006,90.0,6.611953030927946e+17,130.27676500357,0.2634,19.10285555445,0.1933,5.8482,0.3031,-39.095,0.521,-15.197000000000001,0.35700000000000004,False,814.336,1.57572,18.411356,128.093,9.69967,20.082577,1230.05,8.32086,17.037111,3.045466,,,0.0,,,,,,0.177993,08410646+1906106,130.276957,19.102970000000006,0.07,0.07,90.0,15.107999999999999,14.525,14.173,0.042,0.044000000000000004,0.06,AAA,222.0,0.0,2451106.009,0.023812,1.3092130276843405e+17,130.27677669,19.10285867,0.016,0.012,90.0,503636096.0,60.0,56002.65239583,5.0,79.0,20.6333,0.0266,115000.0,19.3831,0.0096,115000.0,17.6517,0.0058,115000.0,16.8284,0.0021,115000.0,16.4231,0.0132,115000.0,0.712889,,,,,0.002098842727194336,0.07925179589736694,0.007319896961260579,3.045466,0.07958912013888192,20.93268123323361,0.027829682035926118,19.42381146053537,0.01334231530233021,17.661432660220488,0.005834894802144582,16.697956385861787,0.014496385067667138,16.68237815136821,0.04233738849452575
801,211973314.0,,KTWO211973314-C05,5.0,31.0,130.29447,19.829548000000006,LC,-38.1,0.9,-13.2,0.9,,,,,9.289,0.023,8.979,0.02,,,,,,,,,8.363999999999999,0.024,8.238,0.02,8.19,0.021,8.981,BV,,1395-2015-1,,550-045991,08411067+1949465,,1.0,0.0,1.0,,,,14.0,4.0,48.0,,,0.006999999999999999,130.29447,19.829548000000006,6.613058383710843e+17,130.29432,19.82948,0.9,130.29445829999997,19.829583300000003,211973314.0,0.9,0.5980423335180353,130.29438914999997,19.82953165,130.294375,19.8295278,0.99,0.0,0.049883709475445966,130.29438561249998,19.8295306875,130.2943247956,19.8294816982,6.61305838371084e+17,1.0,0.2711502971825128,0.9475,130.29449136972,19.8295401255184,0.001,0.001,90.0,6.613058383710843e+17,130.29432479558997,0.0356,19.82948169823,0.022000000000000002,5.3982,0.0404,-36.394,0.07200000000000001,-13.57,0.044000000000000004,True,4981980.0,2889.7,8.944861,3053940.0,7519.36,9.139238,2757340.0,5433.64,8.660696000000002,0.478542,35.57,0.92,7.0,6996.18,0.8290000000000001,0.39899999999999997,1.75,6.636,0.077724,08411067+1949465,130.294496,19.82959,0.07,0.06,90.0,8.363999999999999,8.238,8.19,0.024,0.02,0.021,AAA,111.0,0.0,2451106.0095,0.174969,1.3179130294691613e+17,130.29454464,19.82964909,0.076,0.076,90.0,268959744.0,32.0,55931.16541667,0.0,18.0,,,24.0,,,24.0,,,24.0,,,24.0,,,16.0,0.443096,0.2599,0.5103,7452.54541016,544.4248046800003,0.0006295774679538658,0.002669995865295272,0.00213745656764938,0.478542,0.0034201752147048426,,,,,,,,,,
802,211922975.0,,KTWO211922975-C05,5.0,31.0,130.77938999999998,19.068358,LC,-37.1,1.0,-10.1,1.1,,,,,10.078,0.031,9.526,0.026,,,,,,,,,8.591000000000001,0.024,8.385,0.027000000000000003,8.36,0.029,9.436,BV,,1396-149-1,,546-046803,08430705+1904060,,1.0,0.0,1.0,165.12099999999995,170.082,171.08599999999996,14.0,1.0,45.0,,,0.006,130.77938999999998,19.068358,6.610159151953125e+17,130.77921,19.0683,0.9,130.779375,19.068333300000006,211922975.0,0.9,0.5740636628416923,130.7792925,19.06831665,130.779375,19.0683083,0.85,1.0,0.2823084770453142,130.779313125,19.0683145625,130.7792125642,19.068304838699998,6.610159151953129e+17,1.0,0.3439408589356282,0.9125,130.779380978832,19.0683566640446,0.001,0.001,90.0,6.610159151953125e+17,130.7792125642,0.0366,19.06830483866,0.0224,5.4299,0.0463,-36.969,0.077,-12.037,0.047,False,3177250.0,655.653,9.433238000000001,1804420.0,1482.75,9.710543,1959370.0,1339.56,9.03163,0.678913,33.15,0.69,13.0,6296.05,1.078,0.5255,1.72,4.177,0.031069,08430705+1904060,130.779403,19.068342,0.07,0.06,0.0,8.591000000000001,8.385,8.36,0.024,0.027000000000000003,0.028999999999999998,AAA,111.0,0.0,2451109.9846,0.072624,1.3088130779057251e+17,130.77926382,19.06841016,0.001,0.001,90.0,1343750144.0,160.0,56001.40996528,5.0,32.0,,,114744.0,,,114744.0,,,114744.0,,,114744.0,,,114744.0,0.468592,0.3442,0.627,6855.85839844,503.5981445299994,0.00022402793613658103,0.0008918180227067184,0.0007420302699451997,0.678913,0.001160150122673556,,,,,,,,,,
803,211961287.0,,KTWO211961287-C16,16.0,23.0,131.697195,19.644702,LC,-37.4,1.2,-16.1,1.3,,,,,11.252,0.069,10.894,0.075,10.974,0.01,10.562,0.01,10.475,0.02,,,9.621,0.026,9.422,0.033,9.342,0.019,10.625,gri,,1396-1136-1,,549-045774,08464732+1938410,,1.0,0.0002,1.0,279.875,264.823,276.616,8.0,1.0,21.0,,,0.008,131.697195,19.644702,6.611115383471045e+17,131.69701,19.64467,0.9,,,,,,131.69701,19.64467,131.697125,19.6446583,0.99,0.0,0.3921718519249463,131.69704833333333,19.644666100000002,131.69700512010002,19.6446741759,6.61111538347105e+17,1.0,0.14936964294546096,0.9633333333333334,131.697173723256,19.6447292911378,0.001,0.001,90.0,6.611115383471045e+17,131.69700512013,0.0327,19.64467417588,0.0206,5.3171,0.0425,-36.88,0.067,-12.800999999999998,0.044000000000000004,False,1096290.0,617.7280000000002,10.588556,605327.0,700.312,10.896412,704994.0,638.746,10.141458,0.754954,33.59,0.7,11.0,5940.67,0.11699999999999999,0.055999999999999994,1.16,1.518,0.12188800000000001,08464732+1938410,131.69716699999998,19.644739,0.06,0.06,90.0,9.621,9.422,9.342,0.026000000000000002,0.033,0.019,AAA,222.0,0.0,2451622.6395,0.16356800000000002,1.3157131696956413e+17,131.69702092,19.64467391,0.07200000000000001,0.07200000000000001,90.0,1141006336.0,136.0,52158.63763889,3.0,59.0,,,16484.0,,,16484.0,,,65636.0,,,65636.0,,,114788.0,0.598812,0.0122,0.105,6383.25976562,427.8925781300004,0.0006116089429289262,0.001255378662055313,0.0009832646477309843,0.754954,0.0015946112230325374,,,,,,,,,,
804,211926166.0,,KTWO211926166-C05,5.0,31.0,130.6281,19.116064,LC,-36.0,3.0,-11.0,3.0,,,22.726,0.214,,,,,20.024,0.016,18.543,0.009000000000000001,16.932000000000002,0.006,16.047,0.006999999999999999,14.51,0.03,13.992,0.043,13.594,0.044,17.86,gri,,,5037-301-1-0117-0327,,08423074+1906578,,1.0,0.0,0.6990000000000001,1888.072,1630.049,1339.283,14.0,1.0,45.0,,,0.006999999999999999,130.6281,19.116064,6.610282847011286e+17,130.62792,19.11598,0.9,130.6280833,19.116055600000006,211926166.0,0.9,0.6185547273210871,130.62800165,19.1160178,130.6280833,19.1160417,0.99,0.0,0.29075348960290204,130.62802206249998,19.116023775,130.627918986,19.1159820469,6.61028284701129e+17,1.0,0.3814395507035508,0.9475,130.6280822179368,19.116031787152,0.004,0.002,90.0,6.610282847011286e+17,130.627918986,0.1218,19.115982046920003,0.0714,5.5016,0.1495,-35.821,0.248,-11.552999999999999,0.14300000000000002,False,1586.15,1.8278599999999998,17.687504,225.709,6.67708,19.467514,2239.58,9.94633,16.386501000000006,3.081013,,,0.0,,,,,,0.13079200000000002,08423074+1906578,130.62810100000002,19.116064,0.08,0.07,0.0,14.51,13.992,13.594000000000001,0.03,0.043,0.044000000000000004,AAA,222.0,0.0,2451106.0187,0.003401,1.3093130627989976e+17,130.62792916,19.115985000000002,0.004,0.003,0.0,503635968.0,60.0,55991.76850694,10.0,83.0,19.7852,0.013000000000000001,115000.0,18.5339,0.004,115000.0,16.9304,0.0029,115000.0,16.1825,0.0022,115000.0,15.8245,0.0046,115000.0,0.646972,,,3013.81933594,46.558837890000184,0.001250468844441599,0.03165308371536641,0.004811250820588704,3.081013,0.032016649467903564,20.075778133761343,0.013567483254218948,18.571327127447667,0.005858202949336337,16.9382347231331,0.002914698925314265,16.063855960483732,0.006988202988541591,16.05488730482027,0.019168978204857322
805,211928486.0,,KTWO211928486-C18,18.0,27.0,130.583685,19.151555,LC,-37.0,2.2,-12.9,2.9,,,,,14.673,0.03,13.486,0.01,14.105,0.03,13.02,0.02,12.639,0.04,,,11.394,0.021,10.848,0.021,10.696,0.016,13.079,gri,,,,546-046768,08422008+1909057,,1.0,0.0,0.977,,,,14.0,1.0,45.0,,,0.005,130.583685,19.151555,6.610314801567964e+17,130.58353,19.15153,0.9,130.5836667,19.151527800000004,211928486.0,0.9,0.4649507078410749,130.58359835,19.1515289,130.5836667,19.151580600000006,0.99,0.0,0.297774656544531,130.5836154375,19.151541825,130.5835265833,19.151526478599997,6.61031480156796e+17,1.0,0.3071803686381833,0.9475,130.5836915493552,19.151576153138798,0.001,0.0,90.0,6.610314801567965e+17,130.58352658329,0.0211,19.151526478610002,0.0142,5.315,0.0259,-36.194,0.042,-11.537,0.028999999999999998,False,108851.0,26.9874,13.096282,43677.2,49.9246,13.750751999999999,93604.0,74.2972,12.333684,1.4170690000000001,35.14,1.27,21.0,4682.49,0.306,0.1443,0.65,0.183,0.079342,08422008+1909057,130.583696,19.151611,0.08,0.07,0.0,11.394,10.847999999999999,10.696,0.021,0.021,0.016,AAA,222.0,0.0,2451106.0187,0.20504099999999997,1.309813058357524e+17,130.58353457,19.15152882,0.013999999999999999,0.004,90.0,503635968.0,60.0,55791.64155093,5.0,78.0,13.9763,0.0021,115000.0,13.317,,114724.0,12.902000000000001,,114724.0,12.645,,114724.0,12.4374,0.003,115000.0,0.520185,0.0627,0.2291,4722.24365234,166.0859375,0.0002691529295410369,0.0012403265369556509,0.0008614499649994177,1.4170690000000001,0.00151013441801513,14.120298571394704,,13.35056056756583,,12.894554606029198,,12.605157103383377,,12.483150738027154,
806,211925093.0,,KTWO211925093-C18,18.0,27.0,130.67701499999998,19.0997,LC,-37.4,1.6,-13.3,1.7,,,,,12.067,0.189,11.553,0.157,11.925,0.03,11.375,0.04,11.186,0.04,,,10.302,0.021,9.978,0.019,9.881,0.021,11.408,gri,,1396-214-1,,546-046783,08424250+1905589,,1.0,0.0,0.964,,,,14.0,1.0,45.0,,,0.003,130.67701499999998,19.0997,6.610286626582492e+17,130.6769,19.09965,0.9,130.67700000000002,19.0996944,211925093.0,0.9,0.3758627552407967,130.67694999999998,19.099672199999997,130.67704170000002,19.0997,0.99,0.0,0.3276080223612585,130.67697292499997,19.09967915,130.67690278959998,19.099649730699998,6.61028662658249e+17,1.0,0.2610386074666278,0.9475,130.6770730223208,19.0997090951093,0.001,0.001,90.0,6.610286626582493e+17,130.67690278964,0.0303,19.099649730670002,0.0184,5.4808,0.0365,-37.361,0.061,-13.788,0.038,False,502764.0,367.11199999999997,11.434957,253473.0,389.705,11.841558000000001,349528.0,416.025,10.903215,0.938342,34.84,0.37,23.0,5504.0,0.126,0.062,0.9,0.6759999999999999,0.200079,08424250+1905589,130.677091,19.099703,0.09,0.07,0.0,10.302,9.978,9.881,0.021,0.019,0.021,AAA,222.0,0.0,2451109.9826,0.258764,1.3092130676945006e+17,130.67688958,19.09961298,0.132,0.047,90.0,604299264.0,72.0,55944.01883102,4.0,80.0,,,16484.0,,,32868.0,,,65636.0,,,114788.0,,,114788.0,0.529316,0.0079,0.1012,5647.88232422,275.0610351600008,0.0007925017281481162,0.0016679957934120687,0.0012915268708478653,0.938342,0.002109561950965753,,,,,,,,,,
807,211938860.0,,KTWO211938860-C18,18.0,27.0,130.02651,19.307367000000006,LC,-33.0,0.4,-14.5,1.4,,,,,11.761,0.01,10.98,0.01,11.32,0.02,10.755999999999998,0.01,10.58,0.02,,,9.701,0.022,9.321,0.019,9.228,0.018000000000000002,10.802,gri,,,,547-045674,08400635+1918264,,1.0,0.0,1.0,53.715,54.97,56.067,14.0,2.0,46.0,,,0.006999999999999999,130.02651,19.307367000000006,6.612163699106844e+17,130.02632,19.30731,0.9,130.02645829999997,19.3073333,211938860.0,0.9,0.4773067563821733,130.02638915,19.30732165,130.02645829999997,19.3073556,0.99,0.0,0.2648286016861327,130.0264064375,19.3073301375,130.0263208824,19.3073120713,6.61216369910684e+17,1.0,0.2978633894529636,0.9475,130.0264861628503,19.307363941770998,0.002,0.001,90.0,6.612163699106845e+17,130.02632088237,0.0485,19.30731207125,0.0317,5.3357,0.0736,-36.229,0.109,-12.047,0.062,False,899507.0,350.705,10.803353999999999,454577.0,407.52,11.207369,628520.0,457.81699999999995,10.266122,0.941247,36.81,1.09,9.0,5376.0,0.3487,0.1865,1.31,1.294,0.081732,08400635+1918264,130.026477,19.307356,0.08,0.07,90.0,9.701,9.321,9.228,0.022000000000000002,0.019,0.018000000000000002,AAA,222.0,0.0,2451105.9995,0.118906,1.311613002670892e+17,130.02669257,19.30723899,0.055999999999999994,0.055999999999999994,90.0,268959744.0,32.0,55378.70770833,0.0,3.0,,,4120.0,,,24.0,,,0.0,,,4112.0,,,0.0,0.7727390000000001,0.0784,0.322,5772.15185547,321.6889648400001,0.00042323062073331764,0.0009729066985362725,0.0007905675974868925,0.941247,0.001253612607727342,,,,,,,,,,
808,211940093.0,,KTWO211940093-C05,5.0,31.0,129.75951,19.326245,LC,-33.3,1.3,-10.7,1.3,,,,,13.306,0.01,12.366,0.02,12.814,0.01,12.044,0.01,11.808,0.01,,,10.73,0.022,10.372,0.021,10.259,0.019,12.11,gri,,,,547-045613,08390228+1919343,,1.0,0.0,0.982,81.262,83.351,82.09700000000002,14.0,2.0,46.0,,,0.006,129.75951,19.326245,6.612588729069523e+17,129.75933,19.32619,0.9,129.7595,19.3262222,211940093.0,0.9,0.5890326054158488,129.759415,19.3262061,129.7595,19.3262222,0.99,0.0,0.2945162888041824,129.75943625,19.326210125,129.7593308918,19.3261879348,6.61258872906952e+17,1.0,0.3667229932064528,0.9475,129.75949893583152,19.326243052695197,0.002,0.001,90.0,6.612588729069523e+17,129.75933089177,0.045,19.3261879348,0.0292,5.4601,0.0647,-36.83,0.099,-12.802,0.055,False,266872.0,145.372,12.122607,123996.0,203.50599999999997,12.617868,201990.0,246.396,11.498594,1.1192739999999999,35.68,1.06,8.0,5012.21,0.1167,0.0583,0.83,0.389,0.038235000000000005,08390228+1919343,129.75952,19.326214,0.08,0.06,90.0,10.73,10.372,10.259,0.022000000000000002,0.021,0.019,AAA,222.0,0.0,2451105.9898,0.116656,1.3119129759498232e+17,129.75948902,19.32640957,0.018000000000000002,0.018000000000000002,90.0,813772800.0,97.0,55289.34087963,2.0,3.0,,,16416.0,,,16797752.0,,,114720.0,,,16793656.0,,,16416.0,0.596724,0.0043,0.182,5449.28466797,223.5019531299995,0.0005912672390069745,0.0017804825330050471,0.001323620098476454,1.1192739999999999,0.0022185779714553387,,,,,,,,,,
809,211938988.0,,KTWO211938988-C18,18.0,27.0,129.712635,19.309315,LC,-33.0,3.0,-10.0,3.0,,,22.364,0.225,,,,,19.402,0.011,17.935,0.006,16.317999999999998,0.004,15.448,0.005,13.912,0.025,13.366,0.033,13.041,0.031,17.243,gri,,,5061-301-6-0109-0349,,08385103+1918335,,1.0,0.0,0.8109999999999999,,,,14.0,2.0,46.0,,,0.01,129.712635,19.309315,6.612602129338865e+17,129.71239,19.30914,0.9,129.712625,19.3093056,211938988.0,0.9,0.9964267201489719,129.71250750000002,19.3092228,129.71258329999998,19.3093139,0.99,0.0,0.4169884470047493,129.71252645,19.309245575,129.712386036,19.309138208,6.61260212933887e+17,1.0,0.6139874583157587,0.9475,129.7126311258209,19.309425862856802,0.005,0.003,90.0,6.612602129367516e+17,129.71246620496,0.1497,19.3093748964,0.0925,4.8246,0.2301,-36.149,0.336,-11.837,0.187,False,1571.29,2.97965,17.697725,397.82,10.0458,18.85217,3783.88,32.1664,15.817078,3.035093,,,0.0,,,,,,0.399323,08385103+1918335,129.712642,19.309314999999998,0.17,0.08,0.0,13.912,13.366,13.040999999999999,0.025,0.033,0.031,AAA,222.0,0.0,2451105.9874,0.023781999999999998,1.3117129712524166e+17,129.71247119,19.30935626,0.16,0.054000000000000006,0.0,512024576.0,61.0,55923.78041667,5.0,77.0,19.3029,0.0182,16892216.0,18.1348,0.0115,16892216.0,16.4108,0.0052,16892216.0,15.7838,0.0456,16892216.0,15.4616,0.0357,16892216.0,0.576023,,,,,0.002056940710136545,0.02707669428584287,0.009190729426031533,3.035093,0.028594000783932243,19.596079162439253,0.019032551173859207,18.173117863395504,0.013058722613813427,16.419178330784295,0.005217212959823326,15.661824371648946,0.04659647803983814,15.700120528143389,0.04469308543113531
810,211936168.0,,KTWO211936168-C16,16.0,23.0,130.43955,19.267289,LC,-36.8,1.1,-11.0,1.1,,,,,10.555,0.051,10.057,0.044,10.377,0.01,10.015,0.01,9.946,0.03,,,9.223,0.02,9.029,0.02,8.933,0.019,10.075,gri,,1395-2196-1,,547-045750,08414549+1916023,,1.0,0.0001,1.0,,,,8.0,4.0,24.0,,,0.006,130.43955,19.267289,6.612217600913244e+17,130.43939,19.26723,0.9,130.4395417,19.2672778,211936168.0,0.9,0.5434927884265066,130.43946585,19.2672539,130.4395,19.2672917,0.99,0.0,0.17884718570475552,130.4394743875,19.26726335,130.4393853414,19.2672332803,6.61221760091324e+17,1.0,0.3213902034233948,0.9475,130.4395544296999,19.2672899303432,0.001,0.001,90.0,6.612217600913245e+17,130.43938534136998,0.0384,19.267233280270002,0.023,5.4365,0.0442,-37.071999999999996,0.078,-13.157,0.048,True,1813640.0,397.30800000000005,10.041986,1032760.0,605.492,10.316393,1116640.0,626.774,9.64214,0.674253,35.13,0.31,19.0,6182.4,0.126,0.066,1.35,2.384,0.015422,08414549+1916023,130.439551,19.267324,0.08,0.08,90.0,9.222999999999999,9.029,8.933,0.02,0.02,0.019,AAA,222.0,0.0,2451106.0164,0.126046,1.3112130439518158e+17,130.43959197,19.26744354,0.076,0.076,90.0,268959744.0,32.0,56009.75201389,0.0,10.0,,,0.0,,,24.0,,,24.0,,,16.0,,,16.0,0.574336,0.0204,0.1361,6596.20361328,491.3051757799994,0.00023782252121131494,0.0006363646423769287,0.0006092566169531274,0.674253,0.0008809957907780754,,,,,,,,,,
811,211918547.0,,KTWO211918547-C05,5.0,31.0,131.329905,19.003022,LC,-38.2,4.1,-16.6,3.6,,,,,15.139,0.05,13.914,0.02,14.573,0.03,13.38,0.03,12.977,0.01,,,11.655,0.02,11.047,0.021,10.897,0.017,13.456,gri,,,,546-046917,08451918+1900107,,1.0,0.0,0.954,,,,14.0,1.0,45.0,,,0.006,131.329905,19.003022,6.61049862616789e+17,131.32974,19.00297,0.9,131.329875,19.003,211918547.0,0.9,0.4720348689713546,131.3298075,19.002985,131.329875,19.0029944,0.97,0.0,0.23223559588146514,131.329824375,19.00298735,131.3297363185,19.0029663493,6.61049862616789e+17,1.0,0.3091151238183477,0.9425,131.3299020752218,19.003021145196303,0.001,0.001,90.0,6.61049862616789e+17,131.32973631851002,0.0232,19.00296634931,0.0153,5.4051,0.0286,-36.4,0.047,-12.727,0.033,False,78978.5,25.5119,13.444594,29915.7,40.2569,14.161642,70845.9,60.5768,12.636133000000001,1.525509,,,0.0,4349.95,0.136,0.11699999999999999,0.67,0.146,0.01042,08451918+1900107,131.329941,19.002991,0.08,0.06,90.0,11.655,11.047,10.897,0.02,0.021,0.017,AAA,222.0,0.0,2451110.0038,0.16574,1.3080131329825411e+17,131.32974824,19.00296803,0.038,0.006,0.0,503635968.0,60.0,55816.88371528,5.0,71.0,14.4233,0.0042,115000.0,13.4062,0.001,16892472.0,13.17,,114724.0,12.93,,114724.0,12.695,0.0032,115000.0,0.567854,0.0146,0.2976,4434.15234375,158.96240234000015,0.00035066151803545323,0.0014600691770145062,0.0009279622736045494,1.525509,0.001730004619329423,14.584880267485987,,13.439347247751977,,13.163418305894194,,12.885159926020211,,12.752747516954097,
812,211913669.0,,KTWO211913669-C16,16.0,23.0,130.64565,18.929392,LC,-26.0,3.0,-11.0,3.0,,,21.701,0.132,,,,,19.381,0.011,17.947,0.006999999999999999,16.434,0.005,15.618,0.006,14.164,0.031,13.51,0.033,13.316,0.032,17.317999999999998,gri,,,5071-301-4-0111-0288,,08423495+1855458,,1.0,0.0,0.685,1346.882,1120.675,905.382,8.0,4.0,24.0,,,0.008,130.64565,18.929392,6.609899735928593e+17,130.64543,18.92933,0.9,130.645625,18.9293889,211913669.0,0.9,0.6970680469281582,130.6455275,18.92935945,130.6455833,18.9293889,0.57,0.0,0.2175923088974791,130.64554145,18.9293668125,130.6454292786,18.9293342902,6.60989973592859e+17,1.0,0.3995187592864792,0.8425,130.6455963482323,18.9293864368965,0.003,0.002,90.0,6.609899735928593e+17,130.6454292786,0.1011,18.92933429017,0.0608,5.2497,0.1303,-36.705,0.21100000000000002,-12.112,0.11900000000000001,False,2513.89,1.9063599999999998,17.187498,405.79900000000004,9.4571,18.83061,3416.43,10.9897,15.927987,2.902623,,,0.0,,,,,,0.18379500000000001,08423495+1855458,130.645652,18.929392,0.08,0.08,0.0,14.164000000000001,13.51,13.315999999999999,0.031,0.033,0.032,AAA,222.0,0.0,2451109.9827,0.006811,1.3071130645515576e+17,130.64543997,18.92933746,0.006,0.002,90.0,503635968.0,60.0,55977.45755787,5.0,76.0,19.127,0.0099,115000.0,17.9417,0.0041,115000.0,16.4299,0.0023,115000.0,15.7591,0.0041,115000.0,15.4197,0.0068,115000.0,0.741678,,,3074.16992188,25.600097659999854,0.000823035085001628,0.025012620902537953,0.003486904577992954,2.902623,0.02525449876655854,19.406459592888698,0.010302560208436137,17.976006906169893,0.0051000496934872595,16.435566724205433,0.0023091608338169567,15.653335094527362,0.006243445243827402,15.618853579532274,0.014862801325579624
