,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,RAJ2000_Rebull,DEJ2000_Rebull,EPIC_id_Rebull,PMem_Rebull,dist_GaiaC_Rebull,RAJ2000_GaiaC_Rebull,DEJ2000_GaiaC_Rebull,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Rebull_Douglas,RAJ2000_GaiaC_Rebull_Douglas,DEJ2000_GaiaC_Rebull_Douglas,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_GaiaC_Rebull_Douglas_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS
253,211974687.0,,KTWO211974687-C05,5.0,31.0,128.95944,19.850035,LC,-35.0,3.0,-13.0,3.0,,,22.314,0.257,,,,,19.858,0.016,18.343,0.008,16.768,0.005,15.917,0.006999999999999999,14.378,0.037000000000000005,13.879,0.044,13.565,0.041,17.695,gri,,,5045-301-4-0121-0198,,08355026+1951001,,0.797,0.203,0.6729999999999999,,,,14.0,3.0,47.0,,,0.006999999999999999,128.95944,19.850035,6.643526924682409e+17,128.95925,19.84996,0.9,128.95941670000002,19.850027800000003,211974687.0,0.9,0.6149751217254994,128.95933335,19.849993899999998,128.95941670000002,19.8500167,0.99,0.0,0.2939250812984345,128.95935418750003,19.8499996,128.959252554,19.8499619126,6.643526924682409e+17,1.0,0.3699204904408887,0.9475,128.9594108402224,19.8500185847188,0.005,0.003,90.0,6.643526924682409e+17,128.95925255396006,0.1495,19.849961912639998,0.0894,5.2166,0.1763,-34.579,0.294,-13.163,0.16899999999999998,False,1871.95,2.63983,17.507631,342.597,16.5104,19.014431,2648.11,23.7887,16.20458,2.8098509999999997,,,0.0,,,,,,0.115071,08355026+1951001,128.959436,19.850035000000002,0.07,0.07,82.0,14.378,13.879000000000001,13.565,0.037000000000000005,0.044000000000000004,0.040999999999999995,AAA,222.0,0.0,2451118.9694,0.013544,1.3182128959333054e+17,128.95926175,19.84996469,0.008,0.003,0.0,503635968.0,60.0,55811.04021991,5.0,57.0,19.5835,0.0113,115000.0,18.3276,0.0087,115000.0,16.7605,0.0043,115000.0,16.0424,0.0013,115000.0,15.665,0.0036,115000.0,0.6544989999999999,,,3137.10205078,104.3754882799999,0.0015300301663817408,0.051101997220325546,0.009709918331391914,2.8098509999999997,0.05201631122934863,19.87185244496361,0.011828932962938826,18.364315416499863,0.00950510761021305,16.76788074400486,0.0043079180000937045,15.9265076273537,0.006075634723308745,15.888685374472468,0.01703692308469114
254,211976081.0,,KTWO211976081-C05,5.0,31.0,128.944905,19.870918,LC,-41.7,2.6,-13.3,2.8,,,,,16.122,0.03,14.64,0.01,15.467,0.04,14.055,0.01,13.395,0.01,,,11.888,0.022,11.284,0.022,11.056,0.017,14.015999999999998,gri,,,5045-301-4-0121-0021,550-045723,08354678+1952153,,1.0,0.0,0.919,222.491,204.732,187.11,14.0,3.0,47.0,,,0.004,128.944905,19.870918,6.643527611877164e+17,128.94472,19.87087,0.9,128.944875,19.8709167,211976081.0,0.9,0.55104939673524,128.94479750000002,19.87089335,128.944875,19.870925,0.98,0.0,0.2860595841120185,128.944816875,19.8709012625,,,,,,0.9266666666666667,128.94489569680928,19.8709251412319,0.001,0.001,90.0,6.643527611877164e+17,128.94471989235,0.033,19.87086503168,0.022000000000000002,5.8229,0.0464,-38.400999999999996,0.07,-13.960999999999999,0.04,False,47358.0,15.0158,13.999882999999999,15261.2,51.574,14.892420000000001,47425.5,69.5248,13.071891,1.820529,,,0.0,4084.07,0.606,0.263,0.59,0.087,0.040657,08354678+1952153,128.944927,19.870943,0.07,0.07,90.0,11.888,11.284,11.056,0.022000000000000002,0.022000000000000002,0.017,AAA,222.0,0.0,2451118.9694,0.116824,1.3184128944771565e+17,128.94472964,19.8708682,0.019,0.005,0.0,503635968.0,60.0,55743.93296296,5.0,56.0,15.2577,0.0024,115000.0,14.0577,0.0033,16892216.0,13.4521,0.001,16892216.0,13.1727,0.0043,115000.0,13.0133,0.0031,115000.0,0.620187,0.133,0.4601,4000.16040039,195.75317382999947,0.0003441997893144647,0.003662972444221497,0.0015905012355680365,1.820529,0.003993377180716775,15.468743486483296,0.0024696181191106756,14.088337350156257,0.0033347468731673617,13.448884902583778,0.0010004911628838252,13.112091696126619,0.004366530388008143,13.106969286197824,0.003764793459513478
255,212025000.0,,KTWO212025000-C18,18.0,27.0,129.38775,20.669464,LC,-33.0,3.0,-12.0,3.0,,,22.091,0.201,,,,,19.777,0.015,18.322,0.008,16.79,0.005,16.049,0.006999999999999999,14.574000000000002,0.029,13.929,0.033,13.678,0.039,17.686,gri,,,5045-301-5-0126-0217,,08373305+2040100,,1.0,0.0,0.608,1527.219,1284.238,991.703,14.0,3.0,47.0,,,0.006,129.38775,20.669464,6.644203811526025e+17,129.3876,20.6694,0.9,129.3877083,20.6694444,212025000.0,0.9,0.3982668641836271,129.38765415,20.6694222,129.3877083,20.66945,0.99,0.0,0.2080454701865079,129.3876676875,20.66942915,129.3876001061,20.6693967549,6.64420381152603e+17,1.0,0.2557684727379281,0.9475,129.38776149801978,20.6694527785527,0.005,0.003,90.0,6.644203811526025e+17,129.38760010609,0.1553,20.66939675494,0.0877,5.1242,0.2362,-35.071999999999996,0.325,-13.012,0.177,False,1782.36,2.4807900000000003,17.560879,313.563,14.4414,19.110577,2420.56,14.1646,16.302132,2.808445,,,0.0,,,,,,0.055963,08373305+2040100,129.387745,20.669464,0.06,0.06,0.0,14.574000000000002,13.929,13.677999999999999,0.028999999999999998,0.033,0.039,AAA,222.0,0.0,2451617.7636,0.016841,1.3280129387677384e+17,129.38761215,20.66939906,0.008,0.003,90.0,503635968.0,60.0,56078.46221065,5.0,67.0,19.4787,0.0148,115000.0,18.2737,0.0051,115000.0,16.7773,0.0029,115000.0,16.1252,0.0038,115000.0,15.8059,0.0119,115000.0,0.5198510000000001,,,,,0.0015101386841923864,0.04888714671575167,0.0063349788707676635,2.808445,0.049295893046992285,19.7584656023545,0.01539430395749349,18.308078836648193,0.006808184399631733,16.783023116756073,0.002916057971082522,16.019108678082375,0.007965678498634002,16.00584067592414,0.022972236160319532
256,212005504.0,,KTWO212005504-C18,18.0,27.0,130.33692,20.346638,LC,-40.2,4.8,-7.9,5.3,,,,,,,,,,,,,,,,,13.161,0.021,12.515,0.026,12.27,0.021,15.514,JHK,,,,552-044226,08412086+2020476,,1.0,0.0,0.763,682.957,630.039,532.953,14.0,4.0,48.0,,,0.006999999999999999,130.33692,20.346638,6.644312044699438e+17,130.33678999999998,20.3465,0.9,130.33691670000002,20.3466111,212005504.0,0.9,0.5855442642212474,130.33685335,20.34655555,130.33691670000002,20.34655,0.99,0.0,0.21476201469206607,130.3368691875,20.3465541625,130.33679154680001,20.346503121199998,6.64431204469944e+17,1.0,0.3200668908267282,0.9475,130.3369535602595,20.34656144442049,0.002,0.001,90.0,6.644312044699438e+17,130.33679154677,0.0499,20.346503121210002,0.0285,5.0316,0.0603,-35.281,0.098,-13.546,0.06,False,9449.83,6.06634,15.749804999999999,2182.97,11.0271,17.003767,11303.8,23.5328,14.628860999999999,2.374906,,,0.0,3940.3,0.54,0.3047,,,0.29797199999999996,08412086+2020476,130.336953,20.346563,0.06,0.06,90.0,13.161,12.515,12.27,0.021,0.026000000000000002,0.021,AAA,222.0,0.0,2451106.0099,0.292074,1.3241130336857635e+17,130.33680361,20.34650743,0.003,0.003,90.0,503635968.0,60.0,55899.02892361,5.0,89.0,17.3609,0.0051,115000.0,16.1645,0.0042,115000.0,15.0493,0.0024,115000.0,14.5818,0.0063,115000.0,14.3375,0.0028,115000.0,0.612608,0.1152,0.392,3540.49243164,97.45288086000029,0.0006967672202557047,0.005470704604515372,0.002257988797477452,2.374906,0.005918371590175743,17.61212899089596,0.005298698170187873,16.19489813699172,0.004422923326615023,15.050483866364841,0.002401768471194172,14.500384964573625,0.006661480868024411,14.478802669211712,0.00669561064485841
257,212018902.0,,KTWO212018902-C05,5.0,31.0,129.56247,20.567839000000006,LC,-32.3,1.4,-13.7,1.5,,,,,11.894,0.194,10.868,0.091,11.702,0.02,11.186,0.04,10.981,0.06,,,10.106,0.021,9.804,0.032,9.717,0.018000000000000002,11.197,gri,,1398-357-1,,553-044454,08381497+2034041,,1.0,0.0,1.0,158.879,162.205,159.105,14.0,3.0,47.0,,,0.009000000000000001,129.56247,20.567839000000006,6.644039915573988e+17,129.56224,20.56776,0.9,129.56245829999997,20.5678333,212018902.0,0.9,0.7816734247520085,129.56234915,20.56779665,129.562375,20.5678111,0.99,0.0,0.10147602527931077,129.5623556125,20.5678002625,129.5622403975,20.5677608513,6.64403991557399e+17,1.0,0.4134419213093825,0.9475,129.5624013420681,20.567821686705802,0.002,0.001,90.0,6.644039915573988e+17,129.56224039754,0.054000000000000006,20.567760851320003,0.0372,5.395,0.0901,-34.998000000000005,0.128,-14.13,0.07,False,599006.0,846.648,11.244786999999999,306959.0,575.9730000000002,11.633686,407828.0,563.381,10.735727,0.8979590000000001,35.75,0.68,8.0,5607.0,0.09300000000000001,0.0403,0.96,0.823,0.23965999999999998,08381497+2034041,129.56240400000002,20.567822,0.07,0.07,0.0,10.106,9.804,9.717,0.021,0.032,0.018000000000000002,AAA,222.0,0.0,2451617.7689,0.23071999999999998,1.3268129562617234e+17,129.56245667,20.56803875,0.083,0.083,90.0,268959744.0,32.0,57006.49946759,0.0,4.0,,,0.0,,,24.0,,,24.0,,,0.0,,,0.0,0.7205020000000001,0.0113,0.1012,5714.95019531,260.17431640999985,0.0015335194697691133,0.002035349245644839,0.001498820685102997,0.8979590000000001,0.002527668886116145,,,,,,,,,,
258,211970684.0,,KTWO211970684-C18,18.0,27.0,129.35206499999998,19.786678,LC,,,,,,,,,,,,,,,,,,,,,14.453,0.027000000000000003,13.848,0.03,13.542,0.038,16.862000000000002,JHK,,,,,08372449+1947120,,1.0,0.0,0.523,2000.534,1661.1729999999998,1421.784,14.0,3.0,47.0,,,0.006,129.35206499999998,19.786678,6.64301427738677e+17,129.35192,19.7866,0.9,129.3520417,19.7866667,211970684.0,0.9,0.4770853094857686,129.35198085000002,19.78663335,129.3520417,19.7866639,0.99,0.0,0.2336317332272952,129.3519960625,19.7866409875,129.3519176547,19.7866019446,6.64301427738677e+17,1.0,0.300500358466474,0.9475,129.35208061911828,19.7866626546855,0.004,0.003,90.0,6.64301427738677e+17,129.35191765474,0.1631,19.78660194464,0.096,5.3165,0.222,-35.615,0.287,-14.1,0.184,False,1887.66,2.7391400000000004,17.498556,332.23199999999997,13.0414,19.047785,2652.05,16.0787,16.202963,2.844822,,,0.0,,,,,,0.07649299999999999,08372449+1947120,129.352068,19.786678,0.07,0.06,0.0,14.453,13.847999999999999,13.542,0.027000000000000003,0.03,0.038,AAA,222.0,0.0,2451118.9823,0.010162000000000001,1.3174129351967448e+17,129.35195692,19.78661465,0.006,0.003,90.0,503635968.0,60.0,55935.02121528,10.0,89.0,19.5118,0.0171,115000.0,18.3082,0.0043,115000.0,16.7532,0.0039,115000.0,16.0416,0.0036,115000.0,15.6849,0.0055,115000.0,0.431338,,,,,0.0015743448573893187,0.04180415202619628,0.0065626667261213505,2.844822,0.04231614019718092,19.795620471336484,0.017814723334383144,18.34360391271259,0.006894463264682575,16.75968759020391,0.00391716057653717,15.9310375537193,0.009102209738591589,15.89564689039483,0.02409694547898266
259,211988454.0,,KTWO211988454-C05,5.0,31.0,129.708375,20.067622,LC,-36.9,1.5,-14.7,1.6,,,,,11.142,0.099,10.57,0.08199999999999999,11.075,0.07,10.598,0.04,10.448,0.07,,,9.696,0.025,9.434,0.021,9.367,0.018000000000000002,10.636,gri,,1398-94-1,,551-044954,08385001+2004035,,1.0,0.0,1.0,,,,14.0,3.0,47.0,,,0.006,129.708375,20.067622,6.643246849841057e+17,129.7082,20.06759,0.9,129.7083333,20.0676111,211988454.0,0.9,0.4571013430708332,129.70826664999998,20.06760055,129.7083333,20.067602800000003,0.99,0.0,0.2255183769107749,129.7082833125,20.0676011125,129.7082020497,20.0675899119,6.64324684984106e+17,1.0,0.277727851780151,0.9475,129.7083622901482,20.0676493192257,0.002,0.001,90.0,6.643246849841057e+17,129.70820204971,0.0621,20.06758991188,0.0366,5.4324,0.0719,-34.958,0.121,-13.798,0.07,True,1028840.0,291.5420000000001,10.657494,566048.0,413.19800000000004,10.969255,663518.0,388.07800000000003,10.207288,0.761968,28.34,6.62,6.0,5899.75,0.0753,0.0352,1.12,1.368,0.10733,08385001+2004035,129.70838899999998,20.067659,0.09,0.06,0.0,9.696,9.434,9.367,0.025,0.021,0.018000000000000002,AAA,222.0,0.0,2451105.9868,0.141362,1.320812970828717e+17,129.70825034,20.067583499999998,0.071,0.07,0.0,1141170176.0,136.0,55705.87940972,5.0,62.0,,,32868.0,,,32868.0,,,32868.0,,,65636.0,,,114788.0,0.44373100000000004,0.0093,0.0874,6097.50830078,299.26611327999944,0.00030762107275545314,0.0007922656152063544,0.0006348390900206485,0.761968,0.001015236659728434,,,,,,,,,,
260,212021253.0,,KTWO212021253-C18,18.0,27.0,129.368595,20.607941,SC,-35.8,3.5,-16.4,3.8,,,,,16.927,0.094,15.622,0.056,16.372,0.02,14.988,0.03,14.055,0.01,,,12.358,0.026,11.629,0.03,11.491,0.02,14.75,gri,,,,554-043105,08372845+2036286,,1.0,0.0,0.8240000000000001,,,,14.0,3.0,47.0,,,0.006999999999999999,129.368595,20.607941,6.644195565188863e+17,129.36842,20.60787,0.9,129.36858329999998,20.6079167,212021253.0,0.9,0.5753718800161697,129.36850164999998,20.60789335,129.3685417,20.6079278,0.99,0.0,0.1832854560287339,129.3685116625,20.6079019625,129.3684169286,20.607865078099998,6.64419556518886e+17,1.0,0.3457345915199385,0.9475,129.3685878223136,20.6079271542934,0.002,0.001,90.0,6.644195565188863e+17,129.36841692861,0.0502,20.607865078099998,0.0286,5.629,0.0786,-37.152,0.111,-14.418,0.057,False,23751.0,24.736,14.749160999999999,6505.82,47.1933,15.818133,26188.6,97.4224,13.716638,2.101496,,,0.0,3585.0,0.449,0.239,0.66,0.066,0.055402999999999994,08372845+2036286,129.368564,20.607946,0.07,0.06,0.0,12.357999999999999,11.629000000000001,11.491,0.026000000000000002,0.03,0.02,AAA,222.0,0.0,2451617.7636,0.105998,1.3273129368483002e+17,129.36845939,20.60787485,0.004,0.003,0.0,503636096.0,60.0,55911.84645833,5.0,74.0,16.2081,0.0075,115000.0,14.9783,0.0043,115000.0,14.1102,0.0033,115000.0,13.7334,0.0021,115000.0,13.5315,0.006,115000.0,0.5152869999999999,0.1989,0.4813,3917.15966797,179.22998047000007,0.0011301753684880601,0.007847515367360024,0.004031478208939038,2.101496,0.00882248910399452,16.442859353537845,0.007756769568259031,15.008264452048264,0.004659536624888176,14.10934210025817,0.003302116740370764,13.661983774520921,0.0035117916332854365,13.649680362050967,0.00993083254059056
261,212021253.0,,KTWO212021253-C18,18.0,27.0,129.368595,20.607941,LC,-35.8,3.5,-16.4,3.8,,,,,16.927,0.094,15.622,0.056,16.372,0.02,14.988,0.03,14.055,0.01,,,12.358,0.026,11.629,0.03,11.491,0.02,14.75,gri,,,,554-043105,08372845+2036286,,1.0,0.0,0.8240000000000001,,,,14.0,3.0,47.0,,,0.006999999999999999,129.368595,20.607941,6.644195565188863e+17,129.36842,20.60787,0.9,129.36858329999998,20.6079167,212021253.0,0.9,0.5753718800161697,129.36850164999998,20.60789335,129.3685417,20.6079278,0.99,0.0,0.1832854560287339,129.3685116625,20.6079019625,129.3684169286,20.607865078099998,6.64419556518886e+17,1.0,0.3457345915199385,0.9475,129.3685878223136,20.6079271542934,0.002,0.001,90.0,6.644195565188863e+17,129.36841692861,0.0502,20.607865078099998,0.0286,5.629,0.0786,-37.152,0.111,-14.418,0.057,False,23751.0,24.736,14.749160999999999,6505.82,47.1933,15.818133,26188.6,97.4224,13.716638,2.101496,,,0.0,3585.0,0.449,0.239,0.66,0.066,0.055402999999999994,08372845+2036286,129.368564,20.607946,0.07,0.06,0.0,12.357999999999999,11.629000000000001,11.491,0.026000000000000002,0.03,0.02,AAA,222.0,0.0,2451617.7636,0.105998,1.3273129368483002e+17,129.36845939,20.60787485,0.004,0.003,0.0,503636096.0,60.0,55911.84645833,5.0,74.0,16.2081,0.0075,115000.0,14.9783,0.0043,115000.0,14.1102,0.0033,115000.0,13.7334,0.0021,115000.0,13.5315,0.006,115000.0,0.5152869999999999,0.1989,0.4813,3917.15966797,179.22998047000007,0.0011301753684880601,0.007847515367360024,0.004031478208939038,2.101496,0.00882248910399452,16.442859353537845,0.007756769568259031,15.008264452048264,0.004659536624888176,14.10934210025817,0.003302116740370764,13.661983774520921,0.0035117916332854365,13.649680362050967,0.00993083254059056
262,212014467.0,,KTWO212014467-C18,18.0,27.0,129.931695,20.494322,LC,-35.0,3.0,-11.0,3.0,,,21.012,0.083,,,,,18.606,0.008,17.176,0.005,15.784,0.004,15.049,0.005,13.619000000000002,0.022,12.979,0.023,12.75,0.026,16.631,gri,,,5045-301-4-0128-0256,,08394360+2029395,,1.0,0.0002,0.629,,,,14.0,3.0,47.0,,,0.006,129.931695,20.494322,6.644467007118236e+17,129.93153,20.49428,0.9,129.93166670000002,20.4943056,212014467.0,0.9,0.4700945766177126,129.93159835,20.4942928,129.93166670000002,20.4943278,0.99,0.0,0.26267822370611105,129.9316154375,20.494301550000007,129.93153084940002,20.4942780277,6.64446700711824e+17,1.0,0.2975475368641137,0.9475,129.9316936022757,20.4943354227614,0.003,0.002,90.0,6.644467007118236e+17,129.93153084941002,0.085,20.49427802769,0.052000000000000005,5.49,0.1141,-35.408,0.171,-13.33,0.105,False,4600.99,5.01698,16.531239000000006,857.428,17.3627,18.018394,6015.56,18.1939,15.313729,2.7046650000000003,,,0.0,3904.67,0.396,0.212,,,0.048551,08394360+2029395,129.931698,20.494322,0.08,0.07,0.0,13.619000000000002,12.979000000000001,12.75,0.022000000000000002,0.023,0.026000000000000002,AAA,222.0,0.0,2451105.9962,0.010116,1.3259129931554355e+17,129.93154396,20.49428094,0.005,0.005,90.0,503635968.0,60.0,56032.69299769,5.0,86.0,18.3992,0.0075,115000.0,17.1804,0.004,115000.0,15.7926,0.0034,115000.0,15.1763,0.0017,115000.0,14.8738,0.0035,115000.0,0.530345,0.0856,0.3511,3267.46801758,41.282470699999976,0.0011832560335387017,0.021766239286302825,0.0032788241907062915,2.7046650000000003,0.02201181184596473,18.67217831744196,0.007833086223735207,17.213352155162465,0.004640478794929587,15.79711402912259,0.0034036982158012086,15.077101951381284,0.004031779040058024,15.057175573618657,0.010844209771240473
263,212024396.0,,KTWO212024396-C18,18.0,27.0,129.51927,20.659798,LC,-33.0,3.0,-16.0,3.0,,,21.727,0.149,,,,,19.24,0.011,17.781,0.006,16.284000000000002,0.004,15.468,0.005,14.011,0.024,13.375,0.037000000000000005,13.137,0.027000000000000003,17.171,gri,,,5045-301-5-0126-0311,,08380462+2039352,,1.0,0.0,0.555,,,,14.0,3.0,47.0,,,0.006,129.51927,20.659798,6.645109491261873e+17,129.5191,20.65972,0.9,129.51925,20.6597778,212024396.0,0.9,0.546441986065674,129.51917500000002,20.659748899999997,129.51925,20.6597833,0.99,0.0,0.28135692730282397,129.51919375,20.6597575,129.5190974796,20.6597219521,6.64510949126187e+17,1.0,0.348623567827629,0.9475,129.5192636309564,20.6597813477092,0.003,0.002,90.0,6.645109491261871e+17,129.5190974796,0.1126,20.65972195206,0.0705,5.144,0.1387,-36.108000000000004,0.222,-13.795,0.15,False,3017.33,4.32037,16.98931,487.725,9.90864,18.630948999999998,4060.56,17.7475,15.740454000000001,2.890495,,,0.0,3937.06,0.889,0.5005,,,0.063672,08380462+2039352,129.51927,20.659798000000002,0.07,0.07,0.0,14.011,13.375,13.137,0.024,0.037000000000000005,0.027000000000000003,AAA,222.0,0.0,2451617.7688,0.0,1.3279129519171224e+17,129.51910682,20.65972514,0.006,0.004,90.0,503635968.0,60.0,56177.07940972,5.0,57.0,18.9659,0.0154,115000.0,17.9155,0.0072,16892216.0,16.2341,0.0057,115000.0,15.5775,0.0031,115000.0,15.2406,0.0058,115000.0,0.609046,0.2617,0.6421,3139.44995117,35.94628905999979,0.0015535016310129824,0.021836783881913638,0.004735089700200049,2.890495,0.02234426559040023,19.247824237870223,0.016085746736444254,17.950407671755194,0.008755716934210858,16.240226077118432,0.00571002015189107,15.469062550248054,0.008329344716082885,15.446205330942956,0.0224590171776217
264,211971690.0,,KTWO211971690-C18,18.0,27.0,129.297855,19.803687,LC,-36.8,1.6,-12.7,1.8,,,,,12.027,0.249,11.108,0.132,11.606,0.01,11.091,0.03,10.947,0.01,,,10.075,0.021,9.78,0.025,9.686,0.02,11.145,gri,,1395-2204-1,,550-045783,08371148+1948132,,1.0,0.0,0.977,64.275,64.67,66.851,14.0,3.0,47.0,,,0.006,129.297855,19.803687,6.643024241709846e+17,129.29771000000002,19.80363,0.9,129.29783329999998,19.8036667,211971690.0,0.9,0.4380289095954673,129.29777165000002,19.80364835,129.2977917,19.8036639,0.99,0.0,0.08800962060208235,129.2977766625,19.8036522375,129.2977063281,19.803626586700002,6.64302424170985e+17,1.0,0.2555001905640648,0.9475,129.297870579661,19.8036793861677,0.001,0.001,90.0,6.643024241709846e+17,129.29770632808,0.0477,19.80362658667,0.0305,5.3033,0.0545,-35.893,0.092,-12.263,0.066,False,660932.0,371.01,11.137974,346509.0,568.315,11.502101,446160.0,388.546,10.638194,0.863907,35.86,0.67,6.0,5601.0,0.071,0.046,1.03,0.94,0.059463999999999996,08371148+1948132,129.297865,19.803686,0.07,0.06,0.0,10.075,9.78,9.686,0.021,0.025,0.02,AAA,222.0,0.0,2451118.9823,0.034062,1.3176129297745491e+17,129.29770381,19.80363002,0.032,0.028999999999999998,0.0,1141170176.0,136.0,55256.608125,5.0,79.0,,,65636.0,,,114788.0,,,65636.0,,,65636.0,,,114788.0,0.551651,0.0079,0.1571,5827.17529297,266.06298828000035,0.000609300157464416,0.0017792747519806992,0.0009451203036932869,0.863907,0.002014713635107796,,,,,,,,,,
265,212024554.0,,KTWO212024554-C18,18.0,27.0,129.69038999999998,20.662201,LC,,,,,,,,,,,,,,,,,,,,,14.483,0.029,13.842,0.033,13.599,0.042,16.816,JHK,,,,,08384569+2039439,,1.0,0.0,0.8390000000000001,,,,14.0,3.0,47.0,,,0.006,129.69038999999998,20.662201,6.644999540099098e+17,129.69021,20.66216,0.9,129.690375,20.6621944,212024554.0,0.9,0.5694219494774482,129.6902925,20.6621772,129.690375,20.6622083,0.97,0.0,0.29960186669129635,129.690313125,20.662184975,129.6902069477,20.662159226099998,6.6449995400991e+17,0.9,0.36946888035817466,0.9175,129.6903711364733,20.6622171369925,0.005,0.003,90.0,6.644999540099098e+17,129.69020694772,0.1518,20.662159226099998,0.1026,5.5721,0.2272,-35.681,0.326,-13.45,0.18600000000000005,False,1758.76,2.54262,17.575352,290.95099999999996,12.4779,19.19184,2442.64,14.7283,16.292273,2.899567,,,0.0,,,,,,0.086094,08384569+2039439,129.690392,20.662201,0.12,0.1,2.0,14.482999999999999,13.842,13.599,0.028999999999999998,0.033,0.042,AAA,222.0,0.0,2451105.9864,0.006737000000000001,1.3279129690265514e+17,129.69021753,20.66216169,0.005,0.003,0.0,503635968.0,60.0,56112.33434028,5.0,72.0,19.595,0.0183,115000.0,18.3413,0.0047,115000.0,16.8033,0.0039,115000.0,16.0988,0.0036,115000.0,15.7482,0.0053,115000.0,0.597942,,,,,0.001568503385919243,0.04559272117975115,0.006526967190105927,2.899567,0.04605754580169517,19.881154027295814,0.019072221068064176,18.37735664773471,0.007495738977386556,16.810242301353046,0.003920208012802385,15.985538097201303,0.00974427251086596,15.965492525959842,0.02595533251589052
