,EPIC,todrop,Dataset Name,Campaign,Data Release,RAJ2000_K2,DEJ2000_K2,Target Type,RA PM,RA PM Err,Dec PM,Dec PM Err,Plx,Plx Err,U Mag,U Mag Err,B Mag,B Mag Err,V Mag,V Mag Err,G Mag,G Mag Err,R Mag,R Mag Err,I Mag,I Mag Err,Z Mag,Z Mag Err,J Mag,J Mag Err,H Mag,H Mag Err,K Mag,K Mag Err,KEP Mag,Kep Flag,Hip ID,Tyc ID,SDSS ID,UCAC ID,2MASS ID,2MASS Flag,crowding,contamination,flux fraction,cdpp3,cdpp6,cdpp12,Module,Output,Channel,Nearest Neighbor,Nomad ID,dist_mean_K2_arcmin,RAJ2000_mean,DEJ2000_mean,RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,PMem_mean,ra_epoch2000_Gaia,dec_epoch2000_Gaia,errHalfMaj_Gaia,errHalfMin_Gaia,errPosAng_Gaia,source_id_Gaia,ra_Gaia,ra_error_Gaia,dec_Gaia,dec_error_Gaia,parallax_Gaia,parallax_error_Gaia,pmra_Gaia,pmra_error_Gaia,pmdec_Gaia,pmdec_error_Gaia,duplicated_source_Gaia,Gflux_Gaia,e_Gflux_Gaia,G_Gaia,BPflux_Gaia,e_BPflux_Gaia,BP_Gaia,RPflux_Gaia,e_RPflux_Gaia,RP_Gaia,BPRP_Gaia,radial_velocity_Gaia,radial_velocity_error_Gaia,rv_nb_transits_Gaia,teff_val_Gaia,a_g_val_Gaia,Ext_BPRP_Gaia,radius_val_Gaia,lum_val_Gaia,angDist_Gaia,2MASS_2MASS,RAJ2000_2MASS,DEJ2000_2MASS,errHalfMaj_2MASS,errHalfMin_2MASS,errPosAng_2MASS,J_2MASS,H_2MASS,K_2MASS,e_J_2MASS,e_H_2MASS,e_K_2MASS,Qfl_2MASS,Rfl_2MASS,X_2MASS,MeasureJD_2MASS,angDist_2MASS,objID_PS1,RAJ2000_PS1,DEJ2000_PS1,errHalfMaj_PS1,errHalfMin_PS1,errPosAng_PS1,f_objID_PS1,Qual_PS1,Epoch_PS1,Ns_PS1,Nd_PS1,g_PS1,e_g_PS1,gFlags_PS1,r_PS1,e_r_PS1,rFlags_PS1,i_PS1,e_i_PS1,iFlags_PS1,z_PS1,e_z_PS1,zFlags_PS1,y_PS1,e_y_PS1,yFlags_PS1,angDist_PS1,elo_Ext_BPRP_Gaia,eup_Ext_BPRP_Gaia,Teff_StarHorse,e_Teff_StarHorse,e_G_Gaia,e_BP_Gaia,e_RP_Gaia,BPRP_Gaia_corr,e_BPRP_Gaia_corr,g_SDSS,e_g_SDSS,r_SDSS,e_r_SDSS,i_SDSS,e_i_SDSS,z_SDSS,e_z_SDSS,y_SDSS,e_y_SDSS,bayestar2019_ext,bayestar2019_ext_err,bayestar2019_flags
206,219238231.0,,KTWO219238231-C07,7.0,9.0,289.153035,-17.219547,LC,-3.6,3.4,-36.4,3.8,,,,,13.373,0.381,12.295,0.21600000000000005,12.495,0.02,12.054,0.01,11.884,0.01,,,10.948,0.023,10.684,0.024,10.623,0.021,12.067,gri,,6300-257-1,,364-166208,19163672-1713101,AAA-222-111-000-0-0,0.98,0.02,0.966,141.66299999999995,117.858,109.114,10.0,1.0,29.0,,,0.0006908,289.153035,-17.219547,289.153,-17.2194722,191636721713101.0,0.9,289.15304260000005,-17.219488698,0.81182385789177,219238231.0,0.15806856468852784,289.1530213000001,-17.219480449000002,4.0877361590694574e+18,289.15304,-17.2196,0.9,0.4351607296341653,289.153025975,-17.219510336749998,289.15303981456003,-17.21960036466,4.0877361590694574e+18,1.0,0.32757572371084875,0.9029559644729424,289.1530426004607,-17.219488698020502,0.001,0.001,90.0,4.0877361590694574e+18,289.15303981456003,0.0365,-17.21960036466,0.0341,3.252,0.0381,-0.618,0.069,-25.935,0.062,False,274842.0,55.32,12.090657,143840.0,240.86599999999999,12.456692,188364.0,160.127,11.574424,0.882268,42.91,0.74,9.0,5558.04,0.215,0.1095,1.1,1.044,0.211508,19163672-1713101,289.153033,-17.219496,0.06,0.06,90.0,10.892510999763758,10.651169999860228,10.601817999909818,0.023488972464706305,0.0241652071682441,0.021078721243995707,AAA,222.0,0.0,2451319.7968,0.183729,8.733289153042691e+16,289.15303086,-17.21960032,0.092,0.032,90.0,604299264.0,72.0,55826.11201389,5.0,96.0,,,114788.0,,,32868.0,,,65636.0,,,114788.0,,,114788.0,0.19247899999999998,0.2030153846153846,0.4633076923076923,,,0.00021851421160836338,0.0018165894076102973,0.0009225851347674824,0.772768,0.3331677683547223,,,,,,,,,,,0.07000000029802322,0.006014621704816814,10
207,219800881.0,,KTWO219800881-C07,7.0,9.0,289.091835,-15.771107999999998,LC,-2.0,3.0,-21.7,3.7,,,,,13.5,0.03,12.708,0.04,13.076,0.01,12.47,0.07,12.263,0.04,,,11.294,0.024,11.004,0.026,10.859000000000002,0.023,12.507,gri,,,,372-160633,19162203-1546159,AAA-222-111-000-0-0,0.964,0.036000000000000004,0.905,182.167,147.67700000000005,133.095,10.0,4.0,32.0,,,0.003,289.091835,-15.771107999999998,289.0917917,-15.7710833,191622031546159.0,0.9,289.09182842,-15.7711058346,0.445263641077558,219800881.0,0.15088081131153916,289.09181006,-15.7710945673,4.1841827377683113e+18,289.0918200000001,-15.77122,0.9,0.4528689382368649,289.0918125450001,-15.771125925475,289.09182422752997,-15.77121781875,4.1841827377683113e+18,1.0,0.3332824934712872,0.8113159102693895,289.0918284200042,-15.7711058346227,0.001,0.001,90.0,4.1841827377683113e+18,289.09182422752997,0.0353,-15.77121781875,0.0342,3.0851,0.0399,-0.937,0.065,-26.009,0.057,True,178500.0,33.2975,12.55927,88326.3,108.484,12.986163000000001,129125.0,125.93799999999999,11.984392999999999,1.00177,42.18,2.03,6.0,5330.33,0.4398,0.225,1.03,0.773,0.024092,19162203-1546159,289.091831,-15.771107,0.06,0.06,90.0,11.230584001417458,10.966480000838638,10.834792000541093,0.02527523101342945,0.026419615644867226,0.023198204072288387,AAA,222.0,0.0,2451319.7958,0.014318,8.9072890917985e+16,289.09182859,-15.77120914,0.11599999999999999,0.013000000000000001,90.0,906289152.0,108.0,56057.59084491,4.0,57.0,12.822560006290676,,114724.0,12.418640004679562,,114724.0,12.248320003524421,,114724.0,12.157080002769826,,4.0,12.12296000225842,0.01321842779775151,115000.0,0.364781,0.1169,0.2909,5959.23730469,311.37841796999965,0.0002025150126662333,0.0013327030878084172,0.0010584225299133197,0.7767700000000001,0.20390710226907763,13.20813879551736,,12.66049927314736,,12.39696768502736,,12.253541338991198,,12.23831517504872,,0.07999999821186066,0.009999997913837433,10
208,219722212.0,,KTWO219722212-C07,7.0,9.0,288.8392350000001,-16.002973,LC,1.1,2.3,-23.3,2.1,,,,,13.72,0.01,12.905,0.04,13.273,0.02,12.684,0.01,12.453,0.09,,,11.43,0.023,11.091,0.025,11.05,0.026,12.699000000000002,gri,,,,370-168116,19152141-1600107,AAA-222-111-000-0-0,0.985,0.015,0.943,191.142,172.753,168.165,10.0,4.0,32.0,,,0.003,288.8392350000001,-16.002973,288.8392083,-16.0029722,191521411600107.0,0.9,288.839235845,-16.0029698299,0.98258694413672,219722212.0,0.09570033390424554,288.8392220725,-16.00297101495,4.18414690056161e+18,288.83923,-16.003079999999994,0.9,0.39330407602815415,288.839224054375,-16.002998261212493,288.83923281552,-16.00308281284,4.18414690056161e+18,1.0,0.30589201229550256,0.94564673603418,288.8392358447661,-16.0029698299343,0.001,0.001,90.0,4.1841469005616113e+18,288.83923281552,0.0441,-16.00308281284,0.0456,3.1072,0.0617,-0.6759999999999999,0.08199999999999999,-26.241,0.071,False,147526.0,36.3088,12.766192,71841.5,100.431,13.21045,108298.0,161.246,12.175373,1.035077,42.52,0.31,2.0,5140.21,0.2957,0.1583,1.02,0.648,0.011781,19152141-1600107,288.839225,-16.002987,0.06,0.06,45.0,11.35073000472486,11.044100002795457,11.019740001803637,0.024226244099918973,0.025402197011968563,0.026161781201401918,AAA,222.0,0.0,2451319.7862,0.061136,8.879288839262685e+16,288.83923351,-16.00307631,0.10099999999999999,0.024,0.0,637853696.0,76.0,56050.65469907,15.0,76.0,12.936200020968915,,65572.0,12.533300015598535,,65572.0,12.371900011748076,,114724.0,12.291100009232759,,65572.0,12.287100007528066,0.013153738168205548,115000.0,0.371952,0.2030153846153846,0.4633076923076923,,,0.0002671863149751238,0.001516747649641614,0.0016153614755420654,0.876777,0.33316890705194646,13.394474038764969,,12.827649666551219,,12.56005038881622,,12.4177476439849,,12.42978873434919,,0.09999999403953552,0.009600001722574233,10
209,219566703.0,,KTWO219566703-C07,7.0,9.0,288.889755,-16.426910999999997,LC,0.3,4.6,-26.4,4.0,,,,,16.171,0.02,14.904000000000002,0.04,15.621,0.02,14.425,0.02,13.906,0.03,,,12.52,0.026,11.893,0.024,11.736,0.025,14.42,gri,,,,368-169695,19153354-1625368,AAA-222-111-000-0-0,0.993,0.006999999999999999,0.775,512.437,432.152,391.67800000000005,10.0,4.0,32.0,,,0.003,288.889755,-16.426910999999997,288.88975,-16.426888899999998,191533541625368.0,0.9,288.88976488599997,-16.4269055391,0.930060925983452,219566703.0,0.07893213166567567,288.889757443,-16.42689721955,4.087858819031215e+18,288.88976,-16.427020000000002,0.9,0.44209779849232667,288.88975808225,-16.4269279146625,288.88975921358,-16.427024939560006,4.087858819031215e+18,1.0,0.349311476168591,0.9325152314958628,288.88976488648035,-16.4269055391045,0.003,0.002,90.0,4.087858819031215e+18,288.88975921357996,0.092,-16.427024939560006,0.0698,3.1707,0.0849,-1.264,0.16699999999999998,-27.732,0.127,False,31142.6,11.5827,14.454977,11312.9,48.0642,15.217455,28827.9,42.5515,13.612388000000001,1.605067,,,0.0,4279.5,0.7603,0.3743,0.76,0.174,0.039394,19153354-1625368,288.889778,-16.426897,0.06,0.06,90.0,12.464510999763757,11.860169999860226,11.714817999909817,0.02625445446583888,0.02409677104777455,0.025038721067816076,AAA,222.0,0.0,2451319.7865,0.094062,8.8282888897538e+16,288.88976041,-16.4270188,0.017,0.003,90.0,503635968.0,60.0,56079.72444444,5.0,62.0,15.234439998951554,0.016556963047050642,115000.0,14.284309999220072,0.012685356301570406,115000.0,13.855529999412596,0.01003460206198645,115000.0,13.664469999538362,0.007655803485071888,115000.0,13.528389999623597,0.006834747783541371,115000.0,0.388529,0.2030153846153846,0.4633076923076923,,,0.000403736961644622,0.004603107771882271,0.001601422269142677,1.230767,0.3331971846587285,15.664053987250213,0.0036813415933464235,14.499640362819491,0.004086091226214908,13.98819685027165,0.004300344084668709,13.721720186005452,0.003102925280193435,13.68921155398932,0.005208457567688839,0.07000000029802322,0.0046000000834465,10
210,219333882.0,,KTWO219333882-C07,7.0,9.0,289.39758,-16.999470000000002,LC,0.5,2.1,-24.9,4.9,,,,,14.884,0.05,13.886,0.04,14.359000000000002,0.04,13.525,0.03,13.213,0.06,,,11.96,0.024,11.472,0.022,11.371,0.021,13.557,gri,,,,366-166985,19173541-1659580,AAA-222-111-000-0-0,0.997,0.003,0.895,294.076,247.239,240.175,10.0,1.0,29.0,,,0.003,289.39758,-16.999470000000002,,,,,289.39757932099997,-16.9994705488,0.953569958451577,219333882.0,,289.39757932099997,-16.9994705488,,,,,,289.39757932099997,-16.9994705488,289.39757102624003,-16.99958104786,4.087769075699852e+18,0.7,0.39882028125549535,0.8267849792257884,289.39757932052316,-16.9994705487605,0.002,0.001,90.0,4.087769075699852e+18,289.39757102624003,0.045,-16.99958104786,0.0401,3.0319,0.0517,-1.8419999999999999,0.111,-25.664,0.08,False,71005.0,44.5538,13.560144000000001,31008.7,60.5443,14.122679999999999,57273.5,136.921,12.867036,1.255644,,,0.0,5004.98,,0.2595666666666666,0.77,0.336,0.003062,19173541-1659580,289.397563,-16.999470000000002,0.06,0.06,90.0,11.92829200070873,11.45324000041932,11.358896000270544,0.024597885570450104,0.022229957139011006,0.021100569803938048,AAA,222.0,0.0,2451319.8064,0.058526,8.760289397580091e+16,289.39756975,-16.99957686,0.006999999999999999,0.004,90.0,503635968.0,60.0,55951.51702546,5.0,100.0,14.134580003145336,0.02437972714883604,115000.0,13.529820002339779,0.07280826402054984,115256.0,13.25716000176221,,114724.0,13.057140001384914,0.010550273827258008,16892216.0,12.967380001129209,0.009838729508012454,115000.0,0.386311,0.2030153846153846,0.4633076923076923,,,0.0006810577205966974,0.002117826551294876,0.002592519617895409,0.9960773333333334,0.33317835622580544,14.405469268622364,,13.668037802524928,,13.327955555533045,,13.083316066469832,,13.053591675777765,,0.03999999910593033,0.0067999992519617095,10
211,219789839.0,,KTWO219789839-C07,7.0,9.0,289.36527,-15.804563,LC,,,,,,,,,,,,,,,,,,,,,14.184,0.035,13.549,0.05,13.271,0.043,16.598,JHK,,,,,19172766-1548164,AAA-222-111-000-0-0,0.98,0.02,0.647,3832.855,3043.416,2660.804,10.0,4.0,32.0,,,0.005,289.36527,-15.804563,,,,,289.36525311599996,-15.804573380799999,0.979202731142248,219789839.0,,289.36525311599996,-15.804573380799999,4.184167928723405e+18,289.36525,-15.80469,0.9,0.4199678443231887,289.3652520773333,-15.804612253866663,289.36525101747003,-15.80468731804,4.184167928723405e+18,0.9,0.2702559611371491,0.9264009103807492,289.3652531162455,-15.804573380796402,0.003,0.003,90.0,4.184167928723405e+18,289.36525101747003,0.1073,-15.80468731804,0.0989,3.1953,0.1018,-0.469,0.217,-26.463,0.19699999999999998,False,3245.7,3.60546,16.910095000000002,692.296,12.1756,18.25066,3897.03,19.7243,15.785085999999998,2.465574,,,0.0,3786.0,0.5547,0.196,,,0.069404,19172766-1548164,289.365268,-15.804563,0.06,0.06,90.0,14.080949003779889,13.488030002236368,13.231662001442908,0.035475832345271296,0.0501172501024199,0.04305678441955663,AAA,222.0,0.0,2451319.8055,0.006928,8.90328936526448e+16,289.36525041,-15.804681200000001,0.004,0.002,90.0,503635968.0,60.0,55858.95144676,5.0,77.0,18.16736001677513,0.02666276169498036,115000.0,16.97799001247883,0.019307694650720048,115000.0,15.95447000939846,0.014631611689579483,115000.0,15.500030007386208,0.01276165798916795,115000.0,15.272310006022455,0.009798984794484655,115000.0,0.43089700000000003,0.1307,0.4666,,,0.0012054120302155498,0.01892916843301088,0.005481449522594865,2.269574,0.2992994858105073,18.88359676475752,0.007370482732172234,17.349192919887525,0.0033373200538670154,16.21296897232752,0.0026032983258429303,15.614390732218398,0.006644928241687372,15.59092031597304,0.009199392666279022,0.12999999523162842,0.007305302917957307,10
212,219656722.0,,KTWO219656722-C07,7.0,9.0,288.909075,-16.18565,LC,,,,,,,,,,,,,,,,,,,,,14.56,0.026,13.911,0.034,13.609000000000002,0.038,17.057000000000002,JHK,,,,,19153817-1611083,AAA-222-111-000-0-0,0.947,0.053,0.4370000000000001,13024.568,10691.033,8605.528,10.0,4.0,32.0,,,0.004,288.909075,-16.18565,,,,,288.909076935,-16.1856500273,0.9909547961459542,219656722.0,,288.909076935,-16.1856500273,4.184130820203725e+18,288.9090700000001,-16.185760000000002,0.9,0.3966270805739073,288.9090746233333,-16.185686684866667,288.90907221503,-16.185764924689998,4.184130820203725e+18,0.9,0.2817864030872991,0.9303182653819848,288.9090769354557,-16.1856500272977,0.003,0.003,90.0,4.184130820203725e+18,288.90907221503,0.1135,-16.185764924689998,0.1046,3.5497,0.1285,-1.053,0.21600000000000005,-26.686,0.192,False,2061.97,2.70897,17.402662,407.164,12.2573,18.826963,2653.79,17.9024,16.202253,2.62471,,,0.0,,,0.2595666666666666,,,0.006692,19153817-1611083,288.909077,-16.18565,0.06,0.06,90.0,14.504510999763758,13.878169999860226,13.58781799990982,0.02654894930201679,0.03414817332408603,0.038055269698358485,AAA,222.0,0.0,2451319.7863,0.006915,8.857288909066749e+16,288.9090715,-16.18575907,0.003,0.001,90.0,503635968.0,60.0,55970.39331019,5.0,75.0,19.009939998951555,0.024899787978658425,115000.0,17.80220999922007,0.018851061213904216,115000.0,16.555329999412596,0.013709531355526284,115000.0,15.994469999538364,0.011032189794279817,115000.0,15.710889999623598,0.009136156928161634,115000.0,0.392838,0.2030153846153846,0.4633076923076923,,,0.0014254797296693864,0.03220277441988897,0.007299754497634968,2.365143333333333,0.3347938407529672,19.526019279469637,0.00750797606823451,18.017802228457995,0.006764934031969186,16.69728031099065,0.003103505590738957,16.006672970541818,0.004814194242467789,15.975575366063145,0.010090852885224495,0.07000000029802322,0.006775467693805694,10
213,219683737.0,,KTWO219683737-C07,7.0,9.0,289.461495,-16.111314,LC,-3.4,2.5,-22.7,2.6,,,,,14.529000000000002,0.02,13.538,0.09,14.031,0.02,13.26,0.05,12.996,0.05,,,11.841,0.024,11.409,0.022,11.306,0.023,13.307,gri,,,,370-169090,19175075-1606406,AAA-222-111-000-0-0,0.975,0.025,0.8740000000000001,264.771,241.349,206.443,10.0,4.0,32.0,,,0.004,289.461495,-16.111314,,,,,289.461480308,-16.1113131485,0.991663906868826,219683737.0,,289.461480308,-16.1113131485,4.1839684017219057e+18,289.46148,-16.11143,0.9,0.4206667487616481,289.4614802053333,-16.111352098999998,289.46147691491,-16.11143073461,4.1839684017219057e+18,1.0,0.28331684996579154,0.9638879689562754,289.4614803082044,-16.1113131484636,0.001,0.001,90.0,4.1839684017219057e+18,289.46147691491,0.0219,-16.11143073461,0.0214,3.2697,0.0242,-0.757,0.040999999999999995,-27.31,0.037000000000000005,False,89174.9,45.0938,13.312759,40590.0,84.3331,13.830341,69422.0,156.928,12.658177,1.172164,42.71,2.16,7.0,4942.12,0.326,0.1442,0.83,0.368,0.050906,19175075-1606406,289.461478,-16.111292000000002,0.06,0.06,90.0,11.745876002126186,11.352720001257957,11.269688000811636,0.024007469615168288,0.02200285268737396,0.023001135948436592,AAA,222.0,0.0,2451319.8088,0.098639,8.866289461476674e+16,289.46147691,-16.11142537,0.013000000000000001,0.003,90.0,503635968.0,60.0,55929.31579861,5.0,71.0,13.52934000943601,0.003580903028205661,115000.0,13.10196000701934,,114724.0,12.881480005286635,,114724.0,12.760120004154741,,114724.0,12.68694000338763,0.0023979833348547995,115000.0,0.40578400000000003,0.2030153846153846,0.4633076923076923,,,0.0005488943239348651,0.0022534740471358942,0.0024515301585432284,1.0279639999999999,0.33317817884047946,14.070469429449034,,13.44925925438419,,13.109511332892318,,12.913666654361162,,12.865439539697103,,0.11999999731779099,0.0007554307579994146,10
214,219609927.0,,KTWO219609927-C07,7.0,9.0,289.041705,-16.312016,SC,-0.9,2.1,-27.4,2.1,,,,,11.116,0.056,10.581,0.052000000000000005,10.867,0.04,10.378,0.03,10.197,0.06,,,9.339,0.024,9.059,0.024,8.982999999999997,0.021,10.398,gri,,6296-1482-1,,369-165653,19161000-1618431,AAA-222-111-000-0-0,0.998,0.003,1.0,,,,10.0,4.0,32.0,,,0.004,289.041705,-16.312016,,,,,289.041703261,-16.312010619000002,0.936231874700196,219609927.0,,289.041703261,-16.312010619000002,4.1839379633015593e+18,289.0417,-16.31212,0.9,0.39393275957337615,289.041702174,-16.312047079333336,289.04170064106,-16.31212309632,4.1839379633015593e+18,1.0,0.2737124008693073,0.9454106249000652,289.0417032608111,-16.3120106189704,0.001,0.001,90.0,4.1839379633015593e+18,289.04170064106,0.0345,-16.31212309632,0.0307,3.2673,0.0414,-0.584,0.069,-26.124000000000002,0.06,False,1305220.0,590.092,10.399153,689665.0,644.155,10.754793,875017.0,727.643,9.906878,0.847915,42.79,9.65,6.0,5637.53,,0.2595666666666666,2.31,4.876,0.020281999999999998,19161000-1618431,289.041695,-16.311998000000006,0.06,0.06,90.0,9.280083054634185,9.024141860254108,8.960509439046678,0.024791161516995047,0.02427987758658695,0.021133505405324424,AAA,222.0,0.0,2451319.7893,0.073436,8.842289041836581e+16,289.04169799,-16.31211975,0.001,0.001,90.0,1140924416.0,136.0,51319.28929398,5.0,43.0,,,32868.0,,,32868.0,,,65636.0,,,65636.0,,,114788.0,0.374284,0.2030153846153846,0.4633076923076923,,,0.0004907521069242702,0.0010136167452675846,0.0009024968051890136,0.5883483333333334,0.3331643027538347,,,,,,,,,,,0.07432439178228378,0.007837802171707153,10
215,219609927.0,,KTWO219609927-C07,7.0,9.0,289.041705,-16.312016,LC,-0.9,2.1,-27.4,2.1,,,,,11.116,0.056,10.581,0.052000000000000005,10.867,0.04,10.378,0.03,10.197,0.06,,,9.339,0.024,9.059,0.024,8.982999999999997,0.021,10.398,gri,,6296-1482-1,,369-165653,19161000-1618431,AAA-222-111-000-0-0,0.998,0.003,1.0,,,,10.0,4.0,32.0,,,0.004,289.041705,-16.312016,,,,,289.041703261,-16.312010619000002,0.936231874700196,219609927.0,,289.041703261,-16.312010619000002,4.1839379633015593e+18,289.0417,-16.31212,0.9,0.39393275957337615,289.041702174,-16.312047079333336,289.04170064106,-16.31212309632,4.1839379633015593e+18,1.0,0.2737124008693073,0.9454106249000652,289.0417032608111,-16.3120106189704,0.001,0.001,90.0,4.1839379633015593e+18,289.04170064106,0.0345,-16.31212309632,0.0307,3.2673,0.0414,-0.584,0.069,-26.124000000000002,0.06,False,1305220.0,590.092,10.399153,689665.0,644.155,10.754793,875017.0,727.643,9.906878,0.847915,42.79,9.65,6.0,5637.53,,0.2595666666666666,2.31,4.876,0.020281999999999998,19161000-1618431,289.041695,-16.311998000000006,0.06,0.06,90.0,9.280083054634185,9.024141860254108,8.960509439046678,0.024791161516995047,0.02427987758658695,0.021133505405324424,AAA,222.0,0.0,2451319.7893,0.073436,8.842289041836581e+16,289.04169799,-16.31211975,0.001,0.001,90.0,1140924416.0,136.0,51319.28929398,5.0,43.0,,,32868.0,,,32868.0,,,65636.0,,,65636.0,,,114788.0,0.374284,0.2030153846153846,0.4633076923076923,,,0.0004907521069242702,0.0010136167452675846,0.0009024968051890136,0.5883483333333334,0.3331643027538347,,,,,,,,,,,0.07432439178228378,0.007837802171707153,10
216,219583146.0,,KTWO219583146-C07,7.0,9.0,289.506645,-16.383471,LC,,,,,,,,,,,,,,,,,,,,,15.329,0.047,14.663,0.058,14.385,0.079,17.813,JHK,,,,,19180159-1623004,AAA-222-111-000-0-0,0.618,0.382,0.718,4715.877,3752.243,3250.472,10.0,4.0,32.0,,,0.002,289.506645,-16.383471,,,,,289.50665588,-16.3834675375,0.839255443990503,219583146.0,,289.50665588,-16.3834675375,4.183924975308561e+18,289.50665,-16.38358,0.9,0.40537402780477183,289.50665392,-16.383505025,,,,,,0.8696277219952515,289.5066558800664,-16.383467537522098,0.005,0.005,90.0,4.183924975308561e+18,289.50665200122,0.1792,-16.38358370981,0.1714,3.3159,0.2041,-0.8640000000000001,0.35200000000000004,-26.982,0.336,False,871.055,1.71817,18.338251,159.739,9.15708,19.84286,1182.23,10.2,17.080164,2.762695,,,0.0,,,0.2595666666666666,,,0.039591,19180159-1623004,289.506648,-16.383471,0.06,0.06,45.0,15.265584001417459,14.625480000838637,14.36079200054109,0.049397435853452236,0.05869325766947929,0.07921285841886043,AAA,222.0,0.0,2451319.8086,0.010361,8.834289506670008e+16,289.50665139,-16.38357869,0.002,0.002,0.0,503635968.0,60.0,56002.19755787,10.0,82.0,20.024360006290674,0.06884420215100251,115000.0,18.81694000467956,0.05100646455519205,115000.0,17.448120003524423,0.03832073473264841,115000.0,16.82108000276983,0.029948375885439672,115000.0,16.51616000225842,0.025702922832148842,115000.0,0.388312,0.2030153846153846,0.4633076923076923,,,0.0021395227014734592,0.06052152146054314,0.009327295189788311,2.503128333333333,0.33874247402048,20.58546599,0.014339345481028097,19.06065534,0.010154701466052792,17.611504739999997,0.006307394637982442,16.8390151,0.007960723387556656,16.81688403,0.021434900966325304,0.07999999821186066,0.01917773798108101,2
217,219489683.0,,KTWO219489683-C07,7.0,9.0,289.460355,-16.623918,LC,9.9,4.1,-25.1,4.0,,,,,17.108,0.15,16.027,0.066,16.787,0.11,15.263,0.06,14.674,0.12,,,13.182,0.027000000000000003,12.509,0.024,12.317,0.023,15.308,gri,,,,367-163201,19175045-1637260,AAA-222-111-000-0-0,0.948,0.052000000000000005,0.765,941.686,804.6189999999997,696.924,10.0,4.0,32.0,,,0.006999999999999999,289.460355,-16.623918,,,,,289.460254374,-16.6239111852,0.9682006208485748,219489683.0,,289.460254374,-16.6239111852,4.183867079159885e+18,289.46025,-16.62402,0.9,0.3920237465732779,289.460252916,-16.6239474568,289.46024900462004,-16.62402332999,4.183867079159885e+18,1.0,0.2734765224979463,0.9560668736161916,289.460254374224,-16.6239111851977,0.001,0.001,90.0,4.183867079159885e+18,289.46024900462004,0.0368,-16.62402332999,0.0359,3.3069,0.0468,-1.195,0.071,-26.046999999999997,0.064,False,13346.4,7.92088,15.374954,4156.43,26.2515,16.304588,13606.2,23.6139,14.427579000000001,1.877009,,,0.0,3886.5,0.3925,0.188,0.65,0.087,0.347978,19175045-1637260,289.460231,-16.623901,0.06,0.06,90.0,13.10273000472486,12.462100002795458,12.286740001803636,0.027582644412046244,0.024230813676362293,0.023100524615698607,AAA,222.0,0.0,2451319.8084,0.432098,8.805289460247158e+16,289.46025018,-16.62402038,0.091,0.037000000000000005,90.0,503635968.0,60.0,56105.66930556,5.0,84.0,16.345100020968914,0.025329462633571918,115000.0,15.195700015598536,0.019470629832045613,115000.0,14.628300011748076,0.01416381520464537,115000.0,14.37620000923276,0.011218058310466216,115000.0,14.216500007528067,0.011328824566932013,115000.0,0.516316,0.2030153846153846,0.4633076923076923,,,0.0006441763486814945,0.0068358117362914824,0.0018826890516267132,1.689009,0.33323697806548763,16.913422223794353,0.004025807711757367,15.487794565381382,0.005761892590865539,14.822676213887007,0.0020007580413087,14.468285935104712,0.002485282294435633,14.441437871308109,0.007847853428574152,0.09999999403953552,0.007114104181528094,2
