EPIC,Channel,Campaign
2060706152402100,0,0
2060707042405252,0,0
2060721992404359,0,0
2060728422416426,0,0
2060730522411263,0,0
2060737122414332,0,0
2060737912419095,0,0
2060740802414234,0,0
2060749522417423,0,0
2060752602420024,0,0
2060803152428546,0,0
2060806482411320,0,0
2060807062418499,0,0
2060810442424236,0,0
2060811822427070,0,0
2060812622419358,0,0
2060819832405023,0,0
2060822322415024,0,0
2060825412413496,0,0
2060827632412372,0,0
2060829642416240,0,0
2060830292426283,0,0
2060830602431504,0,0
2060830822417547,0,0
2060832102426254,0,0
2060832152420362,0,0
2060833292405334,0,0
2060833942409476,0,0
2060834462408139,0,0
2060835102427168,0,0
2060835202417154,0,0
2060835412419592,0,0
2060837082414008,0,0
2060837282422178,0,0
2060840612425400,0,0
2060840642415576,0,0
2060841062417204,0,0
2060841802417040,0,0
2060843412416071,0,0
2060844312422470,0,0
2060845182402196,0,0
2060845482412560,0,0
2060847602409422,0,0
2060850472419382,0,0
2060850772430024,0,0
2060852442403063,0,0
4571025326,0,0
2060853572413479,0,0
2060854412403080,0,0
2060855502402276,0,0
2060856412427104,0,0
2060858352414215,0,0
2060858872420166,0,0
2060858962414415,0,0
2060859402434354,0,0
2060900252406344,0,0
2060900862415563,0,0
2060901922432087,0,0
2060902122416036,0,0
2060902142429311,0,0
2060903062419360,0,0
2060906482421302,0,0
2060907462408112,0,0
2060907552431526,0,0
2060908802420055,0,0
2060909132406028,0,0
2060909652400298,0,0
2060910652428039,0,0
2060913382409492,0,0
2060913712419594,0,0
2060914072413367,0,0
2060914532414022,0,0
2060914822429103,0,0
2060915112411034,0,0
2060915572410422,0,0
2060915692430486,0,0
2060915712420484,0,0
2060916312418364,0,0
2060916852414230,0,0
2060920842411288,0,0
2060921842418212,0,0
2060921902417170,0,0
2060922142427338,0,0
2060922852423480,0,0
2060924362426200,0,0
2060926342423196,0,0
2060926472415136,0,0
2060926502420392,0,0
2060926792427548,0,0
2060927952422266,0,0
2060928512415312,0,0
2060929192421512,0,0
2060930262423146,0,0
2060931222407027,0,0
2060931412427496,0,0
2060931902410384,0,0
2060931902436144,0,0
2060932012415100,0,0
2060933112401088,0,0
2060933822414590,0,0
2060934472402524,0,0
2060937342436056,0,0
2060937542431118,0,0
2060938232416336,0,0
2060938612417394,0,0
2060938842428536,0,0
2060938922414002,0,0
2060939002416442,0,0
2060939032424244,0,0
2060940012427544,0,0
2060942542402080,0,0
2060942592420520,0,0
2060947322428306,0,0
2060947492432200,0,0
2060947532403371,0,0
2060949442415472,0,0
2060949772417344,0,0
2060950082417028,0,0
2060952092430144,0,0
2060954252429392,0,0
2060954472415052,0,0
2060954532418196,0,0
2060955772430160,0,0
2060956352411084,0,0
2060957272437499,0,0
2060957722421535,0,0
2060958152430152,0,0
2060958292421500,0,0
2060959272435555,0,0
2061001282413431,0,0
2061001742420120,0,0
2061004562437000,0,0
2061004702417347,0,0
2061004912434590,0,0
2061007832428111,0,0
2061009622431250,0,0
2061010302416383,0,0
2061010532424144,0,0
2061011152414015,0,0
2061011172413276,0,0
2061012592433231,0,0
2061014192432303,0,0
2061023512414574,0,0
2061027242407375,0,0
2061031502411110,0,0
2061031862410047,0,0
2061034692409035,0,0
2061036612413418,0,0
2061037352404330,0,0
202059720,81,0
202059766,81,0
202059600,81,0
202059653,81,0
