EPIC,Channel,Campaign
211945362,46,18
211966918,24,16
211925698,45,5
211902720,45,5
211932810,46,18
211942823,46,5
211925013,45,18
211931736,46,18
211961990,24,16
211922849,45,5
211965824,24,16
211924229,45,5
211948335,45,18
211952875,21,16
211947849,24,16
211945119,46,18
211953786,21,16
211956852,46,18
211964610,24,16
211902826,24,16
211938725,46,18
211951438,45,18
211960587,46,5
211934172,45,18
211920850,45,5
211932539,45,18
211915935,21,16
211936906,46,5
211937468,24,16
211932923,46,5
211964830,21,16
211936067,45,18
211923932,45,5
211911846,45,5
211935518,24,16
211953724,21,16
211938530,45,5
211954550,45,18
211980574,47,18
211958687,45,5
211936049,24,16
211938509,24,16
211956426,46,18
211968779,47,18
211913977,45,5
211936827,45,18
211955036,46,5
211980039,47,5
211950703,24,16
211946708,45,5
211931872,45,5
211913742,45,18
211946063,46,5
211936869,45,18
211974702,47,5
211962254,24,16
211908029,24,16
211945445,45,5
211906702,45,5
211915785,24,16
211916232,45,5
211980170,48,5
211911911,45,5
211950227,46,5
211973205,47,18
211971871,47,5
211926133,46,5
211970147,47,5
211956059,46,18
211939014,46,18
211968228,24,16
211972478,24,16
211949471,46,18
211945980,24,16
211935711,24,16
211928526,21,16
211949039,46,18
211950081,46,18
211901458,45,18
211949163,46,5
211952381,45,5
211955381,45,18
211929531,21,16
211948030,45,18
211952707,46,5
211926877,24,16
211949871,26,5
211948267,45,18
211925319,45,18
211922975,45,5
211961287,21,16
211926166,45,5
211928486,45,18
211925093,45,18
211938860,46,18
211940093,46,5
211938988,46,18
211936168,24,16
211918547,45,5
211913669,24,16
211953774,45,18
211972445,48,18
211937293,46,18
211975006,48,5
211949501,45,5
211912899,45,5
211946518,46,5
211963319,21,16
211959487,45,5
211975426,47,5
211953966,45,5
211925563,24,16
211945329,46,5
211964231,24,16
211963237,24,16
211920429,45,18
211939484,45,18
211929980,24,16
211961543,21,16
211916718,46,5
211913859,45,5
211934092,21,16
211967293,24,16
211948895,45,18
211939206,46,5
211959857,45,5
211964001,24,16
211960649,24,16
211938350,45,18
211944193,24,16
211952098,46,18
211948214,45,5
211949097,24,16
211972627,48,5
211959779,46,5
211959628,21,16
211949413,24,16
211935558,46,5
211810915,61,18
211799258,61,5
211804579,41,5
211838068,41,5
211795614,41,5
211813885,41,5
211805435,41,18
211799551,41,5
211987717,48,5
211993552,27,18
211989950,48,18
211987847,47,18
211968460,27,5
212005204,48,5
212002216,48,18
212020360,48,5
211976466,48,18
211956984,45,18
211998650,48,5
211980688,48,18
211973504,48,18
211982334,48,5
211977997,48,18
211983476,48,18
212017183,48,5
211968029,24,16
212003867,48,5
211972472,48,5
211983811,48,5
211973710,48,5
212016014,48,18
212008129,48,18
212008913,27,5
211973760,27,18
211973202,27,5
212004774,48,5
211979060,48,18
211978779,48,5
211988832,48,18
211997576,48,5
211989144,48,5
211999682,48,5
212015247,27,18
211992451,48,5
211997741,48,18
211973228,48,5
212005503,48,5
211975700,48,5
211998346,48,5
211981243,27,5
211998192,27,5
211994672,48,5
211984180,48,5
211984495,48,5
211998837,27,18
212018728,48,5
211990908,47,18
211964086,24,16
211953038,21,16
211989807,48,5
211984100,48,5
212006723,48,5
211978972,27,18
211967873,21,16
211956610,45,18
211989620,47,18
211965785,21,16
211970966,21,16
212004983,48,5
211986537,48,18
211980180,48,18
211980169,48,18
211975860,27,5
211988700,48,5
211993172,48,5
212009372,48,18
211983544,48,18
211953567,45,5
211996321,48,5
211964002,27,18
211973540,27,5
212011394,27,5
211997350,48,5
212015476,48,18
211967157,27,18
211982727,48,5
211891774,26,5
211851675,22,16
211865756,22,16
211852399,42,16
211836069,22,16
211837376,22,16
211827466,22,5
211899496,21,16
211885995,26,18
211851129,22,16
211852308,22,16
211875446,22,16
211876489,22,16
211862686,22,16
211855726,22,16
211875458,42,16
211892240,26,18
211899790,45,18
211896596,26,5
211875014,42,16
211827220,61,5
211820823,64,5
211845069,61,5
211999629,84,5
211756862,79,5
211984209,84,5
211898878,82,5
212148559,71,18
212103962,70,5
211938090,67,5
212032123,68,5
211998019,68,18
211752612,63,5
211952571,67,18
212111862,4,16
211966707,68,18
211955066,67,18
211796017,64,5
211768266,64,5
212076029,70,5
212168580,71,18
211708306,63,18
211757464,63,5
211935588,67,18
211990768,68,18
211964473,66,5
212027816,3,16
212121350,69,18
211889082,66,18
211980234,65,5
212173061,72,5
211681193,62,5
211787610,61,5
212024569,65,18
211748286,62,5
212077235,1,16
212024672,65,5
211942008,66,5
212101360,69,18
211799259,61,5
211852745,61,5
211938397,66,18
211958800,66,5
212087322,69,5
212165910,72,5
211896670,66,18
212109351,69,5
211921097,66,18
211897829,66,5
211827807,61,18
211951112,66,18
212155860,72,5
211897010,66,5
212103723,1,16
211941071,66,18
211981232,65,5
211957616,46,5
212021901,47,18
211989060,47,18
212025814,47,18
211975682,47,5
211842439,41,5
211916015,46,5
211969069,47,5
211935509,46,5
211896912,46,5
211923230,46,5
211958252,46,5
211924546,46,18
211958646,46,5
211940224,46,5
212001830,47,5
211951021,46,18
212016898,47,18
212100611,50,5
211801146,41,5
211711533,44,5
211991074,47,5
211959522,46,18
211978157,47,5
211955820,46,18
211929178,46,18
212142153,51,5
211914072,46,5
211998178,47,18
211892173,46,5
211977390,47,5
211946055,46,5
212113749,50,5
211950886,46,5
211795706,41,5
211991949,47,5
211994382,47,18
211956421,46,5
211895744,46,18
211992683,47,5
212008544,47,5
211795569,41,18
211942703,46,5
211892153,23,16
211990019,47,5
211919747,46,18
211812724,23,16
211841807,41,5
211818650,23,16
212086391,50,18
212066114,50,18
211795467,41,5
211995540,47,18
212030517,47,18
211778856,41,5
212067464,50,18
212077781,50,5
211997380,47,5
211939989,46,5
212030244,47,18
212032714,47,5
211982230,47,5
212024154,47,18
211971468,24,16
212085291,50,5
212152808,51,5
211983725,47,5
211950716,46,18
211938911,24,16
211992053,47,18
211988287,47,5
211790121,41,18
211897200,46,5
211727975,44,18
211939015,46,5
212161536,51,5
211978983,47,18
211970520,47,18
211948738,46,18
211997857,47,5
212005551,47,18
211917139,24,16
212080115,50,18
211988451,47,5
211978880,47,5
211931973,46,5
211898181,46,18
211980450,47,18
211933215,46,5
211979334,47,18
212154066,51,18
211896450,45,18
211750366,25,16
211835162,42,18
212094548,49,18
211928727,45,18
212034762,48,5
212007419,48,18
212112321,49,5
212031366,48,5
211982734,48,5
211990578,48,5
212138965,52,5
212018903,48,18
212119822,49,5
212016785,48,18
211981916,48,18
211988997,48,18
211907634,45,18
211912407,45,5
211990953,48,18
211954717,45,5
211892842,45,18
212098754,49,5
211939350,24,16
211986473,48,5
211991655,48,5
211940389,45,5
211944807,24,16
211958562,45,5
211887287,45,5
212146111,52,5
212019252,48,5
211822895,42,5
211975518,48,5
212066424,49,18
211947631,45,18
212015396,48,18
211969494,48,18
211887839,22,16
211945502,45,18
211892898,45,5
211996051,48,5
212016988,48,18
211923502,21,16
211788820,42,5
211936457,21,16
211966629,48,5
211989010,48,5
211980252,48,18
211955324,45,18
212067143,49,18
212086697,49,5
211775403,42,5
211990403,48,5
212015504,48,18
212070886,49,18
212133190,52,5
212012042,48,18
211899094,45,5
212010383,48,5
211970517,48,18
212088614,49,5
211918097,21,16
211891321,21,16
211988080,27,5
211969443,27,5
212068777,30,5
211771577,22,18
211828967,22,18
211773459,22,5
211919763,26,18
211980019,27,18
212026716,27,5
212027750,27,18
212077095,30,5
211947006,26,18
211769795,22,5
211723172,24,5
211938625,43,16
211880808,42,16
212089563,29,18
212008710,28,18
211923104,25,5
212128175,32,5
211946907,25,18
211907293,25,18
212092636,29,5
211981509,65,18
212044971,2,16
212022569,2,16
212065150,2,16
212042587,2,16
211827123,41,18
211963746,24,16
211964555,24,16
211966571,24,16
211966619,24,16
211880035,23,16
211963160,24,16
211881255,23,16
211962868,24,16
211962210,24,16
211870328,23,16
211866503,23,16
211875226,23,16
211962306,24,16
211945852,24,16
211965451,24,16
211870690,23,16
211876887,23,16
211950298,45,18
211965662,21,16
212011328,48,18
211935240,21,16
211926187,21,16
211897047,21,16
211916552,21,16
211927581,21,16
212069325,30,5
211975002,27,18
211846963,42,16
211970861,47,18
