EPIC,Channel,Campaign
219403368,31,7
219648746,32,7
219341906,29,7
219655998,32,7
219437560,31,7
219515762,32,7
219597943,32,7
219331767,29,7
219630458,32,7
219602826,32,7
219560884,32,7
219736350,32,7
219676654,32,7
219684426,32,7
219665632,32,7
219599730,32,7
219493488,32,7
219499220,32,7
219625582,32,7
219605951,32,7
219296218,29,7
219520438,31,7
219774323,32,7
219426848,29,7
219581534,32,7
219766926,32,7
219409830,31,7
219601739,32,7
219755108,32,7
219256928,29,7
219388192,29,7
219238231,29,7
219800881,32,7
219722212,32,7
219566703,32,7
219333882,29,7
219789839,32,7
219656722,32,7
219683737,32,7
219609927,32,7
219583146,32,7
219489683,32,7
219422386,29,7
219745741,32,7
219619241,32,7
219610232,32,7
219604743,32,7
219591752,32,7
219610822,32,7
219545563,32,7
219551103,31,7
219511354,32,7
219479319,32,7
219462497,32,7
219297228,29,7
219353203,29,7
219306354,29,7
219210446,29,7
219280168,30,7
219037489,30,7
219556441,32,7
219439085,32,7
