#from Gao (2018)
source_id,ra,dec,pmem
604907012195819648,133.08911958572,11.844945045880001,1.0
604971020092675328,132.70285723517,12.002527832430001,1.0
605000745561898240,132.85116442174998,12.21103573913,1.0
605001329677769088,132.80217464901,12.18814056287,1.0
604988784077232384,132.62443215781,12.135268130380002,1.0
604894913272261632,132.86621974742,11.58257634888,1.0
604905500367349888,133.04723589924,11.76053641618,1.0
605002016872204416,132.9153743203,12.20301742714,1.0
604964010706281856,132.61948779120002,11.89167452839,1.0
604913952863073920,132.72814672722998,11.73726406976,1.0
604895089366706304,132.84977065043998,11.58065417105,1.0
604915597834696448,132.72230215751998,11.81593364443,1.0
604917938592657024,132.92451722015,11.82711987665,1.0
598884952650222336,132.84975023716,11.41369726305,1.0
604916254965494528,132.91470715507,11.750367492650001,1.0
604931819926896384,133.22989427201,11.91688113833,1.0
604911582041107456,132.8011806033,11.772574872469999,1.0
604739852068006016,133.43160328047,11.83956656558,1.0
604943880195096320,133.00168031313,11.935279833839997,1.0
605020433691976832,132.75057221431,12.41483465685,1.0
604922267919526912,132.80380179233998,11.897834313830002,1.0
604922027401374080,132.76169590531,11.8819233381,1.0
604907592015745792,132.68792937428,11.600663528039998,1.0
604896395036758528,132.8746629624,11.58642305557,1.0
604922474077954944,132.80048868823,11.91122023371,1.0
604708202453409408,133.38357079882,11.5796475447,1.0
604906840397139584,133.04798045238002,11.812381567510002,1.0
604922985178465152,132.87248578376003,11.903866617939999,1.0
604919480485158784,132.92646721685,11.85639740938,1.0
604922061761107584,132.77419972423002,11.886304627410002,1.0
605000401964512896,132.8788443792,12.180299987610002,1.0
604904533998990592,132.93224832707,11.75411512589,1.0
604920717435743872,132.81388598889998,11.837310300089998,1.0
604910207651564544,132.86679615091998,11.70967206848,1.0
604894638394355584,132.80847232803,11.55848411421,1.0
604920824810716672,132.79898217738997,11.833847944119999,1.0
604911096708974080,132.7485099708,11.73556404369,1.0
604924531366686080,132.92826222143,11.991943847469999,1.0
604987139105593344,132.5792320343,12.097320366500002,1.0
604903468852379904,133.01477812996,11.689962631330001,1.0
605000573763220224,132.81710429905002,12.18148890711,1.0
604919725299047424,132.91938492962,11.86854494144,1.0
604917217038188288,132.83980208219,11.768382122680002,1.0
604902923387005824,132.98383501959,11.651142712130001,1.0
604907390153062272,132.70677997865,11.585806157939999,1.0
604898456621037824,132.88568539443997,11.7014436115,1.0
604995248003823488,132.53184540693002,12.321806805019998,1.0
604916117526551680,132.89370104794,11.73040180184,1.0
604897047871749376,132.97266834184998,11.642391570010002,1.0
604902923387005696,132.98344010641,11.65381211774,1.0
604909726615246080,132.80969741133,11.68588327889,1.0
604895810921215744,132.82179182024998,11.586897960369999,1.0
604917281461922432,132.83557913853,11.768011144910002,1.0
604906355065249408,133.04162102681002,11.79020567585,1.0
604916976519989248,132.92284679368998,11.793367804879999,1.0
604917698074520320,132.8362206745,11.808738803469998,1.0
604921958681906176,132.73200226583,11.87073452574,1.0
604914601402325504,132.78488719192,11.78669532481,1.0
604911341522929536,132.83466054538,11.76456537158,1.0
604895158086185856,132.828530509,11.58823716227,1.0
604989372488540416,132.69592911863998,12.170191375120002,1.0
604896876073077504,132.92746424081002,11.61369693507,1.0
604911749544005632,132.64323560931,11.665744179939999,1.0
604906256281593472,133.04001538111,11.77949836102,1.0
604921821242945536,132.76242146718,11.8737984874,1.0
604913952863074688,132.72263259751998,11.74295306762,1.0
604931132732290944,133.18954885953002,11.91269334534,1.0
604896326317278464,132.89776438676,11.575589525669999,1.0
605022525341141632,132.92163764486,12.40909370858,1.0
604910207651567360,132.86020463353,11.710873306239998,1.0
604922233559793664,132.79457613016,11.890712970869998,1.0
604914021582551168,132.71788690228001,11.750985347810001,1.0
604911650760586624,132.79126774873998,11.771363869719998,1.0
604919278622426624,133.02121438908998,11.885939242460001,1.0
605000848641142400,132.74745094253,12.165179861570001,1.0
605020330612762624,132.75062865923002,12.41192706328,1.0
604918110391371136,132.85150549773002,11.83068525532,1.0
604917148318677120,132.92002280088002,11.81820990511,1.0
604739057498645632,133.46465032246002,11.82085447738,1.0
604970783870102656,132.74367683632,11.99429319604,1.0
604915636490059008,132.70806438179,11.82020070602,1.0
604917487620349184,132.82223064631,11.783505559930001,1.0
604894745769327232,132.83949493739,11.552022779660001,1.0
604942505805554176,133.06434896795,11.88373909846,1.0
604922096120852864,132.75313068653,11.88651278563,1.0
604918213470564992,132.90765000525,11.84918012152,1.0
604711500989123584,133.16140176946,11.627555698210001,1.0
604902923387008000,132.97448272674,11.65133726267,1.0
604921512005266048,132.859048814,11.89776118332,1.0
604922229264424448,132.78834729222,11.88728149062,1.0
604962365734255744,132.6124014201,11.80868447135,1.0
604916736001826432,132.91852071476998,11.77717263858,1.0
604911375882674560,132.8228085453,11.75629587628,1.0
604921512005268608,132.85664583352,11.88772454474,1.0
604918282190042496,132.8965213173,11.86096412516,1.0
604922779020036736,132.87993731921,11.888321289630001,1.0
604921855602675840,132.78127236563,11.88224730539,1.0
604915705209528320,132.73604954168002,11.83184139674,1.0
604921305846836864,132.8645094839,11.884009785329999,1.0
604920202039656064,132.99796324884,11.91799711997,1.0
604921580724745984,132.84638848672,11.90138444531,1.0
604910237715563904,132.87040167023997,11.71909707125,1.0
598903678707639296,132.65041352765,11.618320598,1.0
604906428080283776,133.03515754068002,11.80290804027,1.0
604944086353518592,133.01372068181,11.96794318471,1.0
604903576222015488,133.01424485162,11.71055833029,1.0
604896051439391104,132.77719235976002,11.59969149938,1.0
604922779020036992,132.88307397557,11.886586539200001,1.0
604911410242411136,132.82229275632,11.767553754300002,1.0
604922302279259008,132.81900269303,11.90419850681,1.0
604907110979352576,133.03269952454,11.83053794084,1.0
604921679508385664,132.74914955398998,11.85350299218,1.0
604902923387005440,132.97975780954,11.661155720250001,1.0
604907115275046656,133.03085973206998,11.83947663853,1.0
604703941846497280,133.03768860356,11.467104636660002,1.0
604921816947364480,132.77290317439,11.8755867791,1.0
604921821242942464,132.77047095254,11.87392216848,1.0
604903576222015616,133.01366567816999,11.71126082475,1.0
604896635554923008,132.88394234323,11.603474586239999,1.0
604924776180388736,132.8884867757,11.99476713453,1.0
604909898413942656,132.77897595112,11.69694081805,1.0
604999401236189696,132.94954428775,12.206168850360001,1.0
604910340794780032,132.82159776989,11.710173085620001,1.0
604970096675364352,132.67174855937,11.93769640298,1.0
604977106061961984,132.66039068933,12.12937424861,1.0
604898490980772352,132.89615676701,11.712988423239999,1.0
604736381734433664,133.39461717644,11.69958300941,1.0
604920756091232256,132.81990242284,11.844159644849999,1.0
605001707634588544,132.77965394513,12.221998973760002,1.0
604921477645534976,132.84137731251002,11.88580268928,1.0
604972089540120832,132.85538695656,12.049013566360001,1.0
604701953276603520,132.95206856446,11.427106987939998,1.0
604906737317927296,133.0297309598,11.82372741043,1.0
604917629355037568,132.85524305703998,11.803762282589998,1.0
604944803611816960,133.14846107204,11.98116483049,1.0
604987070386114688,132.59407094223,12.08627324677,1.0
604917972952399232,132.90580993895,11.83479438266,1.0
604910860486613632,132.77393729187,11.729701561069998,1.0
604977552738539776,132.71883609571,12.14908794371,1.0
604896566835439872,132.90418478306,11.61433602898,1.0
604964083721159936,132.64593328051,11.89845983097,1.0
604920584292552832,132.79846092841,11.81404128924,1.0
604968103810569856,132.48592182512,11.948121445469999,1.0
604917045239468544,132.91266474687,11.798712634500001,1.0
604944082058063616,133.01541926968,11.96912172245,1.0
604922748956025216,132.89902942343,11.892973726530002,1.0
604916701642080000,132.94335054446,11.774074506500002,1.0
604894707113832704,132.85802657447,11.550009523629999,1.0
604910310730772992,132.87549645461002,11.73051200763,1.0
604920481213271296,132.972118953,11.93808133904,1.0
604917148318674816,132.9310368764,11.814492009130001,1.0
604962743691561472,132.62932178446002,11.854524682489998,1.0
604908863325982976,132.67703397172,11.663719803469998,1.0
604708992727391488,133.35687366203,11.599128588760001,1.0
604919789722800256,132.91694085462,11.878705592610002,1.0
604977071702225280,132.66003855393998,12.122142177899999,1.0
604917388836866560,132.87067021609,11.795260942410001,1.0
604904538294704768,132.93641434768,11.750350529270001,1.0
604973017253073536,132.78770689313998,12.050601841779999,1.0
604905156769963136,133.07734453033999,11.74064654363,1.0
604910340794779264,132.82537388096,11.715200145499999,1.0
604971471064858496,132.78257971458,11.993158749649998,1.0
604964118080894464,132.65840047761003,11.911299749980001,1.0
604997172149101312,132.91766298121001,12.147585150469999,1.0
604917320117398400,132.85044236373997,11.785928673769998,1.0
604919789722799232,132.91266147828,11.8847742146,1.0
604999165013904640,132.98784306953002,12.19771476128,1.0
604922336638992128,132.83868742617,11.90402113793,1.0
604903370063591424,132.99584125915,11.69698884055,1.0
598885944787392000,132.79650698705,11.443016495950001,1.0
604920653012016896,132.83198614286002,11.827529543870002,1.0
604921271487102464,132.85629556222,11.877441288650001,1.0
604917972952400256,132.90301631751,11.83306578705,1.0
604964083721158656,132.65410582963003,11.901286931860001,1.0
604921202767809664,132.87060740373002,11.87013702153,1.0
604916804721291776,132.94753950601003,11.78601422834,1.0
604900690003981312,133.06933275871,11.708320696440001,1.0
604910688687928576,132.75541951003,11.69966405066,1.0
604921271487287296,132.86787587178998,11.871524028860001,1.0
598902888433673984,132.57931703967,11.53827006003,1.0
604916770361557504,132.93636483741997,11.77944464051,1.0
604911886983070720,132.66788496444,11.681493570759999,1.0
604906221921860224,133.02123130817,11.77260876353,1.0
598886052161851264,132.81306174931,11.445161539749998,1.0
604914536978619520,132.74675086289,11.770265990599999,1.0
604970508992220288,132.66621402328002,11.97565616394,1.0
604907252713995008,133.05953580188998,11.847759473870001,1.0
604923470510324224,132.95344539762,11.94755492766,1.0
604996347515377792,132.93715258549,12.13644213938,1.0
604922164840316672,132.80284006413,11.87844518796,1.0
604904332136281856,132.92472074892,11.726992415529999,1.0
604903026466307840,132.97925945647,11.68064325478,1.0
604907454576711040,132.73191500325,11.59318254183,1.0
604920756091231488,132.82604339828,11.838794374,1.0
604998237300962048,133.04138921607,12.17529314375,1.0
604926494167461376,133.18499721741,11.817468237109999,1.0
604920653012020864,132.82021313455,11.82741781214,1.0
604893676321680128,132.98015458244,11.59263929202,1.0
604920756091231744,132.82095168182,11.846236681819999,1.0
604914949295285376,132.74372105734,11.81219745662,1.0
604916564203137280,132.90516105382,11.782137975089999,1.0
