        B,        I,        MP,        R,        V,       Kp,      DEC,    PM_RA,   PM_DEC,  H_2MASS,  J_2MASS,  K_2MASS ID,RA
18.568,15.525,0.0,16.5478,17.1426,16.47627,11.811579,0.6122,-29.7669,13.49,14.159,   13.305  0001374,132.78398
-99.999,17.6708,55.4385,19.2975,19.7101,19.02795,11.810908,-1.7477,8.8281,15.508,16.215999999999998,   15.192  0001375,132.63205
19.1052,17.2182,29.5511,17.6575,18.0653,18.19388,11.811825,7.3714,-2.4776,15.574000000000002,16.027,   15.349  0001376,132.79808
17.128,15.4601,98.907,15.827,16.1772,15.904589999999999,11.812639,0.0977,-1.4656,13.809000000000001,14.293,   13.657  0001377,132.85768000000002
16.4766,15.1108,99.5797,15.3495,15.6109,15.460420000000001,11.812178999999999,-0.0849,0.4208,13.589,14.005,   13.478  0001378,132.74379
-99.999,17.9665,58.654,19.3772,20.7016,19.1671,11.811088,-0.4684,-4.635,15.829,16.545,   15.725  0001379,132.55402
21.0412,17.4283,47.0766,18.8473,19.6295,18.62631,11.812254,8.9148,-5.2257,15.355,16.072,   15.110  0001384,132.6563
11.0572,10.6098,0.1288,10.5628,10.7068,10.85567,11.81073,10.249,-5.7864,9.455,9.642000000000001,    9.363  0001385,132.4311
13.2695,12.5493,99.6062,12.5818,12.6694,12.688139999999999,11.813715,-0.2542,0.7012,11.36,11.612,   11.313  0001389,132.84548
16.6503,15.2328,98.8422,15.4586,15.7754,15.591970000000002,11.814467,0.9146,-0.3151,13.619000000000002,14.134,   13.557  0001390,132.93108
14.2014,13.4281,99.5642,13.524,13.6333,13.583770000000001,11.814297,-0.9443,-0.7587,12.237,12.517000000000001,   12.179  0001391,132.89931
13.2908,12.5153,99.1978,12.5247,12.7146,12.72631,11.814245,-1.1565,-1.4113,11.299000000000001,11.562999999999999,   11.228  0001392,132.8884
18.6939,16.3172,98.6561,16.8691,17.4487,16.87152,11.813998,-0.3708,-0.6844,14.133,15.065999999999999,   14.145  0001393,132.81101
21.0922,17.6263,71.7606,18.7378,19.4154,18.68073,11.812666,-1.0679,1.3067,15.618,16.265,   15.648  0001394,132.5709
11.2825,11.4124,99.4156,11.124,11.0976,11.22655,11.814467,-0.8089,-0.8882,10.540999999999999,10.645,   10.526  0001395,132.88582
14.3839,13.5858,99.1532,13.6887,13.7953,13.7568,11.814034,0.9498,-0.2973,12.370999999999999,12.686,   12.331  0001396,132.79852
19.0883,16.3992,95.8395,17.1465,17.7614,17.03606,11.814605,0.8657,-0.803,14.339,14.96,   14.218  0001398,132.81257
15.3553,14.3496,99.4922,14.4693,14.6248,14.54706,11.814646,0.3929,0.5102,13.040999999999999,13.366,   12.965  0001399,132.75338
19.0949,16.179,97.0734,16.9929,17.6917,17.01155,11.815223,-1.2707,1.4943,14.133,14.798,   13.947  0001400,132.85619
17.3576,15.558,98.8244,15.9831,16.3589,16.1404,11.814826,0.0898,1.1439,13.87,14.394,   13.695  0001401,132.75978999999998
-99.999,-99.999,-1.0,-99.999,-99.999,11.739180000000001,11.815825,-999.9999,-999.9999,9.78,10.333,    9.689  0001403,132.87703
13.7004,12.8771,99.2025,12.9507,13.0979,13.01977,11.815352,0.5401,0.9997,11.628,11.93,   11.578  0001405,132.65282
11.9158,11.5479,0.0065,11.3818,11.4755,11.38836,11.814206,11.1608,-3.1354,10.232000000000001,10.437999999999999,   10.180  0001406,132.48808
17.0889,15.1657,97.7624,15.6388,16.0122,15.704089999999999,11.816342,1.4678,-0.4412,13.452,13.99,   13.306  0001408,132.79546000000002
14.1354,13.3807,99.5486,13.4433,13.5656,13.448310000000001,11.816002000000001,0.1016,0.8822,12.206,12.386,   12.094  0001409,132.74602
15.9396,14.8034,99.4683,14.9747,15.1935,15.06993,11.815917,0.1627,0.148,13.33,13.76,   13.330  0001410,132.72236999999998
19.3242,16.6939,93.8043,17.3514,18.0059,17.39136,11.81666,1.1453,0.2238,14.562000000000001,15.289000000000001,   14.419  0001411,132.81867
16.2182,14.9965,98.8303,15.1522,15.4038,15.26084,11.816623,0.9774,-0.5239,13.485,13.911,   13.438  0001412,132.81175
13.8556,13.0977,99.7379,13.1179,13.2882,13.221520000000002,11.816868,-0.5705,-0.0126,11.834000000000001,12.128,   11.782  0001413,132.85396
14.0084,13.4632,0.0,13.4553,13.5727,13.53784,11.815982,0.2293,15.5953,12.267999999999999,12.535,   12.255  0001415,132.59903
16.0014,14.805,99.5168,15.0498,15.213,15.09764,11.817344,-0.2158,0.7156,13.368,13.78,   13.279  0001416,132.84009
13.9237,13.1027,99.5881,13.2015,13.3631,13.27951,11.817013000000001,0.3583,0.2155,11.807,12.107999999999999,   11.718  0001417,132.75886
14.3694,13.6192,99.5853,13.6968,13.8484,13.790339999999999,11.818197999999999,0.0733,-0.4912,12.459000000000001,12.714,   12.390  0001418,132.92006
17.1974,15.5654,99.2646,15.8626,16.2366,16.06123,11.818261,-1.4122,0.9317,13.904000000000002,14.468,   13.816  0001419,132.84793
16.4676,14.8533,99.3262,15.1544,15.5437,15.27927,11.818529,-1.0121,-1.3342,13.229000000000001,13.717,   13.121  0001421,132.89399
15.1437,14.1984,94.8729,14.3006,14.4844,14.39158,11.817245,0.8528,2.1778,12.864,13.205,   12.802  0001422,132.63883
13.8187,13.0627,99.6588,13.1343,13.2564,13.20931,11.819139,-0.924,0.4745,11.89,12.144,   11.807  0001427,132.85813000000002
13.2978,12.5352,99.7015,12.5399,12.6979,12.672360000000001,11.820312,-0.5737,-0.4676,11.292,11.547,   11.225  0001431,132.8774
13.7367,13.1981,99.0591,13.2913,13.2858,13.2959,11.820310000000001,0.1371,1.3981,12.155,12.365,   12.076  0001432,132.84568000000002
11.1368,11.3061,98.7532,10.977,10.9233,11.1241,11.821,-0.0147,1.3317,10.427,10.488,   10.402  0001433,132.95265
13.7638,12.5099,99.3206,12.7059,12.9615,12.781880000000001,11.82019,0.7208,0.2484,10.96,11.372,   10.890  0001434,132.70814
14.1728,13.4588,98.5923,13.4984,13.623,13.5693,11.819733,-0.4618,1.6446,12.298,12.533,   12.245  0001435,132.58389
-99.999,17.4219,31.2614,19.0159,19.4266,18.6548,11.818802,11.4735,4.1782,15.425999999999998,15.972999999999999,   15.126  0001437,132.37317
18.6986,15.5499,90.4485,16.6024,17.2764,16.52739,11.821943,-3.9561,-3.9952,13.542,14.185,   13.332  0001438,132.96898000000002
14.0633,13.2772,99.5286,13.4156,13.5046,13.46321,11.8223,-0.7413,1.0355,12.092,12.347999999999999,   12.015  0001439,132.86051
20.1288,18.0278,80.0549,18.5575,19.0933,18.6244,11.821442999999999,-0.3877,1.1282,16.059,16.764,   17.259  0001440,132.66567
13.2901,12.4732,99.5597,12.5009,12.6242,12.62006,11.822622,0.3942,0.2094,11.229000000000001,11.505999999999998,   11.145  0001441,132.82726
14.7546,14.6883,73.4965,14.0106,14.1593,14.1053,11.822517999999999,1.546,-2.3012,12.692,13.012,   12.642  0001442,132.81271999999998
20.965,18.5859,35.6386,19.1388,19.7141,19.1912,11.822521,17.5899,1.6606,-99.999,-99.999,  -99.999  0001444,132.6983
14.456,13.7339,99.6734,13.7349,13.8757,13.829839999999999,11.823419,-0.1771,0.3874,12.468,12.748,   12.427  0001445,132.83011000000002
13.2697,12.7807,99.7116,12.705,12.849,12.8071,11.824291,-0.3372,0.2486,11.511,11.800999999999998,   11.451  0001447,132.86728
15.5896,14.3603,0.0,14.5844,14.7708,14.69638,11.824227,11.761,6.9809,12.908,13.286,   12.812  0001448,132.75656999999998
19.7956,16.3754,18.6725,17.6638,18.3603,17.53444,11.823894000000001,5.1119,-5.9553,14.253,15.002,   14.154  0001449,132.71581
13.2395,12.4448,99.3223,12.545,12.6531,12.59677,11.825308,0.2012,1.0252,11.196,11.494000000000002,   11.148  0001450,132.9581
15.5136,14.4727,0.0,14.6669,14.8057,14.632620000000001,11.825244,12.2907,-22.8913,13.124,13.387,   13.028  0001451,132.7862
18.7301,15.8944,98.1817,16.7125,17.3897,16.751520000000003,11.826013,-0.2305,-1.3047,13.935,14.595999999999998,   13.719  0001452,132.90164
14.3391,13.5741,98.5612,13.666,13.7725,13.72119,11.826129,1.2792,0.1395,12.349,12.648,   12.282  0001454,132.77186
13.309,12.4745,99.6498,12.555,12.6736,12.63185,11.826171,0.2743,0.2823,11.205,11.497,   11.135  0001455,132.75647
15.7139,14.6103,99.4682,14.7624,14.9743,14.87519,11.827102,0.1746,-0.2871,13.262,13.626,   13.189  0001457,132.92456
18.1452,14.5763,0.0,15.9505,16.6178,15.72034,11.825248,-38.9461,-21.7579,12.488,13.119000000000002,   12.297  0001458,132.54868000000002
16.6575,15.0691,0.0,15.4118,15.6591,15.52511,11.826624,11.7832,3.5664,13.380999999999998,13.899000000000001,   13.291  0001459,132.76979
16.5365,15.2217,99.2674,15.399,15.6719,15.52109,11.827507,0.5435,0.5401,13.683,14.095999999999998,   13.577  0001461,132.83203999999998
17.3405,15.324,99.1625,15.7494,16.2504,15.835529999999999,11.827380999999999,0.7455,0.0729,-99.999,-99.999,  -99.999  0001462,132.82027
19.6674,17.6654,41.8178,18.154,18.6855,18.05104,11.827385000000001,-1.4192,-20.1698,15.862,16.614,   15.033  0001464,132.72191
13.2966,12.5437,95.5856,12.59,12.7085,12.67163,11.828754,1.6228,1.1076,11.308,11.57,   11.242  0001466,132.95475
20.041,16.988,79.2075,17.8827,18.7343,17.93123,11.829042999999999,2.1255,0.8363,15.072000000000001,15.748,   14.714  0001468,132.90951
13.3897,12.7587,99.6556,12.7635,12.9046,12.84635,11.828836,0.0376,-0.5302,11.569,11.804,   11.522  0001469,132.89282
15.2256,14.2682,99.3048,14.3981,14.5652,14.46928,11.828182,0.0522,-0.0819,12.944,13.28,   12.830  0001470,132.70011
16.9962,15.4637,0.0,15.777,16.0581,15.886239999999999,11.829805,10.0979,2.0194,13.811,14.357000000000001,   13.717  0001472,132.97154
16.3743,15.0933,99.55,15.3398,15.5385,15.39435,11.829031,-0.6427,-0.4785,13.589,14.095999999999998,   13.571  0001474,132.78402
16.1996,14.9487,99.5235,15.1618,15.3852,15.24775,11.829563,-0.2474,-0.5016,13.520999999999999,13.931,   13.464  0001478,132.72146
12.364,11.1376,98.045,11.2705,11.5525,11.36121,11.830331,0.9336,-1.5691,9.482000000000001,9.897,    9.367  0001480,132.84906999999998
17.834,15.5639,99.3031,16.0534,16.6543,16.165960000000002,11.83082,-0.2458,-0.8516,13.612,14.252,   13.548  0001482,132.88027
15.8424,15.3747,60.8278,14.8276,15.0417,14.87251,11.830663000000001,-0.7892,-4.1931,13.277000000000001,13.593,   13.202  0001483,132.85156
13.1662,12.3975,99.5734,12.4568,12.5973,12.532630000000001,11.831083999999999,0.2116,0.345,11.155999999999999,11.427,   11.097  0001484,132.92688
20.9378,17.9247,57.0768,18.8063,19.44,18.769660000000002,11.830557,4.8935,-4.6771,15.557,16.408,   15.847  0001485,132.80334
18.4612,16.0558,97.3295,16.7399,17.2799,16.7632,11.829949000000001,-0.2323,-0.6093,14.155999999999999,14.742,   14.028  0001486,132.59528
18.9787,16.4626,3.2092,17.0869,17.6472,17.138289999999998,11.831388,6.3737,-5.0685,14.626,15.255999999999998,   14.422  0001487,132.75803
15.4364,14.3618,99.5394,14.5396,14.7464,14.649410000000001,11.832061,0.3992,-0.0025,12.987,13.344000000000001,   12.897  0001490,132.85852
20.12,17.6896,19.2024,18.3503,18.9585,18.46239,11.832094,16.4265,-4.2118,15.708,16.418,   15.718  0001491,132.84533000000002
15.3563,14.3675,99.4432,14.5264,14.6598,14.586889999999999,11.83183,-0.1244,-0.9717,13.042,13.395999999999999,   12.958  0001492,132.73612
16.408,14.9471,99.5672,15.3233,15.5176,15.36951,11.832154,-0.4269,0.3971,13.35,13.856,   13.259  0001493,132.78336000000002
16.3744,15.0489,99.4276,15.2634,15.5574,15.39035,11.833041,0.2389,0.4837,13.555,14.012,   13.543  0001495,132.90306999999999
14.8676,14.1159,0.0,14.2267,14.3141,14.280470000000001,11.833034,5.7658,7.3806,12.97,13.216,   12.906  0001496,132.80719
21.0664,18.5994,28.0491,19.2528,19.3722,19.00326,11.832563,19.9298,7.4877,16.352999999999998,16.811,   15.247  0001497,132.71554
16.3754,14.7467,99.596,15.0997,15.4242,15.17767,11.833822,-0.7801,0.3809,13.12,13.665,   13.031  0001500,132.79904
12.8162,12.1299,99.6423,12.1771,12.3415,12.23316,11.834377,-0.4986,0.2573,10.912,11.179,   10.841  0001501,132.91346000000001
13.2168,12.463,99.736,12.5072,12.682,12.6097,11.834325999999999,-0.321,-0.5444,11.225999999999999,11.514000000000001,   11.198  0001502,132.88395
16.8028,15.4254,0.0,15.7502,15.9712,15.79355,11.833722999999999,10.0779,2.1809,13.862,14.373,   13.785  0001503,132.73141999999999
13.1859,12.4389,99.679,12.4975,12.6584,12.561539999999999,11.834786,-0.95,0.3544,11.179,11.469000000000001,   11.138  0001506,132.90585
16.8661,15.0524,99.2793,15.3852,15.834,15.518529999999998,11.834914,0.6086,-0.4956,13.325999999999999,13.857000000000001,   13.215  0001507,132.87669
14.0795,13.374,99.6169,13.4145,13.5348,13.476070000000002,11.834874000000001,0.244,-0.1951,12.135,12.392999999999999,   12.101  0001509,132.82394
12.6852,11.2828,99.3971,11.3982,11.7601,11.44636,11.83542,-0.1193,-0.1934,9.339,9.829,    9.187  0001510,132.92642
13.1994,12.416,98.908,12.4193,12.5212,12.52449,11.834912,0.7976,-1.0172,11.155,11.427999999999999,   11.106  0001511,132.82924
14.1503,13.4002,99.6742,13.5025,13.5941,13.54915,11.835486999999999,-0.6301,-0.3252,12.22,12.508,   12.161  0001512,132.78495
13.7265,13.072,99.5445,13.0851,13.216,13.15567,11.835928,0.2976,-0.2949,11.909,12.133,   11.845  0001513,132.82076999999998
15.0635,14.1449,99.5134,14.2445,14.4103,14.33659,11.836616000000001,0.3687,-0.6121,12.856,13.189,   12.804  0001514,132.86645
19.879,16.6209,92.3277,17.7293,18.3649,17.64675,11.835905,1.4545,0.4469,14.575,15.254000000000001,   14.463  0001515,132.71362
13.4777,12.402,99.6469,12.5932,12.757,12.64915,11.836341000000001,-0.1555,-0.7212,11.017999999999999,11.38,   10.951  0001517,132.75443
16.6276,14.9217,97.7933,15.2574,15.6152,15.339120000000001,11.837274,0.8388,-1.7546,13.183,13.735,   13.093  0001518,132.82738999999998
13.3793,12.6633,99.6508,12.7066,12.7885,12.77011,11.837301,-0.0253,0.1681,11.464,11.724,   11.424  0001520,132.81394
-99.999,17.5016,45.9294,18.6936,18.8279,18.66033,11.835981,10.021,-9.9882,15.364,16.192999999999998,   15.350  0001521,132.41021
20.0994,18.1965,39.0407,18.5686,19.15,18.76066,11.837954,8.505,-0.3961,-99.999,-99.999,  -99.999  0001522,132.72999
14.9336,14.0888,99.5473,14.1627,14.3489,14.23884,11.838783,0.3732,-0.2734,12.68,13.042,   12.592  0001524,132.8261
15.1511,14.014,99.6638,14.1612,14.3949,14.30207,11.839663,0.1883,0.0735,12.6,12.982999999999999,   12.546  0001525,132.87451000000001
14.5289,13.7631,99.5839,13.8387,13.9538,13.92438,11.839773,0.273,-0.3068,12.587,12.843,   12.506  0001526,132.83387
20.2573,15.6046,0.0,17.8033,18.609,17.26695,11.839445,-27.2406,-71.661,13.295,13.970999999999998,   12.980  0001527,132.71743
20.8251,17.3709,48.8878,18.7914,19.6199,18.35932,11.84041,5.3694,7.508,15.520999999999999,16.025,   15.288  0001528,132.89676
19.2863,16.9983,96.406,17.5669,18.1273,17.65395,11.839116,-3.712,1.9027,15.140999999999998,15.672,   14.875  0001529,132.63656
16.9446,15.4453,0.0,15.8153,16.1145,15.86614,11.839442,22.9122,-22.3813,13.805,14.280999999999999,   13.729  0001531,132.55435
19.325,16.6513,97.225,17.3916,18.0529,17.454929999999997,11.840839,0.4125,0.2757,14.749,15.424000000000001,   14.528  0001532,132.78675
15.1817,14.2872,99.3287,14.3393,14.5232,14.4375,11.839751,-1.2288,-0.4187,12.994000000000002,13.297,   12.996  0001533,132.58993
16.604,15.2448,99.5162,15.4285,15.7316,16.14865,11.841892999999999,0.0499,0.2734,13.679,14.164000000000001,   13.614  0001535,132.88618
21.099,17.847,58.9538,19.4499,20.4149,19.11778,11.842241,-2.4043,-1.895,-99.999,-99.999,  -99.999  0001536,132.88147
11.7113,10.3876,98.2312,10.2747,10.6215,10.68784,11.842488000000001,-0.5975,-2.6751,8.072000000000001,8.566,    7.958  0001539,132.8708
19.3832,16.6727,93.4175,17.5135,18.1733,17.52939,11.841358,1.2322,0.2394,14.714,15.3,   14.462  0001540,132.62053999999998
15.616,14.4642,99.5445,14.694,14.8936,14.81875,11.842504,-0.8789,0.7705,13.015999999999998,13.429,   12.971  0001541,132.80083
14.216,13.4619,99.6948,13.5155,13.6639,13.59951,11.842934,-0.2825,0.1866,12.276,12.536,   12.194  0001543,132.80282
-99.999,17.3156,74.5619,18.7572,18.8372,18.519779999999997,11.843236,-0.0783,1.1474,15.3,15.972000000000001,   15.084  0001544,132.85381999999998
-99.999,17.673,61.9972,19.2591,19.7913,19.004920000000002,11.844125,-3.658,-3.2454,15.780999999999999,16.311,   15.279  0001546,132.87948
12.9138,12.1092,94.3213,12.0636,12.2188,12.164639999999999,11.843882,-1.3871,-2.9916,10.67,10.972000000000001,   10.599  0001547,132.8067
13.7664,12.9981,99.5845,13.0468,13.1849,13.08783,11.844271,0.0613,-0.4898,11.742,12.048,   11.719  0001548,132.81999
12.4711,12.4862,99.6581,12.3051,12.281,12.358039999999999,11.844608000000001,-0.3395,-0.7124,11.657,11.73,   11.617  0001549,132.88574
13.9599,13.2092,99.6406,13.3411,13.4094,13.36595,11.844513000000001,-0.6827,0.5664,12.030999999999999,12.280999999999999,   11.948  0001550,132.81016
13.0977,11.5792,0.1936,11.907,12.2086,11.9144,11.843094,2.4033,8.5233,9.792,10.317,    9.666  0001551,132.44211
12.2461,10.8775,91.5789,10.8739,11.1706,11.01115,11.846176,-0.5209,-5.36,8.712,9.283999999999999,    8.606  0001556,132.82101
19.7167,19.8224,46.388,19.3525,18.2077,18.87425,11.846039999999999,10.1143,3.6684,-99.999,-99.999,  -99.999  0001558,132.73998
19.0069,16.793,90.7642,17.3384,17.8631,17.428060000000002,11.846584,2.0528,1.6389,14.947000000000001,15.49,   14.739  0001560,132.76821
17.4778,16.1429,0.0038,16.3317,17.1623,16.07335,11.847085,11.4182,3.0487,13.757,14.279000000000002,   13.453  0001561,132.84393
-99.999,17.5236,57.9003,19.163,-99.999,18.7341,11.84545,-5.7722,-8.7667,15.378,15.997,   14.901  0001564,132.38669
14.2507,13.5582,99.5465,13.6193,13.7184,13.68295,11.848457000000002,0.3495,0.5563,12.341,12.585,   12.257  0001565,132.89273
14.3752,13.6163,99.6686,13.6967,13.8044,13.75831,11.848054,-0.3573,0.4373,12.437999999999999,12.703,   12.366  0001566,132.78571000000002
19.5297,16.5303,95.8017,17.4501,18.1374,17.47384,11.84945,-1.717,0.3341,14.558,15.158,   14.269  0001569,132.97196
14.0408,13.3149,99.3465,13.4039,13.3235,13.4393,11.849171,0.5885,0.4177,12.147,12.389000000000001,   12.085  0001570,132.90769
13.8302,12.5842,99.6628,12.8085,13.0307,12.87456,11.848919,-0.0489,-0.0502,11.094000000000001,11.485,   11.013  0001572,132.81517
15.9097,14.987,0.0,15.0928,15.237,15.1672,11.848268,11.3578,-3.6756,13.741,14.033,   13.660  0001573,132.65507
19.1052,16.1278,96.6968,17.0881,17.7971,17.09059,11.850532000000001,0.5934,0.3778,14.133,14.738,   13.882  0001577,132.9297
20.9658,17.8843,82.7294,19.2463,20.2754,19.11264,11.850552,-2.958,0.5464,16.223,16.771,   15.569  0001578,132.88826
17.4171,15.8693,0.0,16.2116,16.5786,16.27245,11.84883,17.286,-24.9726,14.186,14.783,   14.125  0001579,132.55955
14.9759,14.0642,99.2375,14.1797,14.3111,14.252920000000001,11.850445,0.7847,-0.3702,12.81,13.133,   12.763  0001582,132.8335
18.3816,16.3039,0.1113,16.8755,17.3764,16.94764,11.850046,9.0598,1.6018,14.530999999999999,15.037,   14.286  0001583,132.7597
18.5296,17.2096,52.8446,17.5126,17.7824,17.60098,11.851469,5.2455,-3.2222,15.503,16.128,   15.549  0001585,132.75356000000002
14.7203,13.8623,99.6731,13.9963,14.1122,14.073070000000001,11.852494,0.1628,-0.0074,12.63,12.925999999999998,   12.599  0001586,132.87485
13.1881,12.2686,99.3465,12.4343,12.5781,12.46882,11.853301,-0.1824,0.667,11.012,11.315999999999999,   10.943  0001588,132.95135
11.2038,11.2283,99.4025,11.0175,10.9647,11.06432,11.852914,-0.9288,0.8026,10.318,10.427999999999999,   10.269  0001589,132.89298
13.9017,13.1262,0.0,13.2977,13.3451,13.29488,11.852739,9.4011,4.5225,11.927999999999999,12.189,   11.866  0001591,132.77483999999998
14.1046,13.3961,99.5036,13.447,13.5613,13.51271,11.85259,-0.0312,-0.7404,12.218,12.46,   12.165  0001592,132.7281
-99.999,17.2711,82.8558,18.9947,19.3001,18.62913,11.853753999999999,-30.1384,15.1303,15.238,15.880999999999998,   14.958  0001594,132.91706000000002
18.8493,16.3733,96.9592,17.0321,17.6497,17.072010000000002,11.853806,-0.1436,-1.2798,14.505,15.092,   14.184  0001596,132.87079
18.3779,17.5634,1.9535,17.6295,17.8007,17.796770000000002,11.854419,9.0374,4.1742,16.128,16.771,   15.577  0001597,132.96374
15.5635,14.5,99.5844,14.6928,14.8471,14.74947,11.853489999999999,-0.206,0.0348,13.197000000000001,13.534,   13.070  0001598,132.74922
16.0345,14.8023,99.3354,15.0247,15.261,15.12147,11.854425,0.5778,-0.4324,13.345,13.745999999999999,   13.226  0001601,132.88779
14.65,13.7913,99.5416,13.8823,14.0303,13.985489999999999,11.854603,0.4717,-0.4644,12.503,12.835,   12.442  0001602,132.88298999999998
16.8227,15.9287,0.0,16.0088,16.1668,16.17568,11.855088,9.0656,3.8194,14.577,14.963,   14.697  0001603,132.84398000000002
17.6293,15.451,98.4012,15.976,16.4964,16.044320000000003,11.854476,-0.2266,-1.7258,13.558,14.200999999999999,   13.448  0001604,132.70671000000002
13.8993,12.5927,99.4538,12.8042,13.0316,12.90093,11.855164,0.4903,-0.3251,11.089,11.502,   11.020  0001605,132.82823
14.1552,13.4368,99.7047,13.5519,13.623,13.580160000000001,11.855072,-0.6324,0.1796,12.273,12.555,   12.225  0001606,132.80674
18.0776,16.024,97.7429,16.4517,16.9505,16.554389999999998,11.854492,0.5351,-0.6886,14.220999999999998,14.765,   14.112  0001607,132.6294
19.4793,17.3353,51.7355,17.7826,18.2939,17.86093,11.854622,4.5242,4.9635,15.334000000000001,16.022000000000002,   15.517  0001608,132.63286000000002
12.4277,10.8358,98.9477,11.0265,11.3127,11.12284,11.856354,-1.997,1.1516,8.854,9.402999999999999,    8.762  0001610,132.92651
15.6332,14.5549,99.6543,14.7066,14.8949,14.811320000000002,11.856141000000001,-0.0723,-0.0289,13.197000000000001,13.550999999999998,   13.162  0001611,132.87635
15.8474,15.1423,0.0166,15.2063,15.3169,15.2851,11.856233999999999,5.2444,3.161,13.989,14.284,   13.853  0001613,132.72954
20.2125,16.7438,90.2811,17.9599,18.7092,17.87406,11.857503999999999,0.0258,3.2297,14.633,15.29,   14.415  0001615,132.83924
15.4279,14.0803,50.5119,14.3461,14.584,14.41276,11.857047,2.6991,1.4559,12.492,12.981,   12.415  0001616,132.76164
16.3726,15.416,94.045,15.5489,15.7384,15.67421,11.858688,0.702,2.6228,14.035,14.485999999999999,   14.001  0001618,132.96073
13.7916,13.2106,99.6043,13.2622,13.3177,13.31075,11.858305,0.3915,-0.3618,12.120999999999999,12.32,   12.028  0001619,132.87441
13.8862,13.0978,99.2236,13.2782,13.3043,13.272879999999999,11.8581,0.7251,-0.4125,11.952,12.195,   11.862  0001620,132.84336000000002
19.7378,16.4563,94.8994,17.6026,18.3259,17.44629,11.858021,-2.9776,1.0572,14.380999999999998,15.194,   14.244  0001621,132.80823999999998
16.2223,15.238,0.0,15.3673,15.5418,15.449370000000002,11.857269,10.7706,-2.7703,13.944,14.209000000000001,   13.880  0001623,132.63362
10.5652,8.0342,93.1567,8.3692,8.9013,10.37399,11.856679,0.5201,-3.3697,5.26,6.01,    5.020  0001624,132.5513
14.7473,13.9021,99.4476,14.0143,14.1337,14.068420000000001,11.858119,0.078,-0.9435,12.698,12.965,   12.612  0001625,132.73471
10.9626,9.0606,80.5663,9.2297,9.6908,10.45036,11.857099,1.6307,-5.1614,6.546,7.202999999999999,    6.394  0001629,132.39438
18.4802,16.0822,94.0753,16.7191,17.2897,16.76812,11.858882000000001,1.8035,-0.5184,14.26,14.795,   13.994  0001630,132.65483999999998
19.9727,18.8129,47.4083,19.0344,19.1754,19.12546,11.860502,8.4282,1.1624,-99.999,-99.999,  -99.999  0001633,132.82963999999998
16.1053,14.8906,99.4074,15.1002,15.318,15.202979999999998,11.86094,-0.1436,0.4609,13.474,13.847999999999999,   13.410  0001637,132.89657
14.4622,12.7742,99.6926,13.1381,13.4275,13.21061,11.861119,-0.2984,-0.1129,11.058,11.657,   10.958  0001639,132.80566000000002
20.1206,17.1653,69.6804,18.0844,18.9272,17.79019,11.860851,1.9552,1.9216,15.009,15.797,   14.819  0001640,132.76603
18.4089,16.0687,97.912,16.6829,17.2264,16.7149,11.861178,0.0476,-0.3934,14.208,14.877,   14.095  0001641,132.76475
14.7092,13.7715,99.3271,13.9287,14.0684,13.9999,11.86166,0.5368,-0.1772,12.465,12.797,   12.386  0001642,132.84065
20.825,18.5188,47.0715,19.2639,19.4331,18.82527,11.862895,10.73,-2.3112,-99.999,-99.999,  -99.999  0001643,132.97411
13.8332,13.0052,99.5594,13.1144,13.2288,13.1588,11.862489,0.4214,-0.2185,11.719000000000001,12.026,   11.652  0001644,132.89022
13.1477,11.6815,99.5187,11.9219,12.2366,11.97504,11.862648,-0.3421,-0.1366,9.889,10.383,    9.795  0001645,132.91411000000002
15.4135,14.2127,99.6447,14.4361,14.6451,14.54105,11.862795,-0.2672,-0.099,12.753,13.152999999999999,   12.662  0001646,132.86613
14.7121,13.7578,99.6657,13.9183,14.0707,13.981779999999999,11.862757,-0.1904,0.0905,12.425999999999998,12.76,   12.358  0001648,132.76872
20.78,17.3062,90.1108,18.5046,19.4703,18.43295,11.863645,-2.4364,0.4935,15.366,16.012999999999998,   15.083  0001651,132.85335
11.0516,11.7708,93.1465,11.0945,11.0251,11.15131,11.864612,-0.2685,-3.6091,10.732999999999999,10.747,   10.702  0001653,132.86256
20.8385,17.4165,33.3187,18.539,19.1809,18.50258,11.864636,8.517,-5.9631,15.564,16.105999999999998,   15.238  0001654,132.80366
20.5702,18.4973,56.6906,19.1643,19.3072,18.78003,11.864603,1.4952,8.4325,16.016,16.685,   15.667  0001659,132.65392
15.6724,14.4888,0.0,14.7239,14.9259,14.788620000000002,11.865947,16.0436,3.1488,13.065,13.47,   13.009  0001660,132.88153
15.6433,14.5665,99.5738,14.7364,14.924,14.80577,11.865677,-0.3408,0.0188,13.277999999999999,13.559000000000001,   13.200  0001662,132.78152
15.4036,14.3594,0.0,14.5067,14.6751,14.58575,11.865434,12.022,-2.4985,13.083,13.344000000000001,   12.983  0001663,132.73411000000002
15.7721,14.6626,99.3597,14.8453,15.0174,14.91525,11.866083,0.2964,0.1022,13.324000000000002,13.677999999999999,   13.245  0001664,132.81434
13.3491,12.4216,99.6401,12.5467,12.7376,12.60395,11.866639,0.1949,-0.3655,11.104000000000001,11.433,   11.024  0001665,132.87001
-99.999,17.5536,63.8426,18.9488,19.3369,18.77269,11.865874,2.5804,-0.0299,15.392999999999999,15.978,   15.065  0001666,132.72537
