        B,        I,        MP,        R,        V,       Kp,      DEC,    PM_RA,   PM_DEC,  H_2MASS,  J_2MASS,  K_2MASS ID,RA
-99.999,20.2014,-1.0,20.6034,-99.999,20.21213,11.852814,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003937,132.73721
-99.999,19.3227,-1.0,20.066,-99.999,19.83898,11.854477000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003938,132.9328
-99.999,20.2382,53.1535,20.6853,-99.999,20.39404,11.853541,-6.2502,8.2798,-99.999,-99.999,  -99.999  0003940,132.67373
-99.999,19.0878,-1.0,20.9786,-99.999,20.4486,11.854638000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003944,132.69588000000002
-99.999,19.8682,-1.0,20.5316,20.5716,20.33481,11.857978,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003949,132.9352
-99.999,20.236,-1.0,20.5622,-99.999,19.82225,11.858589,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003951,132.97333999999998
-99.999,20.0596,65.2317,20.33,20.0447,19.954629999999998,11.858906,-8.4125,-7.6745,-99.999,-99.999,  -99.999  0003953,132.90508
-99.999,19.7917,41.5019,20.6647,-99.999,20.26331,11.861839,39.8008,-31.3831,-99.999,-99.999,  -99.999  0003957,132.95546000000002
-99.999,18.6693,-1.0,20.4483,-99.999,18.86715,11.865219999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003959,132.88336999999999
-99.999,20.0424,-1.0,20.7454,-99.999,20.37606,11.865619,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003962,132.7861
-99.999,-99.999,45.015,20.4477,21.3858,20.37741,11.86565,17.9689,50.3527,-99.999,-99.999,  -99.999  0003963,132.67601000000002
-99.999,19.8977,49.9779,20.2932,-99.999,20.4591,11.867841,-8.8809,9.8846,-99.999,-99.999,  -99.999  0003965,132.64928999999998
-99.999,18.8034,-1.0,20.6983,-99.999,18.83096,11.870336,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003968,132.54986
-99.999,18.9402,-1.0,20.5173,-99.999,20.240289999999998,11.876709,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003973,132.69346000000002
-99.999,19.4999,-1.0,21.2133,-99.999,21.03743,11.879023,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003974,132.90575
-99.999,18.6681,0.5683,20.1972,-99.999,19.87695,11.879164999999999,6.9388,-19.6473,-99.999,-99.999,  -99.999  0003977,132.7521
-99.999,19.5508,-1.0,20.6201,-99.999,20.74336,11.879397,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003978,132.70768
-99.999,18.548,-1.0,20.2746,20.3394,20.08673,11.883672,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003984,132.76876000000001
-99.999,19.7934,-1.0,20.9638,-99.999,20.57005,11.887136,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003988,132.81023000000002
-99.999,18.1974,-1.0,-99.999,-99.999,21.06297,11.892923,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003991,132.6667
-99.999,18.6321,-1.0,20.6539,-99.999,20.67815,11.892414,-999.9999,-999.9999,16.456,16.781,   15.695  0003992,132.50081
-99.999,19.4714,-1.0,20.2408,-99.999,20.29836,11.893825999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003993,132.64053
-99.999,19.8923,-1.0,20.5511,20.6282,19.26793,11.896299,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003996,132.97021999999998
-99.999,20.3443,-1.0,20.5307,20.4144,20.43805,11.8958,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0003997,132.83
-99.999,20.8037,50.5052,20.5442,20.5007,21.123829999999998,11.907411999999999,13.331,-2.6413,-99.999,-99.999,  -99.999  0004009,132.91453
-99.999,18.5185,-1.0,20.6835,-99.999,20.25603,11.9073,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004011,132.63711999999998
-99.999,18.8365,55.7089,20.3298,-99.999,20.14392,11.908842,0.3742,24.479,-99.999,-99.999,  -99.999  0004012,132.89085
-99.999,18.9063,52.7525,20.3379,-99.999,19.73653,11.912001,-15.6907,6.1384,-99.999,-99.999,  -99.999  0004016,132.94305
-99.999,-99.999,-1.0,20.2651,21.0255,20.85556,11.912797,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004020,132.64144
-99.999,18.5727,-1.0,20.3691,-99.999,19.31604,11.913345,-999.9999,-999.9999,16.340999999999998,16.706,   15.777  0004022,132.56596000000002
-99.999,19.3765,-1.0,20.6475,-99.999,20.33682,11.915887,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004026,132.78007
-99.999,18.8177,50.4007,20.2841,21.4172,20.050539999999998,11.916675999999999,7.0243,2.1412,-99.999,-99.999,  -99.999  0004027,132.78721000000002
-99.999,20.341,-1.0,20.3876,20.2935,20.76409,11.916451,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004028,132.70533
-99.999,19.0799,-1.0,20.7634,22.085,20.21096,11.919246000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004031,132.94003999999998
-99.999,18.9947,-1.0,20.8236,-99.999,20.35474,11.919683000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004033,132.91033000000002
-99.999,20.3324,-1.0,20.3096,20.7281,20.42135,11.919636,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004035,132.63766
-99.999,20.2037,-1.0,20.7782,-99.999,20.46034,11.922736,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004037,132.94088
-99.999,-99.999,50.0995,20.4543,-99.999,20.499470000000002,11.923586,-0.5599,-52.1469,-99.999,-99.999,  -99.999  0004040,132.8611
-99.999,19.4728,49.2724,20.4775,20.956,20.558970000000002,11.926722999999999,24.4847,5.2636,-99.999,-99.999,  -99.999  0004045,132.80955
-99.999,19.6866,-1.0,20.5088,21.9937,20.76215,11.928384,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004050,132.76736
-99.999,18.7273,-1.0,20.5163,20.5329,19.75114,11.9367,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004061,132.85913
-99.999,19.1502,55.9914,20.2046,-99.999,20.10981,11.9389,3.4272,2.0018,-99.999,-99.999,  -99.999  0004064,132.91214
-99.999,18.8856,0.0,20.5585,-99.999,19.495420000000003,11.943771,-1.4846,36.4245,-99.999,-99.999,  -99.999  0004071,132.95768999999999
-99.999,19.9865,-1.0,20.282,-99.999,20.96729,11.944460000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004072,132.97107
-99.999,19.1064,-1.0,21.3668,-99.999,21.16239,11.947596,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004078,132.97798999999998
-99.999,20.1186,-1.0,20.5807,-99.999,20.72145,11.950439999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004085,132.84853
-99.999,19.331,-1.0,20.057,-99.999,20.00548,11.950868,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004089,132.64375
-99.999,18.9213,60.2253,20.2157,-99.999,19.637970000000003,11.952691999999999,-10.8988,14.9083,-99.999,-99.999,  -99.999  0004090,132.92558
-99.999,18.6215,52.4819,20.3545,-99.999,19.89183,11.952175,-7.1272,13.0252,-99.999,-99.999,  -99.999  0004091,132.74165
-99.999,18.9793,-1.0,20.1547,-99.999,20.00948,11.952892,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004093,132.67926
19.8195,-99.999,75.3164,20.3107,-99.999,20.301460000000002,11.953392,-93.3183,11.2049,-99.999,-99.999,  -99.999  0004095,132.69613
-99.999,19.2144,48.7434,20.2746,21.501,20.07698,11.958182,16.7819,-53.7621,-99.999,-99.999,  -99.999  0004097,132.71035
-99.999,19.158,-1.0,20.7442,-99.999,20.46257,11.959991,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004099,132.84892
-99.999,-99.999,-1.0,20.4182,-99.999,20.34199,11.963544,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004106,132.82034
-99.999,17.8762,-1.0,-99.999,-99.999,20.57691,11.964273,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004109,132.72281999999998
-99.999,18.7641,-1.0,20.5015,-99.999,20.27786,11.969146,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004114,132.78855
-99.999,20.3691,-1.0,20.7311,20.7511,20.57418,11.973326,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004118,132.76554
-99.999,18.701,-1.0,20.4082,-99.999,20.252,11.97456,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004119,132.98035
-99.999,20.0063,11.2975,20.17,-99.999,20.828870000000002,11.974223,28.6516,26.5875,-99.999,-99.999,  -99.999  0004120,132.74133999999998
-99.999,19.4574,-1.0,20.6083,-99.999,20.4494,11.977768,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004125,132.85658999999998
-99.999,19.9236,-1.0,20.2532,-99.999,20.22457,11.978916,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004126,132.77751999999998
-99.999,19.3412,-1.0,20.4558,-99.999,20.0322,11.980746,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004127,132.80891
-99.999,19.5798,36.8988,20.1277,-99.999,20.26975,11.981259,23.1017,-22.4392,-99.999,-99.999,  -99.999  0004128,132.80507
-99.999,18.7475,52.3678,20.3462,-99.999,20.08401,11.981530000000001,-0.5989,6.1044,-99.999,-99.999,  -99.999  0004129,132.79433
-99.999,19.4914,48.7708,19.9524,19.8109,19.683,11.984899,10.7247,-4.6656,-99.999,-99.999,  -99.999  0004131,132.88958
-99.999,16.6128,-1.0,-99.999,-99.999,20.633860000000002,11.985663,-999.9999,-999.9999,15.085999999999999,15.91,   14.804  0004133,132.91079
-99.999,19.4875,-1.0,20.5642,-99.999,20.60427,11.984380999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004134,132.64028000000002
-99.999,18.2967,-1.0,20.2408,20.7267,19.66568,11.983633,-999.9999,-999.9999,16.391,16.852,   15.888  0004135,132.46356
-99.999,18.6596,-1.0,20.3672,-99.999,19.73884,11.98625,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004136,132.88994
-99.999,19.5372,-1.0,20.2387,21.8319,20.12071,11.986137,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004137,132.71878
-99.999,19.1284,-1.0,20.1055,-99.999,19.62108,11.987003999999999,-999.9999,-999.9999,16.421,17.387999999999998,   15.387  0004138,132.8317
-99.999,19.8309,-1.0,20.0772,19.9034,20.5724,11.987489,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004141,132.73395
-99.999,20.3913,-1.0,20.5221,-99.999,20.653879999999997,11.988002999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004142,132.74456999999998
-99.999,19.0062,-1.0,20.6259,-99.999,20.248379999999997,11.991471,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004147,132.75182
-99.999,17.9305,-1.0,20.7219,-99.999,19.92654,11.992768,-999.9999,-999.9999,15.627,16.182000000000002,   15.450  0004148,132.67313000000001
-99.999,19.9114,-1.0,20.651,-99.999,20.48099,11.994692,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004149,132.81759
-99.999,19.0238,-1.0,20.3296,20.7504,20.14012,11.997561,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004153,132.71355
-99.999,18.7166,-1.0,20.413,20.763,20.03473,12.001918,-999.9999,-999.9999,16.38,16.808,   15.680  0004157,132.9108
-99.999,19.8932,-1.0,20.5197,21.1867,20.378529999999998,12.000869,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004158,132.68135
-99.999,-99.999,-1.0,20.322,-99.999,19.76529,12.001789,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004159,132.82202
-99.999,20.2069,-1.0,20.586,21.4526,20.467879999999997,12.003506,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004161,132.85085
-99.999,-99.999,-1.0,-99.999,-99.999,20.92925,12.004171000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004164,132.63991000000001
-99.999,19.5673,-1.0,20.5831,-99.999,20.48955,12.008977,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004169,132.76595
-99.999,18.2548,-1.0,20.9151,-99.999,19.99105,12.012804,-999.9999,-999.9999,15.550999999999998,16.378,   15.831  0004174,132.85192
-99.999,20.0501,39.379,20.3757,-99.999,20.875410000000002,12.012792999999999,24.6682,17.0594,-99.999,-99.999,  -99.999  0004175,132.80776
-99.999,18.9704,-1.0,19.8013,20.1157,19.53118,12.014339,-999.9999,-999.9999,16.379,16.754,   15.785  0004177,132.87394
-99.999,19.2982,58.7482,19.9804,20.3014,19.6964,12.016902,-13.4581,7.5208,-99.999,-99.999,  -99.999  0004180,132.82195
-99.999,19.2206,-1.0,20.6769,-99.999,20.561970000000002,12.019269,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004183,132.80759
-99.999,19.3866,-1.0,20.153,-99.999,20.07647,12.021802000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004185,132.87458999999998
-99.999,19.0845,-1.0,20.3501,21.1374,20.32191,12.022622,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004186,132.91506
-99.999,18.8752,-1.0,20.3217,-99.999,20.09873,12.022388000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004187,132.87365
-99.999,19.1522,-1.0,20.0164,-99.999,19.56022,12.023013,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004188,132.79492
-99.999,18.9188,-1.0,20.734,-99.999,20.35412,12.031345,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004199,132.70734
-99.999,19.7925,-1.0,20.3394,21.5509,20.00477,12.035219,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004206,132.9688
-99.999,18.529,94.8859,20.3842,-99.999,19.89239,12.035148,-8.9047,-55.1361,-99.999,-99.999,  -99.999  0004208,132.74919
-99.999,19.6703,81.8391,20.4359,-99.999,20.39617,12.037671000000001,-37.449,-27.7629,-99.999,-99.999,  -99.999  0004210,132.80678999999998
-99.999,19.1169,-1.0,20.5587,-99.999,20.38478,12.038696,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004211,132.76068999999998
-99.999,17.5858,-1.0,-99.999,-99.999,20.44507,12.048143,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004231,132.77898000000002
-99.999,-99.999,-1.0,-99.999,20.0829,20.78069,12.047464999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004235,132.4689
-99.999,19.1956,-1.0,20.9188,-99.999,20.71809,12.051193,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004238,132.77866
-99.999,18.6661,-1.0,20.2091,-99.999,19.942320000000002,12.058256,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004248,132.71742
-99.999,17.7785,-1.0,-99.999,-99.999,19.59003,12.07237,-999.9999,-999.9999,15.966,16.874000000000002,   16.498  0004271,132.75229
-99.999,-99.999,-1.0,-99.999,-99.999,21.43038,12.083141,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004280,132.63805
-99.999,19.0266,47.5818,20.4478,-99.999,20.08853,12.088265,16.1927,29.8027,-99.999,-99.999,  -99.999  0004287,132.7702
-99.999,19.1748,-1.0,20.4699,-99.999,20.32526,12.096703,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004301,132.80873
-99.999,22.405,-1.0,20.6757,-99.999,20.29094,11.47235,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004331,132.96218000000002
-99.999,-99.999,-1.0,-99.999,-99.999,22.73045,11.498777,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004438,132.86937
-99.999,-99.999,-1.0,-99.999,-99.999,21.92662,11.50831,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004486,132.48557
-99.999,20.1705,-1.0,21.4579,-99.999,23.020039999999998,11.512464999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004493,132.95015
-99.999,-99.999,-1.0,-99.999,-99.999,21.22279,11.516583,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004519,132.72576
-99.999,19.745,-1.0,21.1538,-99.999,20.90555,11.553039,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004688,132.70985
-99.999,19.3429,-1.0,-99.999,-99.999,24.14131,11.574339,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004769,132.41332
-99.999,-99.999,-1.0,20.8235,-99.999,24.26227,11.579916,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004786,132.6033
-99.999,-99.999,-1.0,-99.999,-99.999,23.16356,11.580988,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004787,132.73561
-99.999,-99.999,-1.0,-99.999,-99.999,20.50685,11.582347,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004798,132.45553999999998
-99.999,-99.999,-1.0,20.7458,20.7489,20.077270000000002,11.585999000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004806,132.84977
-99.999,19.0127,-1.0,-99.999,-99.999,24.00331,11.585587,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004810,132.60863
-99.999,-99.999,-1.0,20.82,-99.999,20.68751,11.600667,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004886,132.96618
-99.999,18.9847,-1.0,-99.999,-99.999,22.17246,11.600634,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004887,132.91044
-99.999,-99.999,-1.0,-99.999,-99.999,21.15834,11.601337,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004889,132.9301
-99.999,19.5036,-1.0,20.9127,-99.999,20.74944,11.601409,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004890,132.90143
-99.999,-99.999,-1.0,-99.999,-99.999,22.950039999999998,11.601344000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004894,132.77319
-99.999,-99.999,-1.0,-99.999,-99.999,21.48623,11.603662,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004899,132.9604
-99.999,18.334,-1.0,-99.999,-99.999,20.93573,11.604417,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004902,132.77983999999998
-99.999,-99.999,-1.0,-99.999,-99.999,20.69034,11.605193,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004905,132.89043
-99.999,18.2294,-1.0,-99.999,-99.999,20.55678,11.609608999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004916,132.92395
-99.999,19.7964,-1.0,20.5772,-99.999,20.21582,11.610125,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004918,132.9361
-99.999,19.8636,-1.0,21.2254,-99.999,20.86597,11.610077,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004923,132.74111000000002
-99.999,-99.999,-1.0,20.5178,21.0773,21.102220000000003,11.611208,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004924,132.89682
-99.999,19.542,-1.0,-99.999,-99.999,19.9676,11.611184,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004926,132.81354
-99.999,18.5987,-1.0,-99.999,-99.999,20.70896,11.613226,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004928,132.92099
-99.999,-99.999,-1.0,-99.999,-99.999,20.14106,11.612514,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004929,132.81343
-99.999,18.6689,-1.0,-99.999,-99.999,20.72581,11.613288,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004931,132.91635
-99.999,20.6065,-1.0,21.1819,-99.999,20.86988,11.613305,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004937,132.70638
-99.999,-99.999,-1.0,-99.999,-99.999,21.747510000000002,11.614293,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004939,132.88425
-99.999,18.328,-1.0,-99.999,-99.999,20.34415,11.617547,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004949,132.94343999999998
-99.999,19.7417,-1.0,20.8861,-99.999,20.45284,11.618265,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004955,132.94077
-99.999,-99.999,-1.0,-99.999,-99.999,20.14391,11.619242,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004962,132.86404
-99.999,18.6858,-1.0,-99.999,-99.999,20.77788,11.620526,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004964,132.95866
-99.999,19.4202,-1.0,-99.999,-99.999,21.47133,11.619344,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004965,132.69488
-99.999,19.5386,-1.0,-99.999,-99.999,21.439429999999998,11.620828,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004967,132.82965
-99.999,-99.999,-1.0,-99.999,21.64,21.39805,11.622256,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004969,132.95623
-99.999,-99.999,-1.0,-99.999,21.0281,23.41553,11.621755,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004971,132.55772
-99.999,-99.999,-1.0,-99.999,-99.999,21.01673,11.623567999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004973,132.83819
-99.999,19.0036,-1.0,-99.999,21.1073,21.209410000000002,11.623207,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004974,132.71046
-99.999,18.5588,-1.0,-99.999,-99.999,20.32075,11.624689,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004978,132.83635
-99.999,20.0364,-1.0,-99.999,-99.999,22.2696,11.624271,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004979,132.75018
-99.999,-99.999,-1.0,-99.999,-99.999,21.871589999999998,11.625736,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004980,132.73535
-99.999,19.3698,-1.0,21.1562,-99.999,20.37385,11.626105,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004983,132.6991
-99.999,20.0275,-1.0,20.7332,-99.999,20.41444,11.627533,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004988,132.72343
-99.999,20.0544,-1.0,-99.999,-99.999,21.44286,11.629377999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004991,132.95715
-99.999,-99.999,-1.0,-99.999,-99.999,22.15413,11.629461000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004993,132.95338
-99.999,-99.999,-1.0,-99.999,-99.999,20.20477,11.628244,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004994,132.69742
-99.999,20.4326,-1.0,20.667,-99.999,20.407120000000003,11.630331,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004995,132.96444
-99.999,20.3012,-1.0,20.9879,-99.999,20.474439999999998,11.629791,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004997,132.65849
-99.999,19.2028,-1.0,21.2275,21.8187,20.96292,11.630599,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0004998,132.71972
-99.999,18.1949,-1.0,-99.999,-99.999,20.65326,11.631517,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005000,132.87031000000002
-99.999,18.1964,-1.0,-99.999,-99.999,20.54331,11.632302000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005007,132.84014
-99.999,-99.999,-1.0,-99.999,-99.999,21.83621,11.632519,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005010,132.71228
-99.999,19.094,-1.0,-99.999,20.9728,20.72974,11.634298,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005017,132.8463
-99.999,19.8288,-1.0,21.0193,-99.999,20.61146,11.633246,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005018,132.63539
-99.999,19.147,-1.0,-99.999,-99.999,21.19211,11.634827,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005021,132.83781000000002
-99.999,18.4884,-1.0,-99.999,-99.999,20.95352,11.634062,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005022,132.67846
-99.999,19.3471,-1.0,-99.999,-99.999,21.295370000000002,11.634179,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005023,132.63103
-99.999,17.0684,-1.0,-99.999,-99.999,20.62772,11.635418,-999.9999,-999.9999,15.449000000000002,16.344,   15.255  0005025,132.6464
-99.999,19.4246,-1.0,20.9812,-99.999,20.77486,11.640949,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005032,132.95809
-99.999,-99.999,-1.0,-99.999,-99.999,21.504579999999997,11.639975999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005033,132.73859
-99.999,20.1215,-1.0,20.8642,-99.999,20.64145,11.640197,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005035,132.66236
-99.999,19.6937,-1.0,20.742,-99.999,20.482020000000002,11.642625,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005044,132.72508
-99.999,20.7157,-1.0,21.1518,-99.999,21.506870000000003,11.643811999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005046,132.85442
-99.999,18.1927,-1.0,-99.999,-99.999,21.53924,11.643448,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005047,132.71382
-99.999,-99.999,-1.0,-99.999,21.3695,21.26087,11.644841,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005048,132.92278000000002
-99.999,18.614,-1.0,-99.999,21.155,20.49839,11.643796,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005052,132.64029
-99.999,-99.999,-1.0,20.8431,-99.999,21.31007,11.64498,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005053,132.83441000000002
-99.999,-99.999,-1.0,-99.999,-99.999,21.4324,11.645188000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005055,132.75823
-99.999,19.5907,-1.0,-99.999,-99.999,21.38083,11.648153,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005064,132.95883999999998
-99.999,-99.999,-1.0,-99.999,-99.999,20.772029999999997,11.649515,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005070,132.91969
-99.999,20.36,-1.0,21.0354,-99.999,21.125120000000003,11.649524000000001,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005073,132.75788
-99.999,-99.999,-1.0,-99.999,-99.999,20.60598,11.650628,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005074,132.92029
-99.999,19.6977,-1.0,-99.999,-99.999,21.53394,11.650504,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005075,132.88796000000002
-99.999,-99.999,-1.0,-99.999,22.311,21.57498,11.651053,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005080,132.72097
-99.999,-99.999,-1.0,-99.999,-99.999,21.20789,11.652294,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005082,132.95651
-99.999,19.3017,-1.0,21.0031,21.4195,20.65579,11.652092999999999,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005083,132.87628999999998
-99.999,19.6007,-1.0,20.99,20.7131,20.80302,11.654163,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005091,132.78027
-99.999,-99.999,-1.0,-99.999,-99.999,20.54514,11.655711,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005095,132.8839
-99.999,18.7596,-1.0,-99.999,-99.999,20.816329999999997,11.656242,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005098,132.79486
-99.999,-99.999,-1.0,-99.999,-99.999,21.141029999999997,11.65816,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005101,132.87688
-99.999,19.1422,-1.0,-99.999,-99.999,21.31352,11.65851,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005104,132.80979
-99.999,-99.999,-1.0,-99.999,-99.999,21.131610000000002,11.658053,-999.9999,-999.9999,-99.999,-99.999,  -99.999  0005105,132.71743999999998
