TYC 1804-812-1
TYC 1266-1286-1
TYC 1265-433-1
TYC 677-227-1
TYC 1266-1175-1
TYC 1269-57-1
TYC 1266-149-1
TYC 1266-944-1
TYC 1265-569-1
TYC 680-594-1
TYC 697-59-1
TYC 1271-879-1
TYC 1280-58-1
TYC 1280-681-1
TYC 1274-1204-1
TYC 1253-868-1
TYC 1273-711-1
TYC 1272-325-1
TYC 1255-312-1
TYC 1250-686-1
TYC 1268-352-1
TYC 1268-295-1
TYC 641-305-1
TYC 649-5-1
TYC 1250-4-1
TYC 1250-74-1
TYC 1268-6-1
TYC 1258-652-1
TYC 662-171-1
TYC 1252-212-1
TYC 1250-414-1
TYC 1268-327-1
TYC 1276-251-1
TYC 1263-1000-1
TYC 1258-768-1
TYC 1273-1106-1
TYC 1268-1268-1
TYC 1276-86-1
TYC 1263-949-1
TYC 649-766-1
TYC 649-1241-1
TYC 1247-684-1
TYC 1798-1193-1
TYC 1792-913-3
TYC 1830-1358-1
TYC 2344-1916-1
TYC 1805-247-1
TYC 1835-658-1
TYC 1830-1020-1
TYC 1838-564-1
TYC 1794-435-1
TYC 1278-1315-1
TYC 1277-808-1
TYC 1277-747-1
TYC 1276-639-1
TYC 1842-1264-1
TYC 1837-270-1
TYC 1273-428-1
TYC 1273-583-1
TYC 1815-517-1
TYC 44-1162-1
TYC 106-892-1
TYC 666-35-1
TYC 90-33-1
TYC 88-1355-1
TYC 671-211-1
TYC 675-351-1
TYC 71-1173-1
TYC 78-1147-1
TYC 1265-763-1
TYC 1269-557-1
TYC 1266-278-1
TYC 681-829-1
TYC 690-945-1
TYC 1269-1152-1
TYC 1266-1214-1
TYC 676-62-1
TYC 1264-902-1
TYC 674-79-1
TYC 680-423-1
TYC 1267-1102-1
TYC 680-27-1
TYC 680-889-1
TYC 1265-1048-1
TYC 662-633-1
TYC 1251-128-1
TYC 1264-498-1
TYC 1264-758-1
TYC 1269-806-1
TYC 680-995-1
TYC 680-104-1
TYC 121-432-1
TYC 1269-697-1
TYC 673-700-1
TYC 680-639-1
TYC 1265-241-1
TYC 681-651-1
TYC 677-290-1
TYC 1265-883-1
TYC 1265-1171-1
TYC 680-194-1
TYC 679-597-1
TYC 680-994-1
TYC 1269-1212-1
TYC 1269-22-1
TYC 675-186-1
TYC 707-1553-1
TYC 696-390-1
TYC 697-1892-1
TYC 1288-32-1
TYC 1280-1207-1
TYC 1280-485-1
TYC 1280-1110-1
TYC 1288-1591-1
TYC 1274-1346-1
TYC 1280-662-1
TYC 1284-1397-1
TYC 1290-502-1
TYC 1286-2135-1
TYC 1853-1958-1
TYC 1831-1894-1
TYC 80-1093-1
TYC 110-1206-1
TYC 672-425-1
TYC 676-389-1
TYC 676-680-1
TYC 677-1116-1
TYC 679-750-1
TYC 681-1151-1
TYC 681-1152-1
TYC 681-1153-1
TYC 682-1726-1
TYC 683-688-1
TYC 687-1627-1
TYC 688-43-1
TYC 690-1547-1
TYC 691-1509-1
TYC 694-225-1
TYC 696-1789-1
TYC 702-2789-1
TYC 1226-710-1
TYC 1230-1425-1
TYC 1253-716-1
TYC 1254-178-1
TYC 1254-866-1
TYC 1264-348-1
TYC 1264-755-1
TYC 1264-1008-1
TYC 1264-1009-1
TYC 1264-1010-1
TYC 1265-59-1
TYC 1265-791-1
TYC 1265-1169-1
TYC 1265-1170-1
TYC 1265-1172-1
TYC 1265-1173-1
TYC 1265-1174-1
TYC 1265-1175-1
TYC 1265-1176-1
TYC 1266-112-1
TYC 1266-398-1
TYC 1266-1417-1
TYC 1266-1418-1
TYC 1267-210-1
TYC 1268-707-1
TYC 1268-1267-1
TYC 1269-294-1
TYC 1269-829-1
TYC 1269-1027-1
TYC 1269-1244-1
TYC 1269-1246-1
TYC 1271-1229-1
TYC 1271-1301-1
TYC 1272-439-1
TYC 1272-912-1
TYC 1273-138-1
TYC 1273-1104-1
TYC 1276-1622-1
TYC 1277-1626-1
TYC 1277-1627-1
TYC 1277-1628-1
TYC 1281-792-1
TYC 1284-332-1
TYC 1288-1706-1
TYC 1292-770-1
TYC 1293-2747-1
TYC 1302-362-1
TYC 1309-1314-1
TYC 1815-309-1
TYC 1816-1893-1
TYC 1820-1157-1
TYC 1826-1301-1
TYC 1830-2128-1
TYC 632-608-1
TYC 635-90-1
TYC 644-477-1
TYC 1272-67-1
TYC 665-1048-1
TYC 1272-945-1
TYC 1814-794-1
TYC 1821-255-1
TYC 1218-269-1
TYC 1240-134-1
TYC 1240-572-1
TYC 1811-2014-1
TYC 1215-1096-1
TYC 1215-357-1
TYC 2341-1205-1
TYC 1785-843-1
TYC 1834-179-1
TYC 1277-136-1
TYC 1786-572-1
TYC 1815-1949-1
TYC 2361-1603-1
TYC 2378-1207-1
TYC 4767-1278-1
TYC 4754-346-1
TYC 118-854-1
TYC 111-1438-1
TYC 93-579-1
TYC 1265-1118-1
TYC 689-1248-1
TYC 78-257-1
TYC 80-1019-1
TYC 91-1330-1
TYC 673-130-1
TYC 142-1245-1
TYC 701-171-1
TYC 700-935-1
TYC 723-773-1
TYC 706-291-1
TYC 1297-1232-1
TYC 1307-639-1
TYC 1306-153-1
TYC 1309-390-1
TYC 1286-461-1
TYC 1289-1656-1
TYC 1279-2259-1
TYC 1831-63-1
TYC 1286-2091-1
TYC 2405-952-1
TYC 57-78-1
TYC 1840-328-1
