HIP 18018
HIP 19862
HIP 19834
HIP 21138
HIP 18327
HIP 20890
HIP 20130
HIP 19504
HIP 19148
HIP 20146
HIP 20350
HIP 13976
HIP 15563
HIP 19207
HIP 19261
HIP 20019
HIP 19082
HIP 18322
HIP 17962
HIP 19263
HIP 20056
HIP 20349
HIP 19870
HIP 18946
HIP 20614
HIP 20255
HIP 19934
HIP 19789
HIP 15304
HIP 15310
HIP 16908
HIP 16529
HIP 15300
HIP 21741
HIP 14976
HIP 15720
HIP 22394
HIP 21637
HIP 21482
HIP 13806
HIP 21256
HIP 20712
HIP 20557
HIP 20480
HIP 21760
HIP 20949
HIP 21099
HIP 21008
HIP 19793
HIP 10672
HIP 23312
HIP 19441
HIP 21152
HIP 22177
HIP 19796
HIP 19786
HIP 17766
HIP 20601
HIP 21053
HIP 20948
HIP 21317
HIP 21112
HIP 21723
HIP 20577
HIP 21474
HIP 20826
HIP 20485
HIP 19316
HIP 20850
HIP 22203
HIP 20284
HIP 20527
HIP 20815
HIP 18658
HIP 19877
HIP 20082
HIP 20441
HIP 20567
HIP 20400
HIP 20827
HIP 28356
HIP 20951
HIP 21066
HIP 20762
HIP 20741
HIP 21267
HIP 21179
HIP 20978
HIP 20661
HIP 20492
HIP 19781
HIP 20357
HIP 20563
HIP 20899
HIP 19808
HIP 24923
HIP 23069
HIP 23498
HIP 22654
HIP 22524
HIP 22422
HIP 22566
HIP 22850
HIP 21261
HIP 22505
HIP 22380
HIP 24116
HIP 23750
HIP 24019
HIP 22253
HIP 19554
HIP 23701
HIP 20751
HIP 20745
HIP 20419
HIP 20901
HIP 20219
HIP 21273
HIP 20873
HIP 21036
HIP 21670
HIP 22221
HIP 22044
HIP 22550
HIP 21589
HIP 22157
HIP 21654
HIP 22607
HIP 23983
HIP 12709
HIP 13834
HIP 18170
HIP 19098
HIP 18735
HIP 20215
HIP 20440
HIP 20484
HIP 20205
HIP 20261
HIP 20719
HIP 20916
HIP 21029
HIP 20885
HIP 20894
HIP 21137
HIP 21039
HIP 20995
HIP 20713
HIP 21543
HIP 21280
HIP 21588
HIP 21683
HIP 21762
HIP 20086
HIP 20455
HIP 20935
HIP 20679
HIP 21123
HIP 20542
HIP 20648
HIP 22265
HIP 22224
HIP 20237
HIP 20482
HIP 20686
HIP 20889
HIP 20087
HIP 20635
HIP 20641
HIP 20842
HIP 23214
HIP 22496
HIP 22565
HIP 22350
HIP 23497
HIP 26382
HIP 26159
HIP 19591
HIP 20711
HIP 20491
HIP 19365
HIP 21459
HIP 13117
HIP 20605
HIP 24020
HIP 15624
HIP 22802
HIP 21092
