C.D.S.  -  SIMBAD4 rel 1.7  -  2018.12.14CET11:51:46

 IdentList
----------

 # 	  typed ident  	       identifier        	typ	                all types                	     coord1 (ICRS,J2000/2000)      
---	---------------	-------------------------	---	-----------------------------------------	-----------------------------------
205	TYC 1811-2014-1	StKM 1-393               	PM*	*,*,PM*,IR                               	054.7829749674628 +28.3822585472643
206	TYC 1215-1096-1	BD+14 400                	PM*	*,*,PM*,IR                               	036.6401038129748 +15.3734173386564
207	TYC 1215-357-1 	CCDM J02284+1722AB       	** 	**,*,IR                                  	037.0952621 +17.3661228            
208	TYC 2341-1205-1	BD+30 525                	PM*	*,*,PM*,IR                               	050.0418554171913 +31.0854528145537
209	TYC 1785-843-1 	TYC 1785-843-1           	PM*	*,PM*,IR                                 	042.6313192362977 +25.1512888446295
210	TYC 1834-179-1 	HD 283810                	Ro*	*,*,PM*,Ro*,IR,UV,X,X                    	070.0384487382257 +25.5923913117037
211	TYC 1277-136-1 	HD 284455                	PM*	*,*,*iC,PM*,PM*,IR                       	066.6984209438813 +21.2349211443268
212	TYC 1786-572-1 	TYC 1786-572-1           	PM*	*,PM*,IR                                 	044.9872813807887 +24.6668138963429
213	TYC 1815-1949-1	V* V1313 Tau             	RS*	*,*,PM*,V*,RS*,IR,UV,X,SB*,SB*           	064.5449649712608 +23.2846564598538
214	TYC 2361-1603-1	HD 281459                	PM*	*,*,PM*,IR                               	060.2812437914935 +33.1961282507440
215	TYC 2378-1207-1	HD 282355                	PM*	*,*,*iC,PM*,IR                           	070.3342186469178 +33.5226478041689
216	TYC 4767-1278-1	HD 290851                	*  	*,IR                                     	086.1463037475498 -01.6628263633926
217	TYC 4754-346-1 	HD 289909                	PM*	*,PM*                                    	076.0488574008943 -01.8918036473540
218	TYC 118-854-1  	HD 36525                 	*  	*,*,IR,UV,X                              	083.1269817104262 +02.6483959062417
219	TYC 111-1438-1 	TYC 111-1438-1           	*  	*,*,IR                                   	077.9811464370162 +05.7160712699127
220	TYC 93-579-1   	TYC 93-579-1             	PM*	*,PM*,IR                                 	074.2144274499404 +04.5861309895305
221	TYC 1265-1118-1	LP 475-68                	PM*	*,PM*,IR,X,*,*iC                         	066.5196101053403 +15.0413855525893
222	TYC 689-1248-1 	HD 240551                	*  	*,IR                                     	076.2068469104775 +10.2632120960045
223	TYC 78-257-1   	TYC 78-257-1             	PM*	*,*,PM*,IR                               	065.2671358162171 +03.2687726051212
224	TYC 80-1019-1  	BD+04 656                	PM*	*,*,PM*,IR                               	063.6101776573293 +05.1805703173182
225	TYC 91-1330-1  	StKM 1-498               	PM*	*,*,*iC,PM*,IR                           	069.4926755884778 +04.6697690158956
226	TYC 673-130-1  	TYC 673-130-1            	PM*	*,*,PM*,IR                               	067.5136373773087 +10.9392682977202
227	TYC 142-1245-1 	HD 250417                	*  	*,IR                                     	090.2622028802641 +06.8616715536755
228	TYC 701-171-1  	HD 37074                 	*  	*,IR                                     	084.0353646556158 +08.9452057146344
229	TYC 700-935-1  	TYC 700-935-1            	*  	*,IR                                     	080.7269005568119 +08.2011253591467
230	TYC 723-773-1  	TYC 723-773-1            	*  	*,IR                                     	086.2584386098149 +12.0927625039482
231	TYC 706-291-1  	BD+12 736                	PM*	*,*,TT*,PM*,IR,X                         	077.2626657877048 +12.9641798416016
232	TYC 1297-1232-1	TYC 1297-1232-1          	*  	*,IR                                     	083.7344633567741 +16.0215171864550
233	TYC 1307-639-1 	TYC 1307-639-1           	*  	*,IR                                     	087.3485502437175 +20.4080553586354
234	TYC 1306-153-1 	TYC 1306-153-1           	Ro*	*,V*,Ro*,IR,X                            	085.2559464946426 +20.6049702634493
235	TYC 1309-390-1 	TYC 1309-390-1           	*  	*,IR                                     	082.5537100619234 +20.6468394734892
236	TYC 1286-461-1 	StKM 1-544               	PM*	*,*,*iC,PM*,IR                           	076.8970457086058 +18.6927315924772
237	TYC 1289-1656-1	StKM 1-541               	PM*	*,*,PM*,IR                               	075.7795616387310 +19.0179789392665
238	TYC 1279-2259-1	HD 284785                	PM*	*,*,*iC,PM*,IR                           	071.7872241405696 +20.8823128383006
239	TYC 1831-63-1  	LP 359-94                	PM*	*,*,PM*,IR                               	073.1981926202079 +22.6472676639601
240	TYC 1286-2091-1	HD 286314                	*  	*,IR                                     	076.0862560892103 +17.9008979840774
241	TYC 2405-952-1 	TYC 2405-952-1           	*  	*,IR                                     	086.6335708665001 +30.8072001921123
242	TYC 57-78-1    	HD 20813                 	PM*	*,PM*,IR                                 	050.3018220246734 +00.5475524396245
243	TYC 1840-328-1 	HD 283923                	PM*	*,PM*,IR                                 	073.5750677913629 +26.8076638990720
================================================================================

<hr><p>
