HIP,TYC,source_id,c,p,RV,e_RV,s_RV,plx_mod,e_plx_mod,RAJ2000_HIP,DEJ2000_HIP,RAJ2000_TYC,DEJ2000_TYC,DEJ2000_GaiaDR1,RAJ2000_GaiaDR1,RAJ2000,DEJ2000,ID,RAJ2000_epoch2000,DEJ2000_epoch2000
19261.0,1250-74-1,45142202225515008,0.2625,0.9669,38.146,1.033,5.0,22.749000000000002,0.20199999999999999,61.92493084,15.162785,,,15.162692483725175,61.925484387254194,61.92491318010767,15.16279069612381,45142202225515008,61.92491318010767,15.16279069612381
20019.0,1268-6-1,45789299177700352,0.1072,0.991,37.569,1.008,5.0,21.656999999999996,0.166,64.4122743401982,16.9478361164111,,,16.947731169927582,64.41276523564528,64.41224585753075,16.947848426737522,45789299177700352,64.41224585753075,16.947848426737522
19082.0,1258-652-1,50298121485861120,0.1634,0.9833,37.409,1.024,5.0,21.316,0.171,61.356960407444,19.4421517606458,,,19.442015782889708,61.357499803378445,61.356942681934406,19.4421562921718,50298121485861120,61.356942681934406,19.4421562921718
18322.0,662-171-1,38354676428572288,0.1451,0.9859,36.303000000000004,1.024,5.0,21.705,0.149,58.7560054474809,12.4855862140182,,,12.485543679223301,58.75656549278651,58.755986846606206,12.485587827127626,38354676428572288,58.755986846606206,12.485587827127626
17962.0,1252-212-1,43789768566924416,1.1904,0.7553,40.0,5.0,5.0,20.51,0.16399999999999998,57.6040269161008,17.2465092335239,,,17.246415749410815,57.60458308608385,57.60401009834439,17.246511690266058,43789768566924416,57.60401009834439,17.246511690266058
19263.0,1250-414-1,45567507066546048,0.2113,0.9757,37.854,1.001,5.0,21.815,0.157,61.9299953908936,16.5187902202359,,,16.518686165923555,61.93052740423564,61.92997804290561,16.51879357170569,45567507066546048,61.92997804290561,16.51879357170569
20056.0,1268-327-1,47620260916592384,0.0253,0.9989,37.7,1.077,5.0,21.444000000000003,0.191,64.5076488074543,18.2568086848227,,,18.25667438794362,64.50815247322608,64.5076394625931,18.256809135260564,47620260916592384,64.5076394625931,18.256809135260564
20349.0,1276-251-1,49231663928585344,0.7899,0.8519,37.1,1.2,5.0,20.394000000000002,0.175,65.3818706494866,21.039877322149,,,21.039727254143237,65.38233901811181,65.38185540331872,21.039882184982172,49231663928585344,65.38185540331872,21.039882184982172
19870.0,1263-1000-1,49365082792386816,0.24600000000000002,0.9698,38.037,1.0070000000000001,5.0,20.257,0.16399999999999998,63.9268220756788,20.8197995117644,63.9268220756788,20.8197995117644,20.819651183487238,63.927308774454005,63.9268038278511,20.819802520638564,49365082792386816,63.9268038278511,20.819802520638564
18946.0,1258-768-1,50327292903510144,0.2142,0.9753,36.053000000000004,1.033,5.0,21.107,0.155,60.9126700660543,19.4550121388048,,,19.454873631354282,60.91320847306402,60.9126507055674,19.455017501672497,50327292903510144,60.9126507055674,19.455017501672497
20614.0,1273-1106-1,47965438847833600,0.9738,0.8076,36.6,1.2,5.0,20.936999999999998,0.204,66.2380263736078,19.042007971854,66.2380263736078,19.042007971854,19.04186487485938,66.23848292942128,66.2380038352929,19.04201334774738,47965438847833600,66.2380038352929,19.04201334774738
20255.0,1268-1268-1,47752477189229184,3.3102,0.3462,42.0,1.2,5.0,22.034000000000002,0.20800000000000002,65.1045918608554,18.7426794599816,65.1045918608554,18.7426794599816,18.742499843360264,65.10510793050842,65.10459101744411,18.742647147457387,47752477189229184,65.10459101744411,18.742647147457387
19934.0,1276-86-1,52548237672091392,0.025,0.9990000000000001,37.675,1.018,5.0,19.633,0.14800000000000002,64.1394894547636,21.9074674910107,,,21.9073076423004,64.13996031447653,64.13947454558377,21.90747299338536,52548237672091392,64.13947454558377,21.90747299338536
19789.0,1263-949-1,52813460492850304,1.4587,0.6918,38.4,1.2,5.0,17.008,0.154,63.6267460093327,22.4518360916603,,,22.451732963024078,63.6271623234267,63.62673051573358,22.451872867338015,52813460492850304,63.62673051573358,22.451872867338015
15304.0,649-766-1,10584895361388800,10.0261,0.0183,32.282,1.022,5.0,,,49.359942835187,7.6558106615249,,,7.655784772291183,49.36064229715664,49.35991925996747,7.655811728555357,10584895361388800,49.35991925996747,7.655811728555357
15310.0,649-1241-1,10608569223157760,11.3999,0.0097,32.601,1.008,5.0,,,49.3865840250293,7.6901542955386,,,7.690128094748176,49.38729357258677,49.38655980575842,7.690155536178953,10608569223157760,49.38655980575842,7.690155536178953
16908.0,1247-684-1,64266763882171648,2.384,0.4966,32.747,1.022,5.0,,,54.3957406284144,21.3431805177656,,,21.343067138164482,54.39635265969316,54.39570183727845,21.343180427436046,64266763882171648,54.39570183727845,21.343180427436046
16529.0,1798-1193-1,68000018174329600,0.2029,0.9771,31.976,1.014,5.0,23.872,0.149,53.208662090758,23.6921871797457,53.208662090758,23.6921871797457,23.69202278813861,53.209400100361044,53.20863742403013,23.69219247456141,68000018174329600,53.20863742403013,23.69219247456141
15300.0,1792-913-3,118234505424319360,0.3961,0.941,28.925,1.041,5.0,26.064,0.14800000000000002,49.34525438,26.3150264,,,26.314825175093564,49.34613264065104,49.34523739942834,26.315036482131696,118234505424319360,49.34523739942834,26.315036482131696
21741.0,1830-1358-1,146698078328904064,0.5072,0.9173,40.522,1.013,5.0,16.874000000000002,0.141,70.0243471632433,23.3045455102757,70.0243471632433,23.3045455102757,23.304385826653558,70.02469061238686,70.0243359257765,23.304551559712763,146698078328904064,70.0243359257765,23.304551559712763
14976.0,2344-1916-1,125355320683228288,0.2196,0.9744,27.67,1.024,5.0,25.320999999999998,0.14,48.261640091011,32.8964490172018,48.261640091011,32.8964490172018,32.896191018735095,48.262555747822624,48.26160919760809,32.89645700645158,125355320683228288,48.26160919760809,32.89645700645158
15720.0,1805-247-1,117654650480415744,0.4029,0.9396,29.3,1.097,5.0,31.51,0.171,50.6172490125048,27.1560528262764,,,27.155784761597435,50.61828376690558,50.617215408157186,27.15606226218201,117654650480415744,50.617215408157186,27.15606226218201
22394.0,1835-658-1,147182172683187712,0.0745,0.9947,39.77,1.047,5.0,20.457,0.182,72.3041083033345,24.802841039887,,,24.80261972906344,72.30449704882314,72.30409531101834,24.802847555821987,147182172683187712,72.30409531101834,24.802847555821987
21637.0,1830-1020-1,146677874804442240,0.0451,0.9975,39.614000000000004,1.041,5.0,23.244,0.188,69.7137170294693,23.1499742362696,69.7137170294693,23.1499742362696,23.149747461356597,69.71419532493726,69.71370136101434,23.149980780975113,146677874804442240,69.71370136101434,23.149980780975113
21482.0,1838-564-1,151650072541569280,4.2426,0.2364,35.643,1.003,5.0,,,69.2010055708642,27.1321939755033,,,27.13157683547096,69.20209612941166,69.20097326680225,27.132212689772405,151650072541569280,69.20097326680225,27.132212689772405
13806.0,1794-435-1,129070226875627008,0.0689,0.9953,25.869,1.022,5.0,24.145,0.138,44.4444691912169,29.6614628898914,,,29.661274964665875,44.44536814098964,44.44443950514397,29.661469657755493,129070226875627008,44.44443950514397,29.661469657755493
21256.0,1278-1315-1,144377799556207488,0.3945,0.9414,40.486999999999995,1.02,5.0,23.041999999999998,0.18,68.4049191453702,21.1508511525781,68.4049191453702,21.1508511525781,21.15065819314812,68.40540280998427,68.40490274864837,21.150857340735072,144377799556207488,68.40490274864837,21.150857340735072
20712.0,1277-808-1,145293177350363264,1.2154,0.7493,38.626,1.01,5.0,20.769000000000002,0.188,66.5770776109862,21.4704327047764,,,21.470272774611995,66.57753999426075,66.57706098843813,21.47043581346105,145293177350363264,66.57706098843813,21.47043581346105
20557.0,1277-747-1,145373372976256512,0.2205,0.9742,38.984,1.008,5.0,23.268,0.187,66.0607231240487,21.7362457974275,,,21.736055070667135,66.06125039437644,66.06070637989608,21.736252240886987,145373372976256512,66.06070637989608,21.736252240886987
20480.0,1276-639-1,145325544220443904,0.324,0.9555,38.504,1.028,5.0,19.777,0.154,65.8430408619706,21.3790981872277,,,21.37894006940663,65.84348635014562,65.84302688718434,21.37910339606148,145325544220443904,65.84302688718434,21.37910339606148
21760.0,1842-1264-1,158941552620603776,13.3857,0.0039,28.6,1.8,1.0,,,70.0945512670231,29.9722061709215,70.0945512670231,29.9722061709215,29.972063665042626,70.09478377536422,70.09451539485056,29.972231025946407,158941552620603776,70.09451539485056,29.972231025946407
20949.0,1837-270-1,151379146007107200,0.4351,0.9329,38.228,1.014,5.0,17.283,0.154,67.3781908554292,26.6715477232898,,,26.67134667285244,67.37857702004025,67.37817810488046,26.67155538779581,151379146007107200,67.37817810488046,26.67155538779581
21099.0,1273-428-1,144171228809559808,0.1953,0.9784,39.937,1.003,5.0,21.928,0.163,67.8153927552276,20.1331693447876,,,20.133005615694547,67.8158651303686,67.81537715904,20.133174637203584,144171228809559808,67.81537715904,20.133174637203584
