source_id,DEJ2000_GaiaDR1,RAJ2000_GaiaDR1
2519811304873532160,5.3608132626059595,34.332934481702125
3239389678968988288,4.733153564430831,75.2039971193151
3300315439330018304,9.305469129388888,62.45627499788089
3285426608781249408,5.410073615063923,68.02050517240042
3281064262038614912,3.6363921788475935,71.57869652183426
3300934223858467072,10.701363747100155,63.643594310985804
3304412597612195328,12.43526027944727,63.61405047791578
3277270534605393920,7.146270705308769,57.05016873322544
3283823383388619008,4.6999619888769,66.18052216928312
3312837021344678144,16.14854171363946,67.69548716638907
3314212063714381056,17.863031679935503,67.37692584099567
3312575681175439616,15.504511390029077,68.64756188507155
3307815001984777088,13.90340255924015,67.87266071003366
3307992332594320640,12.728410982791733,69.96282379659395
3313662892016181504,16.886061139666936,66.1185183774004
3309967055477808000,15.869213277565756,69.17008889019905
3306922954457367936,11.7363672504647,66.94244576243062
3312025581763840512,15.763012671881224,65.85587667922648
3304337452864501120,12.19180069547861,62.11162313814102
3307844860597241088,13.867859574802925,67.0189119169972
3309006597711379328,15.471938667613827,71.62698443129749
3310615561179780736,13.864374411314714,65.2201271123689
3310820620098473728,14.052024950181032,65.97721529203606
3312709374919349248,15.589092293402937,66.90000160908953
3302220274506270336,10.330378334768653,59.919329773813466
3312136494998639872,15.400606633599304,63.94335147397481
3312281664893305728,16.088234273642602,64.58081422257624
3313845101709242368,16.79081388973247,65.68709848223729
3313947699887831808,17.078843560195775,66.09324048719263
3311000115371733504,14.07710940070473,65.51514757218808
3310903736305456512,14.417670032319155,66.94641297774022
3315967537107175168,2.476200825428954,89.8747537362846
3314213025787054592,17.893046150933625,67.3821646750955
3305871821341047808,10.751722136536603,67.73865150997344
3307645127438373888,13.138107845306891,66.7268738921239
3313689417734366720,16.74678117336615,66.66764143949031
3307528029449757056,13.251811966615351,68.44478209099302
3307504218151520256,13.11315576161937,68.10733969260235
3312951748510907648,16.67272265178268,67.49099771266026
3312783557591565440,15.940914860495226,66.40595649490527
3311148824319241472,14.670403556661467,65.88519257286399
3311514205777562496,14.624975200111805,63.60734023376441
3311024785663873920,14.409709345955884,65.39542716508377
3314079503847287424,18.00279279614519,66.07106830311133
3314109912215994112,17.28534991317966,67.20171765278496
3310500078099136768,13.054861916776494,63.71689121261905
3387381641964995712,11.609760837563261,80.10615248977018
3392446817156214784,14.002114353109409,74.45657292794874
3391712034151625984,13.730595051409297,75.78219163774249
3406943087694799744,18.996760694614665,73.09839671164839
3405220084257276416,16.210341606091454,72.70262587134033
3405113740864365440,15.888636792820506,72.38422977011992
3404850785786832512,15.43338894667334,72.84701344538924
3408463506117452544,19.48526627516963,73.74345074791749
3410453484725565312,19.013893419758155,68.4251378731519
3404812680839290368,15.083349541982964,72.64128676355408
3406823240927024256,18.641084428174555,72.2650661913534
3414082525931242368,20.569066381799196,77.69823702784885
3407121827053483776,17.81628625279694,76.57523723416428
3422091368627963008,28.030227375096043,77.43816573211215
3413146910255989248,23.0507504757614,71.85947427839952
23311811172415488,9.589122057288211,38.144499774536726
26259120810103552,12.003499488544978,37.2383491828906
21390998718385664,10.702659192935487,43.560670873643566
48986953869664000,19.724500099523407,64.81983589947065
38453460676522752,13.104996144997557,59.649598484696085
49155660184551680,20.58424461073764,65.84097297402303
53942246617146240,23.768430894689004,62.151422400499825
67270457850822912,26.475835652269122,59.79120617143106
79881650062116352,17.634448589345446,35.057116207169145
59364144612120064,19.720476503206736,49.87139464501753
59404001908663552,19.1812128938786,48.80040753337803
71487325460694912,28.382080144327855,54.78355208526001
76117300205326976,15.37348191104737,36.64090192147954
82603594175480320,17.366079469113277,37.09567306504437
124145479935111424,31.085256741497243,50.042413624285594
114317976286533888,25.15119330781431,42.63181326895403
148183862135533952,25.592136175892247,70.03890616803506
144534720481849856,21.23472917969993,66.69893466374359
114842099735769856,24.66677204705216,44.98770664562842
148946064212226944,23.284495382186602,64.54539100503337
170457596891797760,33.1958113575575,60.28188234326814
173447237727870080,33.52242959949895,70.33456076869105
3216618964956221184,-1.6627517797484783,86.14636579079492
3226859610099438592,-1.8917582837562459,76.04907103936632
3223884400355529984,2.648444737315009,83.12713723168596
3240642984786774528,5.716093482630128,77.9813485787881
3239532512402275584,4.586112650256149,74.21466824412227
3311179335766914944,15.041291343110357,66.52004760905564
3291625517899980032,10.263205706386055,76.20699589133723
3283285790922135424,3.2688480955026056,65.26771335914775
3284709349242833792,5.180639021434347,63.610551993488635
3282171745125201792,4.669806758828722,69.49307460471893
3306066434899058560,10.939207009649229,67.51392307171365
3321943966921179648,6.86167379926626,90.2622699309479
3334853607820749184,8.945216752986335,84.03544335995052
3337480684695467648,8.2011173106143,80.72705636426078
3340209775636513408,12.09272965423982,86.25848986249278
3388382060107608832,12.964093466002504,77.2629837183272
3396115646939927552,16.021439948065133,83.73459649773127
3399771248225858944,20.407989608805316,87.34860418382412
3402663135604113920,20.60486096521376,85.25599275288526
3402090461845409792,20.64675243662075,82.55382594013157
3407612484118068352,18.692621867941316,76.89727041531712
3407518510233429248,19.017836209713035,75.779857535228
3412605297699792512,20.882104190462,71.7876631388275
3413223223234482048,22.64708243647043,73.198510380436
3407092655635564544,17.900814354898312,76.08645215281663
3444787247130393600,30.807052128998727,86.63361924663998
67351752990540544,25.804222936867426,58.171521868568654
