source_id,DEJ2000_GaiaDR1,RAJ2000_GaiaDR1
3312644881687518976,15.818861952443418,68.24814843040737
3312921374502681984,16.47080629125407,67.04579382965609
3306303998130681728,11.557861899521672,68.54685024676685
3309956850635519488,15.683904334049787,69.02236016853156
3314484089763294592,18.500111173052733,66.99614693378767
3313259165090609280,16.762393446108078,68.40862242098031
3312602344331419136,15.827471827135854,68.63448474418476
3313630078465745280,16.37883877957178,66.05365557738706
3310876798270577792,14.260583575278849,66.85602698442572
3391728561185367168,13.932918781664366,75.40051556488665
3406216379227986048,17.068994577842872,70.8158234122362
3405988677241799040,16.41194798803364,72.50333779596959
3405127244241184256,15.9474538928153,72.21564302260198
3410640882737635200,19.113341691091566,68.17100899561349
66482348530642176,23.903450610370992,57.76367460047049
3312197930211158784,15.706170508849757,63.89088811561303
3311492799660064384,14.398379033792155,63.7938615374625
3312564033223630720,15.499380300810547,67.9690893486698
43538289638888064,16.998375793811284,58.777732332797164
48061405596787712,19.740530557368167,67.15552242282577
49005576847854080,19.906549116605213,64.7420609597224
46975431705914112,18.423125275304447,62.67704552404234
45367052352895360,15.69803842299654,61.567713765573686
47345005052090880,17.524638378564774,64.7838606657426
47541096078933376,18.41744921820288,65.38493716942581
8479090076267264,7.74984346314351,45.01309578976287
11037722353344384,8.454475969788005,50.12259973569017
45159897490770816,15.334947004992165,61.755645171544856
45142202225515008,15.162692483725175,61.925484387254194
45789299177700352,16.947731169927582,64.41276523564528
50298121485861120,19.442015782889708,61.357499803378445
38354676428572288,12.485543679223301,58.75656549278651
43789768566924416,17.246415749410815,57.60458308608385
45567507066546048,16.518686165923555,61.93052740423564
47620260916592384,18.25667438794362,64.50815247322608
49231663928585344,21.039727254143237,65.38233901811181
49365082792386816,20.819651183487238,63.927308774454005
50327292903510144,19.454873631354282,60.91320847306402
47965438847833600,19.04186487485938,66.23848292942128
47752477189229184,18.742499843360264,65.10510793050842
52548237672091392,21.9073076423004,64.13996031447653
52813460492850304,22.451732963024078,63.6271623234267
10584895361388800,7.655784772291183,49.36064229715664
10608569223157760,7.690128094748176,49.38729357258677
64266763882171648,21.343067138164482,54.39635265969316
68000018174329600,23.69202278813861,53.209400100361044
118234505424319360,26.314825175093564,49.34613264065104
146698078328904064,23.304385826653558,70.02469061238686
125355320683228288,32.896191018735095,48.262555747822624
117654650480415744,27.155784761597435,50.61828376690558
147182172683187712,24.80261972906344,72.30449704882314
146677874804442240,23.149747461356597,69.71419532493726
151650072541569280,27.13157683547096,69.20209612941166
129070226875627008,29.661274964665875,44.44536814098964
144377799556207488,21.15065819314812,68.40540280998427
145293177350363264,21.470272774611995,66.57753999426075
145373372976256512,21.736055070667135,66.06125039437644
145325544220443904,21.37894006940663,65.84348635014562
158941552620603776,29.972063665042626,70.09478377536422
151379146007107200,26.67134667285244,67.37857702004025
144171228809559808,20.133005615694547,67.8158651303686
144130512519598848,19.840422354894407,67.57530039381699
149005266040519808,23.5747434388685,63.635188645807155
