RAJ2000_Curtis,DEJ2000_Curtis,2MASS_id_Curtis,PMem_Curtis,RAJ2000_Olivares,DEJ2000_Olivares,PMem_Olivares,EPIC_Olivares,dist_Curtis_Olivares,RAJ2000_Curtis_Olivares,DEJ2000_Curtis_Olivares,gaia_id_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,dist_Curtis_Olivares_GaiaC,RAJ2000_Curtis_Olivares_GaiaC,DEJ2000_Curtis_Olivares_GaiaC,RAJ2000_CG,DEJ2000_CG,gaia_id_CG,PMem_CG,dist_Curtis_Olivares_GaiaC_CG,RAJ2000_Curtis_Olivares_GaiaC_CG,DEJ2000_Curtis_Olivares_GaiaC_CG
289.96475,-16.0661944,191951541603583.0,0.9,289.964764214,-16.0662392292,1.7557948892828e-50,219700055.0,0.16870988137678472,289.96475710699997,-16.0662168146,4.1839608082197243e+18,289.96476,-16.06635,0.9,0.4795718783513699,289.96475783025,-16.06625011095,289.96475848427997,-16.06635433299,4.1839608082197243e+18,1.0,0.3752061657909238,289.964757939255,-16.06626748129
288.8141667,-16.3310278,191515401619517.0,0.9,288.81420051599997,-16.3310178372,0.9525309230351829,219602826.0,0.12220745019756694,288.814183608,-16.3310228186,4.088049451167613e+18,288.8142,-16.331129999999998,0.9,0.3899866100338297,288.814187706,-16.33104961395,288.81419651903,-16.33113109918,4.088049451167613e+18,1.0,0.2949226512556166,288.8141891748383,-16.331063194821667
289.548125,-16.48725,191811551629141.0,0.9,289.548150052,-16.4872628556,4.5288281141635804e-26,219543512.0,0.09808396444607843,289.548137526,-16.4872564278,4.183876248903626e+18,289.54815,-16.487379999999998,0.9,0.44693904389828026,289.5481406445,-16.487287320849997,289.54814531581,-16.48737607476,4.183876248903626e+18,1.0,0.31992072238852143,289.5481414230517,-16.48730211316833
289.2282083,-17.0369167,191654771702129.0,0.9,289.22823283400004,-17.0369260656,4.291131582589558e-196,219317665.0,0.09092846825832837,289.228220567,-17.0369213828,4.087773851703321e+18,289.22823,-17.03704,0.9,0.4282545115963907,289.22822292525,-17.0369510371,289.22822761593,-17.03704154134,4.087773851703321e+18,1.0,0.3262150520202091,289.22822370703005,-17.03696612114
289.1656667,-16.4421111,191639761626316.0,0.9,,,,,,289.1656667,-16.4421111,,,,,,289.1656667,-16.4421111,,,,,,289.1656667,-16.4421111
288.9010833,-15.962777800000001,191536261557460.0,0.9,288.901113464,-15.9628038379,0.9470452801485371,219736350.0,0.140308767100977,288.901098382,-15.962790818950001,4.184147420267683e+18,288.90111,-15.96292,0.9,0.46678706766124217,288.90110128649997,-15.962823114212501,288.9011097741,-15.96292030536,4.184147420267683e+18,1.0,0.3511192405610081,288.90110270109994,-15.962839312737083
289.13933330000003,-16.1309722,191633441607515.0,0.9,,,,,,289.13933330000003,-16.1309722,,,,,,289.13933330000003,-16.1309722,,,,,,289.13933330000003,-16.1309722
288.6104583,-16.1094444,191426511606340.0,0.9,288.610497152,-16.109478012100002,0.502615253322234,219684426.0,0.18082733347710084,288.610477726,-16.10946120605,4.088071230929227e+18,288.61048999999997,-16.10959,0.9,0.46559753085873457,288.6104807945,-16.1094934045375,288.61049447683996,-16.10959291436,4.088071230929227e+18,1.0,0.3613474381621443,288.61048307489,-16.109509989507917
288.7614583,-16.16125,191502751609405.0,0.9,,,,,,288.7614583,-16.16125,,,,,,288.7614583,-16.16125,,,,,,288.7614583,-16.16125
289.139125,-16.3393056,191633391620215.0,0.9,289.13912671099996,-16.3393340154,0.939931820043895,219599730.0,0.10246606725958039,289.13912585549997,-16.3393198077,4.183937104307997e+18,289.13912,-16.33945,0.9,0.4691285994021126,289.139124391625,-16.339352355775,289.13912048415,-16.339447759749998,4.183937104307997e+18,1.0,0.3437194786847278,289.13912374037915,-16.3393682564375
289.2700417,-16.6146111,191704811636526.0,0.9,289.27008633599996,-16.6146075189,0.9552731812022389,219493488.0,0.1545195045127152,289.27006401799997,-16.614609309450003,4.087838688531416e+18,289.27008,-16.614720000000002,0.9,0.40228190602311314,289.2700680135,-16.614636982087504,289.27008067468,-16.6147212879,4.087838688531416e+18,1.0,0.3066276455696312,289.27007012369666,-16.61465103305625
289.63,-16.245027800000003,191831201614421.0,0.9,289.630012539,-16.2450671462,0.948022371216792,219634967.0,0.14812789455198103,289.6300062695,-16.2450474731,,,,,,289.6300062695,-16.2450474731,289.63000688498,-16.24518356776,4.1839511874929905e+18,1.0,0.48994539413871385,289.630006392596,-16.245074692032
289.50225,-16.6004444,191800541636016.0,0.9,289.502293219,-16.600471312,0.96624049683992,219499220.0,0.17781511291222105,289.5022716095,-16.600457856,4.183868556628623e+18,289.50229,-16.60059,0.9,0.4799306555590068,289.50227620712496,-16.600490892,289.5022891019,-16.60058727048,4.183868556628623e+18,1.0,0.3498028460785222,289.5022783562541,-16.600506955079997
289.1872917,-17.2853889,191644951717074.0,0.9,289.18732572,-17.2854070199,0.684895119865814,219208969.0,0.133904085519255,289.18730871,-17.28539795995,,,,,,289.18730871,-17.28539795995,289.18731733159,-17.28552388947,4.087732516937081e+18,0.8,0.4543139129245655,289.187310434318,-17.285423145854
288.78583330000004,-16.961444399999998,191508601657412.0,0.9,288.785838801,-16.961488464400002,2.76344500080942e-19,219350257.0,0.15975877547185713,288.78583605050005,-16.961466432199998,4.087804603669964e+18,288.78583,-16.9616,0.9,0.4812952293090272,288.785834537875,-16.96149982415,288.78583380015,-16.96160100702,4.087804603669964e+18,1.0,0.36426718967818494,288.7858344149208,-16.961516687961666
289.146875,-17.0854167,191635251705075.0,0.9,289.146875847,-17.0854491949,6.08446302625506e-06,219296766.0,0.11701794382719229,289.1468754235,-17.085432947450002,4.087773405026728e+18,289.14687000000004,-17.08556,0.9,0.4577697749894967,289.146874067625,-17.0854647105875,289.14687006077,-17.08556077656,4.087773405026728e+18,1.0,0.34611224797910006,289.14687339981583,-17.08548072158292
288.3142083,-16.2700833,191315411616123.0,0.9,288.314225392,-16.2700925887,0.927607729747884,219625582.0,0.06787559324741944,288.314216846,-16.27008794435,4.088107995849289e+18,288.31422000000003,-16.270210000000002,0.9,0.439535506704431,288.31421763450004,-16.270118458262502,288.31422379608,-16.27020729968,4.088107995849289e+18,1.0,0.32053714522961513,288.31421866143,-16.270133265165416
289.19425,-16.322444400000002,191646621619208.0,0.9,289.194297378,-16.322462868800002,0.976153976662209,219605951.0,0.176674402416381,289.194273689,-16.322453634400002,4.183935794330206e+18,289.19428999999997,-16.32258,0.9,0.4583932396349817,289.19427776674996,-16.3224852258,289.19429176503996,-16.32257662932,4.183935794330206e+18,1.0,0.3325877521943867,289.1942800997983,-16.32250045972
288.621125,-15.818222199999997,191429071549056.0,0.9,288.621126883,-15.8182413159,0.0447912080043511,219785429.0,0.06912561213387453,288.6211259415,-15.818231757949999,4.1842029756603e+18,288.62112,-15.81835,0.9,0.4261685531393389,288.621124456125,-15.818261318462499,288.62112346351,-15.818349155070003,4.1842029756603e+18,0.9,0.31623047721801734,288.6211242906892,-15.81827595789708
289.12225,-16.765111100000002,191629341645544.0,0.7,,,,,,289.12225,-16.765111100000002,,,,,,289.12225,-16.765111100000002,,,,,,289.12225,-16.765111100000002
289.1508333,-16.12675,191636201607363.0,0.9,289.15109385,-16.1268380105,9.464702703843057e-45,219678096.0,0.9551508467785006,289.150963575,-16.126794005249998,4.184134810228515e+18,289.15109,-16.12696,0.9,0.7404489458088899,289.15099518125,-16.1268355039375,289.15109090251,-16.12695682395,4.184134810228515e+18,1.0,0.5480304396005762,289.15101113479335,-16.12685572393958
289.090375,-16.1641667,191621691609510.0,0.9,,,,,,289.090375,-16.1641667,,,,,,289.090375,-16.1641667,,,,,,289.090375,-16.1641667
289.134625,-16.192944400000002,191632311611346.0,0.7,289.134638297,-16.1929538901,0.559383931473744,219653977.0,0.05727527102963543,289.1346316485,-16.19294914505,4.184128419331972e+18,289.13462999999996,-16.193070000000002,0.9,0.43511514554424024,289.13463123637496,-16.1929793587875,289.13463491392,-16.19306935886,4.184128419331972e+18,1.0,0.32424961563558063,289.1346318492991,-16.192994358799584
289.2322083,-16.0561111,191655731603220.0,0.9,289.232241603,-16.0560904568,0.998198538214321,219703587.0,0.13710239671667845,289.23222495150003,-16.0561007784,4.184136906187904e+18,289.23224,-16.05621,0.9,0.39662937131607345,289.23222871362503,-16.0561280838,289.23224079389,-16.05620980019,4.184136906187904e+18,0.9,0.2971327968393425,289.23223072700256,-16.056141703198335
289.0188333,-16.0920278,191604521605313.0,0.9,289.018836997,-16.0920219134,4.46662144141197e-07,219690673.0,0.024751088095285,289.0188351485,-16.0920248567,,,,,,289.0188351485,-16.0920248567,,,,,,289.0188351485,-16.0920248567
290.02175,-15.593333300000001,192005221535360.0,0.9,290.021753461,-15.593348224100001,0.16214249028525798,219857389.0,0.05505078537098146,290.0217517305,-15.593340762050001,4.18408357987166e+18,290.02175,-15.593470000000002,0.9,0.4652953132069757,290.02175129787497,-15.593373071537501,290.02174683157,-15.59346695869,4.18408357987166e+18,1.0,0.3383483682732589,290.0217505534908,-15.593388719396252
289.26804169999997,-16.3884722,191704331623185.0,0.9,289.268080422,-16.3884979699,0.00345879620380709,219581274.0,0.16276290516483816,289.268061061,-16.38848508495,4.1839343555287967e+18,289.26807,-16.38861,0.9,0.4507526959435563,289.26806329575004,-16.3885163137125,289.26807482844,-16.38861137557,4.1839343555287967e+18,1.0,0.34453281812965386,289.268065217865,-16.388532157355417
289.3405,-15.599777800000002,191721721535592.0,0.9,,,,,,289.3405,-15.599777800000002,,,,,,289.3405,-15.599777800000002,,,,,,289.3405,-15.599777800000004
288.8025,-17.0866944,191512601705121.0,0.7,288.802491713,-17.0867123491,0.9685755712637509,219296218.0,0.07062938973387405,288.8024958565,-17.086703374549998,4.087799621507741e+18,288.80249,-17.08683,0.9,0.456296871270396,288.802494392375,-17.0867350309125,288.80248664572,-17.08682800633,4.087799621507741e+18,1.0,0.33577133027015904,288.80249310126584,-17.08675052681542
287.947125,-16.5468056,191147311632485.0,0.9,287.94713791099997,-16.5468414736,0.432828312005594,219520438.0,0.13661459233792708,287.94713145549997,-16.546823536799998,4.088073876634321e+18,287.94714,-16.546960000000002,0.9,0.492151622672269,287.94713359162495,-16.5468576526,287.94713572695,-16.54695591224,4.088073876634321e+18,1.0,0.3538114474385357,287.94713394751244,-16.546874029206666
288.7433333,-16.8358056,191458401650089.0,0.9,288.74333912099996,-16.835836984700002,0.0675720805226006,219403055.0,0.1147514356672143,288.7433362105,-16.83582129235,4.0878195501563397e+18,288.74332999999996,-16.83595,0.9,0.4638414402439605,288.743334657875,-16.8358534692625,288.74333445419,-16.835951315379997,4.0878195501563397e+18,1.0,0.35224672219546227,288.7433346239275,-16.83586977694875
289.2050833,-16.2228333,191649221613222.0,0.9,,,,,,289.2050833,-16.2228333,,,,,,289.2050833,-16.2228333,,,,,,289.2050833,-16.2228333
288.8742083,-15.851305599999998,191529811551047.0,0.9,288.874245331,-15.851329471800002,0.738742766825605,219774323.0,0.1543745414497091,288.87422681550004,-15.8513175359,4.1841576594698383e+18,288.87424,-15.85145,0.9,0.47905166036722713,288.874230111625,-15.851350651925,288.87424285593,-15.85144553996,4.1841576594698383e+18,1.0,0.3444362716345648,288.87423223567583,-15.851366466597499
288.8527083,-16.8561667,191524651651222.0,0.7,288.852749251,-16.8562010223,2.33482148463769e-23,219394517.0,0.1875458024864578,288.8527287755,-16.85618386115,4.0878071806503926e+18,288.85275,-16.85632,0.9,0.4955251643373463,288.852734081625,-16.8562178958625,288.85274632016,-16.85631623895,4.0878071806503926e+18,1.0,0.35653725365427175,288.8527361213808,-16.856234286377084
289.185,-16.2593889,191644401615338.0,0.9,289.185010753,-16.2594095746,0.9914126799277351,219629635.0,0.08319052503205682,289.1850053765,-16.259399237300002,4.183939475129978e+18,289.18501000000003,-16.259520000000002,0.9,0.4350392689993275,289.18500653237504,-16.259429427975,289.18500653973,-16.25952302212,4.183939475129978e+18,1.0,0.3369389229633192,289.18500653360087,-16.259445026999163
288.75208330000004,-16.240138899999998,191500501614245.0,0.7,288.752134356,-16.2401405422,0.99972656930272,219636808.0,0.17656654896151472,288.752108828,-16.2401397211,4.0880539823400617e+18,288.75212999999997,-16.24026,0.9,0.43914405448109844,288.752114121,-16.240169790825,288.75213025214003,-16.240256922729998,4.0880539823400617e+18,1.0,0.3185914692902705,288.75211680952333,-16.240184312809166
288.81241669999997,-17.33825,191514981720177.0,0.1,,,,,,288.81241669999997,-17.33825,,,,,,288.81241669999997,-17.33825,,,,,,288.81241669999997,-17.33825
289.5223333,-16.778833300000002,191805361646438.0,0.9,289.52235754599997,-16.7788630652,0.992690165410008,219426848.0,0.1358896527691808,289.522345423,-16.7788481826,4.183861684680804e+18,289.52235,-16.778979999999997,0.9,0.4748047912273134,289.52234656725,-16.778881136949998,289.52235206212004,-16.77897571164,4.183861684680804e+18,1.0,0.3409952490550185,289.52234748306165,-16.77889689939833
289.0776667,-16.1918056,191618641611305.0,0.7,,,,,,289.0776667,-16.1918056,,,,,,289.0776667,-16.1918056,,,,,,289.0776667,-16.1918056
289.1594583,-16.41775,191638271625039.0,0.7,,,,,,289.1594583,-16.41775,,,,,,289.1594583,-16.41775,,,,,,289.1594583,-16.41775
288.9379583,-16.3876944,191545111623157.0,0.9,288.937982649,-16.387712353599998,0.99994352013676,219581534.0,0.10606338775103341,288.9379704745,-16.387703376799998,4.0878605069654907e+18,288.93798,-16.387829999999997,0.9,0.4570291425816681,288.937972855875,-16.3877350326,288.93797658902,-16.38782669901,4.0878605069654907e+18,1.0,0.3302508566777953,288.9379734780658,-16.387750310334997
289.2416667,-16.2410278,191658001614277.0,0.7,,,,,,289.2416667,-16.2410278,,,,,,289.2416667,-16.2410278,,,,,,289.2416667,-16.2410278
289.0217917,-16.88225,191605231652561.0,0.9,289.021809102,-16.882261968199998,0.999938815836899,219383739.0,0.07382441537535644,289.021800401,-16.8822559841,4.0878267613902464e+18,289.02181,-16.882379999999998,0.9,0.44768013396143297,289.02180280075,-16.882286988075,289.02180635220003,-16.882376016320002,4.0878267613902464e+18,1.0,0.3207350998244598,289.02180339265834,-16.88230182611583
288.7885417,-15.8733611,191509251552241.0,0.9,288.788557843,-15.873359631700001,0.9354864693987891,219766926.0,0.05614816469956032,288.7885497715,-15.87336036585,4.184198788077656e+18,288.78855,-15.873479999999999,0.9,0.4306836668121312,288.78854982862504,-15.8733902743875,288.78855395813,-15.873476948050001,4.184198788077656e+18,1.0,0.312352664930483,288.7885505168759,-15.873404719997916
289.04670830000003,-16.363472199999997,191611211621485.0,0.9,289.046661166,-16.3634692856,0.635992653070439,219590752.0,0.16314691903455777,289.046684733,-16.363470742799997,4.1839367950704046e+18,289.04666000000003,-16.36358,0.9,0.4024971202823846,289.04667854975,-16.363498057099996,289.04665801967,-16.36358497908,4.1839367950704046e+18,1.0,0.3208539379324872,289.04667512807004,-16.363512544096665
288.4305833,-16.8196944,191343341649109.0,0.7,288.430599671,-16.8197373671,0.9992603488575129,219409830.0,0.1646479944378374,288.43059148550003,-16.81971588355,4.0880046117077683e+18,288.4306,-16.81985,0.9,0.48370992021317194,288.43059361412503,-16.8197494126625,288.43059653787003,-16.81984817895,4.0880046117077683e+18,1.0,0.3557013529956278,288.43059410141586,-16.819765873710416
288.7505,-16.0976944,191500121605517.0,0.1,288.750542854,-16.097698599,0.991395775849655,219688645.0,0.14899415822245987,288.75052142699997,-16.097696499500003,4.184144534049663e+18,288.75054,-16.097820000000002,0.9,0.44921896751834783,288.75052607025,-16.097727374625002,288.75054000866004,-16.09781514105,4.184144534049663e+18,1.0,0.31961610006252045,288.75052839331835,-16.097742002362505
289.036625,-15.40775,191608791524279.0,0.9,289.036612559,-15.407780467,1.50141735978008e-07,219912566.0,0.11787407382876304,289.03661877950003,-15.407765233500001,,,,,,289.03661877950003,-15.407765233500001,289.03660735192,-15.40789816205,4.184245586042699e+18,1.0,0.48018346889899094,289.036616493984,-15.40779181921
288.6173333,-16.333972199999998,191428161620023.0,0.9,288.61734868400004,-16.3339843555,0.991325235893438,219601739.0,0.0688442708405611,288.617340992,-16.33397827775,,,,,,288.617340992,-16.33397827775,288.61734463576,-16.334099260010003,4.0880575213936307e+18,1.0,0.4357180118050053,288.617341720752,-16.334002474202002
289.1042083,-16.5338333,191625011632018.0,0.7,,,,,,289.1042083,-16.5338333,,,,,,289.1042083,-16.5338333,,,,,,289.1042083,-16.5338333
288.8290417,-16.6567778,191518971639244.0,0.9,288.829048618,-16.6567941101,0.5108924959630711,219476447.0,0.06337901453770867,288.829045159,-16.65678595505,4.0878470679956096e+18,288.82903999999996,-16.6569,0.9,0.4109472005520844,288.82904386925,-16.6568144662875,288.82903888418997,-16.6569038343,4.0878470679956096e+18,0.7,0.3221839240209886,288.8290430384066,-16.656829360956248
