ID_GaiaC,RAJ2000_GaiaC,DEJ2000_GaiaC,PMem_GaiaC,PMem_Reino,RAJ2000_Reino,DEJ2000_Reino,GaiaDR1_Reino,dist_GaiaC_Reino,RAJ2000_GaiaC_Reino,DEJ2000_GaiaC_Reino,RAJ2000_Douglas,DEJ2000_Douglas,PMem_Douglas,binary_Douglas,dist_GaiaC_Reino_Douglas,RAJ2000_GaiaC_Reino_Douglas,DEJ2000_GaiaC_Reino_Douglas
4.952025566512333e+16,64.87410339674138,21.753883599402776,0.9,,,,,,64.87410339674138,21.753883599402776,64.874125,21.753883300000002,0.99,0.0,0.07224121457445756,64.8741105978276,21.75388349960185
4.97292315944201e+16,60.203191244245396,18.194000075729868,0.9,0.1916,60.203191244245396,18.1940000757299,18735.0,1.1899185777819053e-10,60.203191244245396,18.194000075729882,60.202875,18.1940694,0.99,0.0,1.1099806408880843,60.20311218318405,18.19401740679741
5.138389351545139e+16,59.80634314281168,20.428207412344648,0.9,,,,,,59.80634314281168,20.428207412344648,,,,,,59.80634314281168,20.428207412344648
1.4537337727225766e+17,66.06072311639852,21.736245800197,0.9,0.9742,66.06070637989608,21.736252240886987,1.453733729762565e+17,0.06058025645510468,66.06071474814729,21.736249020541994,66.0604167,21.736358300000003,0.99,0.0,1.0715153346988167,66.06064023611047,21.736276340406498
1.4539148485548134e+17,67.00326388687628,21.61990347695107,0.9,0.8156,67.0032638868763,21.6199034769511,20842.0,1.1507104423757561e-10,67.00326388687628,21.619903476951087,67.003,21.620005600000002,0.99,0.0,0.9566249578082756,67.00319791515722,21.619929007713313
1.4532554851651328e+17,65.84304085636344,21.379098189219764,0.9,0.9555,65.84302688718434,21.37910339606148,1.453255442204439e+17,0.05044084369231398,65.84303387177388,21.37910079264062,65.8427917,21.3791917,0.99,0.0,0.8753096200879831,65.84297332883041,21.379123519480466
1.4548462980922854e+17,66.35423669910918,22.200001623281683,0.9,0.2442,66.35423669910921,22.200001623281697,20641.0,1.4162863931704957e-10,66.3542366991092,22.20000162328169,66.3539167,22.200113899999998,0.99,1.0,1.1406178422977795,66.3541566993319,22.200029692461264
1.4529318164303834e+17,66.57707760539896,21.4704327067106,0.9,0.7493,66.57706098843813,21.47043581346105,1.4529317735036326e+17,0.05678224240776902,66.57706929691855,21.470434260085824,66.5767917,21.470522199999998,0.99,0.0,0.982408228913128,66.57699989768892,21.47045624506437
1.452931816430382e+17,66.57994902995172,21.468922573241546,0.9,,,,,,66.57994902995172,21.468922573241546,,,,,,66.57994902995172,21.468922573241546
3.3137782075943956e+18,66.81933122940974,17.241851312891928,0.9,,,,,,66.81933122940974,17.241851312891928,66.8193333,17.241852800000004,0.99,0.0,0.008907482503694096,66.8193319196065,17.24185180859462
3.313751441358252e+18,66.57935908706207,17.050600365565842,0.9,,,,,,66.57935908706207,17.050600365565842,,,,,,66.57935908706207,17.050600365565842
3.313842529024546e+18,65.85443320516596,16.777266364876553,0.9,0.9144,65.854433205166,16.7772663648766,20484.0,2.0386139815309896e-10,65.85443320516598,16.777266364876574,65.85416670000001,16.777327800000002,0.99,0.0,0.9448299820989206,65.85436657887448,16.77728172365743
3.3139477041827625e+18,66.09280567499178,17.07895547392605,0.9,0.9473,66.09279049600346,17.078958312378273,3.313947699887832e+18,0.053224702977814654,66.09279808549762,17.07895689315216,66.0925417,17.0790194,0.99,0.0,0.9105286806210421,66.09273398912322,17.07897251986412
3.313759000500605e+18,66.25102963001221,16.984897565115606,0.9,,,,,,66.25102963001221,16.984897565115606,66.25075,16.9849389,0.99,0.0,0.974190822551672,66.25093642000814,16.984911343410403
3.313978112552491e+18,66.02400512126442,17.444132532801788,0.9,0.4824,66.0240051212644,17.4441325328018,20542.0,1.0047331462318437e-10,66.02400512126441,17.444132532801795,66.0237083,17.4442111,0.99,0.0,1.0579237321766952,66.02393091594831,17.444152174601346
3.3932847523927014e+18,74.93467326743317,15.916732922854528,0.9,0.8178,74.9346732731015,15.9167329209552,23214.0,2.0780733219971918e-05,74.93467327026733,15.916732921904863,74.9344583,15.916805599999998,0.99,0.0,0.7888748851248217,74.93461952770049,15.916751091428646
1.470225416342354e+17,71.13176591192683,23.941085765331174,0.9,,,,,,71.13176591192683,23.941085765331174,,,,,,71.13176591192683,23.941085765331174
1.4711823350551898e+17,72.97230328519609,24.610122527141925,0.9,,,,,,72.97230328519609,24.610122527141925,,,,,,72.97230328519609,24.610122527141925
1.471821726831877e+17,72.30410830333453,24.80284103988696,0.9,0.9947,72.30409531101834,24.802847555821987,1.471821726831877e+17,0.04850692124285436,72.30410180717644,24.802844297854474,72.303875,24.8029694,0.99,0.0,0.8672895026480468,72.30404510538233,24.802875573390853
1.4451228786917914e+17,66.97119171970043,20.98150039134924,0.9,,,,,,66.97119171970043,20.98150039134924,,,,,,66.97119171970043,20.98150039134924
1.443777995562075e+17,68.40491913804895,21.15085115550085,0.9,0.9414,68.40490274864837,21.150857340735072,1.443777995562075e+17,0.05936155632666504,68.40491094334865,21.15085424811796,68.404625,21.1509639,0.99,0.0,1.0380362095543312,68.40483945751149,21.15088166108847
1.44338187075686e+17,68.12263137497465,20.7355042253444,0.9,,,,,,68.12263137497465,20.7355042253444,68.122625,20.7355222,0.92,0.0,0.06817549316795116,68.12262924998309,20.735510216896266
3.2385304149296343e+18,75.8295283415797,3.8403232107862224,0.9,,,,,,75.8295283415797,3.8403232107862224,75.8295,3.8403306000000006,0.92,0.0,0.10521873278942774,75.82951889438647,3.840325673857482
3.4112743088105626e+18,69.27155652177949,20.71815213943044,0.9,,,,,,69.27155652177949,20.71815213943044,69.2715417,20.71815,0.92,0.0,0.050498623947641055,69.27155158118633,20.718151426286962
6.800149993974144e+16,53.208662081651966,23.69218718177597,0.9,0.9771,53.20863742403013,23.69219247456141,6.80000181743296e+16,0.0834892281767721,53.20864975284105,23.69218982816869,53.20825,23.6922833,0.92,0.0,1.3601010903889226,53.208549814630786,23.692213196126517
6.769669470044262e+16,54.13018801001649,22.782484685781746,0.9,,,,,,54.13018801001649,22.782484685781746,,,,,,54.13018801001649,22.782484685781746
3.292227607891547e+18,69.77566281603539,7.8709884069673155,0.9,0.2541,69.77566281603539,7.8709884069673,21670.0,5.7535522118787804e-11,69.77566281603539,7.870988406967308,69.77541670000001,7.870988900000001,0.99,0.0,0.877672287422318,69.77560128702655,7.870988530225482
3.2923677956241746e+18,70.42956870239817,8.438088527432491,0.9,,,,,,70.42956870239817,8.438088527432491,,,,,,70.42956870239817,8.438088527432491
3.2923677956241746e+18,70.42901921236644,8.439259058627135,0.9,,,,,,70.42901921236644,8.439259058627135,,,,,,70.42901921236644,8.439259058627135
6.455202272533786e+16,53.543991658952564,22.072587841450407,0.9,,,,,,53.543991658952564,22.072587841450407,53.544,22.0725778,0.92,0.0,0.04561915935388386,53.543994439301706,22.072584494300273
3.273807936268126e+18,59.81237794475178,6.2278801043982766,0.9,,,,,,59.81237794475178,6.2278801043982766,59.812375,6.2278972,0.92,0.0,0.06243993315240051,59.81237696316786,6.227885802932184
3.306443434245315e+18,69.29128810793625,12.105508938966071,0.9,,,,,,69.29128810793625,12.105508938966071,69.2912917,12.1055389,0.99,0.0,0.10859828360654526,69.29128930529083,12.10551892597738
3.306634646189021e+18,68.96570509762269,12.255563535063812,0.9,,,,,,68.96570509762269,12.255563535063812,,,,,,68.96570509762269,12.255563535063812
3.3065887072183803e+18,67.81697582712616,12.200140755293884,0.9,,,,,,67.81697582712616,12.200140755293884,67.817,12.2001472,0.99,0.0,0.0881644666380402,67.81698388475077,12.200142903529255
3.306483944376793e+18,69.53942356871951,12.510831061862302,0.9,0.809,69.5394235687195,12.510831061862302,21589.0,9.441909287803305e-11,69.53942356871951,12.510831061862302,69.5391667,12.510875,0.99,0.0,0.9165223636505793,69.53935935153963,12.510842046396725
3.306592418070112e+18,68.18919575154297,12.066669590092564,0.9,,,,,,68.18919575154297,12.066669590092564,68.1892083,12.0666778,0.99,0.0,0.0531515222397973,68.18919993436198,12.066672326728375
