id_N,RAJ2000_N,DEJ2000_N,gaia_id_Gao,RAJ2000_Gao,DEJ2000_Gao,PMem_Gao,dist_N_Gao,RAJ2000_N_Gao,DEJ2000_N_Gao,EPIC_id_Gonzalez,PMem_Gonzalez,RAJ2000_Gonzalez,DEJ2000_Gonzalez,binary,dist_N_Gao_Gonzalez,RAJ2000_N_Gao_Gonzalez,DEJ2000_N_Gao_Gonzalez
238.0,132.9518,11.554342,,,,,,132.9518,11.554342,211394348.0,0.1,132.95181499999998,11.554386000000001,0.0,0.16700171430938238,132.951805,11.554356666666669
241.0,132.95797,11.555104,6.04893165221336e+17,132.95795444105,11.555135041300002,1.0,0.1244959898931738,132.957962220525,11.55511952065,211394397.0,0.9,132.958007,11.555136,0.0,0.16871341195361983,132.95797341539372,11.5551236404875
245.0,132.74618,11.554735,,,,,,132.74618,11.554735,,,,,,,132.74618,11.554735
246.0,132.69437,11.554507,5.989024761167958e+17,132.69433880513,11.55459877154,0.871,0.3482168454200952,132.694354402565,11.55455288577,211394364.0,0.5,132.694438,11.554616000000001,0.0,0.3722398738172585,132.69437530192374,11.554568664327501
251.0,132.63608,11.555193,,,,,,132.63608,11.555193,211394411.0,0.1,132.636015,11.555283,0.0,0.39690667487631365,132.63605833333332,11.555222999999998
253.0,132.76221,11.557007,6.048953255891379e+17,132.76217088517998,11.55705861418,0.999,0.23142662942140718,132.76219044259,11.55703280709,211394534.0,0.9,132.762225,11.557072999999999,0.0,0.18918853704300884,132.7621990819425,11.557042855317501
254.0,132.65046,11.556568,,,,,,132.65046,11.556568,211394499.0,0.1,132.650463,11.556616,0.0,0.1731236515462853,132.650461,11.556584
255.0,132.67479,11.557199,5.989024374620303e+17,132.67473621726998,11.55728869429,1.0,0.3744959196519398,132.67476310863498,11.557243847145,211394542.0,0.9,132.674803,11.557317,0.0,0.2985784305571734,132.67477308147625,11.557262135358748
258.0,132.8085,11.558452,6.048946383943556e+17,132.80847232803,11.55848411421,1.0,0.1512993157711598,132.808486164015,11.558468057105,211394607.0,0.9,132.808517,11.558483,0.0,0.12133515182713908,132.80849387301123,11.55847179282875
259.0,132.53757,11.557153,5.989017545623124e+17,132.5375323317,11.55722179282,0.998,0.28103990636352744,132.53755116585,11.55718739641,211394537.0,0.9,132.537562,11.55723,0.0,0.1580614535098007,132.5375538743875,11.557198047307502
261.0,132.78871,11.559123,6.048953642446259e+17,132.78867529675,11.55916031859,0.999,0.18174250479939583,132.788692648375,11.559141659295,211394644.0,0.9,132.788716,11.55916,0.0,0.10555953030556325,132.78869848628125,11.559146244471249
270.0,132.47536000000002,11.561855,,,,,,132.47536000000002,11.561855,211394826.0,0.1,132.47531899999998,11.562059,0.0,0.7485011426950557,132.47534633333336,11.561923
271.0,132.75547,11.563794,,,,,,132.75547,11.563794,,,,,,,132.75547,11.563794
278.0,132.59232,11.564834,5.989030902970618e+17,132.59227014245002,11.56493867778,0.969,0.41584763111648954,132.592295071225,11.56488633889,211395027.0,0.5,132.592329,11.564962,0.0,0.297506805647808,132.59230355341876,11.5649052541675
280.0,132.48752,11.56499,5.989048426434662e+17,132.48749158364998,11.5650738888,0.998,0.31819530062491547,132.487505791825,11.565031944400001,211395037.0,0.9,132.487529,11.565085,0.0,0.20780039661642472,132.48751159386873,11.565045208299999
282.0,132.44853999999998,11.564859,,,,,,132.44853999999998,11.564859,211395034.0,0.1,132.448567,11.565056,0.0,0.7155646406159756,132.44854899999999,11.564924666666668
285.0,132.7577,11.566935,,,,,,132.7577,11.566935,211395150.0,0.1,132.75768300000001,11.566971,0.0,0.14279710434530501,132.75769433333335,11.566947
288.0,132.7804,11.567349,6.048954286683552e+17,132.7803563092,11.5674396917,0.931,0.3610266442060595,132.7803781546,11.567394345850001,211395187.0,0.9,132.780428,11.567452000000001,0.0,0.2720005240151804,132.78039061594998,11.5674087593875
299.0,132.65007,11.570742,,,,,,132.65007,11.570742,211395397.0,0.1,132.650001,11.570921,0.0,0.6888189177707336,132.650047,11.570801666666666
306.0,132.67621,11.572633,,,,,,132.67621,11.572633,,,,,,,132.67621,11.572633
307.0,132.64081000000002,11.572526,5.989026822752326e+17,132.64075380682,11.572578268880001,0.998,0.2732832167174408,132.64078190341002,11.57255213444,,,,,,,132.64078190341002,11.57255213444
308.0,132.6145,11.572348,,,,,,132.6145,11.572348,211395492.0,0.9,132.614542,11.572469,0.0,0.46009650162419574,132.61451399999999,11.572388333333334
309.0,132.59374,11.572259,,,,,,132.59374,11.572259,211395485.0,0.1,132.593729,11.572386,0.0,0.4588429946251985,132.59373633333334,11.572301333333334
310.0,132.9097,11.574269,6.048934057395146e+17,132.90966969251002,11.574322206029999,0.999,0.21934752645758201,132.909684846255,11.574295603014999,211395606.0,0.9,132.909719,11.574363,0.0,0.2708835331658822,132.90969338469125,11.574312452261248
313.0,132.87308000000002,11.574549,6.048949132722819e+17,132.87305186835,11.57463496846,0.993,0.32500057952577344,132.873065934175,11.57459198423,211395634.0,0.5,132.87313999999998,11.574672,0.0,0.3888570657966447,132.87308445063127,11.574611988172501
315.0,132.67969,11.574000000000002,5.98902540541251e+17,132.67963953833,11.57409984595,0.722,0.40109059772967914,132.67966476916502,11.574049922975,211395586.0,0.5,132.679709,11.574109,0.0,0.26375275308437773,132.67967582687376,11.57406469223125
316.0,132.89779,11.575557,6.048963263172785e+17,132.89776438676,11.575589525669999,1.0,0.1478869394198928,132.89777719338,11.575573262835,211395699.0,0.9,132.897803,11.575582,0.0,0.09629607815096915,132.89778364503502,11.575575447126251
317.0,132.645,11.574481,5.989027166349702e+17,132.64494881046002,11.574548879560002,0.999,0.3038219721908114,132.64497440523002,11.574514939780002,211395620.0,0.9,132.645012,11.574542,0.0,0.1645292083541386,132.6449838039225,11.574521704835002
318.0,132.86746000000002,11.576402,6.048949175680115e+17,132.86743362648,11.57648551266,0.993,0.3147049965934759,132.86744681324,11.57644375633,211395765.0,0.5,132.867506,11.5765,0.0,0.2908067373211091,132.86746160993,11.576457817247501
319.0,132.411,11.574199,,,,,,132.411,11.574199,211395609.0,0.1,132.411011,11.574409,0.0,0.7569947373695236,132.4110036666667,11.574269000000001
322.0,132.87418,11.577435,,,,,,132.87418,11.577435,,,,,,,132.87418,11.577435
328.0,132.94964,11.579266,,,,,,132.94964,11.579266,211395938.0,0.1,132.94960700000001,11.579321,0.0,0.2296710872899016,132.949629,11.579284333333334
330.0,132.77324,11.578571,,,,,,132.77324,11.578571,211395887.0,0.1,132.77324199999998,11.578592,0.0,0.07592833209258015,132.77324066666665,11.578578
333.0,132.78159,11.579351,6.048954673238403e+17,132.78154971302,11.579443492589998,0.825,0.3620198083500248,132.78156985651,11.579397246294999,211395947.0,0.1,132.78163899999998,11.579455000000001,0.0,0.32045437119584197,132.78158714238248,11.579411684721249
334.0,132.61401999999998,11.578538,5.989031289518345e+17,132.61396878706998,11.578628869860001,1.0,0.3736799489797263,132.613994393535,11.57858343493,211395891.0,0.9,132.614027,11.578649,0.0,0.2625564984342488,132.61400254515124,11.5785998261975
335.0,132.76096,11.579657,,,,,,132.76096,11.579657,211395962.0,0.1,132.760944,11.579702000000001,0.0,0.17154614073412955,132.76095466666666,11.579672
336.0,132.52623,11.578531,5.98906251392996e+17,132.5261923169,11.578653758739998,0.989,0.4614817876728691,132.52621115845,11.578592379369999,211395900.0,0.5,132.52619099999998,11.578731,0.0,0.5040729143702296,132.52620611883748,11.578627034527498
337.0,132.8498,11.58062,6.048950893667063e+17,132.84977065043998,11.58065417105,1.0,0.16076906922043963,132.84978532521998,11.580637085525,211396025.0,0.9,132.849821,11.580652,1.0,0.13679255864873194,132.849794243915,11.58064081414375
345.0,132.46284,11.580093,5.989056672774444e+17,132.46281988355,11.58020289618,0.993,0.40193698224728114,132.462829941775,11.58014794809,211395992.0,0.9,132.462868,11.580241000000001,0.0,0.3608758977737591,132.46283945633124,11.5801712110675
347.0,132.86625,11.582543,6.048949132722616e+17,132.86621974742,11.58257634888,1.0,0.16061292752848236,132.86623487371,11.582559674439999,211396155.0,0.9,132.866268,11.582578999999999,0.0,0.13597287760930862,132.8662431552825,11.58256450583
350.0,132.73946999999998,11.58256,,,,,,132.73946999999998,11.58256,211396156.0,0.9,132.73947900000002,11.582619000000001,0.0,0.21475847209853588,132.739473,11.582579666666668
354.0,132.8391,11.584428,,,,,,132.8391,11.584428,211396273.0,0.1,132.839153,11.584369,0.0,0.2829317553814427,132.83911766666668,11.584408333333334
355.0,132.6054,11.583365,,,,,,132.6054,11.583365,211396214.0,0.1,132.605394,11.583458,0.0,0.33546801496721296,132.605398,11.583396
356.0,132.4567,11.582497,,,,,,132.4567,11.582497,211396162.0,0.5,132.456743,11.582697,0.0,0.7357968630806427,132.45671433333334,11.582563666666667
358.0,132.71143999999998,11.583952,,,,,,132.71143999999998,11.583952,211396255.0,0.1,132.711385,11.584091,0.0,0.5366780739753815,132.71142166666667,11.583998333333334
359.0,132.79513,11.584789,,,,,,132.79513,11.584789,211396316.0,0.1,132.795127,11.584829,0.0,0.1443881440706646,132.795129,11.584802333333334
360.0,132.85099,11.585725,,,,,,132.85099,11.585725,211396381.0,0.1,132.850991,11.585761,0.0,0.12964797440096631,132.85099033333333,11.585737
362.0,132.80745,11.585979,,,,,,132.80745,11.585979,211396420.0,0.1,132.807206,11.586404,0.0,1.755381078756361,132.80736866666666,11.586120666666666
363.0,132.87469,11.586404,6.048963950367585e+17,132.8746629624,11.58642305557,1.0,0.1174647228394276,132.8746764812,11.586413527785,211396422.0,0.9,132.87471599999998,11.586427,0.0,0.14756650991123757,132.8746863609,11.58641689583875
364.0,132.70684,11.585765,6.049073901530623e+17,132.70677997865,11.585806157939999,1.0,0.258379460516122,132.706809989325,11.58578557897,211396385.0,0.9,132.70686899999998,11.585815,1.0,0.23351212540604535,132.70682474199373,11.585792934227499
367.0,132.74108,11.587412,,,,,,132.74108,11.587412,211396493.0,0.9,132.741072,11.587439999999999,0.0,0.10467385289598163,132.74107733333335,11.587421333333333
369.0,132.45331000000002,11.585905,5.989056672774454e+17,132.45329390527002,11.58603113684,0.995,0.45762633195609964,132.453301952635,11.585968068420001,,,,,,,132.453301952635,11.585968068420001
371.0,132.82856999999998,11.588186,6.048951580861859e+17,132.828530509,11.58823716227,1.0,0.23091095675501905,132.8285502545,11.588211581134999,211396551.0,0.9,132.828559,11.588225,0.0,0.0573139315703119,132.828552440875,11.58821493585125
374.0,132.72816,11.588497,6.049073557933221e+17,132.72810896458,11.58855505677,1.0,0.2758196192107295,132.72813448229,11.588526028385001,211396570.0,0.9,132.728173,11.588574000000001,0.0,0.21971860868742743,132.72814411171748,11.58853802128875
376.0,132.94268,11.590267,,,,,,132.94268,11.590267,211396700.0,0.1,132.942753,11.590355,0.0,0.4082135067721809,132.94270433333335,11.590296333333335
381.0,132.83075,11.591814,,,,,,132.83075,11.591814,211396798.0,0.1,132.830725,11.591861,0.0,0.1907920138773186,132.83074166666665,11.591829666666667
383.0,132.45826,11.59036,,,,,,132.45826,11.59036,211396714.0,0.1,132.458287,11.59048,0.0,0.44236914890701273,132.458269,11.5904
384.0,132.7604,11.592365,,,,,,132.7604,11.592365,,,,,,,132.7604,11.592365
387.0,132.3762,11.59052,,,,,,132.3762,11.59052,,,,,,,132.3762,11.59052
390.0,132.73197,11.593157,6.04907454576711e+17,132.73191500325,11.59318254183,1.0,0.21464201856203416,132.73194250162499,11.593169770915,211396893.0,0.9,132.731962,11.593181,0.0,0.07976457712696694,132.73194737621873,11.593172578186252
391.0,132.43461000000002,11.592105,,,,,,132.43461000000002,11.592105,211396825.0,0.1,132.434618,11.59233,0.0,0.810491177107971,132.43461266666668,11.592179999999999
394.0,132.45203999999998,11.592368,,,,,,132.45203999999998,11.592368,,,,,,,132.45203999999998,11.592368
395.0,132.40902,11.592983,,,,,,132.40902,11.592983,211396891.0,0.9,132.40905800000002,11.593155,0.0,0.6335354064684078,132.40903266666666,11.593040333333335
396.0,132.37595,11.593057,,,,,,132.37595,11.593057,211396899.0,0.1,132.376024,11.593253,0.0,0.7523125804449547,132.37597466666668,11.593122333333334
399.0,132.75718,11.59588,,,,,,132.75718,11.59588,211397075.0,0.1,132.75722,11.596007,0.0,0.4784663137783249,132.75719333333333,11.595922333333334
400.0,132.53877,11.59489,5.989062900477734e+17,132.53872243223,11.59497960703,0.999,0.36359474986016915,132.538746216115,11.594934803514999,211397013.0,0.9,132.53878600000002,11.595008,0.0,0.29852972729667954,132.53875616208626,11.594953102636248
403.0,132.77972,11.596806,6.048960514393908e+17,132.77967337311,11.59684019425,0.936,0.20540385125636573,132.77969668655498,11.596823097125,211397127.0,0.9,132.779706,11.596836,0.0,0.05688902448359034,132.77969901491625,11.59682632284375
404.0,132.68176,11.596711,,,,,,132.68176,11.596711,211397125.0,0.1,132.68162,11.596822,0.0,0.6351624577615059,132.68171333333333,11.596748
410.0,132.89245,11.599841,,,,,,132.89245,11.599841,211397333.0,0.1,132.892435,11.599911,0.0,0.2574919451231295,132.89244499999998,11.599864333333334
412.0,132.77723999999998,11.59966,6.048960514393911e+17,132.77719235976002,11.59969149938,1.0,0.20269130329072568,132.77721617987999,11.59967574969,211397319.0,0.9,132.777248,11.59971,0.0,0.16671799261761486,132.77722413491,11.5996843122675
413.0,132.77947,11.600257,,,,,,132.77947,11.600257,,,,,,,132.77947,11.600257
417.0,132.92582,11.602227,6.048964981159593e+17,132.92578265672,11.602283244619999,0.996,0.24153753244727202,132.92580132836,11.602255122309998,,,,,,,132.92580132836,11.602255122309998
422.0,132.91148,11.602798,6.048964637562246e+17,132.91145516209,11.602881154419999,0.999,0.31190678615451267,132.911467581045,11.602839577209998,,,,,,,132.911467581045,11.602839577209998
423.0,132.83472,11.602514,6.048959483601659e+17,132.83468301999,11.60257058599,0.994,0.2418755164394171,132.834701509995,11.602542292995,211397501.0,0.9,132.834703,11.602608,0.0,0.23660356926553971,132.83470188249623,11.602558719746252
424.0,132.90659,11.602951,,,,,,132.90659,11.602951,211397528.0,0.1,132.906579,11.603006,0.0,0.2017640293127962,132.9065863333333,11.602969333333334
425.0,132.87726,11.602727,6.048966355549247e+17,132.87722596806998,11.602763099379999,0.996,0.1768947848328431,132.87724298403498,11.60274504969,211397512.0,0.9,132.877289,11.602786,0.0,0.21923800344946243,132.87725448802624,11.6027552872675
427.0,132.88397,11.60346,6.04896635554923e+17,132.88394234323,11.60347458624,1.0,0.11076718092250303,132.883956171615,11.603467293120001,211397558.0,0.9,132.883994,11.603473,0.0,0.13497181698055566,132.88396562871125,11.60346871984
429.0,132.54433999999998,11.602254,,,,,,132.54433999999998,11.602254,211397488.0,0.1,132.544318,11.60237,0.0,0.4247454329548102,132.54433266666663,11.602292666666665
430.0,132.86516,11.604219,,,,,,132.86516,11.604219,,,,,,,132.86516,11.604219
434.0,132.94195,11.604879,,,,,,132.94195,11.604879,211397684.0,0.1,132.942014,11.605087,0.0,0.7820725443428459,132.94197133333333,11.604948333333333
435.0,132.87062,11.604814,,,,,,132.87062,11.604814,,,,,,,132.87062,11.604814
444.0,132.92943,11.607977,6.04896498115956e+17,132.92939774183,11.6080042229,0.998,0.15014827788168053,132.929413870915,11.607990611449999,211397877.0,0.9,132.929457,11.608008,0.0,0.16446793755822534,132.92942465318623,11.607994958587499
445.0,132.92297,11.608149,,,,,,132.92297,11.608149,,,,,,,132.92297,11.608149
447.0,132.96085,11.609404,,,,,,132.96085,11.609404,,,,,,,132.96085,11.609404
448.0,132.68344,11.608102,6.049076607352247e+17,132.68338299583002,11.608182119619999,0.994,0.35156839642647325,132.68341149791502,11.60814205981,,,,,,,132.68341149791502,11.60814205981
450.0,132.44931,11.607386,,,,,,132.44931,11.607386,211397837.0,0.9,132.449329,11.607522,0.0,0.49416324737496553,132.44931633333331,11.607431333333333
451.0,132.73397,11.609901,,,,,,132.73397,11.609901,,,,,,,132.73397,11.609901
454.0,132.94744,11.612124,,,,,,132.94744,11.612124,211398141.0,0.1,132.947404,11.612144,0.0,0.14594399654540854,132.947428,11.612130666666667
455.0,132.73203,11.611202,,,,,,132.73203,11.611202,,,,,,,132.73203,11.611202
459.0,132.96623,11.613149,,,,,,132.96623,11.613149,,,,,,,132.96623,11.613149
462.0,132.72628,11.612283,,,,,,132.72628,11.612283,211398149.0,0.1,132.726239,11.612308,0.0,0.17030287225533866,132.72626633333334,11.612291333333333
463.0,132.9275,11.613658,6.048968760730775e+17,132.92746424081002,11.61369693507,1.0,0.18853957895449758,132.92748212040502,11.613677467534998,211398233.0,0.9,132.927479,11.613699,0.0,0.07829394788050685,132.92748134030376,11.613682850651248
465.0,132.90422,11.614303,6.048965668354399e+17,132.90418478306,11.61433602898,1.0,0.17193076505140936,132.90420239153002,11.614319514489999,211398269.0,0.9,132.90424,11.614341,0.0,0.15352627659747195,132.9042117936475,11.6143248858675
467.0,132.88166,11.614848,,,,,,132.88166,11.614848,,,,,,,132.88166,11.614848
468.0,132.49233999999998,11.612801,,,,,,132.49233999999998,11.612801,211398182.0,0.1,132.492411,11.612900999999999,0.0,0.4385020926832373,132.49236366666665,11.612834333333332
469.0,132.78092,11.614841,6.048961502228411e+17,132.78087241697,11.61486234439,1.0,0.18454878634619623,132.780896208485,11.614851672195,211398314.0,0.9,132.780912,11.614871,1.0,0.08911929297363003,132.78090015636374,11.61485650414625
471.0,132.67675,11.614624,6.049084166505198e+17,132.67668485993,11.61468045983,0.975,0.3067180937039579,132.67671742996498,11.614652229914999,,,,,,,132.67671742996498,11.614652229915
472.0,132.67496,11.614578,6.04908416649385e+17,132.67489139118,11.614602686589999,1.0,0.2577409825295199,132.67492569559,11.614590343295,,,,,,,132.67492569559,11.614590343295
474.0,132.84628,11.615853,,,,,,132.84628,11.615853,211398385.0,0.1,132.846265,11.615919,0.0,0.24341639349934835,132.846275,11.615875
475.0,132.81755,11.615802,,,,,,132.81755,11.615802,,,,,,,132.81755,11.615802
476.0,132.83778999999998,11.615971,,,,,,132.83778999999998,11.615971,,,,,,,132.83778999999998,11.615971
477.0,132.96263000000002,11.617397,,,,,,132.96263000000002,11.617397,,,,,,,132.96263000000002,11.617397
478.0,132.88143,11.616933,,,,,,132.88143,11.616933,,,,,,,132.88143,11.616933
479.0,132.85988,11.616792,,,,,,132.85988,11.616792,,,,,,,132.85988,11.616792
480.0,132.65084,11.615962,5.989036744126264e+17,132.65078521272,11.61604035554,0.999,0.34189658295742337,132.65081260635998,11.616001177769999,,,,,,,132.65081260635998,11.616001177769997
484.0,132.90703,11.617696,6.048965668354385e+17,132.90699913033,11.61770253136,0.99,0.11136457264233975,132.907014565165,11.61769926568,211398504.0,0.9,132.907059,11.617786,1.0,0.34935257672666964,132.90702567387376,11.61772094926
486.0,132.95911,11.618776,,,,,,132.95911,11.618776,,,,,,,132.95911,11.618776
487.0,132.80662,11.6181,,,,,,132.80662,11.6181,211398530.0,0.1,132.806597,11.618138,0.0,0.15903467446911065,132.80661233333333,11.618112666666667
