130.815583,20.333611,,212004731,3.96,2,3.96,2,1.71694,0.001921,-2.82,4.55,,11.943,0.703,6196.83,6.61438260802778E+017,NYYNN
130.089167,19.181694,,211930461,14.59,2,14.59,2,-0.000313,0.019007,-11.02,7.48,,13.977,1.754,4019.6,6.61211147230556E+017,YYYNN
130.281097,21.915726, 2MASS J08410747+2154567,212094548,6.6,2,6.6,2,-0.075211,0.090267,,,0.87,18.41,3.251,3097.71,6.65178391340403E+017,NYY-Y
129.979355,20.065041, 2MASS J08395507+2003542,211988287,3.29,2,3.29,2,0.110128,0.001432,-1.14,0.26,,9.991,0.645,6395.48,6.64327433763175E+017,YYYYY
130.002548,19.806503, 2MASS J08400063+1948235,211971871,2.99,K,2.99,K,0.097828,0.002062,,,,10.162,0.676,6289.11,6.61311752544249E+017,YYY-Y
130.005325,20.135639, 2MASS J08400130+2008082,211992776,1.18,2,1.18,2,0.024055,0.001131,,,,9.565,0.588,6597.7,6.64328915529295E+017,YYY-Y
130.092957,20.106712, 2MASS J08402232+2006244,211990908,2.59,K,2.59,K,-0.030625,0.001887,-0.39,0.71,,9.957,0.663,6333.77,6.61419259867455E+017,YYNYN
130.07338,19.787514, 2MASS J08401763+1947152,211970750,6.69,K,6.69,K,-0.659861,0.002195,,,9.08,9.816,0.746,6054.54,6.6131079046851E+017,-NY-Y
130.357651,19.943529, 2MASS J08412585+1956370,211980688,6.6,K,6.6,K,0.032036,0.00164,-1.28,0.38,,10.579,0.758,6014.5,6.61401122222444E+017,YYYYY
129.601196,20.106018, 2MASS J08382430+2006217,211990866,4.3,K,4.3,K,-0.076144,0.001612,-0.86,0.64,,10.405,0.747,6051.6,6.64337230586013E+017,YYYYN
130.1064,19.475754, 2MASS J08402555+1928329,211950227,13.15,D,1.78,16,0.002278,0.001273,0.25,0.76,,9.742,0.621,6478.99,6.61243307945544E+017,YYYYY
129.876678,20.069052, 2MASS J08393043+2004087,211988531,7.02,D,7.02,D,-0.713023,0.002802,-0.32,0.79,,10.141,0.813,5840.69,6.64326922664483E+017,YNYYY
130.218842,19.483215, 2MASS J08405253+1928596,211950703,4.02,K,4.02,K,0.077491,0.001131,-1.21,0.32,,10.172,0.681,6271.69,6.61242861268937E+017,YYYYN
130.132675,20.201668, 2MASS J08403185+2012060,211996831,8.79,K,8.79,K,-0.024308,0.002332,-0.01,0.76,,11.339,0.91,5550.63,6.64422683254834E+017,YYNYY
130.132004,19.850277, 2MASS J08403169+1951011,211974702,8.43,K,8.43,K,-0.027146,0.002915,-0.29,0.5,,11.431,0.929,5495.69,6.61317250102375E+017,YYYYY
130.201324,19.92189, 2MASS J08404833+1955189,211979334,7.43,D,7.43,D,-0.006254,0.00236,-0.03,1,,10.863,0.816,5832.3,6.6131948348536E+017,YYYYY
130.289948,19.855177, 2MASS J08410961+1951187,211975006,6.04,K,6.04,K,-0.757543,0.00255,,,,10.518,0.892,5601.27,6.6130631940742E+017,YNY-N
130.292938,19.818607, 2MASS J08411031+1949071,211972627,9.01,K,9.01,K,-0.057083,0.001844,10.9,3.72,0.18,11.311,0.911,5547.76,6.6130288773182E+017,YYYNN
129.708313,20.067602, 2MASS J08385001+2004036,211988454,8.44,2,8.44,2,0.088354,0.001,-7.3,6.62,,10.658,0.762,6001.88,6.64324684984106E+017,YYNNN
129.366394,19.56251, 2MASS J08372794+1933452,211955820,3.62,2,3.62,2,-0.629407,0.002404,-0.46,0.41,0.38,9.594,0.702,6198.51,6.64282667321547E+017,YNNYY
130.094635,19.464767, 2MASS J08402271+1927532,211949471,6.52,K,6.52,K,0.047547,0.002163,1.12,0.49,,10.545,0.75,6042.46,6.61243273585808E+017,YYYYY
129.444122,19.438337, 2MASS J08374660+1926181,211947686,5.95,K,5.95,K,0.028615,0.003,0.01,0.6,,10.504,0.746,6054.86,6.61277461525419E+017,YYYYY
130.228638,19.935173, 2MASS J08405488+1956067,211980170,9.13,2,9.13,2,-0.062024,0.003523,0.52,0.76,,11.877,1.038,5204.55,6.61319547906689E+017,YYYYY
130.362366,19.542458, 2MASS J08412698+1932330,211954550,3.59,2,3.59,2,0.005682,0.001204,-0.74,0.67,,9.717,0.616,6495.62,6.61247671632285E+017,YYNYY
130.176987,19.565998, 2MASS J08404249+1933576,211956059,8.37,K,8.37,K,-0.004191,0.002,-0.97,0.3,0.07,11.168,0.872,5659.8,6.61292511090873E+017,YYYYY
129.940613,19.366978, 2MASS J08394575+1922012,211942823,5.9,D,5.9,D,0.017074,0.002062,-2.48,0.69,,10.518,0.75,6040.83,6.61264439184662E+017,YYYNY
130.291718,19.508915, 2MASS J08411002+1930322,211952381,2.9,K,2.9,K,-0.00532,0.001414,-0.74,0.82,,9.982,0.663,6333.42,6.612442700182E+017,YYYYY
129.812454,20.21077, 2MASS J08391500+2012388,211997380,8.34,K,8.34,K,-0.031509,0.001921,-0.83,1,,11.136,0.871,5662.47,6.64344824088164E+017,YYYYN
130.199905,19.658932, 2MASS J08404799+1939322,,7.21,K,7.21,K,-0.548155,0.00172,,,0.57,10.818,0.91,5550.05,6.61293537585523E+017,NN--Y
130.774673,19.437584, 2MASS J08430594+1926153,211947631,4.74,2,4.74,2,-1.0348,0.002408,-1.26,2.61,0.28,9.773,0.804,5867.24,6.61043746583366E+017,YNYNY
129.80069,19.11561, 2MASS J08391218+1906562,211926132,5.58,K,5.58,K,0.048431,0.002335,-0.54,0.99,,10.447,0.732,6098.54,6.61207024061875E+017,YYYYY
130.482788,19.689671, 2MASS J08415587+1941230,,8.06,K,8.06,K,-0.049445,0.00178,-2.28,0.34,,10.896,0.829,5790.28,6.61253478428046E+017,YY-NY
129.533661,20.439548, 2MASS J08380808+2026223,212011152,8.97,K,8.97,K,-0.038815,0.002195,-2.23,0.89,,11.519,0.95,5437.29,6.64401960036153E+017,YYYNY
130.416687,20.672161, 2MASS J08414001+2040199,212025163,1.06,2,1.06,2,0.034343,0.000922,-0.64,0.52,,9.523,0.579,6629.79,6.64464808293984E+017,YYNYY
130.015259,19.916523, 2MASS J08400367+1954595,211978983,1.37,2,1.37,2,-0.69409,0.015,,,0.38,16.311,2.851,3474.47,6.61321304551504E+017,YNY-Y
