340,HIP20815, 04273587+1535211,,7.3,6.14,,,,,,,,,,, R,,,,,,5.87,3.31270937921302E+018, True, True, YYYY,1.2,1.22,6158.4248,0.376357,-0.02856,0.00158
233,HIP20237, 04201294+1914005,,7.32,6.12,,,,,,,,,,, R,,,,,,5.45,4.82034874114275E+016, True, False, YYYY,1.2,1.21,6088.7943,0.399975,-0.04412,0.0013
323,, 04260584+1531275,,7.37,6.14,,,,,,,,,,, R,,,,,,4.83,3.31275188220946E+018, False, True, NYNY,1.2,1.19,6085.174,5.0355,0.05383,0.00122
344,HIP20826, 04274607+1144110,,7.38,6.16,,,,,,,,,,, K,,,,,5.14,,3.30692295875377E+018, True, True, YYYY,1.21,1.2,6075.6424,0.876042,0.01958,0.00269
468,HIP21543, 04373196+1508473,,7.41,5.99,,,,,,,,,,, K,,,,,6.28,,3.30949371572208E+018, False, False, NNNY,1.2,1.27,5849.5496,3.21018,-0.47339,0.00135
284,HIP20553, 04241244+1445295,,7.44,6.01,,,,,,,,,,, R,,,,,,6.77,3.31115122950093E+018, False, False, NNNY,1.22,1.33,5853.9195,4.15319,-0.56103,0.00248
574,HIP22505, 04503379+1505004,,7.52,6.04,,,,,,,,,,, K,,,,,8.61,,3.40481268513262E+018, True, True, YNNY,1.19,1.24,5540.4252,1.23492,-0.81862,0.00234
293,HIP20577, 04242831+1653103,,7.66,6.29,,,,,,,,,,, K,,,,,7.84,,3.31366289631249E+018, True, True, YYNY,1.2,1.18,5896.6122,1.66253,-0.03232,0.00275
360,HIP20899, 04284827+1717079,,7.69,6.4,,,,,,,,,,, R,,,,,,7.38,3.3141099165089E+018, True, True, YYNY,1.17,1.15,5917.4886,0.933401,0.01043,0.00402
137,HIP19148, 04061614+1541532,,7.7,6.45,,,,,,,,,,, K,,,,,7.47,,4.53670566507533E+016, True, True, YYYY,1.14,1.15,5954.7483,0.480812,0.04243,0.00284
440,HIP21317, 04343529+1530166,,7.78,6.45,,,,,,,,,,, K,,,,,8.93,,3.31257568547139E+018, True, True, YYYY,1.07,1.14,5856.7311,0.505169,0.00424,0.00177
329,HIP20719, 04262460+1651118,,7.89,6.44,,,,,,,,,,, K,,,,,8.11,,3.31374371041714E+018, False, True, NYNY,1.13,1.19,5745.7923,6.02491,-0.27198,0.00227
177,HIP19793, 04143228+2334298,211037886,7.87,6.52,,,,,,,,,,, K,,,,,8.38,,1.49005270337202E+017, True, True, YYYY,1.11,1.1,5769.2557,0.416677,-0.01492,0.00156
320,HIP20686, 04255172+1851505,,7.36,5.89,,,,,,,,,,, K,,,,,7.96,,4.79124604273176E+016, False, False, -NN-,1.23,,5661.707,,,0.00227
330,HIP20741, 04264010+1644488,,7.92,6.55,,,,,,,,,,, K,,,,,8.68,,3.31368942203065E+018, True, True, YYNY,1.11,1.09,5744.5773,1.33544,-0.00622,0.00163
530,HIP22203, 04463036+1528194,,8.14,6.74,,,,,,,,,,, D,,,,7.95,,,3.30900660200784E+018, True, True, YYNY,1.12,1.07,5739.4185,0.623104,0.02477,0.00216
205,HIP20019, 04173893+1656521,,8.12,6.4,,,,,,,,,,, K,,,,,5.52,,4.57885475598505E+016, True, True, -NN-,1.16,1.16,5345.6428,,-0.57466,0.0048
227,HIP20146, 04190798+1731291,,8.27,6.79,,,,,,,,,,, K,,,,,8.96,,4.73450093482034E+016, True, True, YYYY,1.05,1.05,5578.1419,0.78331,-0.01625,0.00278
436,HIP21280, 04335852+1509491,,8.27,6.47,,,,,,,,,,, K,,,,,8.65,,3.30954017008883E+018, False, False, NNNY,1.05,1.17,5178.9562,4.19411,-0.78906,0.00241
358,HIP20890, 04283719+1944265,,8.44,6.91,,,,,,,,,,, K,,,,,11.48,,4.80614098936213E+016, True, True, YYNY,1.04,1.04,5513.6335,1.14415,-0.03676,0.00212
225,HIP20130, 04185795+1954241,,8.38,6.92,,,,,,,,,,, R,,,,,,9.39,4.90055811441188E+016, True, True, YYYY,0.99,1.03,5517.6092,0.304782,0.02043,0.00205
421,, 04325943+1549084,,8.47,6.94,,,,,,,,,,, K,,,,,9.8,,3.31264488598435E+018, True, True, YYNY,1.03,1.02,5501.7366,0.578177,0.04984,0.00262
388,, 04303486+1544023,,8.59,6.82,,,,,,,,,,, D,,,,8.73,,,3.31263162312527E+018, False, True, NNNN,1.05,1.16,5117.8812,4.65014,-0.79633,0.00219
266,HIP20480, 04232231+2122448,210899260,8.67,7.12,9.13,0.181,0,0.008171,,,, N,Y,Y,3,,,,,,,1.45325548516513E+017, True, True, YYNY,1.02,1.02,5483.415,0.587305,0.04003,0.00206
62,HIP16529, 03325006+2341318,,8.59,6.91,,,,,,,,,,, K,,,,,9.39,,6.80014999397414E+016, True, True, YYNY,1.01,0.99,5213.0331,0.750035,-0.0237,0.00334
420,, 04325009+1600210,,8.62,6.77,,,,,,,,,,, R,,,,,,9.36,3.31265251384624E+018, False, True, -NN-,1.04,1.06,5032.9873,,-0.57792,0.00184
374,HIP20951, 04293159+1753355,210666330,8.74,7.05,10.69,0.2669,1,0.009179,,,, M,Y,Y, K,,,,,9.55,,3.31421302578705E+018, True, True, YYYY,0.92,1,5286.0564,0.280265,0.00392,0.00184
