object,ra,dec,k2campaign,fpa_module,Vmag,Jmag,Hmag,Kmag,ndet,best_aperture_im,best_aperture_ep,best_aperture_tf,bestaper_lcurl,full_lcurl,plot_bestaper_IMLC,plot_bestaper_EPLC,plot_bestaper_TFLC
2MASS J06091426+2415309,92.309369,24.258633,0,24,None,15.246,14.942,14.847,1387,7,7,7,http://k2.hatsurveys.org/archive/K2.0/module-24/06091426+2415309-378efa99ffc91b31ffa0cc8950b4eeaadf2cf3116c103f7c0a7e4f26-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091426+2415309-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091426+2415309-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091426+2415309-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091426+2415309-24-TF-bestaper-k2lc.png
2MASS J06091431+2424507,92.309597,24.414129,0,24,15.849,14.332,13.695,13.562,1386,8,0,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091431+2424507-3085d4a9724256aea56e58b444d3e0c71fa844014900533dc8b17fd9-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091431+2424507-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091431+2424507-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091431+2424507-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091431+2424507-24-TF-bestaper-k2lc.png
2MASS J06091432+2409131,92.309679,24.153614,0,24,16.152,14.611,14.366,14.174,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091432+2409131-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091432+2409131-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091432+2409131-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091432+2409131-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091432+2409131-24-TF-bestaper-k2lc.png
2MASS J06091434+2401385,92.309764,24.027395,0,24,None,14.938,14.568,14.336,1387,3,3,3,http://k2.hatsurveys.org/archive/K2.0/module-24/06091434+2401385-ec71212af05e0ac7b3d6adb9fed85bc7d1f5d85f880909177cd76a8a-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091434+2401385-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091434+2401385-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091434+2401385-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091434+2401385-24-TF-bestaper-k2lc.png
2MASS J06091453+2414022,92.310546,24.233967,0,24,None,14.216,13.615,13.479,1387,3,3,3,http://k2.hatsurveys.org/archive/K2.0/module-24/06091453+2414022-ec71212af05e0ac7b3d6adb9fed85bc7d1f5d85f880909177cd76a8a-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091453+2414022-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091453+2414022-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091453+2414022-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091453+2414022-24-TF-bestaper-k2lc.png
2MASS J06091455+2408259,92.310601,24.14059,0,24,16.156,14.148,13.747,13.655,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091455+2408259-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091455+2408259-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091455+2408259-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091455+2408259-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091455+2408259-24-TF-bestaper-k2lc.png
2MASS J06091456+2412582,92.310623,24.216133,0,24,None,13.882,13.264,13.122,1387,3,3,3,http://k2.hatsurveys.org/archive/K2.0/module-24/06091456+2412582-ec71212af05e0ac7b3d6adb9fed85bc7d1f5d85f880909177cd76a8a-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091456+2412582-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091456+2412582-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091456+2412582-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091456+2412582-24-TF-bestaper-k2lc.png
2MASS J06091458+2420570,92.310754,24.349207,0,24,13.371,12.174,11.949,11.89,1387,2,2,2,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2420570-ec7a41ffd07deb0f7907c36a454712d43af34999ed69def2287cd845-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2420570-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2420570-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2420570-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2420570-24-TF-bestaper-k2lc.png
2MASS J06091458+2419499,92.310777,24.330555,0,24,14.81,13.303,12.966,12.872,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2419499-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2419499-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2419499-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2419499-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091458+2419499-24-TF-bestaper-k2lc.png
2MASS J06091463+2408550,92.310779,24.148569,0,24,None,15.11,14.635,14.425,1386,6,4,6,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2408550-9008ada4d3df09fe739364791a1e30302a2aed6bdd7094908b214f8d-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2408550-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2408550-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2408550-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2408550-24-TF-bestaper-k2lc.png
UCAC4-571-024634,92.310791,24.107228,0,24,None,None,None,None,1391,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024634-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024634-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024634-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024634-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024634-24-TF-bestaper-k2lc.png
2MASS J06091463+2400048,92.310974,24.001357,0,24,15.195,13.661,13.309,13.18,1387,7,7,7,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2400048-378efa99ffc91b31ffa0cc8950b4eeaadf2cf3116c103f7c0a7e4f26-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2400048-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2400048-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2400048-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091463+2400048-24-TF-bestaper-k2lc.png
2MASS J06091470+2411147,92.311329,24.187444,0,24,None,14.86,14.631,14.483,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091470+2411147-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091470+2411147-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091470+2411147-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091470+2411147-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091470+2411147-24-TF-bestaper-k2lc.png
2MASS J06091482+2429103,92.311714,24.486197,0,24,16.21,14.39,13.798,13.729,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091482+2429103-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091482+2429103-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091482+2429103-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091482+2429103-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091482+2429103-24-TF-bestaper-k2lc.png
2MASS J06091485+2431544,92.311846,24.531725,0,24,None,13.263,12.495,12.33,1388,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091485+2431544-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091485+2431544-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091485+2431544-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091485+2431544-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091485+2431544-24-TF-bestaper-k2lc.png
2MASS J06091484+2431231,92.311849,24.523096,0,24,None,13.338,12.952,12.893,1388,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091484+2431231-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091484+2431231-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091484+2431231-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091484+2431231-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091484+2431231-24-TF-bestaper-k2lc.png
2MASS J06091491+2405497,92.312107,24.097176,0,24,13.308,11.935,11.658,11.576,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091491+2405497-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091491+2405497-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091491+2405497-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091491+2405497-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091491+2405497-24-TF-bestaper-k2lc.png
2MASS J06091492+2426128,92.31214,24.436875,0,24,None,12.397,11.72,11.579,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2426128-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2426128-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2426128-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2426128-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2426128-24-TF-bestaper-k2lc.png
2MASS J06091492+2431293,92.312191,24.524831,0,24,None,13.718,13.553,13.502,1388,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2431293-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2431293-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2431293-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2431293-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091492+2431293-24-TF-bestaper-k2lc.png
2MASS J06091494+2415020,92.312259,24.250556,0,24,11.946,11.42,11.345,11.31,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091494+2415020-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091494+2415020-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091494+2415020-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091494+2415020-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091494+2415020-24-TF-bestaper-k2lc.png
2MASS J06091502+2424095,92.312574,24.402984,0,24,None,16.443,15.819,15.934,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091502+2424095-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091502+2424095-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091502+2424095-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091502+2424095-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091502+2424095-24-TF-bestaper-k2lc.png
2MASS J06091506+2432096,92.312774,24.536027,0,24,None,11.38,10.758,10.54,1388,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432096-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432096-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432096-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432096-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432096-24-TF-bestaper-k2lc.png
2MASS J06091506+2432525,92.312793,24.547943,0,24,14.577,12.977,12.585,12.503,1388,8,7,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432525-7354e16033de5e9706b6ddf078273b37fe247840d956157f08678b0e-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432525-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432525-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432525-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091506+2432525-24-TF-bestaper-k2lc.png
2MASS J06091511+2411034,92.312981,24.184317,0,24,None,13.738,13.387,13.3,1386,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06091511+2411034-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091511+2411034-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091511+2411034-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091511+2411034-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091511+2411034-24-TF-bestaper-k2lc.png
2MASS J06091516+2404473,92.313157,24.079843,0,24,13.973,12.749,12.508,12.45,1387,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2404473-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2404473-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2404473-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2404473-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2404473-24-TF-bestaper-k2lc.png
2MASS J06091516+2424431,92.313171,24.411959,0,24,None,13.205,12.748,12.62,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2424431-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2424431-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2424431-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2424431-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091516+2424431-24-TF-bestaper-k2lc.png
2MASS J06091531+2425214,92.313801,24.422594,0,24,None,13.017,12.694,12.743,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091531+2425214-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091531+2425214-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091531+2425214-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091531+2425214-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091531+2425214-24-TF-bestaper-k2lc.png
2MASS J06091540+2427368,92.314153,24.460233,0,24,None,14.881,14.541,14.449,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091540+2427368-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091540+2427368-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091540+2427368-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091540+2427368-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091540+2427368-24-TF-bestaper-k2lc.png
2MASS J06091544+2415293,92.314352,24.258139,0,24,10.182,9.918,9.957,9.931,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091544+2415293-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091544+2415293-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091544+2415293-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091544+2415293-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091544+2415293-24-TF-bestaper-k2lc.png
2MASS J06091548+2417068,92.314508,24.285251,0,24,None,14.278,14.112,14.052,1387,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091548+2417068-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091548+2417068-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091548+2417068-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091548+2417068-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091548+2417068-24-TF-bestaper-k2lc.png
2MASS J06091557+2410422,92.314885,24.178395,0,24,15.459,13.518,13.031,12.862,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091557+2410422-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091557+2410422-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091557+2410422-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091557+2410422-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091557+2410422-24-TF-bestaper-k2lc.png
2MASS J06091559+2425096,92.31497,24.419364,0,24,9.1,8.745,8.725,8.709,1386,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091559+2425096-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091559+2425096-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091559+2425096-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091559+2425096-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091559+2425096-24-TF-bestaper-k2lc.png
2MASS J06091568+2415096,92.315318,24.252689,0,24,None,12.666,11.998,11.789,1387,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091568+2415096-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091568+2415096-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091568+2415096-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091568+2415096-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091568+2415096-24-TF-bestaper-k2lc.png
2MASS J06091569+2430486,92.31539,24.513507,0,24,15.289,13.685,13.233,13.216,1388,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06091569+2430486-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091569+2430486-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091569+2430486-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091569+2430486-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091569+2430486-24-TF-bestaper-k2lc.png
UCAC4-573-024910,92.315416,24.405026,0,24,None,None,None,None,1385,2,1,2,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-573-024910-43f9d1202b0eebdbb91ec8f8ecaa4c00f257e8281adce24ffa1244e2-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-573-024910-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-573-024910-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-573-024910-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-573-024910-24-TF-bestaper-k2lc.png
2MASS J06091571+2420485,92.315493,24.346852,0,24,None,13.423,12.927,12.863,1387,1,1,1,http://k2.hatsurveys.org/archive/K2.0/module-24/06091571+2420485-ca571b3064d0c8d610cef8bedc2e632d37ecc9eef228de37ba6fa8da-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091571+2420485-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091571+2420485-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091571+2420485-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091571+2420485-24-TF-bestaper-k2lc.png
2MASS J06091577+2422436,92.315726,24.378804,0,24,13.901,12.381,12.034,11.987,1386,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06091577+2422436-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091577+2422436-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06091577+2422436-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091577+2422436-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06091577+2422436-24-TF-bestaper-k2lc.png
