object,ra,dec,k2campaign,fpa_module,Vmag,Jmag,Hmag,Kmag,ndet,best_aperture_im,best_aperture_ep,best_aperture_tf,bestaper_lcurl,full_lcurl,plot_bestaper_IMLC,plot_bestaper_EPLC,plot_bestaper_TFLC
2MASS J06072163+2405076,91.840145,24.085444,0,24,None,14.694,13.365,13.228,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072163+2405076-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072163+2405076-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072163+2405076-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072163+2405076-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072163+2405076-24-TF-bestaper-k2lc.png
2MASS J06072174+2406259,91.840509,24.107179,0,24,None,14.141,13.644,13.421,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072174+2406259-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072174+2406259-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072174+2406259-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072174+2406259-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072174+2406259-24-TF-bestaper-k2lc.png
2MASS J06072173+2407076,91.840542,24.118742,0,24,None,13.851,13.491,13.305,1390,6,7,6,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2407076-5891cb66b962f419f8eb4e2249394b53b2f809f37879f73fc5129b1b-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2407076-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2407076-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2407076-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2407076-24-TF-bestaper-k2lc.png
2MASS J06072173+2406402,91.840582,24.111208,0,24,None,14.452,14.124,14.007,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2406402-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2406402-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2406402-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2406402-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072173+2406402-24-TF-bestaper-k2lc.png
2MASS J06072177+2407306,91.84066,24.125163,0,24,None,14.536,14.092,13.912,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072177+2407306-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072177+2407306-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072177+2407306-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072177+2407306-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072177+2407306-24-TF-bestaper-k2lc.png
2MASS J06072193+2405524,91.841362,24.0979,0,24,None,12.063,11.333,11.158,1390,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06072193+2405524-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072193+2405524-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072193+2405524-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072193+2405524-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072193+2405524-24-TF-bestaper-k2lc.png
2MASS J06072194+2404169,91.841443,24.071373,0,24,None,12.963,12.35,12.166,1391,2,2,2,http://k2.hatsurveys.org/archive/K2.0/module-24/06072194+2404169-ec7a41ffd07deb0f7907c36a454712d43af34999ed69def2287cd845-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072194+2404169-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072194+2404169-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072194+2404169-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072194+2404169-24-TF-bestaper-k2lc.png
2MASS J06072199+2404359,91.841637,24.076603,0,24,None,13.869,13.38,13.192,1391,1,1,1,http://k2.hatsurveys.org/archive/K2.0/module-24/06072199+2404359-ca571b3064d0c8d610cef8bedc2e632d37ecc9eef228de37ba6fa8da-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072199+2404359-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072199+2404359-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072199+2404359-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072199+2404359-24-TF-bestaper-k2lc.png
2MASS J06072210+2404230,91.842075,24.07304,0,24,None,11.797,11.095,10.965,1391,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06072210+2404230-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072210+2404230-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072210+2404230-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072210+2404230-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072210+2404230-24-TF-bestaper-k2lc.png
2MASS J06072233+2405470,91.843071,24.096394,0,24,None,14.225,13.831,13.71,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072233+2405470-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072233+2405470-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072233+2405470-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072233+2405470-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072233+2405470-24-TF-bestaper-k2lc.png
2MASS J06072239+2410560,91.843293,24.182215,0,24,12.583,11.972,11.915,11.839,1390,7,7,7,http://k2.hatsurveys.org/archive/K2.0/module-24/06072239+2410560-378efa99ffc91b31ffa0cc8950b4eeaadf2cf3116c103f7c0a7e4f26-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072239+2410560-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072239+2410560-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072239+2410560-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072239+2410560-24-TF-bestaper-k2lc.png
2MASS J06072242+2409211,91.843403,24.155869,0,24,15.031,12.469,11.867,11.625,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072242+2409211-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072242+2409211-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072242+2409211-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072242+2409211-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072242+2409211-24-TF-bestaper-k2lc.png
2MASS J06072246+2406094,91.843598,24.102623,0,24,13.235,12.483,12.39,12.309,1390,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072246+2406094-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072246+2406094-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072246+2406094-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072246+2406094-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072246+2406094-24-TF-bestaper-k2lc.png
2MASS J06072247+2406369,91.843625,24.110283,0,24,14.793,12.305,11.658,11.475,1390,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072247+2406369-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072247+2406369-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072247+2406369-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072247+2406369-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072247+2406369-24-TF-bestaper-k2lc.png
2MASS J06072253+2405356,91.843627,24.092955,0,24,None,14.362,14.036,13.932,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2405356-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2405356-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2405356-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2405356-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2405356-24-TF-bestaper-k2lc.png
2MASS J06072253+2412226,91.843869,24.206238,0,24,None,14.778,14.449,14.325,1389,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2412226-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2412226-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2412226-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2412226-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072253+2412226-24-TF-bestaper-k2lc.png
2MASS J06072254+2407093,91.843971,24.11926,0,24,None,12.317,11.678,11.488,1390,3,3,3,http://k2.hatsurveys.org/archive/K2.0/module-24/06072254+2407093-ec71212af05e0ac7b3d6adb9fed85bc7d1f5d85f880909177cd76a8a-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072254+2407093-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072254+2407093-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072254+2407093-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072254+2407093-24-TF-bestaper-k2lc.png
2MASS J06072256+2406582,91.844011,24.116157,0,24,None,14.46,14.066,13.953,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072256+2406582-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072256+2406582-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072256+2406582-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072256+2406582-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072256+2406582-24-TF-bestaper-k2lc.png
2MASS J06072260+2359576,91.844201,23.99942,0,24,None,15.262,14.918,14.856,1393,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072260+2359576-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072260+2359576-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072260+2359576-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072260+2359576-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072260+2359576-24-TF-bestaper-k2lc.png
2MASS J06072265+2404198,91.844371,24.07207,0,24,None,15.132,14.748,14.589,1391,6,6,6,http://k2.hatsurveys.org/archive/K2.0/module-24/06072265+2404198-1ab7ca6dbc8734445ee467e4d2f733925789794e00e2b353d54b34c0-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072265+2404198-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072265+2404198-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072265+2404198-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072265+2404198-24-TF-bestaper-k2lc.png
2MASS J06072263+2404021,91.844383,24.067248,0,24,None,14.502,14.042,13.999,1391,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06072263+2404021-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072263+2404021-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072263+2404021-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072263+2404021-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072263+2404021-24-TF-bestaper-k2lc.png
2MASS J06072275+2405485,91.844799,24.096819,0,24,13.899,13.306,13.131,13.092,1390,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072275+2405485-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072275+2405485-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072275+2405485-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072275+2405485-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072275+2405485-24-TF-bestaper-k2lc.png
2MASS J06072285+2404512,91.845183,24.080897,0,24,12.816,10.163,9.412,9.139,1391,7,7,7,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2404512-378efa99ffc91b31ffa0cc8950b4eeaadf2cf3116c103f7c0a7e4f26-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2404512-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2404512-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2404512-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2404512-24-TF-bestaper-k2lc.png
2MASS J06072285+2405127,91.845217,24.086839,0,24,None,14.115,13.781,13.702,1391,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2405127-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2405127-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2405127-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2405127-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072285+2405127-24-TF-bestaper-k2lc.png
UCAC4-571-024553,91.845557,24.088468,0,24,15.002,None,None,None,1392,7,7,7,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024553-378efa99ffc91b31ffa0cc8950b4eeaadf2cf3116c103f7c0a7e4f26-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024553-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024553-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024553-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/UCAC4-571-024553-24-TF-bestaper-k2lc.png
2MASS J06072300+2404554,91.845773,24.082029,0,24,None,11.88,11.302,11.1,1391,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2404554-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2404554-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2404554-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2404554-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2404554-24-TF-bestaper-k2lc.png
2MASS J06072299+2402133,91.845814,24.037011,0,24,15.357,13.884,13.437,13.313,1393,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06072299+2402133-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072299+2402133-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072299+2402133-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072299+2402133-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072299+2402133-24-TF-bestaper-k2lc.png
2MASS J06072300+2408007,91.845816,24.133519,0,24,14.264,12.61,12.187,12.028,1390,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2408007-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2408007-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2408007-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2408007-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072300+2408007-24-TF-bestaper-k2lc.png
2MASS J06072306+2406041,91.84615,24.101255,0,24,None,14.56,14.217,14.094,1390,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072306+2406041-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072306+2406041-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072306+2406041-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072306+2406041-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072306+2406041-24-TF-bestaper-k2lc.png
2MASS J06072309+2403569,91.846207,24.065797,0,24,None,13.55,13.382,13.319,1391,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072309+2403569-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072309+2403569-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072309+2403569-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072309+2403569-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072309+2403569-24-TF-bestaper-k2lc.png
2MASS J06072314+2405415,91.846425,24.09484,0,24,None,14.802,14.498,14.476,1391,6,6,6,http://k2.hatsurveys.org/archive/K2.0/module-24/06072314+2405415-1ab7ca6dbc8734445ee467e4d2f733925789794e00e2b353d54b34c0-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072314+2405415-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072314+2405415-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072314+2405415-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072314+2405415-24-TF-bestaper-k2lc.png
2MASS J06072320+2402098,91.846661,24.036054,0,24,None,14.34,13.902,13.792,1393,4,4,4,http://k2.hatsurveys.org/archive/K2.0/module-24/06072320+2402098-3f66a96442cc80e4bd2aa024824eab809d406fd17e79440eac683d21-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072320+2402098-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072320+2402098-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072320+2402098-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072320+2402098-24-TF-bestaper-k2lc.png
2MASS J06072318+2359177,91.846665,23.988268,0,24,None,15.139,14.644,14.642,1393,0,0,0,http://k2.hatsurveys.org/archive/K2.0/module-24/06072318+2359177-da6749da3cc4a5e4ee005b1548d00ac5a8d9314c0e3ba9a9d203e02c-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072318+2359177-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072318+2359177-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072318+2359177-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072318+2359177-24-TF-bestaper-k2lc.png
2MASS J06072333+2405500,91.847094,24.09722,0,24,14.166,13.572,13.635,13.501,1391,2,2,2,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2405500-ec7a41ffd07deb0f7907c36a454712d43af34999ed69def2287cd845-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2405500-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2405500-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2405500-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2405500-24-TF-bestaper-k2lc.png
2MASS J06072330+2404544,91.847106,24.081802,0,24,None,12.276,11.624,11.45,1391,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072330+2404544-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072330+2404544-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072330+2404544-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072330+2404544-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072330+2404544-24-TF-bestaper-k2lc.png
2MASS J06072333+2402417,91.847221,24.044928,0,24,None,12.663,12.026,11.744,1393,1,1,1,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2402417-ca571b3064d0c8d610cef8bedc2e632d37ecc9eef228de37ba6fa8da-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2402417-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2402417-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2402417-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072333+2402417-24-TF-bestaper-k2lc.png
2MASS J06072342+2404378,91.847431,24.077209,0,24,None,14.732,14.415,14.246,1391,8,8,8,http://k2.hatsurveys.org/archive/K2.0/module-24/06072342+2404378-86da2ca2ea95e8c574796db061cfac9437f6c510bee86df6f8ede9d8-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072342+2404378-730d980afc0532e9636f59f499bf0fe09dad097f9c9809c7fe0c8fdf-k2lc.csv.gz,http://k2.hatsurveys.org/archive/K2.0/module-24/06072342+2404378-24-IM-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072342+2404378-24-EP-bestaper-k2lc.png,http://k2.hatsurveys.org/archive/K2.0/module-24/06072342+2404378-24-TF-bestaper-k2lc.png
